% time(s)	cellId	bwpId	IMSI	RNTI	frame	sframe	slot	symStart	numSym	harqId	ndi	rv	mcs	tbSize
0.502	1	0	0	6	50	4	0	1	12	15	1	0	0	84
0.502	1	0	0	5	50	4	0	1	12	15	1	0	0	84
0.502	1	0	0	4	50	4	0	1	12	15	1	0	0	134
0.502	1	0	0	3	50	4	0	1	12	15	1	0	0	134
0.502	1	0	0	2	50	4	0	1	12	15	1	0	0	229
0.502	1	0	0	1	50	4	0	1	12	15	1	0	0	229
0.503	1	0	0	6	50	5	0	1	12	14	1	0	0	10
0.503	1	0	0	5	50	5	0	1	12	14	1	0	0	10
0.503	1	0	0	4	50	5	0	1	12	14	1	0	0	136
0.503	1	0	0	3	50	5	0	1	12	14	1	0	0	136
0.503	1	0	0	2	50	5	0	1	12	14	1	0	0	300
0.503	1	0	0	1	50	5	0	1	12	14	1	0	0	300
0.504	1	0	0	6	50	6	0	1	12	13	1	0	0	10
0.504	1	0	0	5	50	6	0	1	12	13	1	0	0	10
0.504	1	0	0	4	50	6	0	1	12	13	1	0	0	136
0.504	1	0	0	3	50	6	0	1	12	13	1	0	0	136
0.504	1	0	0	2	50	6	0	1	12	13	1	0	0	300
0.504	1	0	0	1	50	6	0	1	12	13	1	0	0	300
0.505	1	0	0	6	50	7	0	1	11	12	1	0	0	11
0.505	1	0	0	5	50	7	0	1	11	12	1	0	0	11
0.505	1	0	0	4	50	7	0	1	11	12	1	0	0	137
0.505	1	0	0	3	50	7	0	1	11	12	1	0	0	137
0.505	1	0	0	2	50	7	0	1	11	12	1	0	0	260
0.505	1	0	0	1	50	7	0	1	11	12	1	0	0	260
0.506	1	0	0	6	50	8	0	1	11	11	1	0	0	11
0.506	1	0	0	5	50	8	0	1	11	11	1	0	0	11
0.506	1	0	0	4	50	8	0	1	11	11	1	0	0	137
0.506	1	0	0	3	50	8	0	1	11	11	1	0	0	137
0.506	1	0	0	2	50	8	0	1	11	11	1	0	0	260
0.506	1	0	0	1	50	8	0	1	11	11	1	0	0	260
0.507	1	0	0	6	50	9	0	1	12	15	1	0	0	10
0.507	1	0	0	5	50	9	0	1	12	15	1	0	0	10
0.507	1	0	0	4	50	9	0	1	12	15	1	0	0	139
0.507	1	0	0	3	50	9	0	1	12	15	1	0	0	139
0.507	1	0	0	2	50	9	0	1	12	15	1	0	0	297
0.507	1	0	0	1	50	9	0	1	12	15	1	0	0	297
0.508	1	0	0	6	51	0	0	1	12	14	1	0	26	81
0.508	1	0	0	5	51	0	0	1	12	14	1	0	24	71
0.508	1	0	0	4	51	0	0	1	12	14	1	0	18	175
0.508	1	0	0	3	51	0	0	1	12	14	1	0	28	179
0.508	1	0	0	2	51	0	0	1	12	14	1	0	24	4143
0.508	1	0	0	1	51	0	0	1	12	14	1	0	12	4136
0.509	1	0	0	4	51	1	0	1	12	13	1	0	18	175
0.509	1	0	0	3	51	1	0	1	12	13	1	0	28	179
0.51	1	0	0	4	51	2	0	1	12	12	1	0	18	175
0.51	1	0	0	3	51	2	0	1	12	12	1	0	28	179
0.51	1	0	0	2	51	2	0	1	12	13	1	0	24	1482
0.51	1	0	0	1	51	2	0	1	12	13	1	0	12	1437
0.511	1	0	0	4	51	3	0	1	12	11	1	0	18	175
0.511	1	0	0	3	51	3	0	1	12	11	1	0	28	179
0.512	1	0	0	4	51	4	0	1	12	15	1	0	18	175
0.512	1	0	0	3	51	4	0	1	12	15	1	0	28	179
0.512	1	0	0	2	51	4	0	1	12	15	1	0	24	1482
0.512	1	0	0	1	51	4	0	1	12	15	1	0	12	1437
0.513	1	0	0	4	51	5	0	1	12	14	1	0	18	175
0.513	1	0	0	3	51	5	0	1	12	14	1	0	28	179
0.514	1	0	0	4	51	6	0	1	12	13	1	0	20	160
0.514	1	0	0	3	51	6	0	1	12	13	1	0	28	179
0.514	1	0	0	2	51	6	0	1	12	14	1	0	26	1511
0.514	1	0	0	1	51	6	0	1	12	14	1	0	14	1454
0.515	1	0	0	4	51	7	0	1	12	12	1	0	28	179
0.515	1	0	0	3	51	7	0	1	12	12	1	0	28	179
0.516	1	0	0	4	51	8	0	1	12	11	1	0	26	165
0.516	1	0	0	3	51	8	0	1	12	11	1	0	28	179
0.516	1	0	0	2	51	8	0	1	12	13	1	0	28	1454
0.516	1	0	0	1	51	8	0	1	12	13	1	0	20	1467
0.517	1	0	0	4	51	9	0	1	12	15	1	0	28	179
0.517	1	0	0	3	51	9	0	1	12	15	1	0	28	179
0.518	1	0	0	4	52	0	0	1	12	14	1	0	26	165
0.518	1	0	0	3	52	0	0	1	12	14	1	0	28	179
0.518	1	0	0	2	52	0	0	1	12	15	1	0	28	1454
0.518	1	0	0	1	52	0	0	1	12	15	1	0	20	1467
0.519	1	0	0	4	52	1	0	1	12	13	1	0	28	179
0.519	1	0	0	3	52	1	0	1	12	13	1	0	28	179
0.52	1	0	0	4	52	2	0	1	12	12	1	0	28	179
0.52	1	0	0	3	52	2	0	1	12	12	1	0	28	179
0.52	1	0	0	2	52	2	0	1	12	14	1	0	28	1454
0.52	1	0	0	1	52	2	0	1	12	14	1	0	20	1467
0.521	1	0	0	4	52	3	0	1	12	11	1	0	28	179
0.521	1	0	0	3	52	3	0	1	12	11	1	0	28	179
0.522	1	0	0	4	52	4	0	1	12	15	1	0	28	179
0.522	1	0	0	3	52	4	0	1	12	15	1	0	28	179
0.522	1	0	0	2	52	4	0	1	12	13	1	0	28	1454
0.522	1	0	0	1	52	4	0	1	12	13	1	0	22	1477
0.523	1	0	0	4	52	5	0	1	12	14	1	0	28	179
0.523	1	0	0	3	52	5	0	1	12	14	1	0	28	179
0.524	1	0	0	4	52	6	0	1	12	13	1	0	28	179
0.524	1	0	0	3	52	6	0	1	12	13	1	0	28	179
0.524	1	0	0	2	52	6	0	1	12	15	1	0	28	1454
0.524	1	0	0	1	52	6	0	1	12	15	1	0	22	1477
0.525	1	0	0	4	52	7	0	1	12	12	1	0	28	179
0.525	1	0	0	3	52	7	0	1	12	12	1	0	28	179
0.526	1	0	0	4	52	8	0	1	12	11	1	0	28	179
0.526	1	0	0	3	52	8	0	1	12	11	1	0	28	179
0.526	1	0	0	2	52	8	0	1	12	14	1	0	28	1454
0.526	1	0	0	1	52	8	0	1	12	14	1	0	22	1477
0.527	1	0	0	4	52	9	0	1	12	15	1	0	28	179
0.527	1	0	0	3	52	9	0	1	12	15	1	0	28	179
0.528	1	0	0	4	53	0	0	1	12	14	1	0	28	179
0.528	1	0	0	3	53	0	0	1	12	14	1	0	28	179
0.528	1	0	0	2	53	0	0	1	12	13	1	0	28	1454
0.528	1	0	0	1	53	0	0	1	12	13	1	0	22	1477
0.529	1	0	0	4	53	1	0	1	12	13	1	0	28	179
0.529	1	0	0	3	53	1	0	1	12	13	1	0	28	179
0.53	1	0	0	4	53	2	0	1	12	12	1	0	28	179
0.53	1	0	0	3	53	2	0	1	12	12	1	0	28	179
0.53	1	0	0	2	53	2	0	1	12	15	1	0	28	1454
0.53	1	0	0	1	53	2	0	1	12	15	1	0	22	1477
0.531	1	0	0	4	53	3	0	1	12	11	1	0	28	179
0.531	1	0	0	3	53	3	0	1	12	11	1	0	28	179
0.532	1	0	0	4	53	4	0	1	12	15	1	0	28	179
0.532	1	0	0	3	53	4	0	1	12	15	1	0	28	179
0.532	1	0	0	2	53	4	0	1	12	14	1	0	28	1454
0.532	1	0	0	1	53	4	0	1	12	14	1	0	22	1477
0.533	1	0	0	4	53	5	0	1	12	14	1	0	28	179
0.533	1	0	0	3	53	5	0	1	12	14	1	0	28	179
0.534	1	0	0	4	53	6	0	1	12	13	1	0	28	179
0.534	1	0	0	3	53	6	0	1	12	13	1	0	28	179
0.534	1	0	0	2	53	6	0	1	12	13	1	0	28	1454
0.534	1	0	0	1	53	6	0	1	12	13	1	0	22	1477
0.535	1	0	0	4	53	7	0	1	11	12	1	0	28	163
0.535	1	0	0	3	53	7	0	1	11	12	1	0	28	163
0.536	1	0	0	4	53	8	0	1	12	11	1	0	28	179
0.536	1	0	0	3	53	8	0	1	12	11	1	0	28	179
0.536	1	0	0	2	53	8	0	1	12	15	1	0	28	1454
0.536	1	0	0	1	53	8	0	1	12	15	1	0	22	1477
0.537	1	0	0	4	53	9	0	1	12	15	1	0	28	179
0.537	1	0	0	3	53	9	0	1	12	15	1	0	28	179
0.538	1	0	0	4	54	0	0	1	12	14	1	0	28	179
0.538	1	0	0	3	54	0	0	1	12	14	1	0	28	179
0.538	1	0	0	2	54	0	0	1	12	14	1	0	28	1454
0.538	1	0	0	1	54	0	0	1	12	14	1	0	22	1477
0.539	1	0	0	4	54	1	0	1	12	13	1	0	28	179
0.539	1	0	0	3	54	1	0	1	12	13	1	0	28	179
0.54	1	0	0	4	54	2	0	1	12	12	1	0	28	179
0.54	1	0	0	3	54	2	0	1	12	12	1	0	28	179
0.54	1	0	0	2	54	2	0	1	12	13	1	0	28	1454
0.54	1	0	0	1	54	2	0	1	12	13	1	0	22	1477
0.541	1	0	0	4	54	3	0	1	12	11	1	0	28	179
0.541	1	0	0	3	54	3	0	1	12	11	1	0	28	179
0.542	1	0	0	4	54	4	0	1	12	15	1	0	28	179
0.542	1	0	0	3	54	4	0	1	12	15	1	0	28	179
0.542	1	0	0	2	54	4	0	1	12	15	1	0	28	1454
0.542	1	0	0	1	54	4	0	1	12	15	1	0	22	1477
0.543	1	0	0	4	54	5	0	1	12	14	1	0	28	179
0.543	1	0	0	3	54	5	0	1	12	14	1	0	28	179
0.544	1	0	0	4	54	6	0	1	12	13	1	0	28	179
0.544	1	0	0	3	54	6	0	1	12	13	1	0	28	179
0.544	1	0	0	2	54	6	0	1	12	14	1	0	28	1454
0.544	1	0	0	1	54	6	0	1	12	14	1	0	22	1477
0.545	1	0	0	4	54	7	0	1	12	12	1	0	28	179
0.545	1	0	0	3	54	7	0	1	12	12	1	0	28	179
0.546	1	0	0	4	54	8	0	1	11	11	1	0	28	163
0.546	1	0	0	3	54	8	0	1	11	11	1	0	28	163
0.546	1	0	0	2	54	8	0	1	11	13	1	0	28	1499
0.546	1	0	0	1	54	8	0	1	11	13	1	0	22	1471
0.547	1	0	0	4	54	9	0	1	11	15	1	0	28	163
0.547	1	0	0	3	54	9	0	1	11	15	1	0	28	163
0.548	1	0	0	4	55	0	0	1	12	14	1	0	28	179
0.548	1	0	0	3	55	0	0	1	12	14	1	0	28	179
0.548	1	0	0	2	55	0	0	1	12	15	1	0	28	1454
0.548	1	0	0	1	55	0	0	1	12	15	1	0	22	1477
0.549	1	0	0	4	55	1	0	1	12	13	1	0	28	179
0.549	1	0	0	3	55	1	0	1	12	13	1	0	28	179
0.55	1	0	0	4	55	2	0	1	12	12	1	0	28	179
0.55	1	0	0	3	55	2	0	1	12	12	1	0	28	179
0.55	1	0	0	2	55	2	0	1	12	14	1	0	28	1454
0.55	1	0	0	1	55	2	0	1	12	14	1	0	22	1477
0.551	1	0	0	4	55	3	0	1	12	11	1	0	28	179
0.551	1	0	0	3	55	3	0	1	12	11	1	0	28	179
0.552	1	0	0	6	55	4	0	1	12	15	1	0	28	88
0.552	1	0	0	5	55	4	0	1	12	15	1	0	26	165
0.552	1	0	0	4	55	4	0	1	12	15	1	0	28	179
0.552	1	0	0	3	55	4	0	1	12	15	1	0	28	179
0.552	1	0	0	2	55	4	0	1	12	13	1	0	28	1454
0.552	1	0	0	1	55	4	0	1	12	13	1	0	22	1477
0.553	1	0	0	4	55	5	0	1	12	14	1	0	28	179
0.553	1	0	0	3	55	5	0	1	12	14	1	0	28	179
0.554	1	0	0	4	55	6	0	1	12	13	1	0	28	179
0.554	1	0	0	3	55	6	0	1	12	13	1	0	28	179
0.554	1	0	0	2	55	6	0	1	12	15	1	0	28	1454
0.554	1	0	0	1	55	6	0	1	12	15	1	0	22	1477
0.555	1	0	0	4	55	7	0	1	12	12	1	0	28	179
0.555	1	0	0	3	55	7	0	1	12	12	1	0	28	179
0.556	1	0	0	4	55	8	0	1	12	11	1	0	28	179
0.556	1	0	0	3	55	8	0	1	12	11	1	0	28	179
0.556	1	0	0	2	55	8	0	1	12	14	1	0	28	1454
0.556	1	0	0	1	55	8	0	1	12	14	1	0	22	1477
0.557	1	0	0	4	55	9	0	1	12	15	1	0	28	179
0.557	1	0	0	3	55	9	0	1	12	15	1	0	28	179
0.558	1	0	0	4	56	0	0	1	12	14	1	0	28	179
0.558	1	0	0	3	56	0	0	1	12	14	1	0	28	179
0.558	1	0	0	2	56	0	0	1	12	13	1	0	28	1454
0.558	1	0	0	1	56	0	0	1	12	13	1	0	22	1477
0.559	1	0	0	4	56	1	0	1	12	13	1	0	28	179
0.559	1	0	0	3	56	1	0	1	12	13	1	0	28	179
0.56	1	0	0	4	56	2	0	1	12	12	1	0	28	179
0.56	1	0	0	3	56	2	0	1	12	12	1	0	28	179
0.56	1	0	0	2	56	2	0	1	12	15	1	0	28	1454
0.56	1	0	0	1	56	2	0	1	12	15	1	0	22	1477
0.561	1	0	0	4	56	3	0	1	12	11	1	0	28	179
0.561	1	0	0	3	56	3	0	1	12	11	1	0	28	179
0.562	1	0	0	4	56	4	0	1	12	15	1	0	28	179
0.562	1	0	0	3	56	4	0	1	12	15	1	0	28	179
0.562	1	0	0	2	56	4	0	1	12	14	1	0	28	1454
0.562	1	0	0	1	56	4	0	1	12	14	1	0	22	1477
0.563	1	0	0	4	56	5	0	1	12	14	1	0	28	179
0.563	1	0	0	3	56	5	0	1	12	14	1	0	28	179
0.564	1	0	0	4	56	6	0	1	12	13	1	0	28	179
0.564	1	0	0	3	56	6	0	1	12	13	1	0	28	179
0.564	1	0	0	2	56	6	0	1	12	13	1	0	28	1454
0.564	1	0	0	1	56	6	0	1	12	13	1	0	22	1477
0.565	1	0	0	4	56	7	0	1	12	12	1	0	28	179
0.565	1	0	0	3	56	7	0	1	12	12	1	0	28	179
0.566	1	0	0	4	56	8	0	1	12	11	1	0	28	179
0.566	1	0	0	3	56	8	0	1	12	11	1	0	28	179
0.566	1	0	0	2	56	8	0	1	12	15	1	0	28	1454
0.566	1	0	0	1	56	8	0	1	12	15	1	0	22	1477
0.567	1	0	0	4	56	9	0	1	12	15	1	0	28	179
0.567	1	0	0	3	56	9	0	1	12	15	1	0	28	179
0.568	1	0	0	4	57	0	0	1	12	14	1	0	28	179
0.568	1	0	0	3	57	0	0	1	12	14	1	0	28	179
0.568	1	0	0	2	57	0	0	1	12	14	1	0	28	1454
0.568	1	0	0	1	57	0	0	1	12	14	1	0	22	1477
0.569	1	0	0	4	57	1	0	1	12	13	1	0	28	179
0.569	1	0	0	3	57	1	0	1	12	13	1	0	28	179
0.57	1	0	0	4	57	2	0	1	12	12	1	0	28	179
0.57	1	0	0	3	57	2	0	1	12	12	1	0	28	179
0.57	1	0	0	2	57	2	0	1	12	13	1	0	28	1454
0.57	1	0	0	1	57	2	0	1	12	13	1	0	22	1477
0.571	1	0	0	4	57	3	0	1	12	11	1	0	28	179
0.571	1	0	0	3	57	3	0	1	12	11	1	0	28	179
0.572	1	0	0	4	57	4	0	1	12	15	1	0	28	179
0.572	1	0	0	3	57	4	0	1	12	15	1	0	28	179
0.572	1	0	0	2	57	4	0	1	12	15	1	0	28	1454
0.572	1	0	0	1	57	4	0	1	12	15	1	0	22	1477
0.573	1	0	0	4	57	5	0	1	12	14	1	0	28	179
0.573	1	0	0	3	57	5	0	1	12	14	1	0	28	179
0.574	1	0	0	4	57	6	0	1	12	13	1	0	28	179
0.574	1	0	0	3	57	6	0	1	12	13	1	0	28	179
0.574	1	0	0	2	57	6	0	1	12	14	1	0	28	1454
0.574	1	0	0	1	57	6	0	1	12	14	1	0	22	1477
0.575	1	0	0	4	57	7	0	1	12	12	1	0	28	179
0.575	1	0	0	3	57	7	0	1	12	12	1	0	28	179
0.576	1	0	0	4	57	8	0	1	11	11	1	0	28	163
0.576	1	0	0	3	57	8	0	1	11	11	1	0	28	163
0.576	1	0	0	2	57	8	0	1	11	13	1	0	28	1499
0.576	1	0	0	1	57	8	0	1	11	13	1	0	22	1471
0.577	1	0	0	4	57	9	0	1	12	15	1	0	28	179
0.577	1	0	0	3	57	9	0	1	12	15	1	0	28	179
0.578	1	0	0	4	58	0	0	1	12	14	1	0	28	179
0.578	1	0	0	3	58	0	0	1	12	14	1	0	28	179
0.578	1	0	0	2	58	0	0	1	12	15	1	0	28	1454
0.578	1	0	0	1	58	0	0	1	12	15	1	0	22	1477
0.579	1	0	0	4	58	1	0	1	12	13	1	0	28	179
0.579	1	0	0	3	58	1	0	1	12	13	1	0	28	179
0.58	1	0	0	4	58	2	0	1	12	12	1	0	28	179
0.58	1	0	0	3	58	2	0	1	12	12	1	0	28	179
0.58	1	0	0	2	58	2	0	1	12	14	1	0	28	1454
0.58	1	0	0	1	58	2	0	1	12	14	1	0	22	1477
0.581	1	0	0	4	58	3	0	1	12	11	1	0	28	179
0.581	1	0	0	3	58	3	0	1	12	11	1	0	28	179
0.582	1	0	0	4	58	4	0	1	12	15	1	0	28	179
0.582	1	0	0	3	58	4	0	1	12	15	1	0	28	179
0.582	1	0	0	2	58	4	0	1	12	13	1	0	28	1454
0.582	1	0	0	1	58	4	0	1	12	13	1	0	22	1477
0.583	1	0	0	4	58	5	0	1	12	14	1	0	28	179
0.583	1	0	0	3	58	5	0	1	12	14	1	0	28	179
0.584	1	0	0	4	58	6	0	1	12	13	1	0	28	179
0.584	1	0	0	3	58	6	0	1	12	13	1	0	28	179
0.584	1	0	0	2	58	6	0	1	12	15	1	0	28	1454
0.584	1	0	0	1	58	6	0	1	12	15	1	0	22	1477
0.585	1	0	0	4	58	7	0	1	11	12	1	0	28	163
0.585	1	0	0	3	58	7	0	1	11	12	1	0	28	163
0.586	1	0	0	4	58	8	0	1	11	11	1	0	28	163
0.586	1	0	0	3	58	8	0	1	11	11	1	0	28	163
0.586	1	0	0	2	58	8	0	1	11	14	1	0	28	1499
0.586	1	0	0	1	58	8	0	1	11	14	1	0	22	1471
0.587	1	0	0	4	58	9	0	1	12	15	1	0	28	179
0.587	1	0	0	3	58	9	0	1	12	15	1	0	28	179
0.588	1	0	0	4	59	0	0	1	12	14	1	0	28	179
0.588	1	0	0	3	59	0	0	1	12	14	1	0	28	179
0.588	1	0	0	2	59	0	0	1	12	13	1	0	28	1454
0.588	1	0	0	1	59	0	0	1	12	13	1	0	22	1477
0.589	1	0	0	4	59	1	0	1	12	13	1	0	28	179
0.589	1	0	0	3	59	1	0	1	12	13	1	0	28	179
0.59	1	0	0	4	59	2	0	1	12	12	1	0	28	179
0.59	1	0	0	3	59	2	0	1	12	12	1	0	28	179
0.59	1	0	0	2	59	2	0	1	12	15	1	0	28	1454
0.59	1	0	0	1	59	2	0	1	12	15	1	0	22	1477
0.591	1	0	0	4	59	3	0	1	12	11	1	0	28	179
0.591	1	0	0	3	59	3	0	1	12	11	1	0	28	179
0.592	1	0	0	4	59	4	0	1	12	15	1	0	28	179
0.592	1	0	0	3	59	4	0	1	12	15	1	0	28	179
0.592	1	0	0	2	59	4	0	1	12	14	1	0	28	1454
0.592	1	0	0	1	59	4	0	1	12	14	1	0	22	1477
0.593	1	0	0	4	59	5	0	1	12	14	1	0	28	179
0.593	1	0	0	3	59	5	0	1	12	14	1	0	28	179
0.594	1	0	0	4	59	6	0	1	12	13	1	0	28	179
0.594	1	0	0	3	59	6	0	1	12	13	1	0	28	179
0.594	1	0	0	2	59	6	0	1	12	13	1	0	28	1454
0.594	1	0	0	1	59	6	0	1	12	13	1	0	22	1477
0.595	1	0	0	4	59	7	0	1	12	12	1	0	28	179
0.595	1	0	0	3	59	7	0	1	12	12	1	0	28	179
0.596	1	0	0	4	59	8	0	1	12	11	1	0	28	179
0.596	1	0	0	3	59	8	0	1	12	11	1	0	28	179
0.596	1	0	0	2	59	8	0	1	12	15	1	0	28	1454
0.596	1	0	0	1	59	8	0	1	12	15	1	0	22	1477
0.597	1	0	0	4	59	9	0	1	12	15	1	0	28	179
0.597	1	0	0	3	59	9	0	1	12	15	1	0	28	179
0.598	1	0	0	4	60	0	0	1	12	14	1	0	28	179
0.598	1	0	0	3	60	0	0	1	12	14	1	0	28	179
0.598	1	0	0	2	60	0	0	1	12	14	1	0	28	1454
0.598	1	0	0	1	60	0	0	1	12	14	1	0	22	1477
0.599	1	0	0	4	60	1	0	1	12	13	1	0	28	179
0.599	1	0	0	3	60	1	0	1	12	13	1	0	28	179
0.6	1	0	0	4	60	2	0	1	12	12	1	0	28	179
0.6	1	0	0	3	60	2	0	1	12	12	1	0	28	179
0.6	1	0	0	2	60	2	0	1	12	13	1	0	28	1454
0.6	1	0	0	1	60	2	0	1	12	13	1	0	22	1477
0.601	1	0	0	4	60	3	0	1	12	11	1	0	28	179
0.601	1	0	0	3	60	3	0	1	12	11	1	0	28	179
0.602	1	0	0	6	60	4	0	1	12	15	1	0	28	88
0.602	1	0	0	5	60	4	0	1	12	15	1	0	28	88
0.602	1	0	0	4	60	4	0	1	12	15	1	0	28	179
0.602	1	0	0	3	60	4	0	1	12	15	1	0	28	179
0.602	1	0	0	2	60	4	0	1	12	15	1	0	28	1454
0.602	1	0	0	1	60	4	0	1	12	15	1	0	22	1477
0.603	1	0	0	4	60	5	0	1	12	14	1	0	28	179
0.603	1	0	0	3	60	5	0	1	12	14	1	0	28	179
0.604	1	0	0	4	60	6	0	1	12	13	1	0	28	179
0.604	1	0	0	3	60	6	0	1	12	13	1	0	28	179
0.604	1	0	0	2	60	6	0	1	12	14	1	0	28	1454
0.604	1	0	0	1	60	6	0	1	12	14	1	0	22	1477
0.605	1	0	0	4	60	7	0	1	12	12	1	0	28	179
0.605	1	0	0	3	60	7	0	1	12	12	1	0	28	179
0.606	1	0	0	4	60	8	0	1	12	11	1	0	28	179
0.606	1	0	0	3	60	8	0	1	12	11	1	0	28	179
0.606	1	0	0	2	60	8	0	1	12	13	1	0	28	1454
0.606	1	0	0	1	60	8	0	1	12	13	1	0	22	1477
0.607	1	0	0	4	60	9	0	1	12	15	1	0	28	179
0.607	1	0	0	3	60	9	0	1	12	15	1	0	28	179
0.608	1	0	0	4	61	0	0	1	12	14	1	0	28	179
0.608	1	0	0	3	61	0	0	1	12	14	1	0	28	179
0.608	1	0	0	2	61	0	0	1	12	15	1	0	28	1454
0.608	1	0	0	1	61	0	0	1	12	15	1	0	22	1477
0.609	1	0	0	4	61	1	0	1	12	13	1	0	28	179
0.609	1	0	0	3	61	1	0	1	12	13	1	0	28	179
0.61	1	0	0	4	61	2	0	1	12	12	1	0	28	179
0.61	1	0	0	3	61	2	0	1	12	12	1	0	28	179
0.61	1	0	0	2	61	2	0	1	12	14	1	0	28	1454
0.61	1	0	0	1	61	2	0	1	12	14	1	0	22	1477
0.611	1	0	0	4	61	3	0	1	12	11	1	0	28	179
0.611	1	0	0	3	61	3	0	1	12	11	1	0	28	179
0.612	1	0	0	4	61	4	0	1	12	15	1	0	28	179
0.612	1	0	0	3	61	4	0	1	12	15	1	0	28	179
0.612	1	0	0	2	61	4	0	1	12	13	1	0	28	1454
0.612	1	0	0	1	61	4	0	1	12	13	1	0	22	1477
0.613	1	0	0	4	61	5	0	1	12	14	1	0	28	179
0.613	1	0	0	3	61	5	0	1	12	14	1	0	28	179
0.614	1	0	0	4	61	6	0	1	12	13	1	0	28	179
0.614	1	0	0	3	61	6	0	1	12	13	1	0	28	179
0.614	1	0	0	2	61	6	0	1	12	15	1	0	28	1454
0.614	1	0	0	1	61	6	0	1	12	15	1	0	22	1477
0.615	1	0	0	4	61	7	0	1	11	12	1	0	28	163
0.615	1	0	0	3	61	7	0	1	11	12	1	0	28	163
0.616	1	0	0	4	61	8	0	1	12	11	1	0	28	179
0.616	1	0	0	3	61	8	0	1	12	11	1	0	28	179
0.616	1	0	0	2	61	8	0	1	12	14	1	0	28	1454
0.616	1	0	0	1	61	8	0	1	12	14	1	0	22	1477
0.617	1	0	0	4	61	9	0	1	12	15	1	0	28	179
0.617	1	0	0	3	61	9	0	1	12	15	1	0	28	179
0.618	1	0	0	4	62	0	0	1	12	14	1	0	28	179
0.618	1	0	0	3	62	0	0	1	12	14	1	0	28	179
0.618	1	0	0	2	62	0	0	1	12	13	1	0	28	1454
0.618	1	0	0	1	62	0	0	1	12	13	1	0	22	1477
0.619	1	0	0	4	62	1	0	1	12	13	1	0	28	179
0.619	1	0	0	3	62	1	0	1	12	13	1	0	28	179
0.62	1	0	0	4	62	2	0	1	12	12	1	0	28	179
0.62	1	0	0	3	62	2	0	1	12	12	1	0	28	179
0.62	1	0	0	2	62	2	0	1	12	15	1	0	28	1454
0.62	1	0	0	1	62	2	0	1	12	15	1	0	22	1477
0.621	1	0	0	4	62	3	0	1	12	11	1	0	28	179
0.621	1	0	0	3	62	3	0	1	12	11	1	0	28	179
0.622	1	0	0	4	62	4	0	1	12	15	1	0	28	179
0.622	1	0	0	3	62	4	0	1	12	15	1	0	28	179
0.622	1	0	0	2	62	4	0	1	12	14	1	0	28	1454
0.622	1	0	0	1	62	4	0	1	12	14	1	0	22	1477
0.623	1	0	0	4	62	5	0	1	12	14	1	0	28	179
0.623	1	0	0	3	62	5	0	1	12	14	1	0	28	179
0.624	1	0	0	4	62	6	0	1	12	13	1	0	28	179
0.624	1	0	0	3	62	6	0	1	12	13	1	0	28	179
0.624	1	0	0	2	62	6	0	1	12	13	1	0	28	1454
0.624	1	0	0	1	62	6	0	1	12	13	1	0	22	1477
0.625	1	0	0	4	62	7	0	1	12	12	1	0	28	179
0.625	1	0	0	3	62	7	0	1	12	12	1	0	28	179
0.626	1	0	0	4	62	8	0	1	11	11	1	0	28	163
0.626	1	0	0	3	62	8	0	1	11	11	1	0	28	163
0.626	1	0	0	2	62	8	0	1	11	15	1	0	28	1499
0.626	1	0	0	1	62	8	0	1	11	15	1	0	22	1471
0.627	1	0	0	4	62	9	0	1	11	15	1	0	28	163
0.627	1	0	0	3	62	9	0	1	11	15	1	0	28	163
0.628	1	0	0	4	63	0	0	1	12	14	1	0	28	179
0.628	1	0	0	3	63	0	0	1	12	14	1	0	28	179
0.628	1	0	0	2	63	0	0	1	12	14	1	0	28	1454
0.628	1	0	0	1	63	0	0	1	12	14	1	0	22	1477
0.629	1	0	0	4	63	1	0	1	12	13	1	0	28	179
0.629	1	0	0	3	63	1	0	1	12	13	1	0	28	179
0.63	1	0	0	4	63	2	0	1	12	12	1	0	28	179
0.63	1	0	0	3	63	2	0	1	12	12	1	0	28	179
0.63	1	0	0	2	63	2	0	1	12	13	1	0	28	1454
0.63	1	0	0	1	63	2	0	1	12	13	1	0	22	1477
0.631	1	0	0	4	63	3	0	1	12	11	1	0	28	179
0.631	1	0	0	3	63	3	0	1	12	11	1	0	28	179
0.632	1	0	0	4	63	4	0	1	12	15	1	0	28	179
0.632	1	0	0	3	63	4	0	1	12	15	1	0	28	179
0.632	1	0	0	2	63	4	0	1	12	15	1	0	28	1454
0.632	1	0	0	1	63	4	0	1	12	15	1	0	22	1477
0.633	1	0	0	4	63	5	0	1	12	14	1	0	28	179
0.633	1	0	0	3	63	5	0	1	12	14	1	0	28	179
0.634	1	0	0	4	63	6	0	1	12	13	1	0	28	179
0.634	1	0	0	3	63	6	0	1	12	13	1	0	28	179
0.634	1	0	0	2	63	6	0	1	12	14	1	0	28	1454
0.634	1	0	0	1	63	6	0	1	12	14	1	0	22	1477
0.635	1	0	0	4	63	7	0	1	12	12	1	0	28	179
0.635	1	0	0	3	63	7	0	1	12	12	1	0	28	179
0.636	1	0	0	4	63	8	0	1	12	11	1	0	28	179
0.636	1	0	0	3	63	8	0	1	12	11	1	0	28	179
0.636	1	0	0	2	63	8	0	1	12	13	1	0	28	1454
0.636	1	0	0	1	63	8	0	1	12	13	1	0	22	1477
0.637	1	0	0	4	63	9	0	1	12	15	1	0	28	179
