% time(s)	cellId	bwpId	IMSI	RNTI	frame	sframe	slot	symStart	numSym	harqId	ndi	rv	mcs	tbSize
1.023	1	0	0	3	102	5	0	1	12	14	1	0	28	179
1.024	1	0	0	4	102	6	0	1	12	13	1	0	28	179
1.024	1	0	0	3	102	6	0	1	12	13	1	0	28	179
1.024	1	0	0	2	102	6	0	1	12	14	1	0	28	1454
1.024	1	0	0	1	102	6	0	1	12	14	1	0	22	1477
1.025	1	0	0	4	102	7	0	1	12	12	1	0	28	179
1.025	1	0	0	3	102	7	0	1	12	12	1	0	28	179
1.026	1	0	0	4	102	8	0	1	11	11	1	0	28	163
1.026	1	0	0	3	102	8	0	1	11	11	1	0	28	163
1.026	1	0	0	2	102	8	0	1	11	13	1	0	28	1499
1.026	1	0	0	1	102	8	0	1	11	13	1	0	22	1471
1.027	1	0	0	4	102	9	0	1	11	15	1	0	28	163
1.027	1	0	0	3	102	9	0	1	11	15	1	0	28	163
1.028	1	0	0	4	103	0	0	1	12	14	1	0	28	179
1.028	1	0	0	3	103	0	0	1	12	14	1	0	28	179
1.028	1	0	0	2	103	0	0	1	12	15	1	0	28	1454
1.028	1	0	0	1	103	0	0	1	12	15	1	0	22	1477
1.029	1	0	0	4	103	1	0	1	12	13	1	0	28	179
1.029	1	0	0	3	103	1	0	1	12	13	1	0	28	179
1.03	1	0	0	4	103	2	0	1	12	12	1	0	28	179
1.03	1	0	0	3	103	2	0	1	12	12	1	0	28	179
1.03	1	0	0	2	103	2	0	1	12	14	1	0	28	1454
1.03	1	0	0	1	103	2	0	1	12	14	1	0	22	1477
1.031	1	0	0	4	103	3	0	1	12	11	1	0	28	179
1.031	1	0	0	3	103	3	0	1	12	11	1	0	28	179
1.032	1	0	0	4	103	4	0	1	12	15	1	0	28	179
1.032	1	0	0	3	103	4	0	1	12	15	1	0	28	179
1.032	1	0	0	2	103	4	0	1	12	13	1	0	28	1454
1.032	1	0	0	1	103	4	0	1	12	13	1	0	22	1477
1.033	1	0	0	4	103	5	0	1	12	14	1	0	28	179
1.033	1	0	0	3	103	5	0	1	12	14	1	0	28	179
1.034	1	0	0	4	103	6	0	1	12	13	1	0	28	179
1.034	1	0	0	3	103	6	0	1	12	13	1	0	28	179
1.034	1	0	0	2	103	6	0	1	12	15	1	0	28	1454
1.034	1	0	0	1	103	6	0	1	12	15	1	0	22	1477
1.035	1	0	0	4	103	7	0	1	12	12	1	0	28	179
1.035	1	0	0	3	103	7	0	1	12	12	1	0	28	179
1.036	1	0	0	4	103	8	0	1	12	11	1	0	28	179
1.036	1	0	0	3	103	8	0	1	12	11	1	0	28	179
1.036	1	0	0	2	103	8	0	1	12	14	1	0	28	1454
1.036	1	0	0	1	103	8	0	1	12	14	1	0	22	1477
1.037	1	0	0	4	103	9	0	1	12	15	1	0	28	179
1.037	1	0	0	3	103	9	0	1	12	15	1	0	28	179
1.038	1	0	0	4	104	0	0	1	12	14	1	0	28	179
1.038	1	0	0	3	104	0	0	1	12	14	1	0	28	179
1.038	1	0	0	2	104	0	0	1	12	13	1	0	28	1454
1.038	1	0	0	1	104	0	0	1	12	13	1	0	22	1477
1.039	1	0	0	4	104	1	0	1	12	13	1	0	28	179
1.039	1	0	0	3	104	1	0	1	12	13	1	0	28	179
1.04	1	0	0	4	104	2	0	1	12	12	1	0	28	179
1.04	1	0	0	3	104	2	0	1	12	12	1	0	28	179
1.04	1	0	0	2	104	2	0	1	12	15	1	0	28	1454
1.04	1	0	0	1	104	2	0	1	12	15	1	0	22	1477
1.041	1	0	0	4	104	3	0	1	12	11	1	0	28	179
1.041	1	0	0	3	104	3	0	1	12	11	1	0	28	179
1.042	1	0	0	4	104	4	0	1	12	15	1	0	28	179
1.042	1	0	0	3	104	4	0	1	12	15	1	0	28	179
1.042	1	0	0	2	104	4	0	1	12	14	1	0	28	1454
1.042	1	0	0	1	104	4	0	1	12	14	1	0	22	1477
1.043	1	0	0	4	104	5	0	1	12	14	1	0	28	179
1.043	1	0	0	3	104	5	0	1	12	14	1	0	28	179
1.044	1	0	0	4	104	6	0	1	12	13	1	0	28	179
1.044	1	0	0	3	104	6	0	1	12	13	1	0	28	179
1.044	1	0	0	2	104	6	0	1	12	13	1	0	28	1454
1.044	1	0	0	1	104	6	0	1	12	13	1	0	22	1477
1.045	1	0	0	4	104	7	0	1	12	12	1	0	28	179
1.045	1	0	0	3	104	7	0	1	12	12	1	0	28	179
1.046	1	0	0	4	104	8	0	1	12	11	1	0	28	179
1.046	1	0	0	3	104	8	0	1	12	11	1	0	28	179
1.046	1	0	0	2	104	8	0	1	12	15	1	0	28	1454
1.046	1	0	0	1	104	8	0	1	12	15	1	0	22	1477
1.047	1	0	0	4	104	9	0	1	12	15	1	0	28	179
1.047	1	0	0	3	104	9	0	1	12	15	1	0	28	179
1.048	1	0	0	4	105	0	0	1	12	14	1	0	28	179
1.048	1	0	0	3	105	0	0	1	12	14	1	0	28	179
1.048	1	0	0	2	105	0	0	1	12	14	1	0	28	1454
1.048	1	0	0	1	105	0	0	1	12	14	1	0	22	1477
1.049	1	0	0	4	105	1	0	1	12	13	1	0	28	179
1.049	1	0	0	3	105	1	0	1	12	13	1	0	28	179
1.05	1	0	0	4	105	2	0	1	12	12	1	0	28	179
1.05	1	0	0	3	105	2	0	1	12	12	1	0	28	179
1.05	1	0	0	2	105	2	0	1	12	13	1	0	28	1454
1.05	1	0	0	1	105	2	0	1	12	13	1	0	22	1477
1.051	1	0	0	4	105	3	0	1	12	11	1	0	28	179
1.051	1	0	0	3	105	3	0	1	12	11	1	0	28	179
1.052	1	0	0	6	105	4	0	1	12	15	1	0	28	88
1.052	1	0	0	5	105	4	0	1	12	15	1	0	28	88
1.052	1	0	0	4	105	4	0	1	12	15	1	0	28	179
1.052	1	0	0	3	105	4	0	1	12	15	1	0	28	179
1.052	1	0	0	2	105	4	0	1	12	15	1	0	28	1454
1.052	1	0	0	1	105	4	0	1	12	15	1	0	22	1477
1.053	1	0	0	4	105	5	0	1	12	14	1	0	28	179
1.053	1	0	0	3	105	5	0	1	12	14	1	0	28	179
1.054	1	0	0	4	105	6	0	1	12	13	1	0	28	179
1.054	1	0	0	3	105	6	0	1	12	13	1	0	28	179
1.054	1	0	0	2	105	6	0	1	12	14	1	0	28	1454
1.054	1	0	0	1	105	6	0	1	12	14	1	0	22	1477
1.055	1	0	0	4	105	7	0	1	12	12	1	0	28	179
1.055	1	0	0	3	105	7	0	1	12	12	1	0	28	179
1.056	1	0	0	4	105	8	0	1	11	11	1	0	28	163
1.056	1	0	0	3	105	8	0	1	11	11	1	0	28	163
1.056	1	0	0	2	105	8	0	1	11	13	1	0	28	1499
1.056	1	0	0	1	105	8	0	1	11	13	1	0	22	1471
1.057	1	0	0	4	105	9	0	1	12	15	1	0	28	179
1.057	1	0	0	3	105	9	0	1	12	15	1	0	28	179
1.058	1	0	0	4	106	0	0	1	12	14	1	0	28	179
1.058	1	0	0	3	106	0	0	1	12	14	1	0	28	179
1.058	1	0	0	2	106	0	0	1	12	15	1	0	28	1454
1.058	1	0	0	1	106	0	0	1	12	15	1	0	22	1477
1.059	1	0	0	4	106	1	0	1	12	13	1	0	28	179
1.059	1	0	0	3	106	1	0	1	12	13	1	0	28	179
1.06	1	0	0	4	106	2	0	1	12	12	1	0	28	179
1.06	1	0	0	3	106	2	0	1	12	12	1	0	28	179
1.06	1	0	0	2	106	2	0	1	12	14	1	0	28	1454
1.06	1	0	0	1	106	2	0	1	12	14	1	0	22	1477
1.061	1	0	0	4	106	3	0	1	12	11	1	0	28	179
1.061	1	0	0	3	106	3	0	1	12	11	1	0	28	179
1.062	1	0	0	4	106	4	0	1	12	15	1	0	28	179
1.062	1	0	0	3	106	4	0	1	12	15	1	0	28	179
1.062	1	0	0	2	106	4	0	1	12	13	1	0	28	1454
1.062	1	0	0	1	106	4	0	1	12	13	1	0	22	1477
1.063	1	0	0	4	106	5	0	1	12	14	1	0	28	179
1.063	1	0	0	3	106	5	0	1	12	14	1	0	28	179
1.064	1	0	0	4	106	6	0	1	12	13	1	0	28	179
1.064	1	0	0	3	106	6	0	1	12	13	1	0	28	179
1.064	1	0	0	2	106	6	0	1	12	15	1	0	28	1454
1.064	1	0	0	1	106	6	0	1	12	15	1	0	22	1477
1.065	1	0	0	4	106	7	0	1	11	12	1	0	28	163
1.065	1	0	0	3	106	7	0	1	11	12	1	0	28	163
1.066	1	0	0	4	106	8	0	1	11	11	1	0	28	163
1.066	1	0	0	3	106	8	0	1	11	11	1	0	28	163
1.066	1	0	0	2	106	8	0	1	11	14	1	0	28	1499
1.066	1	0	0	1	106	8	0	1	11	14	1	0	22	1471
1.067	1	0	0	4	106	9	0	1	12	15	1	0	28	179
1.067	1	0	0	3	106	9	0	1	12	15	1	0	28	179
1.068	1	0	0	4	107	0	0	1	12	14	1	0	28	179
1.068	1	0	0	3	107	0	0	1	12	14	1	0	28	179
1.068	1	0	0	2	107	0	0	1	12	13	1	0	28	1454
1.068	1	0	0	1	107	0	0	1	12	13	1	0	22	1477
1.069	1	0	0	4	107	1	0	1	12	13	1	0	28	179
1.069	1	0	0	3	107	1	0	1	12	13	1	0	28	179
1.07	1	0	0	4	107	2	0	1	12	12	1	0	28	179
1.07	1	0	0	3	107	2	0	1	12	12	1	0	28	179
1.07	1	0	0	2	107	2	0	1	12	15	1	0	28	1454
1.07	1	0	0	1	107	2	0	1	12	15	1	0	22	1477
1.071	1	0	0	4	107	3	0	1	12	11	1	0	28	179
1.071	1	0	0	3	107	3	0	1	12	11	1	0	28	179
1.072	1	0	0	4	107	4	0	1	12	15	1	0	28	179
1.072	1	0	0	3	107	4	0	1	12	15	1	0	28	179
1.072	1	0	0	2	107	4	0	1	12	14	1	0	28	1454
1.072	1	0	0	1	107	4	0	1	12	14	1	0	22	1477
1.073	1	0	0	4	107	5	0	1	12	14	1	0	28	179
1.073	1	0	0	3	107	5	0	1	12	14	1	0	28	179
1.074	1	0	0	4	107	6	0	1	12	13	1	0	28	179
1.074	1	0	0	3	107	6	0	1	12	13	1	0	28	179
1.074	1	0	0	2	107	6	0	1	12	13	1	0	28	1454
1.074	1	0	0	1	107	6	0	1	12	13	1	0	22	1477
1.075	1	0	0	4	107	7	0	1	12	12	1	0	28	179
1.075	1	0	0	3	107	7	0	1	12	12	1	0	28	179
1.076	1	0	0	4	107	8	0	1	12	11	1	0	28	179
1.076	1	0	0	3	107	8	0	1	12	11	1	0	28	179
1.076	1	0	0	2	107	8	0	1	12	15	1	0	28	1454
1.076	1	0	0	1	107	8	0	1	12	15	1	0	22	1477
1.077	1	0	0	4	107	9	0	1	12	15	1	0	28	179
1.077	1	0	0	3	107	9	0	1	12	15	1	0	28	179
1.078	1	0	0	4	108	0	0	1	12	14	1	0	28	179
1.078	1	0	0	3	108	0	0	1	12	14	1	0	28	179
1.078	1	0	0	2	108	0	0	1	12	14	1	0	28	1454
1.078	1	0	0	1	108	0	0	1	12	14	1	0	22	1477
1.079	1	0	0	4	108	1	0	1	12	13	1	0	28	179
1.079	1	0	0	3	108	1	0	1	12	13	1	0	28	179
1.08	1	0	0	4	108	2	0	1	12	12	1	0	28	179
1.08	1	0	0	3	108	2	0	1	12	12	1	0	28	179
1.08	1	0	0	2	108	2	0	1	12	13	1	0	28	1454
1.08	1	0	0	1	108	2	0	1	12	13	1	0	22	1477
1.081	1	0	0	4	108	3	0	1	12	11	1	0	28	179
1.081	1	0	0	3	108	3	0	1	12	11	1	0	28	179
1.082	1	0	0	4	108	4	0	1	12	15	1	0	28	179
1.082	1	0	0	3	108	4	0	1	12	15	1	0	28	179
1.082	1	0	0	2	108	4	0	1	12	15	1	0	28	1454
1.082	1	0	0	1	108	4	0	1	12	15	1	0	22	1477
1.083	1	0	0	4	108	5	0	1	12	14	1	0	28	179
1.083	1	0	0	3	108	5	0	1	12	14	1	0	28	179
1.084	1	0	0	4	108	6	0	1	12	13	1	0	28	179
1.084	1	0	0	3	108	6	0	1	12	13	1	0	28	179
1.084	1	0	0	2	108	6	0	1	12	14	1	0	28	1454
1.084	1	0	0	1	108	6	0	1	12	14	1	0	22	1477
1.085	1	0	0	4	108	7	0	1	12	12	1	0	28	179
1.085	1	0	0	3	108	7	0	1	12	12	1	0	28	179
1.086	1	0	0	4	108	8	0	1	12	11	1	0	28	179
1.086	1	0	0	3	108	8	0	1	12	11	1	0	28	179
1.086	1	0	0	2	108	8	0	1	12	13	1	0	28	1454
1.086	1	0	0	1	108	8	0	1	12	13	1	0	22	1477
1.087	1	0	0	4	108	9	0	1	12	15	1	0	28	179
1.087	1	0	0	3	108	9	0	1	12	15	1	0	28	179
1.088	1	0	0	4	109	0	0	1	12	14	1	0	28	179
1.088	1	0	0	3	109	0	0	1	12	14	1	0	28	179
1.088	1	0	0	2	109	0	0	1	12	15	1	0	28	1454
1.088	1	0	0	1	109	0	0	1	12	15	1	0	22	1477
1.089	1	0	0	4	109	1	0	1	12	13	1	0	28	179
1.089	1	0	0	3	109	1	0	1	12	13	1	0	28	179
1.09	1	0	0	4	109	2	0	1	12	12	1	0	28	179
1.09	1	0	0	3	109	2	0	1	12	12	1	0	28	179
1.09	1	0	0	2	109	2	0	1	12	14	1	0	28	1454
1.09	1	0	0	1	109	2	0	1	12	14	1	0	22	1477
1.091	1	0	0	4	109	3	0	1	12	11	1	0	28	179
1.091	1	0	0	3	109	3	0	1	12	11	1	0	28	179
1.092	1	0	0	4	109	4	0	1	12	15	1	0	28	179
1.092	1	0	0	3	109	4	0	1	12	15	1	0	28	179
1.092	1	0	0	2	109	4	0	1	12	13	1	0	28	1454
1.092	1	0	0	1	109	4	0	1	12	13	1	0	22	1477
1.093	1	0	0	4	109	5	0	1	12	14	1	0	28	179
1.093	1	0	0	3	109	5	0	1	12	14	1	0	28	179
1.094	1	0	0	4	109	6	0	1	12	13	1	0	28	179
1.094	1	0	0	3	109	6	0	1	12	13	1	0	28	179
1.094	1	0	0	2	109	6	0	1	12	15	1	0	28	1454
1.094	1	0	0	1	109	6	0	1	12	15	1	0	22	1477
1.095	1	0	0	4	109	7	0	1	11	12	1	0	28	163
1.095	1	0	0	3	109	7	0	1	11	12	1	0	28	163
1.096	1	0	0	4	109	8	0	1	12	11	1	0	28	179
1.096	1	0	0	3	109	8	0	1	12	11	1	0	28	179
1.096	1	0	0	2	109	8	0	1	12	14	1	0	28	1454
1.096	1	0	0	1	109	8	0	1	12	14	1	0	22	1477
1.097	1	0	0	4	109	9	0	1	12	15	1	0	28	179
1.097	1	0	0	3	109	9	0	1	12	15	1	0	28	179
1.098	1	0	0	4	110	0	0	1	12	14	1	0	28	179
1.098	1	0	0	3	110	0	0	1	12	14	1	0	28	179
1.098	1	0	0	2	110	0	0	1	12	13	1	0	28	1454
1.098	1	0	0	1	110	0	0	1	12	13	1	0	22	1477
1.099	1	0	0	4	110	1	0	1	12	13	1	0	28	179
1.099	1	0	0	3	110	1	0	1	12	13	1	0	28	179
1.1	1	0	0	4	110	2	0	1	12	12	1	0	28	179
1.1	1	0	0	3	110	2	0	1	12	12	1	0	28	179
1.1	1	0	0	2	110	2	0	1	12	15	1	0	28	1454
1.1	1	0	0	1	110	2	0	1	12	15	1	0	22	1477
1.101	1	0	0	4	110	3	0	1	12	11	1	0	28	179
1.101	1	0	0	3	110	3	0	1	12	11	1	0	28	179
1.102	1	0	0	6	110	4	0	1	12	15	1	0	28	88
1.102	1	0	0	5	110	4	0	1	12	15	1	0	28	88
1.102	1	0	0	4	110	4	0	1	12	15	1	0	28	179
1.102	1	0	0	3	110	4	0	1	12	15	1	0	28	179
1.102	1	0	0	2	110	4	0	1	12	14	1	0	28	1454
1.102	1	0	0	1	110	4	0	1	12	14	1	0	22	1477
1.103	1	0	0	4	110	5	0	1	12	14	1	0	28	179
1.103	1	0	0	3	110	5	0	1	12	14	1	0	28	179
1.104	1	0	0	4	110	6	0	1	12	13	1	0	28	179
1.104	1	0	0	3	110	6	0	1	12	13	1	0	28	179
1.104	1	0	0	2	110	6	0	1	12	13	1	0	28	1454
1.104	1	0	0	1	110	6	0	1	12	13	1	0	22	1477
1.105	1	0	0	4	110	7	0	1	12	12	1	0	28	179
1.105	1	0	0	3	110	7	0	1	12	12	1	0	28	179
1.106	1	0	0	4	110	8	0	1	11	11	1	0	28	163
1.106	1	0	0	3	110	8	0	1	11	11	1	0	28	163
1.106	1	0	0	2	110	8	0	1	11	15	1	0	28	1499
1.106	1	0	0	1	110	8	0	1	11	15	1	0	22	1471
1.107	1	0	0	4	110	9	0	1	11	15	1	0	28	163
1.107	1	0	0	3	110	9	0	1	11	15	1	0	28	163
1.108	1	0	0	4	111	0	0	1	12	14	1	0	28	179
1.108	1	0	0	3	111	0	0	1	12	14	1	0	28	179
1.108	1	0	0	2	111	0	0	1	12	14	1	0	28	1454
1.108	1	0	0	1	111	0	0	1	12	14	1	0	22	1477
1.109	1	0	0	4	111	1	0	1	12	13	1	0	28	179
1.109	1	0	0	3	111	1	0	1	12	13	1	0	28	179
1.11	1	0	0	4	111	2	0	1	12	12	1	0	28	179
1.11	1	0	0	3	111	2	0	1	12	12	1	0	28	179
1.11	1	0	0	2	111	2	0	1	12	13	1	0	28	1454
1.11	1	0	0	1	111	2	0	1	12	13	1	0	22	1477
1.111	1	0	0	4	111	3	0	1	12	11	1	0	28	179
1.111	1	0	0	3	111	3	0	1	12	11	1	0	28	179
1.112	1	0	0	4	111	4	0	1	12	15	1	0	28	179
1.112	1	0	0	3	111	4	0	1	12	15	1	0	28	179
1.112	1	0	0	2	111	4	0	1	12	15	1	0	28	1454
1.112	1	0	0	1	111	4	0	1	12	15	1	0	22	1477
1.113	1	0	0	4	111	5	0	1	12	14	1	0	28	179
1.113	1	0	0	3	111	5	0	1	12	14	1	0	28	179
1.114	1	0	0	4	111	6	0	1	12	13	1	0	28	179
1.114	1	0	0	3	111	6	0	1	12	13	1	0	28	179
1.114	1	0	0	2	111	6	0	1	12	14	1	0	28	1454
1.114	1	0	0	1	111	6	0	1	12	14	1	0	22	1477
1.115	1	0	0	4	111	7	0	1	12	12	1	0	28	179
1.115	1	0	0	3	111	7	0	1	12	12	1	0	28	179
1.116	1	0	0	4	111	8	0	1	12	11	1	0	28	179
1.116	1	0	0	3	111	8	0	1	12	11	1	0	28	179
1.116	1	0	0	2	111	8	0	1	12	13	1	0	28	1454
1.116	1	0	0	1	111	8	0	1	12	13	1	0	22	1477
1.117	1	0	0	4	111	9	0	1	12	15	1	0	28	179
1.117	1	0	0	3	111	9	0	1	12	15	1	0	28	179
1.118	1	0	0	4	112	0	0	1	12	14	1	0	28	179
1.118	1	0	0	3	112	0	0	1	12	14	1	0	28	179
1.118	1	0	0	2	112	0	0	1	12	15	1	0	28	1454
1.118	1	0	0	1	112	0	0	1	12	15	1	0	22	1477
1.119	1	0	0	4	112	1	0	1	12	13	1	0	28	179
1.119	1	0	0	3	112	1	0	1	12	13	1	0	28	179
1.12	1	0	0	4	112	2	0	1	12	12	1	0	28	179
1.12	1	0	0	3	112	2	0	1	12	12	1	0	28	179
1.12	1	0	0	2	112	2	0	1	12	14	1	0	28	1454
1.12	1	0	0	1	112	2	0	1	12	14	1	0	22	1477
1.121	1	0	0	4	112	3	0	1	12	11	1	0	28	179
1.121	1	0	0	3	112	3	0	1	12	11	1	0	28	179
1.122	1	0	0	4	112	4	0	1	12	15	1	0	28	179
1.122	1	0	0	3	112	4	0	1	12	15	1	0	28	179
1.122	1	0	0	2	112	4	0	1	12	13	1	0	28	1454
1.122	1	0	0	1	112	4	0	1	12	13	1	0	22	1477
1.123	1	0	0	4	112	5	0	1	12	14	1	0	28	179
1.123	1	0	0	3	112	5	0	1	12	14	1	0	28	179
1.124	1	0	0	4	112	6	0	1	12	13	1	0	28	179
1.124	1	0	0	3	112	6	0	1	12	13	1	0	28	179
1.124	1	0	0	2	112	6	0	1	12	15	1	0	28	1454
1.124	1	0	0	1	112	6	0	1	12	15	1	0	22	1477
1.125	1	0	0	4	112	7	0	1	12	12	1	0	28	179
1.125	1	0	0	3	112	7	0	1	12	12	1	0	28	179
1.126	1	0	0	4	112	8	0	1	12	11	1	0	28	179
1.126	1	0	0	3	112	8	0	1	12	11	1	0	28	179
1.126	1	0	0	2	112	8	0	1	12	14	1	0	28	1454
1.126	1	0	0	1	112	8	0	1	12	14	1	0	22	1477
1.127	1	0	0	4	112	9	0	1	12	15	1	0	28	179
1.127	1	0	0	3	112	9	0	1	12	15	1	0	28	179
1.128	1	0	0	4	113	0	0	1	12	14	1	0	28	179
1.128	1	0	0	3	113	0	0	1	12	14	1	0	28	179
1.128	1	0	0	2	113	0	0	1	12	13	1	0	28	1454
1.128	1	0	0	1	113	0	0	1	12	13	1	0	22	1477
1.129	1	0	0	4	113	1	0	1	12	13	1	0	28	179
1.129	1	0	0	3	113	1	0	1	12	13	1	0	28	179
1.13	1	0	0	4	113	2	0	1	12	12	1	0	28	179
1.13	1	0	0	3	113	2	0	1	12	12	1	0	28	179
1.13	1	0	0	2	113	2	0	1	12	15	1	0	28	1454
1.13	1	0	0	1	113	2	0	1	12	15	1	0	22	1477
1.131	1	0	0	4	113	3	0	1	12	11	1	0	28	179
1.131	1	0	0	3	113	3	0	1	12	11	1	0	28	179
1.132	1	0	0	4	113	4	0	1	12	15	1	0	28	179
1.132	1	0	0	3	113	4	0	1	12	15	1	0	28	179
1.132	1	0	0	2	113	4	0	1	12	14	1	0	28	1454
1.132	1	0	0	1	113	4	0	1	12	14	1	0	22	1477
1.133	1	0	0	4	113	5	0	1	12	14	1	0	28	179
1.133	1	0	0	3	113	5	0	1	12	14	1	0	28	179
1.134	1	0	0	4	113	6	0	1	12	13	1	0	28	179
1.134	1	0	0	3	113	6	0	1	12	13	1	0	28	179
1.134	1	0	0	2	113	6	0	1	12	13	1	0	28	1454
1.134	1	0	0	1	113	6	0	1	12	13	1	0	22	1477
1.135	1	0	0	4	113	7	0	1	12	12	1	0	28	179
1.135	1	0	0	3	113	7	0	1	12	12	1	0	28	179
1.136	1	0	0	4	113	8	0	1	11	11	1	0	28	163
1.136	1	0	0	3	113	8	0	1	11	11	1	0	28	163
1.136	1	0	0	2	113	8	0	1	11	15	1	0	28	1499
1.136	1	0	0	1	113	8	0	1	11	15	1	0	22	1471
1.137	1	0	0	4	113	9	0	1	12	15	1	0	28	179
1.137	1	0	0	3	113	9	0	1	12	15	1	0	28	179
1.138	1	0	0	4	114	0	0	1	12	14	1	0	28	179
1.138	1	0	0	3	114	0	0	1	12	14	1	0	28	179
1.138	1	0	0	2	114	0	0	1	12	14	1	0	28	1454
1.138	1	0	0	1	114	0	0	1	12	14	1	0	22	1477
1.139	1	0	0	4	114	1	0	1	12	13	1	0	28	179
1.139	1	0	0	3	114	1	0	1	12	13	1	0	28	179
1.14	1	0	0	4	114	2	0	1	12	12	1	0	28	179
1.14	1	0	0	3	114	2	0	1	12	12	1	0	28	179
1.14	1	0	0	2	114	2	0	1	12	13	1	0	28	1454
1.14	1	0	0	1	114	2	0	1	12	13	1	0	22	1477
1.141	1	0	0	4	114	3	0	1	12	11	1	0	28	179
1.141	1	0	0	3	114	3	0	1	12	11	1	0	28	179
1.142	1	0	0	4	114	4	0	1	12	15	1	0	28	179
1.142	1	0	0	3	114	4	0	1	12	15	1	0	28	179
1.142	1	0	0	2	114	4	0	1	12	15	1	0	28	1454
1.142	1	0	0	1	114	4	0	1	12	15	1	0	22	1477
1.143	1	0	0	4	114	5	0	1	12	14	1	0	28	179
1.143	1	0	0	3	114	5	0	1	12	14	1	0	28	179
1.144	1	0	0	4	114	6	0	1	12	13	1	0	28	179
1.144	1	0	0	3	114	6	0	1	12	13	1	0	28	179
1.144	1	0	0	2	114	6	0	1	12	14	1	0	28	1454
1.144	1	0	0	1	114	6	0	1	12	14	1	0	22	1477
1.145	1	0	0	4	114	7	0	1	11	12	1	0	28	163
1.145	1	0	0	3	114	7	0	1	11	12	1	0	28	163
1.146	1	0	0	4	114	8	0	1	11	11	1	0	28	163
1.146	1	0	0	3	114	8	0	1	11	11	1	0	28	163
1.146	1	0	0	2	114	8	0	1	11	13	1	0	28	1499
1.146	1	0	0	1	114	8	0	1	11	13	1	0	22	1471
1.147	1	0	0	4	114	9	0	1	12	15	1	0	28	179
1.147	1	0	0	3	114	9	0	1	12	15	1	0	28	179
1.148	1	0	0	4	115	0	0	1	12	14	1	0	28	179
1.148	1	0	0	3	115	0	0	1	12	14	1	0	28	179
1.148	1	0	0	2	115	0	0	1	12	15	1	0	28	1454
1.148	1	0	0	1	115	0	0	1	12	15	1	0	22	1477
1.149	1	0	0	4	115	1	0	1	12	13	1	0	28	179
1.149	1	0	0	3	115	1	0	1	12	13	1	0	28	179
1.15	1	0	0	4	115	2	0	1	12	12	1	0	28	179
1.15	1	0	0	3	115	2	0	1	12	12	1	0	28	179
1.15	1	0	0	2	115	2	0	1	12	14	1	0	28	1454
1.15	1	0	0	1	115	2	0	1	12	14	1	0	22	1477
1.151	1	0	0	4	115	3	0	1	12	11	1	0	28	179
1.151	1	0	0	3	115	3	0	1	12	11	1	0	28	179
1.152	1	0	0	6	115	4	0	1	12	15	1	0	28	88
1.152	1	0	0	5	115	4	0	1	12	15	1	0	28	88
1.152	1	0	0	4	115	4	0	1	12	15	1	0	28	179
1.152	1	0	0	3	115	4	0	1	12	15	1	0	28	179
1.152	1	0	0	2	115	4	0	1	12	13	1	0	28	1454
1.152	1	0	0	1	115	4	0	1	12	13	1	0	22	1477
1.153	1	0	0	4	115	5	0	1	12	14	1	0	28	179
1.153	1	0	0	3	115	5	0	1	12	14	1	0	28	179
1.154	1	0	0	4	115	6	0	1	12	13	1	0	28	179
1.154	1	0	0	3	115	6	0	1	12	13	1	0	28	179
1.154	1	0	0	2	115	6	0	1	12	15	1	0	28	1454
1.154	1	0	0	1	115	6	0	1	12	15	1	0	22	1477
1.155	1	0	0	4	115	7	0	1	12	12	1	0	28	179
1.155	1	0	0	3	115	7	0	1	12	12	1	0	28	179
1.156	1	0	0	4	115	8	0	1	12	11	1	0	28	179
1.156	1	0	0	3	115	8	0	1	12	11	1	0	28	179
1.156	1	0	0	2	115	8	0	1	12	14	1	0	28	1454
1.156	1	0	0	1	115	8	0	1	12	14	1	0	22	1477
1.157	1	0	0	4	115	9	0	1	12	15	1	0	28	179
1.157	1	0	0	3	115	9	0	1	12	15	1	0	28	179
1.158	1	0	0	4	116	0	0	1	12	14	1	0	28	179
1.158	1	0	0	3	116	0	0	1	12	14	1	0	28	179
1.158	1	0	0	2	116	0	0	1	12	13	1	0	28	1454
1.158	1	0	0	1	116	0	0	1	12	13	1	0	22	1477
1.159	1	0	0	4	116	1	0	1	12	13	1	0	28	179
1.159	1	0	0	3	116	1	0	1	12	13	1	0	28	179
1.16	1	0	0	4	116	2	0	1	12	12	1	0	28	179
1.16	1	0	0	3	116	2	0	1	12	12	1	0	28	179
1.16	1	0	0	2	116	2	0	1	12	15	1	0	28	1454
1.16	1	0	0	1	116	2	0	1	12	15	1	0	22	1477
1.161	1	0	0	4	116	3	0	1	12	11	1	0	28	179
1.161	1	0	0	3	116	3	0	1	12	11	1	0	28	179
1.162	1	0	0	4	116	4	0	1	12	15	1	0	28	179
1.162	1	0	0	3	116	4	0	1	12	15	1	0	28	179
1.162	1	0	0	2	116	4	0	1	12	14	1	0	28	1454
1.162	1	0	0	1	116	4	0	1	12	14	1	0	22	1477
1.163	1	0	0	4	116	5	0	1	12	14	1	0	28	179
1.163	1	0	0	3	116	5	0	1	12	14	1	0	28	179
1.164	1	0	0	4	116	6	0	1	12	13	1	0	28	179
1.164	1	0	0	3	116	6	0	1	12	13	1	0	28	179
1.164	1	0	0	2	116	6	0	1	12	13	1	0	28	1454
1.164	1	0	0	1	116	6	0	1	12	13	1	0	22	1477
