Time	CellId	RNTI	BWPId	SINR(dB)
0.522929	1	3	0	22.41
0.522929	1	4	0	15.0188
0.523929	1	3	0	22.4443
0.523929	1	4	0	16.2727
0.524929	1	1	0	6.91548
0.524929	1	2	0	17.9554
0.524929	1	3	0	22.4136
0.524929	1	4	0	14.925
0.525929	1	3	0	22.4443
0.525929	1	4	0	16.2727
0.526929	1	1	0	6.91548
0.526929	1	2	0	17.9554
0.526929	1	3	0	22.4136
0.526929	1	4	0	14.925
0.527929	1	3	0	22.4443
0.527929	1	4	0	16.2727
0.528929	1	1	0	6.91548
0.528929	1	2	0	17.9554
0.528929	1	3	0	22.4136
0.528929	1	4	0	14.925
0.529929	1	3	0	22.4443
0.529929	1	4	0	16.2727
0.530929	1	1	0	6.91548
0.530929	1	2	0	17.9554
0.530929	1	3	0	22.4136
0.530929	1	4	0	14.925
0.531929	1	3	0	22.4443
0.531929	1	4	0	16.2727
0.532929	1	1	0	6.91548
0.532929	1	2	0	17.9554
0.532929	1	3	0	22.4136
0.532929	1	4	0	14.925
0.533929	1	3	0	22.4443
0.533929	1	4	0	16.2727
0.534929	1	1	0	6.91548
0.534929	1	2	0	17.9554
0.534929	1	3	0	22.4136
0.534929	1	4	0	14.925
0.535929	1	3	0	22.4443
0.535929	1	4	0	16.2727
0.536929	1	1	0	6.91548
0.536929	1	2	0	17.9554
0.536929	1	3	0	22.4136
0.536929	1	4	0	14.925
0.537857	1	3	0	22.4443
0.537857	1	4	0	16.2727
0.538929	1	1	0	6.91548
0.538929	1	2	0	17.9554
0.538929	1	3	0	22.4136
0.538929	1	4	0	14.925
0.539929	1	3	0	22.4443
0.539929	1	4	0	16.2727
0.540929	1	1	0	6.91548
0.540929	1	2	0	17.9554
0.540929	1	3	0	22.4136
0.540929	1	4	0	14.925
0.541929	1	3	0	22.4443
0.541929	1	4	0	16.2727
0.542929	1	1	0	6.91548
0.542929	1	2	0	17.9554
0.542929	1	3	0	22.4136
0.542929	1	4	0	14.925
0.543929	1	3	0	22.4443
0.543929	1	4	0	16.2727
0.544929	1	1	0	6.91548
0.544929	1	2	0	17.9554
0.544929	1	3	0	22.4136
0.544929	1	4	0	14.925
0.545929	1	3	0	22.4443
0.545929	1	4	0	16.2727
0.546929	1	1	0	6.91548
0.546929	1	2	0	17.9554
0.546929	1	3	0	22.4136
0.546929	1	4	0	14.925
0.547929	1	3	0	22.4443
0.547929	1	4	0	16.2727
0.548857	1	1	0	6.91509
0.548857	1	2	0	17.9554
0.548857	1	3	0	22.41
0.548857	1	4	0	15.0188
0.549857	1	3	0	22.4443
0.549857	1	4	0	16.2727
0.550929	1	1	0	6.91548
0.550929	1	2	0	17.9554
0.550929	1	3	0	22.4136
0.550929	1	4	0	14.925
0.551929	1	3	0	22.4443
0.551929	1	4	0	16.2727
0.552929	1	1	0	6.91548
0.552929	1	2	0	17.9554
0.552929	1	3	0	22.4136
0.552929	1	4	0	14.925
0.553929	1	3	0	22.4443
0.553929	1	4	0	16.2727
0.554929	1	1	0	6.91549
0.554929	1	2	0	17.9591
0.554929	1	3	0	22.4108
0.554929	1	4	0	15.0003
0.554929	1	5	0	16.4666
0.554929	1	6	0	22.8761
0.555929	1	3	0	22.4443
0.555929	1	4	0	16.2727
0.556929	1	1	0	6.91548
0.556929	1	2	0	17.9554
0.556929	1	3	0	22.4136
0.556929	1	4	0	14.925
0.557929	1	3	0	22.4443
0.557929	1	4	0	16.2727
0.558929	1	1	0	6.91548
0.558929	1	2	0	17.9554
0.558929	1	3	0	22.4136
0.558929	1	4	0	14.925
0.559929	1	3	0	22.4443
0.559929	1	4	0	16.2727
0.560929	1	1	0	6.91548
0.560929	1	2	0	17.9554
0.560929	1	3	0	22.4136
0.560929	1	4	0	14.925
0.561929	1	3	0	22.4443
0.561929	1	4	0	16.2727
0.562929	1	1	0	6.91548
0.562929	1	2	0	17.9554
0.562929	1	3	0	22.4136
0.562929	1	4	0	14.925
0.563929	1	3	0	22.4443
0.563929	1	4	0	16.2727
0.564929	1	1	0	6.91548
0.564929	1	2	0	17.9554
0.564929	1	3	0	22.4136
0.564929	1	4	0	14.925
0.565929	1	3	0	22.4443
0.565929	1	4	0	16.2727
0.566929	1	1	0	6.91548
0.566929	1	2	0	17.9554
0.566929	1	3	0	22.4136
0.566929	1	4	0	14.925
0.567929	1	3	0	22.4443
0.567929	1	4	0	16.2727
0.568929	1	1	0	6.91548
0.568929	1	2	0	17.9554
0.568929	1	3	0	22.4136
0.568929	1	4	0	14.925
0.569929	1	3	0	22.4443
0.569929	1	4	0	16.2727
0.570929	1	1	0	6.91548
0.570929	1	2	0	17.9554
0.570929	1	3	0	22.4136
0.570929	1	4	0	14.925
0.571929	1	3	0	22.4443
0.571929	1	4	0	16.2727
0.572929	1	1	0	6.91548
0.572929	1	2	0	17.9554
0.572929	1	3	0	22.4136
0.572929	1	4	0	14.925
0.573929	1	3	0	22.4443
0.573929	1	4	0	16.2727
0.574929	1	1	0	6.91548
0.574929	1	2	0	17.9554
0.574929	1	3	0	22.4136
0.574929	1	4	0	14.925
0.575929	1	3	0	22.4443
0.575929	1	4	0	16.2727
0.576929	1	1	0	6.91548
0.576929	1	2	0	17.9554
0.576929	1	3	0	22.4136
0.576929	1	4	0	14.925
0.577929	1	3	0	22.4443
0.577929	1	4	0	16.2727
0.578857	1	1	0	6.91509
0.578857	1	2	0	17.9554
0.578857	1	3	0	22.41
0.578857	1	4	0	15.0188
0.579929	1	3	0	22.4443
0.579929	1	4	0	16.2727
0.580929	1	1	0	6.91548
0.580929	1	2	0	17.9554
0.580929	1	3	0	22.4136
0.580929	1	4	0	14.925
0.581929	1	3	0	22.4443
0.581929	1	4	0	16.2727
0.582929	1	1	0	6.91548
0.582929	1	2	0	17.9554
0.582929	1	3	0	22.4136
0.582929	1	4	0	14.925
0.583929	1	3	0	22.4443
0.583929	1	4	0	16.2727
0.584929	1	1	0	6.91548
0.584929	1	2	0	17.9554
0.584929	1	3	0	22.4136
0.584929	1	4	0	14.925
0.585929	1	3	0	22.4443
0.585929	1	4	0	16.2727
0.586929	1	1	0	6.91548
0.586929	1	2	0	17.9554
0.586929	1	3	0	22.4136
0.586929	1	4	0	14.925
0.587857	1	3	0	22.4443
0.587857	1	4	0	16.2727
0.588857	1	1	0	6.91509
0.588857	1	2	0	17.9554
0.588857	1	3	0	22.41
0.588857	1	4	0	15.0188
0.589929	1	3	0	22.4443
0.589929	1	4	0	16.2727
0.590929	1	1	0	6.91548
0.590929	1	2	0	17.9554
0.590929	1	3	0	22.4136
0.590929	1	4	0	14.925
0.591929	1	3	0	22.4443
0.591929	1	4	0	16.2727
0.592929	1	1	0	6.91548
0.592929	1	2	0	17.9554
0.592929	1	3	0	22.4136
0.592929	1	4	0	14.925
0.593929	1	3	0	22.4443
0.593929	1	4	0	16.2727
0.594929	1	1	0	6.91548
0.594929	1	2	0	17.9554
0.594929	1	3	0	22.4136
0.594929	1	4	0	14.925
0.595929	1	3	0	22.4443
0.595929	1	4	0	16.2727
0.596929	1	1	0	6.91548
0.596929	1	2	0	17.9554
0.596929	1	3	0	22.4136
0.596929	1	4	0	14.925
0.597929	1	3	0	22.4443
0.597929	1	4	0	16.2727
0.598929	1	1	0	6.91548
0.598929	1	2	0	17.9554
0.598929	1	3	0	22.4136
0.598929	1	4	0	14.925
0.599929	1	3	0	22.4443
0.599929	1	4	0	16.2727
0.600929	1	1	0	6.91548
0.600929	1	2	0	17.9554
0.600929	1	3	0	22.4136
0.600929	1	4	0	14.925
0.601929	1	3	0	22.4443
0.601929	1	4	0	16.2727
0.602929	1	1	0	6.91548
0.602929	1	2	0	17.9554
0.602929	1	3	0	22.4136
0.602929	1	4	0	14.925
0.603929	1	3	0	22.4443
0.603929	1	4	0	16.2727
0.604929	1	1	0	6.91578
0.604929	1	2	0	17.9605
0.604929	1	3	0	22.4117
0.604929	1	4	0	14.9782
0.604929	1	5	0	16.4658
0.604929	1	6	0	22.8892
0.605929	1	3	0	22.4443
0.605929	1	4	0	16.2727
0.606929	1	1	0	6.91548
0.606929	1	2	0	17.9554
0.606929	1	3	0	22.4136
0.606929	1	4	0	14.925
0.607929	1	3	0	22.4443
0.607929	1	4	0	16.2727
0.608929	1	1	0	6.91548
0.608929	1	2	0	17.9554
0.608929	1	3	0	22.4136
0.608929	1	4	0	14.925
0.609929	1	3	0	22.4443
0.609929	1	4	0	16.2727
0.610929	1	1	0	6.91548
0.610929	1	2	0	17.9554
0.610929	1	3	0	22.4136
0.610929	1	4	0	14.925
0.611929	1	3	0	22.4443
0.611929	1	4	0	16.2727
0.612929	1	1	0	6.91548
0.612929	1	2	0	17.9554
0.612929	1	3	0	22.4136
0.612929	1	4	0	14.925
0.613929	1	3	0	22.4443
0.613929	1	4	0	16.2727
0.614929	1	1	0	6.91548
0.614929	1	2	0	17.9554
0.614929	1	3	0	22.4136
0.614929	1	4	0	14.925
0.615929	1	3	0	22.4443
0.615929	1	4	0	16.2727
0.616929	1	1	0	6.91548
0.616929	1	2	0	17.9554
0.616929	1	3	0	22.4136
0.616929	1	4	0	14.925
0.617857	1	3	0	22.4443
0.617857	1	4	0	16.2727
0.618929	1	1	0	6.91548
0.618929	1	2	0	17.9554
0.618929	1	3	0	22.4136
0.618929	1	4	0	14.925
0.619929	1	3	0	22.4443
0.619929	1	4	0	16.2727
0.620929	1	1	0	6.91548
0.620929	1	2	0	17.9554
0.620929	1	3	0	22.4136
0.620929	1	4	0	14.925
0.621929	1	3	0	22.4443
0.621929	1	4	0	16.2727
0.622929	1	1	0	6.91548
0.622929	1	2	0	17.9554
0.622929	1	3	0	22.4136
0.622929	1	4	0	14.925
0.623929	1	3	0	22.4443
0.623929	1	4	0	16.2727
0.624929	1	1	0	6.91548
0.624929	1	2	0	17.9554
0.624929	1	3	0	22.4136
0.624929	1	4	0	14.925
0.625929	1	3	0	22.4443
0.625929	1	4	0	16.2727
0.626929	1	1	0	6.91548
0.626929	1	2	0	17.9554
0.626929	1	3	0	22.4136
0.626929	1	4	0	14.925
0.627929	1	3	0	22.4443
0.627929	1	4	0	16.2727
0.628857	1	1	0	6.91509
0.628857	1	2	0	17.9554
0.628857	1	3	0	22.41
0.628857	1	4	0	15.0188
0.629857	1	3	0	22.4443
0.629857	1	4	0	16.2727
0.630929	1	1	0	6.91548
0.630929	1	2	0	17.9554
0.630929	1	3	0	22.4136
0.630929	1	4	0	14.925
0.631929	1	3	0	22.4443
0.631929	1	4	0	16.2727
0.632929	1	1	0	6.91548
0.632929	1	2	0	17.9554
0.632929	1	3	0	22.4136
0.632929	1	4	0	14.925
0.633929	1	3	0	22.4443
0.633929	1	4	0	16.2727
0.634929	1	1	0	6.91548
0.634929	1	2	0	17.9554
0.634929	1	3	0	22.4136
0.634929	1	4	0	14.925
0.635929	1	3	0	22.4443
0.635929	1	4	0	16.2727
0.636929	1	1	0	6.91548
0.636929	1	2	0	17.9554
0.636929	1	3	0	22.4136
0.636929	1	4	0	14.925
0.637929	1	3	0	22.4443
0.637929	1	4	0	16.2727
0.638929	1	1	0	6.91548
0.638929	1	2	0	17.9554
0.638929	1	3	0	22.4136
0.638929	1	4	0	14.925
0.639929	1	3	0	22.4443
0.639929	1	4	0	16.2727
0.640929	1	1	0	6.91548
0.640929	1	2	0	17.9554
0.640929	1	3	0	22.4136
0.640929	1	4	0	14.925
0.641929	1	3	0	22.4443
0.641929	1	4	0	16.2727
0.642929	1	1	0	6.91548
0.642929	1	2	0	17.9554
0.642929	1	3	0	22.4136
0.642929	1	4	0	14.925
0.643929	1	3	0	22.4443
0.643929	1	4	0	16.2727
0.644929	1	1	0	6.91548
0.644929	1	2	0	17.9554
0.644929	1	3	0	22.4136
0.644929	1	4	0	14.925
0.645929	1	3	0	22.4443
0.645929	1	4	0	16.2727
0.646929	1	1	0	6.91548
0.646929	1	2	0	17.9554
0.646929	1	3	0	22.4136
0.646929	1	4	0	14.925
0.647929	1	3	0	22.4443
0.647929	1	4	0	16.2727
0.648929	1	1	0	6.91548
0.648929	1	2	0	17.9554
0.648929	1	3	0	22.4136
0.648929	1	4	0	14.925
0.649929	1	3	0	22.4443
0.649929	1	4	0	16.2727
0.650929	1	1	0	6.91548
0.650929	1	2	0	17.9554
0.650929	1	3	0	22.4136
0.650929	1	4	0	14.925
0.651929	1	3	0	22.4443
0.651929	1	4	0	16.2727
0.652929	1	1	0	6.91548
0.652929	1	2	0	17.9554
0.652929	1	3	0	22.4136
0.652929	1	4	0	14.925
0.653929	1	3	0	22.4443
0.653929	1	4	0	16.2727
0.654929	1	1	0	6.91578
0.654929	1	2	0	17.9605
0.654929	1	3	0	22.4117
0.654929	1	4	0	14.9782
0.654929	1	5	0	16.4658
0.654929	1	6	0	22.8892
0.655929	1	3	0	22.4443
0.655929	1	4	0	16.2727
0.656929	1	1	0	6.91548
0.656929	1	2	0	17.9554
0.656929	1	3	0	22.4136
0.656929	1	4	0	14.925
0.657929	1	3	0	22.4443
0.657929	1	4	0	16.2727
0.658857	1	1	0	6.91509
0.658857	1	2	0	17.9554
0.658857	1	3	0	22.41
0.658857	1	4	0	15.0188
0.659929	1	3	0	22.4443
0.659929	1	4	0	16.2727
0.660929	1	1	0	6.91548
0.660929	1	2	0	17.9554
0.660929	1	3	0	22.4136
0.660929	1	4	0	14.925
0.661929	1	3	0	22.4443
0.661929	1	4	0	16.2727
0.662929	1	1	0	6.91548
0.662929	1	2	0	17.9554
0.662929	1	3	0	22.4136
0.662929	1	4	0	14.925
0.663929	1	3	0	22.4443
0.663929	1	4	0	16.2727
0.664929	1	1	0	6.91548
0.664929	1	2	0	17.9554
0.664929	1	3	0	22.4136
0.664929	1	4	0	14.925
0.665929	1	3	0	22.4443
0.665929	1	4	0	16.2727
0.666929	1	1	0	6.91548
0.666929	1	2	0	17.9554
0.666929	1	3	0	22.4136
0.666929	1	4	0	14.925
0.667857	1	3	0	22.4443
0.667857	1	4	0	16.2727
0.668857	1	1	0	6.91509
0.668857	1	2	0	17.9554
0.668857	1	3	0	22.41
0.668857	1	4	0	15.0188
0.669929	1	3	0	22.4443
0.669929	1	4	0	16.2727
0.670929	1	1	0	6.91548
0.670929	1	2	0	17.9554
0.670929	1	3	0	22.4136
0.670929	1	4	0	14.925
0.671929	1	3	0	22.4443
0.671929	1	4	0	16.2727
0.672929	1	1	0	6.91548
0.672929	1	2	0	17.9554
0.672929	1	3	0	22.4136
0.672929	1	4	0	14.925
0.673929	1	3	0	22.4443
0.673929	1	4	0	16.2727
0.674929	1	1	0	6.91548
0.674929	1	2	0	17.9554
0.674929	1	3	0	22.4136
0.674929	1	4	0	14.925
0.675929	1	3	0	22.4443
0.675929	1	4	0	16.2727
0.676929	1	1	0	6.91548
0.676929	1	2	0	17.9554
0.676929	1	3	0	22.4136
0.676929	1	4	0	14.925
0.677929	1	3	0	22.4443
0.677929	1	4	0	16.2727
0.678929	1	1	0	6.91548
0.678929	1	2	0	17.9554
0.678929	1	3	0	22.4136
0.678929	1	4	0	14.925
0.679929	1	3	0	22.4443
0.679929	1	4	0	16.2727
0.680929	1	1	0	6.91548
0.680929	1	2	0	17.9554
0.680929	1	3	0	22.4136
0.680929	1	4	0	14.925
0.681929	1	3	0	22.4443
0.681929	1	4	0	16.2727
0.682929	1	1	0	6.91548
0.682929	1	2	0	17.9554
0.682929	1	3	0	22.4136
0.682929	1	4	0	14.925
0.683929	1	3	0	22.4443
0.683929	1	4	0	16.2727
0.684929	1	1	0	6.91548
0.684929	1	2	0	17.9554
0.684929	1	3	0	22.4136
0.684929	1	4	0	14.925
0.685929	1	3	0	22.4443
0.685929	1	4	0	16.2727
0.686929	1	1	0	6.91548
0.686929	1	2	0	17.9554
0.686929	1	3	0	22.4136
0.686929	1	4	0	14.925
0.687929	1	3	0	22.4443
0.687929	1	4	0	16.2727
0.688929	1	1	0	6.91548
0.688929	1	2	0	17.9554
0.688929	1	3	0	22.4136
0.688929	1	4	0	14.925
0.689929	1	3	0	22.4443
0.689929	1	4	0	16.2727
0.690929	1	1	0	6.91548
0.690929	1	2	0	17.9554
0.690929	1	3	0	22.4136
0.690929	1	4	0	14.925
0.691929	1	3	0	22.4443
0.691929	1	4	0	16.2727
0.692929	1	1	0	6.91548
0.692929	1	2	0	17.9554
0.692929	1	3	0	22.4136
0.692929	1	4	0	14.925
0.693929	1	3	0	22.4443
0.693929	1	4	0	16.2727
0.694929	1	1	0	6.91548
0.694929	1	2	0	17.9554
0.694929	1	3	0	22.4136
0.694929	1	4	0	14.925
0.695929	1	3	0	22.4443
0.695929	1	4	0	16.2727
0.696929	1	1	0	6.91548
0.696929	1	2	0	17.9554
0.696929	1	3	0	22.4136
0.696929	1	4	0	14.925
0.697857	1	3	0	22.4443
0.697857	1	4	0	16.2727
0.698929	1	1	0	6.91548
0.698929	1	2	0	17.9554
0.698929	1	3	0	22.4136
0.698929	1	4	0	14.925
0.699929	1	3	0	22.4443
0.699929	1	4	0	16.2727
0.700929	1	1	0	6.91548
0.700929	1	2	0	17.9554
0.700929	1	3	0	22.4136
0.700929	1	4	0	14.925
0.701929	1	3	0	22.4443
0.701929	1	4	0	16.2727
0.702929	1	1	0	6.91548
0.702929	1	2	0	17.9554
0.702929	1	3	0	22.4136
0.702929	1	4	0	14.925
0.703929	1	3	0	22.4443
0.703929	1	4	0	16.2727
0.704929	1	1	0	6.91578
0.704929	1	2	0	17.9605
0.704929	1	3	0	22.4117
0.704929	1	4	0	14.9782
0.704929	1	5	0	16.4658
0.704929	1	6	0	22.8892
0.705929	1	3	0	22.4443
0.705929	1	4	0	16.2727
0.706929	1	1	0	6.91548
0.706929	1	2	0	17.9554
0.706929	1	3	0	22.4136
0.706929	1	4	0	14.925
0.707929	1	3	0	22.4443
0.707929	1	4	0	16.2727
0.708857	1	1	0	6.91509
0.708857	1	2	0	17.9554
0.708857	1	3	0	22.41
0.708857	1	4	0	15.0188
0.709857	1	3	0	22.4443
0.709857	1	4	0	16.2727
0.710929	1	1	0	6.91548
0.710929	1	2	0	17.9554
0.710929	1	3	0	22.4136
0.710929	1	4	0	14.925
0.711929	1	3	0	22.4443
0.711929	1	4	0	16.2727
0.712929	1	1	0	6.91548
0.712929	1	2	0	17.9554
0.712929	1	3	0	22.4136
0.712929	1	4	0	14.925
0.713929	1	3	0	22.4443
0.713929	1	4	0	16.2727
0.714929	1	1	0	6.91548
0.714929	1	2	0	17.9554
0.714929	1	3	0	22.4136
0.714929	1	4	0	14.925
0.715929	1	3	0	22.4443
0.715929	1	4	0	16.2727
0.716929	1	1	0	6.91548
0.716929	1	2	0	17.9554
0.716929	1	3	0	22.4136
0.716929	1	4	0	14.925
0.717929	1	3	0	22.4443
0.717929	1	4	0	16.2727
0.718929	1	1	0	6.91548
0.718929	1	2	0	17.9554
0.718929	1	3	0	22.4136
0.718929	1	4	0	14.925
0.719929	1	3	0	22.4443
0.719929	1	4	0	16.2727
0.720929	1	1	0	6.91548
0.720929	1	2	0	17.9554
0.720929	1	3	0	22.4136
0.720929	1	4	0	14.925
0.721929	1	3	0	22.4443
0.721929	1	4	0	16.2727
0.722929	1	1	0	6.91548
0.722929	1	2	0	17.9554
0.722929	1	3	0	22.4136
0.722929	1	4	0	14.925
0.723929	1	3	0	22.4443
0.723929	1	4	0	16.2727
0.724929	1	1	0	6.91548
0.724929	1	2	0	17.9554
0.724929	1	3	0	22.4136
0.724929	1	4	0	14.925
0.725929	1	3	0	22.4443
0.725929	1	4	0	16.2727
0.726929	1	1	0	6.91548
0.726929	1	2	0	17.9554
0.726929	1	3	0	22.4136
0.726929	1	4	0	14.925
0.727929	1	3	0	22.4443
0.727929	1	4	0	16.2727
0.728929	1	1	0	6.91548
0.728929	1	2	0	17.9554
0.728929	1	3	0	22.4136
0.728929	1	4	0	14.925
0.729929	1	3	0	22.4443
0.729929	1	4	0	16.2727
0.730929	1	1	0	6.91548
0.730929	1	2	0	17.9554
0.730929	1	3	0	22.4136
0.730929	1	4	0	14.925
0.731929	1	3	0	22.4443
0.731929	1	4	0	16.2727
0.732929	1	1	0	6.91548
0.732929	1	2	0	17.9554
0.732929	1	3	0	22.4136
0.732929	1	4	0	14.925
0.733929	1	3	0	22.4443
0.733929	1	4	0	16.2727
0.734929	1	1	0	6.91548
0.734929	1	2	0	17.9554
0.734929	1	3	0	22.4136
0.734929	1	4	0	14.925
0.735929	1	3	0	22.4443
0.735929	1	4	0	16.2727
0.736929	1	1	0	6.91548
0.736929	1	2	0	17.9554
0.736929	1	3	0	22.4136
0.736929	1	4	0	14.925
0.737929	1	3	0	22.4443
0.737929	1	4	0	16.2727
0.738857	1	1	0	6.91509
0.738857	1	2	0	17.9554
0.738857	1	3	0	22.41
0.738857	1	4	0	15.0188
0.739929	1	3	0	22.4443
0.739929	1	4	0	16.2727
0.740929	1	1	0	6.91548
0.740929	1	2	0	17.9554
0.740929	1	3	0	22.4136
0.740929	1	4	0	14.925
0.741929	1	3	0	22.4443
0.741929	1	4	0	16.2727
0.742929	1	1	0	6.91548
0.742929	1	2	0	17.9554
0.742929	1	3	0	22.4136
0.742929	1	4	0	14.925
0.743929	1	3	0	22.4443
0.743929	1	4	0	16.2727
0.744929	1	1	0	6.91548
0.744929	1	2	0	17.9554
0.744929	1	3	0	22.4136
0.744929	1	4	0	14.925
0.745929	1	3	0	22.4443
0.745929	1	4	0	16.2727
0.746929	1	1	0	6.91548
0.746929	1	2	0	17.9554
0.746929	1	3	0	22.4136
0.746929	1	4	0	14.925
0.747857	1	3	0	22.4443
0.747857	1	4	0	16.2727
0.748857	1	1	0	6.91509
0.748857	1	2	0	17.9554
0.748857	1	3	0	22.41
0.748857	1	4	0	15.0188
0.749929	1	3	0	22.4443
0.749929	1	4	0	16.2727
0.750929	1	1	0	6.91548
0.750929	1	2	0	17.9554
0.750929	1	3	0	22.4136
0.750929	1	4	0	14.925
0.751929	1	3	0	22.4443
0.751929	1	4	0	16.2727
0.752929	1	1	0	6.91548
0.752929	1	2	0	17.9554
0.752929	1	3	0	22.4136
0.752929	1	4	0	14.925
0.753929	1	3	0	22.4443
0.753929	1	4	0	16.2727
0.754929	1	1	0	6.91578
0.754929	1	2	0	17.9605
0.754929	1	3	0	22.4117
0.754929	1	4	0	14.9782
0.754929	1	5	0	16.4658
0.754929	1	6	0	22.8892
0.755929	1	3	0	22.4443
0.755929	1	4	0	16.2727
0.756929	1	1	0	6.91548
0.756929	1	2	0	17.9554
0.756929	1	3	0	22.4136
0.756929	1	4	0	14.925
0.757929	1	3	0	22.4443
0.757929	1	4	0	16.2727
0.758929	1	1	0	6.91548
0.758929	1	2	0	17.9554
0.758929	1	3	0	22.4136
0.758929	1	4	0	14.925
0.759929	1	3	0	22.4443
0.759929	1	4	0	16.2727
0.760929	1	1	0	6.91548
0.760929	1	2	0	17.9554
0.760929	1	3	0	22.4136
0.760929	1	4	0	14.925
0.761929	1	3	0	22.4443
0.761929	1	4	0	16.2727
0.762929	1	1	0	6.91548
0.762929	1	2	0	17.9554
0.762929	1	3	0	22.4136
0.762929	1	4	0	14.925
0.763929	1	3	0	22.4443
0.763929	1	4	0	16.2727
0.764929	1	1	0	6.91548
0.764929	1	2	0	17.9554
0.764929	1	3	0	22.4136
0.764929	1	4	0	14.925
0.765929	1	3	0	22.4443
0.765929	1	4	0	16.2727
0.766929	1	1	0	6.91548
0.766929	1	2	0	17.9554
0.766929	1	3	0	22.4136
0.766929	1	4	0	14.925
0.767929	1	3	0	22.4443
0.767929	1	4	0	16.2727
0.768929	1	1	0	6.91548
0.768929	1	2	0	17.9554
0.768929	1	3	0	22.4136
0.768929	1	4	0	14.925
0.769929	1	3	0	22.4443
0.769929	1	4	0	16.2727
0.770929	1	1	0	6.91548
0.770929	1	2	0	17.9554
0.770929	1	3	0	22.4136
0.770929	1	4	0	14.925
0.771929	1	3	0	22.4443
0.771929	1	4	0	16.2727
0.772929	1	1	0	6.91548
0.772929	1	2	0	17.9554
0.772929	1	3	0	22.4136
0.772929	1	4	0	14.925
0.773929	1	3	0	22.4443
0.773929	1	4	0	16.2727
0.774929	1	1	0	6.91548
0.774929	1	2	0	17.9554
0.774929	1	3	0	22.4136
0.774929	1	4	0	14.925
0.775929	1	3	0	22.4443
0.775929	1	4	0	16.2727
0.776929	1	1	0	6.91548
0.776929	1	2	0	17.9554
0.776929	1	3	0	22.4136
0.776929	1	4	0	14.925
0.777857	1	3	0	22.4443
0.777857	1	4	0	16.2727
0.778929	1	1	0	6.91548
0.778929	1	2	0	17.9554
0.778929	1	3	0	22.4136
0.778929	1	4	0	14.925
0.779929	1	3	0	22.4443
0.779929	1	4	0	16.2727
0.780929	1	1	0	6.91548
0.780929	1	2	0	17.9554
0.780929	1	3	0	22.4136
0.780929	1	4	0	14.925
0.781929	1	3	0	22.4443
0.781929	1	4	0	16.2727
0.782929	1	1	0	6.91548
0.782929	1	2	0	17.9554
0.782929	1	3	0	22.4136
0.782929	1	4	0	14.925
0.783929	1	3	0	22.4443
0.783929	1	4	0	16.2727
0.784929	1	1	0	6.91548
0.784929	1	2	0	17.9554
0.784929	1	3	0	22.4136
0.784929	1	4	0	14.925
0.785929	1	3	0	22.4443
0.785929	1	4	0	16.2727
0.786929	1	1	0	6.91548
0.786929	1	2	0	17.9554
0.786929	1	3	0	22.4136
0.786929	1	4	0	14.925
