% start	end	CellId	IMSI	RNTI	LCID	nTxPDUs	TxBytes	nRxPDUs	RxBytes	delay	stdDev	min	max	PduSize	stdDev	min	max
4.25	4.5	2	6	1	3	199	44777	199	45917	0.00647308	0.00465172	0.00471429	0.0187143	230.739	67.1307	207	437	
4.5	4.75	1	4	4	3	25	35802	21	30074	0.013381	0.00305505	0.0117143	0.0187143	1432.1	271.64	574	2292	
4.5	4.75	2	5	2	3	250	10250	250	10250	0.00471429	0	0.00471429	0.00471429	41	0	41	41	
4.5	4.75	2	6	1	3	202	42216	202	42216	0.00637765	0.00448719	0.00471429	0.0187143	208.99	0.0992559	208	209	
4.75	5	1	4	4	3	24	35802	22	31504	0.0117143	0	0.0117143	0.0117143	1432	0	1432	1432	
4.75	5	2	5	2	3	250	10249	250	10249	0.00471429	0	0.00471429	0.00471429	40.996	0.0632456	40	41	
4.75	5	2	6	1	3	204	42635	205	42844	0.00631916	0.00444409	0.00471429	0.0187143	208.995	0.069843	208	209	
5	5.25	1	3	2	3	2	290	2	290	0.00471429	0	0.00471429	0.00471429	145	164.049	29	261	
5	5.25	1	4	4	3	26	36100	22	30370	0.0117143	0	0.0117143	0.0117143	1380.45	560.875	574	2292	
5	5.25	2	5	2	3	250	10249	250	10249	0.00471429	0	0.00471429	0.00471429	40.996	0.0632456	40	41	
5	5.25	2	6	1	3	202	36393	202	36617	0.00637765	0.00443253	0.00471429	0.0187143	181.272	28.0634	153	209	
5.25	5.5	1	4	4	3	25	35814	23	34666	0.0117143	0	0.0117143	0.0117143	1507.22	629.859	574	2292	
5.25	5.5	2	5	2	3	250	10249	250	10249	0.00471429	0	0.00471429	0.00471429	40.996	0.0632456	40	41	
5.25	5.5	2	6	1	3	202	30905	202	30905	0.00637765	0.00448719	0.00471429	0.0187143	152.995	0.0703598	152	153	
5.5	5.75	1	4	4	3	24	35806	22	32944	0.0117143	0	0.0117143	0.0117143	1497.45	507.192	574	2292	
5.5	5.75	2	5	2	3	250	10249	250	10249	0.00471429	0	0.00471429	0.00471429	40.996	0.0632456	40	41	
5.5	5.75	2	6	1	3	204	31212	203	31059	0.00626601	0.00432252	0.00471429	0.0187143	153	0	153	153	
5.75	6	1	4	4	3	23	35808	15	22344	0.0117143	0	0.0117143	0.0117143	1489.6	509.997	574	2292	
5.75	6	2	5	2	3	14	574	18	738	0.00471429	0	0.00471429	0.00471429	41	0	41	41	
5.75	6	2	6	1	3	212	32436	212	32436	0.005969	0.00376957	0.00471429	0.0187143	153	0	153	153	
6	6.25	1	3	2	3	2	290	2	290	0.00471429	0	0.00471429	0.00471429	145	164.049	29	261	
6	6.25	1	4	4	3	23	36098	19	29796	0.0117143	0	0.0117143	0.0117143	1568.21	514.382	574	2292	
6	6.25	2	6	1	3	208	31824	208	31824	0.00612775	0.00411457	0.00471429	0.0187143	153	0	153	153	
6.25	6.5	1	4	4	3	23	35811	14	21772	0.0117143	0	0.0117143	0.0117143	1555.14	569.644	574	2292	
6.25	6.5	2	6	1	3	213	32589	214	32742	0.00595728	0.00375379	0.00471429	0.0187143	153	0	153	153	
6.5	6.75	1	4	4	3	21	35812	16	26930	0.0117143	0	0.0117143	0.0117143	1683.12	590.502	574	2292	
6.5	6.75	2	6	1	3	213	31437	212	31524	0.00590296	0.00372926	0.00471429	0.0187143	148.698	13.7432	105	153	
6.75	7	1	4	4	3	20	34381	11	18338	0.0117143	0	0.0117143	0.0117143	1667.09	570.207	574	2292	
6.75	7	2	6	1	3	221	23203	221	23203	0.00563284	0.00302905	0.00471429	0.0187143	104.991	0.0949138	104	105	
7	7.25	1	3	2	3	1	288	1	288	0.00471429	0	0.00471429	0.00471429	288	0	288	288	
7	7.25	2	4	3	3	15	3491	10	1329	0.00541429	0.00221359	0.00471429	0.0117143	132.9	338.047	26	1095	
7	7.25	2	6	1	3	245	25212	246	25461	0.00488502	0.00153972	0.00471429	0.0187143	103.5	7.29761	61	105	
7.25	7.5	2	4	3	3	154	31476	156	30146	0.00471429	0	0.00471429	0.00471429	193.244	301.215	26	749	
7.25	7.5	2	6	1	3	250	20020	250	19984	0.00471429	0	0.00471429	0.00471429	79.936	16.5809	69	105	
7.5	7.75	2	4	3	3	50	35850	50	35850	0.00471429	0	0.00471429	0.00471429	717	32.3249	685	749	
7.5	7.75	2	6	1	3	250	23548	250	23548	0.00471429	0	0.00471429	0.00471429	94.192	16.5256	69	105	
7.75	8	2	4	3	3	50	35850	50	35850	0.00471429	0	0.00471429	0.00471429	717	32.3249	685	749	
7.75	8	2	6	1	3	250	23550	250	23550	0.00471429	0	0.00471429	0.00471429	94.2	16.5304	69	105	
8	8.25	2	4	3	3	51	36140	51	36140	0.00471429	0	0.00471429	0.00471429	708.627	75.9876	226	749	
8	8.25	2	6	1	3	250	23548	250	23548	0.00471429	0	0.00471429	0.00471429	94.192	16.5256	69	105	
8.25	8.5	2	4	3	3	50	35850	50	35850	0.00471429	0	0.00471429	0.00471429	717	32.3249	685	749	
8.25	8.5	2	6	1	3	250	17118	250	17242	0.00471429	0	0.00471429	0.00471429	68.968	21.0778	41	105	
8.5	8.75	2	4	3	3	50	35850	50	35850	0.00471429	0	0.00471429	0.00471429	717	32.3249	685	749	
8.5	8.75	2	6	1	3	250	14450	250	14450	0.00471429	0	0.00471429	0.00471429	57.8	11.0202	41	65	
8.75	9	2	4	3	3	50	35850	50	35850	0.00471429	0	0.00471429	0.00471429	717	32.3249	685	749	
8.75	9	2	6	1	3	250	14450	250	14450	0.00471429	0	0.00471429	0.00471429	57.8	11.0202	41	65	
9	9.25	1	3	2	3	1	576	1	576	0.00471429	0	0.00471429	0.00471429	576	0	576	576	
9	9.25	2	4	3	3	51	36140	51	36140	0.00498879	0.00196039	0.00471429	0.0187143	708.627	75.9876	226	749	
9	9.25	2	6	1	3	249	14361	249	14361	0.0047424	0.000443607	0.00471429	0.0117143	57.6747	11.0743	41	65	
9.25	9.5	2	4	3	3	50	35850	50	35850	0.00471429	0	0.00471429	0.00471429	717	32.3249	685	749	
9.25	9.5	2	6	1	3	250	14449	250	14449	0.00471429	0	0.00471429	0.00471429	57.796	11.0178	41	65	
9.5	9.75	2	4	3	3	50	35850	50	35850	0.00471429	0	0.00471429	0.00471429	717	32.3249	685	749	
9.5	9.75	2	6	1	3	250	14444	250	14444	0.00471429	0	0.00471429	0.00471429	57.776	11.0067	41	65	
9.75	10	2	4	3	3	50	35850	50	35850	0.00471429	0	0.00471429	0.00471429	717	32.3249	685	749	
9.75	10	2	6	1	3	250	14449	250	14449	0.00471429	0	0.00471429	0.00471429	57.796	11.0265	40	65	
