Time	Entity	Frame	SF	Slot	nodeId	RNTI	bwpId	Harq ID	K1 Delay
2.97593	HARQ FD Txed	297	5	0	1	3	0	11	2
2.97607	DL DCI Rxed	297	6	0	1	1	0	14	2
2.97607	DL DCI Rxed	297	6	0	1	2	0	14	2
2.97607	DL DCI Rxed	297	6	0	1	3	0	13	2
2.97607	DL DCI Rxed	297	6	0	1	4	0	13	2
2.97693	HARQ FD Txed	297	6	0	1	2	0	15	2
2.97693	HARQ FD Txed	297	6	0	1	1	0	15	2
2.97693	HARQ FD Txed	297	6	0	1	4	0	15	2
2.97693	HARQ FD Txed	297	6	0	1	3	0	15	2
2.97707	DL DCI Rxed	297	7	0	1	3	0	12	2
2.97707	DL DCI Rxed	297	7	0	1	4	0	12	2
2.97793	HARQ FD Txed	297	7	0	1	4	0	14	2
2.97793	HARQ FD Txed	297	7	0	1	3	0	14	2
2.97807	DL DCI Rxed	297	8	0	1	1	0	13	2
2.97807	DL DCI Rxed	297	8	0	1	2	0	13	2
2.97807	DL DCI Rxed	297	8	0	1	3	0	11	2
2.97807	DL DCI Rxed	297	8	0	1	4	0	11	2
2.97893	HARQ FD Txed	297	8	0	1	1	0	14	2
2.97893	HARQ FD Txed	297	8	0	1	4	0	13	2
2.97893	HARQ FD Txed	297	8	0	1	3	0	13	2
2.97893	HARQ FD Txed	297	8	0	1	2	0	14	2
2.97907	DL DCI Rxed	297	9	0	1	3	0	15	2
2.97907	DL DCI Rxed	297	9	0	1	4	0	15	2
2.97993	HARQ FD Txed	297	9	0	1	4	0	12	2
2.97993	HARQ FD Txed	297	9	0	1	3	0	12	2
2.98007	DL DCI Rxed	298	0	0	1	1	0	15	2
2.98007	DL DCI Rxed	298	0	0	1	2	0	15	2
2.98007	DL DCI Rxed	298	0	0	1	3	0	14	2
2.98007	DL DCI Rxed	298	0	0	1	4	0	14	2
2.98093	HARQ FD Txed	298	0	0	1	1	0	13	2
2.98093	HARQ FD Txed	298	0	0	1	2	0	13	2
2.98093	HARQ FD Txed	298	0	0	1	4	0	11	2
2.98093	HARQ FD Txed	298	0	0	1	3	0	11	2
2.98107	DL DCI Rxed	298	1	0	1	3	0	13	2
2.98107	DL DCI Rxed	298	1	0	1	4	0	13	2
2.98193	HARQ FD Txed	298	1	0	1	4	0	15	2
2.98193	HARQ FD Txed	298	1	0	1	3	0	15	2
2.98207	DL DCI Rxed	298	2	0	1	1	0	14	2
2.98207	DL DCI Rxed	298	2	0	1	2	0	14	2
2.98207	DL DCI Rxed	298	2	0	1	3	0	12	2
2.98207	DL DCI Rxed	298	2	0	1	4	0	12	2
2.98293	HARQ FD Txed	298	2	0	1	1	0	15	2
2.98293	HARQ FD Txed	298	2	0	1	2	0	15	2
2.98293	HARQ FD Txed	298	2	0	1	4	0	14	2
2.98293	HARQ FD Txed	298	2	0	1	3	0	14	2
2.98307	DL DCI Rxed	298	3	0	1	3	0	11	2
2.98307	DL DCI Rxed	298	3	0	1	4	0	11	2
2.98393	HARQ FD Txed	298	3	0	1	4	0	13	2
2.98393	HARQ FD Txed	298	3	0	1	3	0	13	2
2.98407	DL DCI Rxed	298	4	0	1	1	0	13	2
2.98407	DL DCI Rxed	298	4	0	1	2	0	13	2
2.98407	DL DCI Rxed	298	4	0	1	3	0	15	2
2.98407	DL DCI Rxed	298	4	0	1	4	0	15	2
2.98493	HARQ FD Txed	298	4	0	1	1	0	14	2
2.98493	HARQ FD Txed	298	4	0	1	2	0	14	2
2.98493	HARQ FD Txed	298	4	0	1	4	0	12	2
2.98493	HARQ FD Txed	298	4	0	1	3	0	12	2
2.98507	DL DCI Rxed	298	5	0	1	3	0	14	2
2.98507	DL DCI Rxed	298	5	0	1	4	0	14	2
2.98593	HARQ FD Txed	298	5	0	1	4	0	11	2
2.98593	HARQ FD Txed	298	5	0	1	3	0	11	2
2.98607	DL DCI Rxed	298	6	0	1	1	0	15	2
2.98607	DL DCI Rxed	298	6	0	1	2	0	15	2
2.98607	DL DCI Rxed	298	6	0	1	3	0	13	2
2.98607	DL DCI Rxed	298	6	0	1	4	0	13	2
2.98693	HARQ FD Txed	298	6	0	1	1	0	13	2
2.98693	HARQ FD Txed	298	6	0	1	2	0	13	2
2.98693	HARQ FD Txed	298	6	0	1	4	0	15	2
2.98693	HARQ FD Txed	298	6	0	1	3	0	15	2
2.98707	DL DCI Rxed	298	7	0	1	3	0	12	2
2.98707	DL DCI Rxed	298	7	0	1	4	0	12	2
2.98793	HARQ FD Txed	298	7	0	1	4	0	14	2
2.98793	HARQ FD Txed	298	7	0	1	3	0	14	2
2.98807	DL DCI Rxed	298	8	0	1	1	0	14	2
2.98807	DL DCI Rxed	298	8	0	1	2	0	14	2
2.98807	DL DCI Rxed	298	8	0	1	3	0	11	2
2.98807	DL DCI Rxed	298	8	0	1	4	0	11	2
2.98893	HARQ FD Txed	298	8	0	1	1	0	15	2
2.98893	HARQ FD Txed	298	8	0	1	2	0	15	2
2.98893	HARQ FD Txed	298	8	0	1	4	0	13	2
2.98893	HARQ FD Txed	298	8	0	1	3	0	13	2
2.98907	DL DCI Rxed	298	9	0	1	3	0	15	2
2.98907	DL DCI Rxed	298	9	0	1	4	0	15	2
2.98993	HARQ FD Txed	298	9	0	1	4	0	12	2
2.98993	HARQ FD Txed	298	9	0	1	3	0	12	2
2.99007	DL DCI Rxed	299	0	0	1	1	0	13	2
2.99007	DL DCI Rxed	299	0	0	1	2	0	13	2
2.99007	DL DCI Rxed	299	0	0	1	3	0	14	2
2.99007	DL DCI Rxed	299	0	0	1	4	0	14	2
2.99093	HARQ FD Txed	299	0	0	1	1	0	14	2
2.99093	HARQ FD Txed	299	0	0	1	2	0	14	2
2.99093	HARQ FD Txed	299	0	0	1	4	0	11	2
2.99093	HARQ FD Txed	299	0	0	1	3	0	11	2
2.99107	DL DCI Rxed	299	1	0	1	3	0	13	2
2.99107	DL DCI Rxed	299	1	0	1	4	0	13	2
2.99193	HARQ FD Txed	299	1	0	1	4	0	15	2
2.99193	HARQ FD Txed	299	1	0	1	3	0	15	2
2.99207	DL DCI Rxed	299	2	0	1	1	0	15	2
2.99207	DL DCI Rxed	299	2	0	1	2	0	15	2
2.99207	DL DCI Rxed	299	2	0	1	3	0	12	2
2.99207	DL DCI Rxed	299	2	0	1	4	0	12	2
2.99293	HARQ FD Txed	299	2	0	1	1	0	13	2
2.99293	HARQ FD Txed	299	2	0	1	2	0	13	2
2.99293	HARQ FD Txed	299	2	0	1	4	0	14	2
2.99293	HARQ FD Txed	299	2	0	1	3	0	14	2
2.99307	DL DCI Rxed	299	3	0	1	3	0	11	2
2.99307	DL DCI Rxed	299	3	0	1	4	0	11	2
2.99393	HARQ FD Txed	299	3	0	1	4	0	13	2
2.99393	HARQ FD Txed	299	3	0	1	3	0	13	2
2.99407	DL DCI Rxed	299	4	0	1	1	0	14	2
2.99407	DL DCI Rxed	299	4	0	1	2	0	14	2
2.99407	DL DCI Rxed	299	4	0	1	3	0	15	2
2.99407	DL DCI Rxed	299	4	0	1	4	0	15	2
2.99493	HARQ FD Txed	299	4	0	1	1	0	15	2
2.99493	HARQ FD Txed	299	4	0	1	2	0	15	2
2.99493	HARQ FD Txed	299	4	0	1	4	0	12	2
2.99493	HARQ FD Txed	299	4	0	1	3	0	12	2
2.99507	DL DCI Rxed	299	5	0	1	3	0	14	2
2.99507	DL DCI Rxed	299	5	0	1	4	0	14	2
2.99593	HARQ FD Txed	299	5	0	1	4	0	11	2
2.99593	HARQ FD Txed	299	5	0	1	3	0	11	2
2.99607	DL DCI Rxed	299	6	0	1	1	0	13	2
2.99607	DL DCI Rxed	299	6	0	1	2	0	13	2
2.99607	DL DCI Rxed	299	6	0	1	3	0	13	2
2.99607	DL DCI Rxed	299	6	0	1	4	0	13	2
2.99693	HARQ FD Txed	299	6	0	1	1	0	14	2
2.99693	HARQ FD Txed	299	6	0	1	2	0	14	2
2.99693	HARQ FD Txed	299	6	0	1	4	0	15	2
2.99693	HARQ FD Txed	299	6	0	1	3	0	15	2
2.99707	DL DCI Rxed	299	7	0	1	3	0	12	2
2.99707	DL DCI Rxed	299	7	0	1	4	0	12	2
2.99793	HARQ FD Txed	299	7	0	1	4	0	14	2
2.99793	HARQ FD Txed	299	7	0	1	3	0	14	2
2.99807	DL DCI Rxed	299	8	0	1	1	0	15	2
2.99807	DL DCI Rxed	299	8	0	1	2	0	15	2
2.99807	DL DCI Rxed	299	8	0	1	3	0	11	2
2.99807	DL DCI Rxed	299	8	0	1	4	0	11	2
2.99893	HARQ FD Txed	299	8	0	1	1	0	13	2
2.99893	HARQ FD Txed	299	8	0	1	2	0	13	2
2.99893	HARQ FD Txed	299	8	0	1	4	0	13	2
2.99893	HARQ FD Txed	299	8	0	1	3	0	13	2
2.99907	DL DCI Rxed	299	9	0	1	3	0	15	2
2.99907	DL DCI Rxed	299	9	0	1	4	0	15	2
2.99993	HARQ FD Txed	299	9	0	1	4	0	12	2
2.99993	HARQ FD Txed	299	9	0	1	3	0	12	2
3.00007	DL DCI Rxed	300	0	0	1	1	0	14	2
3.00007	DL DCI Rxed	300	0	0	1	2	0	14	2
3.00007	DL DCI Rxed	300	0	0	1	3	0	14	2
3.00007	DL DCI Rxed	300	0	0	1	4	0	14	2
3.00093	HARQ FD Txed	300	0	0	1	1	0	15	2
3.00093	HARQ FD Txed	300	0	0	1	2	0	15	2
3.00093	HARQ FD Txed	300	0	0	1	4	0	11	2
3.00093	HARQ FD Txed	300	0	0	1	3	0	11	2
3.00107	DL DCI Rxed	300	1	0	1	3	0	13	2
3.00107	DL DCI Rxed	300	1	0	1	4	0	13	2
3.00193	HARQ FD Txed	300	1	0	1	4	0	15	2
3.00193	HARQ FD Txed	300	1	0	1	3	0	15	2
3.00207	DL DCI Rxed	300	2	0	1	1	0	13	2
3.00207	DL DCI Rxed	300	2	0	1	2	0	13	2
3.00207	DL DCI Rxed	300	2	0	1	3	0	12	2
3.00207	DL DCI Rxed	300	2	0	1	4	0	12	2
3.00293	HARQ FD Txed	300	2	0	1	1	0	14	2
3.00293	HARQ FD Txed	300	2	0	1	2	0	14	2
3.00293	HARQ FD Txed	300	2	0	1	4	0	14	2
3.00293	HARQ FD Txed	300	2	0	1	3	0	14	2
3.00307	DL DCI Rxed	300	3	0	1	3	0	11	2
3.00307	DL DCI Rxed	300	3	0	1	4	0	11	2
3.00393	HARQ FD Txed	300	3	0	1	4	0	13	2
3.00393	HARQ FD Txed	300	3	0	1	3	0	13	2
3.00407	DL DCI Rxed	300	4	0	1	1	0	15	2
3.00407	DL DCI Rxed	300	4	0	1	2	0	15	2
3.00407	DL DCI Rxed	300	4	0	1	3	0	15	2
3.00407	DL DCI Rxed	300	4	0	1	4	0	15	2
3.00407	DL DCI Rxed	300	4	0	1	5	0	15	2
3.00407	DL DCI Rxed	300	4	0	1	6	0	15	2
3.00493	HARQ FD Txed	300	4	0	1	1	0	13	2
3.00493	HARQ FD Txed	300	4	0	1	2	0	13	2
3.00493	HARQ FD Txed	300	4	0	1	4	0	12	2
3.00493	HARQ FD Txed	300	4	0	1	3	0	12	2
3.00507	DL DCI Rxed	300	5	0	1	3	0	14	2
3.00507	DL DCI Rxed	300	5	0	1	4	0	14	2
3.00593	HARQ FD Txed	300	5	0	1	4	0	11	2
3.00593	HARQ FD Txed	300	5	0	1	3	0	11	2
3.00607	DL DCI Rxed	300	6	0	1	1	0	14	2
3.00607	DL DCI Rxed	300	6	0	1	2	0	14	2
3.00607	DL DCI Rxed	300	6	0	1	3	0	13	2
3.00607	DL DCI Rxed	300	6	0	1	4	0	13	2
3.00693	HARQ FD Txed	300	6	0	1	5	0	15	2
3.00693	HARQ FD Txed	300	6	0	1	6	0	15	2
3.00693	HARQ FD Txed	300	6	0	1	1	0	15	2
3.00693	HARQ FD Txed	300	6	0	1	2	0	15	2
3.00693	HARQ FD Txed	300	6	0	1	4	0	15	2
3.00693	HARQ FD Txed	300	6	0	1	3	0	15	2
3.00707	DL DCI Rxed	300	7	0	1	3	0	12	2
3.00707	DL DCI Rxed	300	7	0	1	4	0	12	2
3.00793	HARQ FD Txed	300	7	0	1	4	0	14	2
3.00793	HARQ FD Txed	300	7	0	1	3	0	14	2
3.00807	DL DCI Rxed	300	8	0	1	1	0	13	2
3.00807	DL DCI Rxed	300	8	0	1	2	0	13	2
3.00807	DL DCI Rxed	300	8	0	1	3	0	11	2
3.00807	DL DCI Rxed	300	8	0	1	4	0	11	2
3.00893	HARQ FD Txed	300	8	0	1	1	0	14	2
3.00893	HARQ FD Txed	300	8	0	1	2	0	14	2
3.00893	HARQ FD Txed	300	8	0	1	4	0	13	2
3.00893	HARQ FD Txed	300	8	0	1	3	0	13	2
3.00907	DL DCI Rxed	300	9	0	1	3	0	15	2
3.00907	DL DCI Rxed	300	9	0	1	4	0	15	2
3.00993	HARQ FD Txed	300	9	0	1	4	0	12	2
3.00993	HARQ FD Txed	300	9	0	1	3	0	12	2
3.01007	DL DCI Rxed	301	0	0	1	1	0	15	2
3.01007	DL DCI Rxed	301	0	0	1	2	0	15	2
3.01007	DL DCI Rxed	301	0	0	1	3	0	14	2
3.01007	DL DCI Rxed	301	0	0	1	4	0	14	2
3.01093	HARQ FD Txed	301	0	0	1	1	0	13	2
3.01093	HARQ FD Txed	301	0	0	1	2	0	13	2
3.01093	HARQ FD Txed	301	0	0	1	4	0	11	2
3.01093	HARQ FD Txed	301	0	0	1	3	0	11	2
3.01107	DL DCI Rxed	301	1	0	1	3	0	13	2
3.01107	DL DCI Rxed	301	1	0	1	4	0	13	2
3.01193	HARQ FD Txed	301	1	0	1	4	0	15	2
3.01193	HARQ FD Txed	301	1	0	1	3	0	15	2
3.01207	DL DCI Rxed	301	2	0	1	1	0	14	2
3.01207	DL DCI Rxed	301	2	0	1	2	0	14	2
3.01207	DL DCI Rxed	301	2	0	1	3	0	12	2
3.01207	DL DCI Rxed	301	2	0	1	4	0	12	2
3.01293	HARQ FD Txed	301	2	0	1	1	0	15	2
3.01293	HARQ FD Txed	301	2	0	1	2	0	15	2
3.01293	HARQ FD Txed	301	2	0	1	4	0	14	2
3.01293	HARQ FD Txed	301	2	0	1	3	0	14	2
3.01307	DL DCI Rxed	301	3	0	1	3	0	11	2
3.01307	DL DCI Rxed	301	3	0	1	4	0	11	2
3.01393	HARQ FD Txed	301	3	0	1	4	0	13	2
3.01393	HARQ FD Txed	301	3	0	1	3	0	13	2
3.01407	DL DCI Rxed	301	4	0	1	1	0	13	2
3.01407	DL DCI Rxed	301	4	0	1	2	0	13	2
3.01407	DL DCI Rxed	301	4	0	1	3	0	15	2
3.01407	DL DCI Rxed	301	4	0	1	4	0	15	2
3.01493	HARQ FD Txed	301	4	0	1	1	0	14	2
3.01493	HARQ FD Txed	301	4	0	1	2	0	14	2
3.01493	HARQ FD Txed	301	4	0	1	4	0	12	2
3.01493	HARQ FD Txed	301	4	0	1	3	0	12	2
3.01507	DL DCI Rxed	301	5	0	1	3	0	14	2
3.01507	DL DCI Rxed	301	5	0	1	4	0	14	2
3.01593	HARQ FD Txed	301	5	0	1	4	0	11	2
3.01593	HARQ FD Txed	301	5	0	1	3	0	11	2
3.01607	DL DCI Rxed	301	6	0	1	1	0	15	2
3.01607	DL DCI Rxed	301	6	0	1	2	0	15	2
3.01607	DL DCI Rxed	301	6	0	1	3	0	13	2
3.01607	DL DCI Rxed	301	6	0	1	4	0	13	2
3.01693	HARQ FD Txed	301	6	0	1	1	0	13	2
3.01693	HARQ FD Txed	301	6	0	1	2	0	13	2
3.01693	HARQ FD Txed	301	6	0	1	4	0	15	2
3.01693	HARQ FD Txed	301	6	0	1	3	0	15	2
3.01707	DL DCI Rxed	301	7	0	1	3	0	12	2
3.01707	DL DCI Rxed	301	7	0	1	4	0	12	2
3.01793	HARQ FD Txed	301	7	0	1	4	0	14	2
3.01793	HARQ FD Txed	301	7	0	1	3	0	14	2
3.01807	DL DCI Rxed	301	8	0	1	1	0	14	2
3.01807	DL DCI Rxed	301	8	0	1	2	0	14	2
3.01807	DL DCI Rxed	301	8	0	1	3	0	11	2
3.01807	DL DCI Rxed	301	8	0	1	4	0	11	2
3.01893	HARQ FD Txed	301	8	0	1	2	0	15	2
3.01893	HARQ FD Txed	301	8	0	1	4	0	13	2
3.01893	HARQ FD Txed	301	8	0	1	3	0	13	2
3.01893	HARQ FD Txed	301	8	0	1	1	0	15	2
3.01907	DL DCI Rxed	301	9	0	1	3	0	15	2
3.01907	DL DCI Rxed	301	9	0	1	4	0	15	2
3.01993	HARQ FD Txed	301	9	0	1	4	0	12	2
3.01993	HARQ FD Txed	301	9	0	1	3	0	12	2
3.02007	DL DCI Rxed	302	0	0	1	1	0	13	2
3.02007	DL DCI Rxed	302	0	0	1	2	0	13	2
3.02007	DL DCI Rxed	302	0	0	1	3	0	14	2
3.02007	DL DCI Rxed	302	0	0	1	4	0	14	2
3.02093	HARQ FD Txed	302	0	0	1	2	0	14	2
3.02093	HARQ FD Txed	302	0	0	1	1	0	14	2
3.02093	HARQ FD Txed	302	0	0	1	4	0	11	2
3.02093	HARQ FD Txed	302	0	0	1	3	0	11	2
3.02107	DL DCI Rxed	302	1	0	1	3	0	13	2
3.02107	DL DCI Rxed	302	1	0	1	4	0	13	2
3.02193	HARQ FD Txed	302	1	0	1	4	0	15	2
3.02193	HARQ FD Txed	302	1	0	1	3	0	15	2
3.02207	DL DCI Rxed	302	2	0	1	1	0	15	2
3.02207	DL DCI Rxed	302	2	0	1	2	0	15	2
3.02207	DL DCI Rxed	302	2	0	1	3	0	12	2
3.02207	DL DCI Rxed	302	2	0	1	4	0	12	2
3.02293	HARQ FD Txed	302	2	0	1	2	0	13	2
3.02293	HARQ FD Txed	302	2	0	1	1	0	13	2
3.02293	HARQ FD Txed	302	2	0	1	4	0	14	2
3.02293	HARQ FD Txed	302	2	0	1	3	0	14	2
3.02307	DL DCI Rxed	302	3	0	1	3	0	11	2
3.02307	DL DCI Rxed	302	3	0	1	4	0	11	2
3.02393	HARQ FD Txed	302	3	0	1	4	0	13	2
3.02393	HARQ FD Txed	302	3	0	1	3	0	13	2
3.02407	DL DCI Rxed	302	4	0	1	1	0	14	2
3.02407	DL DCI Rxed	302	4	0	1	2	0	14	2
3.02407	DL DCI Rxed	302	4	0	1	3	0	15	2
3.02407	DL DCI Rxed	302	4	0	1	4	0	15	2
3.02493	HARQ FD Txed	302	4	0	1	2	0	15	2
3.02493	HARQ FD Txed	302	4	0	1	1	0	15	2
3.02493	HARQ FD Txed	302	4	0	1	4	0	12	2
3.02493	HARQ FD Txed	302	4	0	1	3	0	12	2
3.02507	DL DCI Rxed	302	5	0	1	3	0	14	2
3.02507	DL DCI Rxed	302	5	0	1	4	0	14	2
3.02593	HARQ FD Txed	302	5	0	1	4	0	11	2
3.02593	HARQ FD Txed	302	5	0	1	3	0	11	2
3.02607	DL DCI Rxed	302	6	0	1	1	0	13	2
3.02607	DL DCI Rxed	302	6	0	1	2	0	13	2
3.02607	DL DCI Rxed	302	6	0	1	3	0	13	2
3.02607	DL DCI Rxed	302	6	0	1	4	0	13	2
3.02693	HARQ FD Txed	302	6	0	1	2	0	14	2
3.02693	HARQ FD Txed	302	6	0	1	1	0	14	2
3.02693	HARQ FD Txed	302	6	0	1	4	0	15	2
3.02693	HARQ FD Txed	302	6	0	1	3	0	15	2
3.02707	DL DCI Rxed	302	7	0	1	3	0	12	2
3.02707	DL DCI Rxed	302	7	0	1	4	0	12	2
3.02793	HARQ FD Txed	302	7	0	1	4	0	14	2
3.02793	HARQ FD Txed	302	7	0	1	3	0	14	2
3.02807	DL DCI Rxed	302	8	0	1	1	0	15	2
3.02807	DL DCI Rxed	302	8	0	1	2	0	15	2
3.02807	DL DCI Rxed	302	8	0	1	3	0	11	2
3.02807	DL DCI Rxed	302	8	0	1	4	0	11	2
3.02893	HARQ FD Txed	302	8	0	1	2	0	13	2
3.02893	HARQ FD Txed	302	8	0	1	1	0	13	2
3.02893	HARQ FD Txed	302	8	0	1	3	0	13	2
3.02893	HARQ FD Txed	302	8	0	1	4	0	13	2
3.02907	DL DCI Rxed	302	9	0	1	3	0	15	2
3.02907	DL DCI Rxed	302	9	0	1	4	0	15	2
3.02993	HARQ FD Txed	302	9	0	1	4	0	12	2
3.02993	HARQ FD Txed	302	9	0	1	3	0	12	2
3.03007	DL DCI Rxed	303	0	0	1	1	0	14	2
3.03007	DL DCI Rxed	303	0	0	1	2	0	14	2
3.03007	DL DCI Rxed	303	0	0	1	3	0	14	2
3.03007	DL DCI Rxed	303	0	0	1	4	0	14	2
3.03093	HARQ FD Txed	303	0	0	1	2	0	15	2
3.03093	HARQ FD Txed	303	0	0	1	1	0	15	2
3.03093	HARQ FD Txed	303	0	0	1	4	0	11	2
3.03093	HARQ FD Txed	303	0	0	1	3	0	11	2
3.03107	DL DCI Rxed	303	1	0	1	3	0	13	2
3.03107	DL DCI Rxed	303	1	0	1	4	0	13	2
3.03193	HARQ FD Txed	303	1	0	1	4	0	15	2
3.03193	HARQ FD Txed	303	1	0	1	3	0	15	2
3.03207	DL DCI Rxed	303	2	0	1	1	0	13	2
3.03207	DL DCI Rxed	303	2	0	1	2	0	13	2
3.03207	DL DCI Rxed	303	2	0	1	3	0	12	2
3.03207	DL DCI Rxed	303	2	0	1	4	0	12	2
3.03293	HARQ FD Txed	303	2	0	1	2	0	14	2
3.03293	HARQ FD Txed	303	2	0	1	1	0	14	2
3.03293	HARQ FD Txed	303	2	0	1	4	0	14	2
3.03293	HARQ FD Txed	303	2	0	1	3	0	14	2
3.03307	DL DCI Rxed	303	3	0	1	3	0	11	2
3.03307	DL DCI Rxed	303	3	0	1	4	0	11	2
3.03393	HARQ FD Txed	303	3	0	1	4	0	13	2
3.03393	HARQ FD Txed	303	3	0	1	3	0	13	2
3.03407	DL DCI Rxed	303	4	0	1	1	0	15	2
3.03407	DL DCI Rxed	303	4	0	1	2	0	15	2
3.03407	DL DCI Rxed	303	4	0	1	3	0	15	2
3.03407	DL DCI Rxed	303	4	0	1	4	0	15	2
3.03493	HARQ FD Txed	303	4	0	1	2	0	13	2
3.03493	HARQ FD Txed	303	4	0	1	1	0	13	2
3.03493	HARQ FD Txed	303	4	0	1	4	0	12	2
3.03493	HARQ FD Txed	303	4	0	1	3	0	12	2
3.03507	DL DCI Rxed	303	5	0	1	3	0	14	2
3.03507	DL DCI Rxed	303	5	0	1	4	0	14	2
3.03593	HARQ FD Txed	303	5	0	1	4	0	11	2
3.03593	HARQ FD Txed	303	5	0	1	3	0	11	2
3.03607	DL DCI Rxed	303	6	0	1	1	0	14	2
3.03607	DL DCI Rxed	303	6	0	1	2	0	14	2
3.03607	DL DCI Rxed	303	6	0	1	3	0	13	2
3.03607	DL DCI Rxed	303	6	0	1	4	0	13	2
3.03693	HARQ FD Txed	303	6	0	1	2	0	15	2
3.03693	HARQ FD Txed	303	6	0	1	1	0	15	2
3.03693	HARQ FD Txed	303	6	0	1	4	0	15	2
3.03693	HARQ FD Txed	303	6	0	1	3	0	15	2
3.03707	DL DCI Rxed	303	7	0	1	3	0	12	2
3.03707	DL DCI Rxed	303	7	0	1	4	0	12	2
3.03793	HARQ FD Txed	303	7	0	1	4	0	14	2
3.03793	HARQ FD Txed	303	7	0	1	3	0	14	2
3.03807	DL DCI Rxed	303	8	0	1	1	0	13	2
3.03807	DL DCI Rxed	303	8	0	1	2	0	13	2
3.03807	DL DCI Rxed	303	8	0	1	3	0	11	2
3.03807	DL DCI Rxed	303	8	0	1	4	0	11	2
3.03893	HARQ FD Txed	303	8	0	1	2	0	14	2
3.03893	HARQ FD Txed	303	8	0	1	1	0	14	2
3.03893	HARQ FD Txed	303	8	0	1	4	0	13	2
3.03893	HARQ FD Txed	303	8	0	1	3	0	13	2
3.03907	DL DCI Rxed	303	9	0	1	3	0	15	2
3.03907	DL DCI Rxed	303	9	0	1	4	0	15	2
3.03993	HARQ FD Txed	303	9	0	1	4	0	12	2
3.03993	HARQ FD Txed	303	9	0	1	3	0	12	2
3.04007	DL DCI Rxed	304	0	0	1	1	0	15	2
3.04007	DL DCI Rxed	304	0	0	1	2	0	15	2
3.04007	DL DCI Rxed	304	0	0	1	3	0	14	2
3.04007	DL DCI Rxed	304	0	0	1	4	0	14	2
3.04093	HARQ FD Txed	304	0	0	1	2	0	13	2
3.04093	HARQ FD Txed	304	0	0	1	1	0	13	2
3.04093	HARQ FD Txed	304	0	0	1	4	0	11	2
3.04093	HARQ FD Txed	304	0	0	1	3	0	11	2
3.04107	DL DCI Rxed	304	1	0	1	3	0	13	2
3.04107	DL DCI Rxed	304	1	0	1	4	0	13	2
3.04193	HARQ FD Txed	304	1	0	1	4	0	15	2
3.04193	HARQ FD Txed	304	1	0	1	3	0	15	2
3.04207	DL DCI Rxed	304	2	0	1	1	0	14	2
3.04207	DL DCI Rxed	304	2	0	1	2	0	14	2
3.04207	DL DCI Rxed	304	2	0	1	3	0	12	2
3.04207	DL DCI Rxed	304	2	0	1	4	0	12	2
3.04293	HARQ FD Txed	304	2	0	1	2	0	15	2
3.04293	HARQ FD Txed	304	2	0	1	1	0	15	2
3.04293	HARQ FD Txed	304	2	0	1	4	0	14	2
3.04293	HARQ FD Txed	304	2	0	1	3	0	14	2
3.04307	DL DCI Rxed	304	3	0	1	3	0	11	2
3.04307	DL DCI Rxed	304	3	0	1	4	0	11	2
3.04393	HARQ FD Txed	304	3	0	1	4	0	13	2
3.04393	HARQ FD Txed	304	3	0	1	3	0	13	2
3.04407	DL DCI Rxed	304	4	0	1	1	0	13	2
3.04407	DL DCI Rxed	304	4	0	1	2	0	13	2
3.04407	DL DCI Rxed	304	4	0	1	3	0	15	2
3.04407	DL DCI Rxed	304	4	0	1	4	0	15	2
3.04493	HARQ FD Txed	304	4	0	1	2	0	14	2
3.04493	HARQ FD Txed	304	4	0	1	1	0	14	2
3.04493	HARQ FD Txed	304	4	0	1	4	0	12	2
3.04493	HARQ FD Txed	304	4	0	1	3	0	12	2
3.04507	DL DCI Rxed	304	5	0	1	3	0	14	2
3.04507	DL DCI Rxed	304	5	0	1	4	0	14	2
3.04593	HARQ FD Txed	304	5	0	1	4	0	11	2
3.04593	HARQ FD Txed	304	5	0	1	3	0	11	2
3.04607	DL DCI Rxed	304	6	0	1	1	0	15	2
3.04607	DL DCI Rxed	304	6	0	1	2	0	15	2
3.04607	DL DCI Rxed	304	6	0	1	3	0	13	2
3.04607	DL DCI Rxed	304	6	0	1	4	0	13	2
3.04693	HARQ FD Txed	304	6	0	1	2	0	13	2
3.04693	HARQ FD Txed	304	6	0	1	1	0	13	2
3.04693	HARQ FD Txed	304	6	0	1	4	0	15	2
3.04693	HARQ FD Txed	304	6	0	1	3	0	15	2
3.04707	DL DCI Rxed	304	7	0	1	3	0	12	2
3.04707	DL DCI Rxed	304	7	0	1	4	0	12	2
3.04793	HARQ FD Txed	304	7	0	1	4	0	14	2
3.04793	HARQ FD Txed	304	7	0	1	3	0	14	2
3.04807	DL DCI Rxed	304	8	0	1	1	0	14	2
3.04807	DL DCI Rxed	304	8	0	1	2	0	14	2
3.04807	DL DCI Rxed	304	8	0	1	3	0	11	2
3.04807	DL DCI Rxed	304	8	0	1	4	0	11	2
3.04893	HARQ FD Txed	304	8	0	1	2	0	15	2
3.04893	HARQ FD Txed	304	8	0	1	1	0	15	2
3.04893	HARQ FD Txed	304	8	0	1	4	0	13	2
3.04893	HARQ FD Txed	304	8	0	1	3	0	13	2
3.04907	DL DCI Rxed	304	9	0	1	3	0	15	2
3.04907	DL DCI Rxed	304	9	0	1	4	0	15	2
3.04993	HARQ FD Txed	304	9	0	1	4	0	12	2
3.04993	HARQ FD Txed	304	9	0	1	3	0	12	2
3.05007	DL DCI Rxed	305	0	0	1	1	0	13	2
