time(s)	cellId	rnti	lcid	packetSize	delay(s)
0.520029	1	3	3	132	0.00302856
0.520029	1	4	3	132	0.00302856
0.521029	1	1	3	1432	0.00302856
0.521029	1	2	3	1432	0.00302856
0.521029	1	3	3	132	0.00302856
0.521029	1	4	3	132	0.00302856
0.522029	1	3	3	132	0.00302856
0.522029	1	4	3	132	0.00302856
0.523029	1	1	3	1432	0.00302856
0.523029	1	2	3	1432	0.00302856
0.523029	1	3	3	132	0.00302856
0.523029	1	4	3	132	0.00302856
0.524029	1	3	3	132	0.00302856
0.524029	1	4	3	132	0.00302856
0.525029	1	1	3	1432	0.00302856
0.525029	1	2	3	1432	0.00302856
0.525029	1	3	3	132	0.00302856
0.525029	1	4	3	132	0.00302856
0.526029	1	3	3	132	0.00302856
0.526029	1	4	3	132	0.00302856
0.527029	1	1	3	1432	0.00302856
0.527029	1	2	3	1432	0.00302856
0.527029	1	3	3	132	0.00302856
0.527029	1	4	3	132	0.00302856
0.528029	1	3	3	132	0.00302856
0.528029	1	4	3	132	0.00302856
0.529029	1	1	3	1432	0.00302856
0.529029	1	2	3	1432	0.00302856
0.529029	1	3	3	132	0.00302856
0.529029	1	4	3	132	0.00302856
0.530029	1	3	3	132	0.00302856
0.530029	1	4	3	132	0.00302856
0.531029	1	1	3	1432	0.00302856
0.531029	1	2	3	1432	0.00302856
0.531029	1	3	3	132	0.00302856
0.531029	1	4	3	132	0.00302856
0.532029	1	3	3	132	0.00302856
0.532029	1	4	3	132	0.00302856
0.533029	1	1	3	1432	0.00302856
0.533029	1	2	3	1432	0.00302856
0.533029	1	3	3	132	0.00302856
0.533029	1	4	3	132	0.00302856
0.534029	1	3	3	132	0.00302856
0.534029	1	4	3	132	0.00302856
0.535029	1	1	3	1432	0.00302856
0.535029	1	2	3	1432	0.00302856
0.535029	1	3	3	132	0.00302856
0.535029	1	4	3	132	0.00302856
0.536029	1	3	3	132	0.00302856
0.536029	1	4	3	132	0.00302856
0.537029	1	1	3	1432	0.00302856
0.537029	1	2	3	1432	0.00302856
0.537029	1	3	3	132	0.00302856
0.537029	1	4	3	132	0.00302856
0.537957	1	3	3	132	0.00295714
0.537957	1	4	3	132	0.00295714
0.539029	1	1	3	1432	0.00302856
0.539029	1	2	3	1432	0.00302856
0.539029	1	3	3	132	0.00302856
0.539029	1	4	3	132	0.00302856
0.540029	1	3	3	132	0.00302856
0.540029	1	4	3	132	0.00302856
0.541029	1	1	3	1432	0.00302856
0.541029	1	2	3	1432	0.00302856
0.541029	1	3	3	132	0.00302856
0.541029	1	4	3	132	0.00302856
0.542029	1	3	3	132	0.00302856
0.542029	1	4	3	132	0.00302856
0.543029	1	1	3	1432	0.00302856
0.543029	1	2	3	1432	0.00302856
0.543029	1	3	3	132	0.00302856
0.543029	1	4	3	132	0.00302856
0.544029	1	3	3	132	0.00302856
0.544029	1	4	3	132	0.00302856
0.545029	1	1	3	1432	0.00302856
0.545029	1	2	3	1432	0.00302856
0.545029	1	3	3	132	0.00302856
0.545029	1	4	3	132	0.00302856
0.546029	1	3	3	132	0.00302856
0.546029	1	4	3	132	0.00302856
0.547029	1	1	3	1432	0.00302856
0.547029	1	2	3	1432	0.00302856
0.547029	1	3	3	132	0.00302856
0.547029	1	4	3	132	0.00302856
0.548029	1	3	3	132	0.00302856
0.548029	1	4	3	132	0.00302856
0.548957	1	1	3	1432	0.00295714
0.548957	1	2	3	1432	0.00295714
0.548957	1	3	3	132	0.00295714
0.548957	1	4	3	132	0.00295714
0.549957	1	3	3	132	0.00295714
0.549957	1	4	3	132	0.00295714
0.551029	1	1	3	1432	0.00302856
0.551029	1	2	3	1432	0.00302856
0.551029	1	3	3	132	0.00302856
0.551029	1	4	3	132	0.00302856
0.552029	1	3	3	132	0.00302856
0.552029	1	4	3	132	0.00302856
0.553029	1	1	3	1432	0.00302856
0.553029	1	2	3	1432	0.00302856
0.553029	1	3	3	132	0.00302856
0.553029	1	4	3	132	0.00302856
0.554029	1	3	3	132	0.00302856
0.554029	1	4	3	132	0.00302856
0.555029	1	1	3	1432	0.00302856
0.555029	1	2	3	1432	0.00302856
0.555029	1	3	3	132	0.00302856
0.555029	1	4	3	132	0.00302856
0.555029	1	5	3	82	0.00302856
0.555029	1	6	3	82	0.00302856
0.556029	1	3	3	132	0.00302856
0.556029	1	4	3	132	0.00302856
0.557029	1	1	3	1432	0.00302856
0.557029	1	2	3	1432	0.00302856
0.557029	1	3	3	132	0.00302856
0.557029	1	4	3	132	0.00302856
0.558029	1	3	3	132	0.00302856
0.558029	1	4	3	132	0.00302856
0.559029	1	1	3	1432	0.00302856
0.559029	1	2	3	1432	0.00302856
0.559029	1	3	3	132	0.00302856
0.559029	1	4	3	132	0.00302856
0.560029	1	3	3	132	0.00302856
0.560029	1	4	3	132	0.00302856
0.561029	1	1	3	1432	0.00302856
0.561029	1	2	3	1432	0.00302856
0.561029	1	3	3	132	0.00302856
0.561029	1	4	3	132	0.00302856
0.562029	1	3	3	132	0.00302856
0.562029	1	4	3	132	0.00302856
0.563029	1	1	3	1432	0.00302856
0.563029	1	2	3	1432	0.00302856
0.563029	1	3	3	132	0.00302856
0.563029	1	4	3	132	0.00302856
0.564029	1	3	3	132	0.00302856
0.564029	1	4	3	132	0.00302856
0.565029	1	1	3	1432	0.00302856
0.565029	1	2	3	1432	0.00302856
0.565029	1	3	3	132	0.00302856
0.565029	1	4	3	132	0.00302856
0.566029	1	3	3	132	0.00302856
0.566029	1	4	3	132	0.00302856
0.567029	1	1	3	1432	0.00302856
0.567029	1	2	3	1432	0.00302856
0.567029	1	3	3	132	0.00302856
0.567029	1	4	3	132	0.00302856
0.568029	1	3	3	132	0.00302856
0.568029	1	4	3	132	0.00302856
0.569029	1	1	3	1432	0.00302856
0.569029	1	2	3	1432	0.00302856
0.569029	1	3	3	132	0.00302856
0.569029	1	4	3	132	0.00302856
0.570029	1	3	3	132	0.00302856
0.570029	1	4	3	132	0.00302856
0.571029	1	1	3	1432	0.00302856
0.571029	1	2	3	1432	0.00302856
0.571029	1	3	3	132	0.00302856
0.571029	1	4	3	132	0.00302856
0.572029	1	3	3	132	0.00302856
0.572029	1	4	3	132	0.00302856
0.573029	1	1	3	1432	0.00302856
0.573029	1	2	3	1432	0.00302856
0.573029	1	3	3	132	0.00302856
0.573029	1	4	3	132	0.00302856
0.574029	1	3	3	132	0.00302856
0.574029	1	4	3	132	0.00302856
0.575029	1	1	3	1432	0.00302856
0.575029	1	2	3	1432	0.00302856
0.575029	1	3	3	132	0.00302856
0.575029	1	4	3	132	0.00302856
0.576029	1	3	3	132	0.00302856
0.576029	1	4	3	132	0.00302856
0.577029	1	1	3	1432	0.00302856
0.577029	1	2	3	1432	0.00302856
0.577029	1	3	3	132	0.00302856
0.577029	1	4	3	132	0.00302856
0.578029	1	3	3	132	0.00302856
0.578029	1	4	3	132	0.00302856
0.578957	1	1	3	1432	0.00295714
0.578957	1	2	3	1432	0.00295714
0.578957	1	3	3	132	0.00295714
0.578957	1	4	3	132	0.00295714
0.580029	1	3	3	132	0.00302856
0.580029	1	4	3	132	0.00302856
0.581029	1	1	3	1432	0.00302856
0.581029	1	2	3	1432	0.00302856
0.581029	1	3	3	132	0.00302856
0.581029	1	4	3	132	0.00302856
0.582029	1	3	3	132	0.00302856
0.582029	1	4	3	132	0.00302856
0.583029	1	1	3	1432	0.00302856
0.583029	1	2	3	1432	0.00302856
0.583029	1	3	3	132	0.00302856
0.583029	1	4	3	132	0.00302856
0.584029	1	3	3	132	0.00302856
0.584029	1	4	3	132	0.00302856
0.585029	1	1	3	1432	0.00302856
0.585029	1	2	3	1432	0.00302856
0.585029	1	3	3	132	0.00302856
0.585029	1	4	3	132	0.00302856
0.586029	1	3	3	132	0.00302856
0.586029	1	4	3	132	0.00302856
0.587029	1	1	3	1432	0.00302856
0.587029	1	2	3	1432	0.00302856
0.587029	1	3	3	132	0.00302856
0.587029	1	4	3	132	0.00302856
0.587957	1	3	3	132	0.00295714
0.587957	1	4	3	132	0.00295714
0.588957	1	1	3	1432	0.00295714
0.588957	1	2	3	1432	0.00295714
0.588957	1	3	3	132	0.00295714
0.588957	1	4	3	132	0.00295714
0.590029	1	3	3	132	0.00302856
0.590029	1	4	3	132	0.00302856
0.591029	1	1	3	1432	0.00302856
0.591029	1	2	3	1432	0.00302856
0.591029	1	3	3	132	0.00302856
0.591029	1	4	3	132	0.00302856
0.592029	1	3	3	132	0.00302856
0.592029	1	4	3	132	0.00302856
0.593029	1	1	3	1432	0.00302856
0.593029	1	2	3	1432	0.00302856
0.593029	1	3	3	132	0.00302856
0.593029	1	4	3	132	0.00302856
0.594029	1	3	3	132	0.00302856
0.594029	1	4	3	132	0.00302856
0.595029	1	1	3	1432	0.00302856
0.595029	1	2	3	1432	0.00302856
0.595029	1	3	3	132	0.00302856
0.595029	1	4	3	132	0.00302856
0.596029	1	3	3	132	0.00302856
0.596029	1	4	3	132	0.00302856
0.597029	1	1	3	1432	0.00302856
0.597029	1	2	3	1432	0.00302856
0.597029	1	3	3	132	0.00302856
0.597029	1	4	3	132	0.00302856
0.598029	1	3	3	132	0.00302856
0.598029	1	4	3	132	0.00302856
0.599029	1	1	3	1432	0.00302856
0.599029	1	2	3	1432	0.00302856
0.599029	1	3	3	132	0.00302856
0.599029	1	4	3	132	0.00302856
0.600029	1	3	3	132	0.00302856
0.600029	1	4	3	132	0.00302856
0.601029	1	1	3	1432	0.00302856
0.601029	1	2	3	1432	0.00302856
0.601029	1	3	3	132	0.00302856
0.601029	1	4	3	132	0.00302856
0.602029	1	3	3	132	0.00302856
0.602029	1	4	3	132	0.00302856
0.603029	1	1	3	1432	0.00302856
0.603029	1	2	3	1432	0.00302856
0.603029	1	3	3	132	0.00302856
0.603029	1	4	3	132	0.00302856
0.604029	1	3	3	132	0.00302856
0.604029	1	4	3	132	0.00302856
0.605029	1	1	3	1432	0.00302856
0.605029	1	2	3	1432	0.00302856
0.605029	1	3	3	132	0.00302856
0.605029	1	4	3	132	0.00302856
0.605029	1	5	3	82	0.00302856
0.605029	1	6	3	82	0.00302856
0.606029	1	3	3	132	0.00302856
0.606029	1	4	3	132	0.00302856
0.607029	1	1	3	1432	0.00302856
0.607029	1	2	3	1432	0.00302856
0.607029	1	3	3	132	0.00302856
0.607029	1	4	3	132	0.00302856
0.608029	1	3	3	132	0.00302856
0.608029	1	4	3	132	0.00302856
0.609029	1	1	3	1432	0.00302856
0.609029	1	2	3	1432	0.00302856
0.609029	1	3	3	132	0.00302856
0.609029	1	4	3	132	0.00302856
0.610029	1	3	3	132	0.00302856
0.610029	1	4	3	132	0.00302856
0.611029	1	1	3	1432	0.00302856
0.611029	1	2	3	1432	0.00302856
0.611029	1	3	3	132	0.00302856
0.611029	1	4	3	132	0.00302856
0.612029	1	3	3	132	0.00302856
0.612029	1	4	3	132	0.00302856
0.613029	1	1	3	1432	0.00302856
0.613029	1	2	3	1432	0.00302856
0.613029	1	3	3	132	0.00302856
0.613029	1	4	3	132	0.00302856
0.614029	1	3	3	132	0.00302856
0.614029	1	4	3	132	0.00302856
0.615029	1	1	3	1432	0.00302856
0.615029	1	2	3	1432	0.00302856
0.615029	1	3	3	132	0.00302856
0.615029	1	4	3	132	0.00302856
0.616029	1	3	3	132	0.00302856
0.616029	1	4	3	132	0.00302856
0.617029	1	1	3	1432	0.00302856
0.617029	1	2	3	1432	0.00302856
0.617029	1	3	3	132	0.00302856
0.617029	1	4	3	132	0.00302856
0.617957	1	3	3	132	0.00295714
0.617957	1	4	3	132	0.00295714
0.619029	1	1	3	1432	0.00302856
0.619029	1	2	3	1432	0.00302856
0.619029	1	3	3	132	0.00302856
0.619029	1	4	3	132	0.00302856
0.620029	1	3	3	132	0.00302856
0.620029	1	4	3	132	0.00302856
0.621029	1	1	3	1432	0.00302856
0.621029	1	2	3	1432	0.00302856
0.621029	1	3	3	132	0.00302856
0.621029	1	4	3	132	0.00302856
0.622029	1	3	3	132	0.00302856
0.622029	1	4	3	132	0.00302856
0.623029	1	1	3	1432	0.00302856
0.623029	1	2	3	1432	0.00302856
0.623029	1	3	3	132	0.00302856
0.623029	1	4	3	132	0.00302856
0.624029	1	3	3	132	0.00302856
0.624029	1	4	3	132	0.00302856
0.625029	1	1	3	1432	0.00302856
0.625029	1	2	3	1432	0.00302856
0.625029	1	3	3	132	0.00302856
0.625029	1	4	3	132	0.00302856
0.626029	1	3	3	132	0.00302856
0.626029	1	4	3	132	0.00302856
0.627029	1	1	3	1432	0.00302856
0.627029	1	2	3	1432	0.00302856
0.627029	1	3	3	132	0.00302856
0.627029	1	4	3	132	0.00302856
0.628029	1	3	3	132	0.00302856
0.628029	1	4	3	132	0.00302856
0.628957	1	1	3	1432	0.00295714
0.628957	1	2	3	1432	0.00295714
0.628957	1	3	3	132	0.00295714
0.628957	1	4	3	132	0.00295714
0.629957	1	3	3	132	0.00295714
0.629957	1	4	3	132	0.00295714
0.631029	1	1	3	1432	0.00302856
0.631029	1	2	3	1432	0.00302856
0.631029	1	3	3	132	0.00302856
0.631029	1	4	3	132	0.00302856
0.632029	1	3	3	132	0.00302856
0.632029	1	4	3	132	0.00302856
0.633029	1	1	3	1432	0.00302856
0.633029	1	2	3	1432	0.00302856
0.633029	1	3	3	132	0.00302856
0.633029	1	4	3	132	0.00302856
0.634029	1	3	3	132	0.00302856
0.634029	1	4	3	132	0.00302856
0.635029	1	1	3	1432	0.00302856
0.635029	1	2	3	1432	0.00302856
0.635029	1	3	3	132	0.00302856
0.635029	1	4	3	132	0.00302856
0.636029	1	3	3	132	0.00302856
0.636029	1	4	3	132	0.00302856
0.637029	1	1	3	1432	0.00302856
0.637029	1	2	3	1432	0.00302856
0.637029	1	3	3	132	0.00302856
0.637029	1	4	3	132	0.00302856
0.638029	1	3	3	132	0.00302856
0.638029	1	4	3	132	0.00302856
0.639029	1	1	3	1432	0.00302856
0.639029	1	2	3	1432	0.00302856
0.639029	1	3	3	132	0.00302856
0.639029	1	4	3	132	0.00302856
0.640029	1	3	3	132	0.00302856
0.640029	1	4	3	132	0.00302856
0.641029	1	1	3	1432	0.00302856
0.641029	1	2	3	1432	0.00302856
0.641029	1	3	3	132	0.00302856
0.641029	1	4	3	132	0.00302856
0.642029	1	3	3	132	0.00302856
0.642029	1	4	3	132	0.00302856
0.643029	1	1	3	1432	0.00302856
0.643029	1	2	3	1432	0.00302856
0.643029	1	3	3	132	0.00302856
0.643029	1	4	3	132	0.00302856
0.644029	1	3	3	132	0.00302856
0.644029	1	4	3	132	0.00302856
0.645029	1	1	3	1432	0.00302856
0.645029	1	2	3	1432	0.00302856
0.645029	1	3	3	132	0.00302856
0.645029	1	4	3	132	0.00302856
0.646029	1	3	3	132	0.00302856
0.646029	1	4	3	132	0.00302856
0.647029	1	1	3	1432	0.00302856
0.647029	1	2	3	1432	0.00302856
0.647029	1	3	3	132	0.00302856
0.647029	1	4	3	132	0.00302856
0.648029	1	3	3	132	0.00302856
0.648029	1	4	3	132	0.00302856
0.649029	1	1	3	1432	0.00302856
0.649029	1	2	3	1432	0.00302856
0.649029	1	3	3	132	0.00302856
0.649029	1	4	3	132	0.00302856
0.650029	1	3	3	132	0.00302856
0.650029	1	4	3	132	0.00302856
0.651029	1	1	3	1432	0.00302856
0.651029	1	2	3	1432	0.00302856
0.651029	1	3	3	132	0.00302856
0.651029	1	4	3	132	0.00302856
0.652029	1	3	3	132	0.00302856
0.652029	1	4	3	132	0.00302856
0.653029	1	1	3	1432	0.00302856
0.653029	1	2	3	1432	0.00302856
0.653029	1	3	3	132	0.00302856
0.653029	1	4	3	132	0.00302856
0.654029	1	3	3	132	0.00302856
0.654029	1	4	3	132	0.00302856
0.655029	1	1	3	1432	0.00302856
0.655029	1	2	3	1432	0.00302856
0.655029	1	3	3	132	0.00302856
0.655029	1	4	3	132	0.00302856
0.655029	1	5	3	82	0.00302856
0.655029	1	6	3	82	0.00302856
0.656029	1	3	3	132	0.00302856
0.656029	1	4	3	132	0.00302856
0.657029	1	1	3	1432	0.00302856
0.657029	1	2	3	1432	0.00302856
0.657029	1	3	3	132	0.00302856
0.657029	1	4	3	132	0.00302856
0.658029	1	3	3	132	0.00302856
0.658029	1	4	3	132	0.00302856
0.658957	1	1	3	1432	0.00295714
0.658957	1	2	3	1432	0.00295714
0.658957	1	3	3	132	0.00295714
0.658957	1	4	3	132	0.00295714
0.660029	1	3	3	132	0.00302856
0.660029	1	4	3	132	0.00302856
0.661029	1	1	3	1432	0.00302856
0.661029	1	2	3	1432	0.00302856
0.661029	1	3	3	132	0.00302856
0.661029	1	4	3	132	0.00302856
0.662029	1	3	3	132	0.00302856
0.662029	1	4	3	132	0.00302856
0.663029	1	1	3	1432	0.00302856
0.663029	1	2	3	1432	0.00302856
0.663029	1	3	3	132	0.00302856
0.663029	1	4	3	132	0.00302856
0.664029	1	3	3	132	0.00302856
0.664029	1	4	3	132	0.00302856
0.665029	1	1	3	1432	0.00302856
0.665029	1	2	3	1432	0.00302856
0.665029	1	3	3	132	0.00302856
0.665029	1	4	3	132	0.00302856
0.666029	1	3	3	132	0.00302856
0.666029	1	4	3	132	0.00302856
0.667029	1	1	3	1432	0.00302856
0.667029	1	2	3	1432	0.00302856
0.667029	1	3	3	132	0.00302856
0.667029	1	4	3	132	0.00302856
0.667957	1	3	3	132	0.00295714
0.667957	1	4	3	132	0.00295714
0.668957	1	1	3	1432	0.00295714
0.668957	1	2	3	1432	0.00295714
0.668957	1	3	3	132	0.00295714
0.668957	1	4	3	132	0.00295714
0.670029	1	3	3	132	0.00302856
0.670029	1	4	3	132	0.00302856
0.671029	1	1	3	1432	0.00302856
0.671029	1	2	3	1432	0.00302856
0.671029	1	3	3	132	0.00302856
0.671029	1	4	3	132	0.00302856
0.672029	1	3	3	132	0.00302856
0.672029	1	4	3	132	0.00302856
0.673029	1	1	3	1432	0.00302856
0.673029	1	2	3	1432	0.00302856
0.673029	1	3	3	132	0.00302856
0.673029	1	4	3	132	0.00302856
0.674029	1	3	3	132	0.00302856
0.674029	1	4	3	132	0.00302856
0.675029	1	1	3	1432	0.00302856
0.675029	1	2	3	1432	0.00302856
0.675029	1	3	3	132	0.00302856
0.675029	1	4	3	132	0.00302856
0.676029	1	3	3	132	0.00302856
0.676029	1	4	3	132	0.00302856
0.677029	1	1	3	1432	0.00302856
0.677029	1	2	3	1432	0.00302856
0.677029	1	3	3	132	0.00302856
0.677029	1	4	3	132	0.00302856
0.678029	1	3	3	132	0.00302856
0.678029	1	4	3	132	0.00302856
0.679029	1	1	3	1432	0.00302856
0.679029	1	2	3	1432	0.00302856
0.679029	1	3	3	132	0.00302856
0.679029	1	4	3	132	0.00302856
0.680029	1	3	3	132	0.00302856
0.680029	1	4	3	132	0.00302856
0.681029	1	1	3	1432	0.00302856
0.681029	1	2	3	1432	0.00302856
0.681029	1	3	3	132	0.00302856
0.681029	1	4	3	132	0.00302856
0.682029	1	3	3	132	0.00302856
0.682029	1	4	3	132	0.00302856
0.683029	1	1	3	1432	0.00302856
0.683029	1	2	3	1432	0.00302856
0.683029	1	3	3	132	0.00302856
0.683029	1	4	3	132	0.00302856
0.684029	1	3	3	132	0.00302856
0.684029	1	4	3	132	0.00302856
0.685029	1	1	3	1432	0.00302856
0.685029	1	2	3	1432	0.00302856
0.685029	1	3	3	132	0.00302856
0.685029	1	4	3	132	0.00302856
0.686029	1	3	3	132	0.00302856
0.686029	1	4	3	132	0.00302856
0.687029	1	1	3	1432	0.00302856
0.687029	1	2	3	1432	0.00302856
0.687029	1	3	3	132	0.00302856
0.687029	1	4	3	132	0.00302856
0.688029	1	3	3	132	0.00302856
0.688029	1	4	3	132	0.00302856
0.689029	1	1	3	1432	0.00302856
0.689029	1	2	3	1432	0.00302856
0.689029	1	3	3	132	0.00302856
0.689029	1	4	3	132	0.00302856
0.690029	1	3	3	132	0.00302856
0.690029	1	4	3	132	0.00302856
0.691029	1	1	3	1432	0.00302856
0.691029	1	2	3	1432	0.00302856
0.691029	1	3	3	132	0.00302856
0.691029	1	4	3	132	0.00302856
0.692029	1	3	3	132	0.00302856
0.692029	1	4	3	132	0.00302856
0.693029	1	1	3	1432	0.00302856
0.693029	1	2	3	1432	0.00302856
0.693029	1	3	3	132	0.00302856
0.693029	1	4	3	132	0.00302856
0.694029	1	3	3	132	0.00302856
0.694029	1	4	3	132	0.00302856
0.695029	1	1	3	1432	0.00302856
0.695029	1	2	3	1432	0.00302856
0.695029	1	3	3	132	0.00302856
0.695029	1	4	3	132	0.00302856
0.696029	1	3	3	132	0.00302856
0.696029	1	4	3	132	0.00302856
0.697029	1	1	3	1432	0.00302856
0.697029	1	2	3	1432	0.00302856
0.697029	1	3	3	132	0.00302856
0.697029	1	4	3	132	0.00302856
0.697957	1	3	3	132	0.00295714
0.697957	1	4	3	132	0.00295714
0.699029	1	1	3	1432	0.00302856
0.699029	1	2	3	1432	0.00302856
0.699029	1	3	3	132	0.00302856
0.699029	1	4	3	132	0.00302856
0.700029	1	3	3	132	0.00302856
0.700029	1	4	3	132	0.00302856
0.701029	1	1	3	1432	0.00302856
0.701029	1	2	3	1432	0.00302856
0.701029	1	3	3	132	0.00302856
0.701029	1	4	3	132	0.00302856
0.702029	1	3	3	132	0.00302856
0.702029	1	4	3	132	0.00302856
0.703029	1	1	3	1432	0.00302856
0.703029	1	2	3	1432	0.00302856
0.703029	1	3	3	132	0.00302856
0.703029	1	4	3	132	0.00302856
0.704029	1	3	3	132	0.00302856
0.704029	1	4	3	132	0.00302856
0.705029	1	1	3	1432	0.00302856
0.705029	1	2	3	1432	0.00302856
0.705029	1	3	3	132	0.00302856
0.705029	1	4	3	132	0.00302856
0.705029	1	5	3	82	0.00302856
0.705029	1	6	3	82	0.00302856
0.706029	1	3	3	132	0.00302856
0.706029	1	4	3	132	0.00302856
0.707029	1	1	3	1432	0.00302856
0.707029	1	2	3	1432	0.00302856
0.707029	1	3	3	132	0.00302856
0.707029	1	4	3	132	0.00302856
0.708029	1	3	3	132	0.00302856
0.708029	1	4	3	132	0.00302856
0.708957	1	1	3	1432	0.00295714
0.708957	1	2	3	1432	0.00295714
0.708957	1	3	3	132	0.00295714
0.708957	1	4	3	132	0.00295714
0.709957	1	3	3	132	0.00295714
0.709957	1	4	3	132	0.00295714
0.711029	1	1	3	1432	0.00302856
0.711029	1	2	3	1432	0.00302856
0.711029	1	3	3	132	0.00302856
0.711029	1	4	3	132	0.00302856
0.712029	1	3	3	132	0.00302856
0.712029	1	4	3	132	0.00302856
0.713029	1	1	3	1432	0.00302856
0.713029	1	2	3	1432	0.00302856
0.713029	1	3	3	132	0.00302856
0.713029	1	4	3	132	0.00302856
0.714029	1	3	3	132	0.00302856
0.714029	1	4	3	132	0.00302856
0.715029	1	1	3	1432	0.00302856
0.715029	1	2	3	1432	0.00302856
0.715029	1	3	3	132	0.00302856
0.715029	1	4	3	132	0.00302856
0.716029	1	3	3	132	0.00302856
0.716029	1	4	3	132	0.00302856
0.717029	1	1	3	1432	0.00302856
0.717029	1	2	3	1432	0.00302856
0.717029	1	3	3	132	0.00302856
0.717029	1	4	3	132	0.00302856
0.718029	1	3	3	132	0.00302856
0.718029	1	4	3	132	0.00302856
0.719029	1	1	3	1432	0.00302856
0.719029	1	2	3	1432	0.00302856
0.719029	1	3	3	132	0.00302856
0.719029	1	4	3	132	0.00302856
0.720029	1	3	3	132	0.00302856
0.720029	1	4	3	132	0.00302856
0.721029	1	1	3	1432	0.00302856
0.721029	1	2	3	1432	0.00302856
0.721029	1	3	3	132	0.00302856
0.721029	1	4	3	132	0.00302856
0.722029	1	3	3	132	0.00302856
0.722029	1	4	3	132	0.00302856
0.723029	1	1	3	1432	0.00302856
0.723029	1	2	3	1432	0.00302856
0.723029	1	3	3	132	0.00302856
0.723029	1	4	3	132	0.00302856
0.724029	1	3	3	132	0.00302856
0.724029	1	4	3	132	0.00302856
0.725029	1	1	3	1432	0.00302856
0.725029	1	2	3	1432	0.00302856
0.725029	1	3	3	132	0.00302856
0.725029	1	4	3	132	0.00302856
0.726029	1	3	3	132	0.00302856
0.726029	1	4	3	132	0.00302856
0.727029	1	1	3	1432	0.00302856
0.727029	1	2	3	1432	0.00302856
0.727029	1	3	3	132	0.00302856
0.727029	1	4	3	132	0.00302856
0.728029	1	3	3	132	0.00302856
0.728029	1	4	3	132	0.00302856
0.729029	1	1	3	1432	0.00302856
0.729029	1	2	3	1432	0.00302856
0.729029	1	3	3	132	0.00302856
0.729029	1	4	3	132	0.00302856
0.730029	1	3	3	132	0.00302856
0.730029	1	4	3	132	0.00302856
0.731029	1	1	3	1432	0.00302856
0.731029	1	2	3	1432	0.00302856
0.731029	1	3	3	132	0.00302856
0.731029	1	4	3	132	0.00302856
0.732029	1	3	3	132	0.00302856
0.732029	1	4	3	132	0.00302856
0.733029	1	1	3	1432	0.00302856
0.733029	1	2	3	1432	0.00302856
0.733029	1	3	3	132	0.00302856
0.733029	1	4	3	132	0.00302856
0.734029	1	3	3	132	0.00302856
0.734029	1	4	3	132	0.00302856
0.735029	1	1	3	1432	0.00302856
0.735029	1	2	3	1432	0.00302856
0.735029	1	3	3	132	0.00302856
0.735029	1	4	3	132	0.00302856
0.736029	1	3	3	132	0.00302856
0.736029	1	4	3	132	0.00302856
0.737029	1	1	3	1432	0.00302856
0.737029	1	2	3	1432	0.00302856
0.737029	1	3	3	132	0.00302856
0.737029	1	4	3	132	0.00302856
0.738029	1	3	3	132	0.00302856
0.738029	1	4	3	132	0.00302856
0.738957	1	1	3	1432	0.00295714
