time(s)	cellId	rnti	lcid	packetSize
1.714	1	2	3	1432
1.714	1	1	3	1432
1.715	1	4	3	132
1.715	1	3	3	132
1.716	1	4	3	132
1.716	1	3	3	132
1.716	1	2	3	1432
1.716	1	1	3	1432
1.717	1	4	3	132
1.717	1	3	3	132
1.718	1	4	3	132
1.718	1	3	3	132
1.718	1	2	3	1432
1.718	1	1	3	1432
1.719	1	4	3	132
1.719	1	3	3	132
1.72	1	4	3	132
1.72	1	3	3	132
1.72	1	2	3	1432
1.72	1	1	3	1432
1.721	1	4	3	132
1.721	1	3	3	132
1.722	1	4	3	132
1.722	1	3	3	132
1.722	1	2	3	1432
1.722	1	1	3	1432
1.723	1	4	3	132
1.723	1	3	3	132
1.724	1	4	3	132
1.724	1	3	3	132
1.724	1	2	3	1432
1.724	1	1	3	1432
1.725	1	4	3	132
1.725	1	3	3	132
1.726	1	4	3	132
1.726	1	3	3	132
1.726	1	2	3	1432
1.726	1	1	3	1432
1.727	1	4	3	132
1.727	1	3	3	132
1.728	1	4	3	132
1.728	1	3	3	132
1.728	1	2	3	1432
1.728	1	1	3	1432
1.729	1	4	3	132
1.729	1	3	3	132
1.73	1	4	3	132
1.73	1	3	3	132
1.73	1	2	3	1432
1.73	1	1	3	1432
1.731	1	4	3	132
1.731	1	3	3	132
1.732	1	4	3	132
1.732	1	3	3	132
1.732	1	2	3	1432
1.732	1	1	3	1432
1.733	1	4	3	132
1.733	1	3	3	132
1.734	1	4	3	132
1.734	1	3	3	132
1.734	1	2	3	1432
1.734	1	1	3	1432
1.735	1	4	3	132
1.735	1	3	3	132
1.736	1	4	3	132
1.736	1	3	3	132
1.736	1	2	3	1432
1.736	1	1	3	1432
1.737	1	4	3	132
1.737	1	3	3	132
1.738	1	4	3	132
1.738	1	3	3	132
1.738	1	2	3	1432
1.738	1	1	3	1432
1.739	1	4	3	132
1.739	1	3	3	132
1.74	1	4	3	132
1.74	1	3	3	132
1.74	1	2	3	1432
1.74	1	1	3	1432
1.741	1	4	3	132
1.741	1	3	3	132
1.742	1	4	3	132
1.742	1	3	3	132
1.742	1	2	3	1432
1.742	1	1	3	1432
1.743	1	4	3	132
1.743	1	3	3	132
1.744	1	4	3	132
1.744	1	3	3	132
1.744	1	2	3	1432
1.744	1	1	3	1432
1.745	1	4	3	132
1.745	1	3	3	132
1.746	1	4	3	132
1.746	1	3	3	132
1.746	1	2	3	1432
1.746	1	1	3	1432
1.747	1	4	3	132
1.747	1	3	3	132
1.748	1	4	3	132
1.748	1	3	3	132
1.748	1	2	3	1432
1.748	1	1	3	1432
1.749	1	4	3	132
1.749	1	3	3	132
1.75	1	4	3	132
1.75	1	3	3	132
1.75	1	2	3	1432
1.75	1	1	3	1432
1.751	1	4	3	132
1.751	1	3	3	132
1.752	1	6	3	82
1.752	1	5	3	82
1.752	1	4	3	132
1.752	1	3	3	132
1.752	1	2	3	1432
1.752	1	1	3	1432
1.753	1	4	3	132
1.753	1	3	3	132
1.754	1	4	3	132
1.754	1	3	3	132
1.754	1	2	3	1432
1.754	1	1	3	1432
1.755	1	4	3	132
1.755	1	3	3	132
1.756	1	4	3	132
1.756	1	3	3	132
1.756	1	2	3	1432
1.756	1	1	3	1432
1.757	1	4	3	132
1.757	1	3	3	132
1.758	1	4	3	132
1.758	1	3	3	132
1.758	1	2	3	1432
1.758	1	1	3	1432
1.759	1	4	3	132
1.759	1	3	3	132
1.76	1	4	3	132
1.76	1	3	3	132
1.76	1	2	3	1432
1.76	1	1	3	1432
1.761	1	4	3	132
1.761	1	3	3	132
1.762	1	4	3	132
1.762	1	3	3	132
1.762	1	2	3	1432
1.762	1	1	3	1432
1.763	1	4	3	132
1.763	1	3	3	132
1.764	1	4	3	132
1.764	1	3	3	132
1.764	1	2	3	1432
1.764	1	1	3	1432
1.765	1	4	3	132
1.765	1	3	3	132
1.766	1	4	3	132
1.766	1	3	3	132
1.766	1	2	3	1432
1.766	1	1	3	1432
1.767	1	4	3	132
1.767	1	3	3	132
1.768	1	4	3	132
1.768	1	3	3	132
1.768	1	2	3	1432
1.768	1	1	3	1432
1.769	1	4	3	132
1.769	1	3	3	132
1.77	1	4	3	132
1.77	1	3	3	132
1.77	1	2	3	1432
1.77	1	1	3	1432
1.771	1	4	3	132
1.771	1	3	3	132
1.772	1	4	3	132
1.772	1	3	3	132
1.772	1	2	3	1432
1.772	1	1	3	1432
1.773	1	4	3	132
1.773	1	3	3	132
1.774	1	4	3	132
1.774	1	3	3	132
1.774	1	2	3	1432
1.774	1	1	3	1432
1.775	1	4	3	132
1.775	1	3	3	132
1.776	1	4	3	132
1.776	1	3	3	132
1.776	1	2	3	1432
1.776	1	1	3	1432
1.777	1	4	3	132
1.777	1	3	3	132
1.778	1	4	3	132
1.778	1	3	3	132
1.778	1	2	3	1432
1.778	1	1	3	1432
1.779	1	4	3	132
1.779	1	3	3	132
1.78	1	4	3	132
1.78	1	3	3	132
1.78	1	2	3	1432
1.78	1	1	3	1432
1.781	1	4	3	132
1.781	1	3	3	132
1.782	1	4	3	132
1.782	1	3	3	132
1.782	1	2	3	1432
1.782	1	1	3	1432
1.783	1	4	3	132
1.783	1	3	3	132
1.784	1	4	3	132
1.784	1	3	3	132
1.784	1	2	3	1432
1.784	1	1	3	1432
1.785	1	4	3	132
1.785	1	3	3	132
1.786	1	4	3	132
1.786	1	3	3	132
1.786	1	2	3	1432
1.786	1	1	3	1432
1.787	1	4	3	132
1.787	1	3	3	132
1.788	1	4	3	132
1.788	1	3	3	132
1.788	1	2	3	1432
1.788	1	1	3	1432
1.789	1	4	3	132
1.789	1	3	3	132
1.79	1	4	3	132
1.79	1	3	3	132
1.79	1	2	3	1432
1.79	1	1	3	1432
1.791	1	4	3	132
1.791	1	3	3	132
1.792	1	4	3	132
1.792	1	3	3	132
1.792	1	2	3	1432
1.792	1	1	3	1432
1.793	1	4	3	132
1.793	1	3	3	132
1.794	1	4	3	132
1.794	1	3	3	132
1.794	1	2	3	1432
1.794	1	1	3	1432
1.795	1	4	3	132
1.795	1	3	3	132
1.796	1	4	3	132
1.796	1	3	3	132
1.796	1	2	3	1432
1.796	1	1	3	1432
1.797	1	4	3	132
1.797	1	3	3	132
1.798	1	4	3	132
1.798	1	3	3	132
1.798	1	2	3	1432
1.798	1	1	3	1432
1.799	1	4	3	132
1.799	1	3	3	132
1.8	1	4	3	132
1.8	1	3	3	132
1.8	1	2	3	1432
1.8	1	1	3	1432
1.801	1	4	3	132
1.801	1	3	3	132
1.802	1	6	3	82
1.802	1	5	3	82
1.802	1	4	3	132
1.802	1	3	3	132
1.802	1	2	3	1432
1.802	1	1	3	1432
1.803	1	4	3	132
1.803	1	3	3	132
1.804	1	4	3	132
1.804	1	3	3	132
1.804	1	2	3	1432
1.804	1	1	3	1432
1.805	1	4	3	132
1.805	1	3	3	132
1.806	1	4	3	132
1.806	1	3	3	132
1.806	1	2	3	1432
1.806	1	1	3	1432
1.807	1	4	3	132
1.807	1	3	3	132
1.808	1	4	3	132
1.808	1	3	3	132
1.808	1	2	3	1432
1.808	1	1	3	1432
1.809	1	4	3	132
1.809	1	3	3	132
1.81	1	4	3	132
1.81	1	3	3	132
1.81	1	2	3	1432
1.81	1	1	3	1432
1.811	1	4	3	132
1.811	1	3	3	132
1.812	1	4	3	132
1.812	1	3	3	132
1.812	1	2	3	1432
1.812	1	1	3	1432
1.813	1	4	3	132
1.813	1	3	3	132
1.814	1	4	3	132
1.814	1	3	3	132
1.814	1	2	3	1432
1.814	1	1	3	1432
1.815	1	4	3	132
1.815	1	3	3	132
1.816	1	4	3	132
1.816	1	3	3	132
1.816	1	2	3	1432
1.816	1	1	3	1432
1.817	1	4	3	132
1.817	1	3	3	132
1.818	1	4	3	132
1.818	1	3	3	132
1.818	1	2	3	1432
1.818	1	1	3	1432
1.819	1	4	3	132
1.819	1	3	3	132
1.82	1	4	3	132
1.82	1	3	3	132
1.82	1	2	3	1432
1.82	1	1	3	1432
1.821	1	4	3	132
1.821	1	3	3	132
1.822	1	4	3	132
1.822	1	3	3	132
1.822	1	2	3	1432
1.822	1	1	3	1432
1.823	1	4	3	132
1.823	1	3	3	132
1.824	1	4	3	132
1.824	1	3	3	132
1.824	1	2	3	1432
1.824	1	1	3	1432
1.825	1	4	3	132
1.825	1	3	3	132
1.826	1	4	3	132
1.826	1	3	3	132
1.826	1	2	3	1432
1.826	1	1	3	1432
1.827	1	4	3	132
1.827	1	3	3	132
1.828	1	4	3	132
1.828	1	3	3	132
1.828	1	2	3	1432
1.828	1	1	3	1432
1.829	1	4	3	132
1.829	1	3	3	132
1.83	1	4	3	132
1.83	1	3	3	132
1.83	1	2	3	1432
1.83	1	1	3	1432
1.831	1	4	3	132
1.831	1	3	3	132
1.832	1	4	3	132
1.832	1	3	3	132
1.832	1	2	3	1432
1.832	1	1	3	1432
1.833	1	4	3	132
1.833	1	3	3	132
1.834	1	4	3	132
1.834	1	3	3	132
1.834	1	2	3	1432
1.834	1	1	3	1432
1.835	1	4	3	132
1.835	1	3	3	132
1.836	1	4	3	132
1.836	1	3	3	132
1.836	1	2	3	1432
1.836	1	1	3	1432
1.837	1	4	3	132
1.837	1	3	3	132
1.838	1	4	3	132
1.838	1	3	3	132
1.838	1	2	3	1432
1.838	1	1	3	1432
1.839	1	4	3	132
1.839	1	3	3	132
1.84	1	4	3	132
1.84	1	3	3	132
1.84	1	2	3	1432
1.84	1	1	3	1432
1.841	1	4	3	132
1.841	1	3	3	132
1.842	1	4	3	132
1.842	1	3	3	132
1.842	1	2	3	1432
1.842	1	1	3	1432
1.843	1	4	3	132
1.843	1	3	3	132
1.844	1	4	3	132
1.844	1	3	3	132
1.844	1	2	3	1432
1.844	1	1	3	1432
1.845	1	4	3	132
1.845	1	3	3	132
1.846	1	4	3	132
1.846	1	3	3	132
1.846	1	2	3	1432
1.846	1	1	3	1432
1.847	1	4	3	132
1.847	1	3	3	132
1.848	1	4	3	132
1.848	1	3	3	132
1.848	1	2	3	1432
1.848	1	1	3	1432
1.849	1	4	3	132
1.849	1	3	3	132
1.85	1	4	3	132
1.85	1	3	3	132
1.85	1	2	3	1432
1.85	1	1	3	1432
1.851	1	4	3	132
1.851	1	3	3	132
1.852	1	6	3	82
1.852	1	5	3	82
1.852	1	4	3	132
1.852	1	3	3	132
1.852	1	2	3	1432
1.852	1	1	3	1432
1.853	1	4	3	132
1.853	1	3	3	132
1.854	1	4	3	132
1.854	1	3	3	132
1.854	1	2	3	1432
1.854	1	1	3	1432
1.855	1	4	3	132
1.855	1	3	3	132
1.856	1	4	3	132
1.856	1	3	3	132
1.856	1	2	3	1432
1.856	1	1	3	1432
1.857	1	4	3	132
1.857	1	3	3	132
1.858	1	4	3	132
1.858	1	3	3	132
1.858	1	2	3	1432
1.858	1	1	3	1432
1.859	1	4	3	132
1.859	1	3	3	132
1.86	1	4	3	132
1.86	1	3	3	132
1.86	1	2	3	1432
1.86	1	1	3	1432
1.861	1	4	3	132
1.861	1	3	3	132
1.862	1	4	3	132
1.862	1	3	3	132
1.862	1	2	3	1432
1.862	1	1	3	1432
1.863	1	4	3	132
1.863	1	3	3	132
1.864	1	4	3	132
1.864	1	3	3	132
1.864	1	2	3	1432
1.864	1	1	3	1432
1.865	1	4	3	132
1.865	1	3	3	132
1.866	1	4	3	132
1.866	1	3	3	132
1.866	1	2	3	1432
1.866	1	1	3	1432
1.867	1	4	3	132
1.867	1	3	3	132
1.868	1	4	3	132
1.868	1	3	3	132
1.868	1	2	3	1432
1.868	1	1	3	1432
1.869	1	4	3	132
1.869	1	3	3	132
1.87	1	4	3	132
1.87	1	3	3	132
1.87	1	2	3	1432
1.87	1	1	3	1432
1.871	1	4	3	132
1.871	1	3	3	132
1.872	1	4	3	132
1.872	1	3	3	132
1.872	1	2	3	1432
1.872	1	1	3	1432
1.873	1	4	3	132
1.873	1	3	3	132
1.874	1	4	3	132
1.874	1	3	3	132
1.874	1	2	3	1432
1.874	1	1	3	1432
1.875	1	4	3	132
1.875	1	3	3	132
1.876	1	4	3	132
1.876	1	3	3	132
1.876	1	2	3	1432
1.876	1	1	3	1432
1.877	1	4	3	132
1.877	1	3	3	132
1.878	1	4	3	132
1.878	1	3	3	132
1.878	1	2	3	1432
1.878	1	1	3	1432
1.879	1	4	3	132
1.879	1	3	3	132
1.88	1	4	3	132
1.88	1	3	3	132
1.88	1	2	3	1432
1.88	1	1	3	1432
1.881	1	4	3	132
1.881	1	3	3	132
1.882	1	4	3	132
1.882	1	3	3	132
1.882	1	2	3	1432
1.882	1	1	3	1432
1.883	1	4	3	132
1.883	1	3	3	132
1.884	1	4	3	132
1.884	1	3	3	132
1.884	1	2	3	1432
1.884	1	1	3	1432
1.885	1	4	3	132
1.885	1	3	3	132
1.886	1	4	3	132
1.886	1	3	3	132
1.886	1	2	3	1432
1.886	1	1	3	1432
1.887	1	4	3	132
1.887	1	3	3	132
1.888	1	4	3	132
1.888	1	3	3	132
1.888	1	2	3	1432
1.888	1	1	3	1432
1.889	1	4	3	132
1.889	1	3	3	132
1.89	1	4	3	132
1.89	1	3	3	132
1.89	1	2	3	1432
1.89	1	1	3	1432
1.891	1	4	3	132
1.891	1	3	3	132
1.892	1	4	3	132
1.892	1	3	3	132
1.892	1	2	3	1432
1.892	1	1	3	1432
1.893	1	4	3	132
1.893	1	3	3	132
1.894	1	4	3	132
1.894	1	3	3	132
1.894	1	2	3	1432
1.894	1	1	3	1432
1.895	1	4	3	132
1.895	1	3	3	132
1.896	1	4	3	132
1.896	1	3	3	132
1.896	1	2	3	1432
1.896	1	1	3	1432
1.897	1	4	3	132
1.897	1	3	3	132
1.898	1	4	3	132
1.898	1	3	3	132
1.898	1	2	3	1432
1.898	1	1	3	1432
1.899	1	4	3	132
1.899	1	3	3	132
1.9	1	4	3	132
1.9	1	3	3	132
1.9	1	2	3	1432
1.9	1	1	3	1432
1.901	1	4	3	132
1.901	1	3	3	132
1.902	1	6	3	82
1.902	1	5	3	82
1.902	1	4	3	132
1.902	1	3	3	132
1.902	1	2	3	1432
1.902	1	1	3	1432
1.903	1	4	3	132
1.903	1	3	3	132
1.904	1	4	3	132
1.904	1	3	3	132
1.904	1	2	3	1432
1.904	1	1	3	1432
1.905	1	4	3	132
1.905	1	3	3	132
1.906	1	4	3	132
1.906	1	3	3	132
1.906	1	2	3	1432
1.906	1	1	3	1432
1.907	1	4	3	132
1.907	1	3	3	132
1.908	1	4	3	132
1.908	1	3	3	132
1.908	1	2	3	1432
1.908	1	1	3	1432
1.909	1	4	3	132
1.909	1	3	3	132
1.91	1	4	3	132
1.91	1	3	3	132
1.91	1	2	3	1432
1.91	1	1	3	1432
1.911	1	4	3	132
1.911	1	3	3	132
1.912	1	4	3	132
1.912	1	3	3	132
1.912	1	2	3	1432
1.912	1	1	3	1432
1.913	1	4	3	132
1.913	1	3	3	132
1.914	1	4	3	132
1.914	1	3	3	132
1.914	1	2	3	1432
1.914	1	1	3	1432
1.915	1	4	3	132
1.915	1	3	3	132
1.916	1	4	3	132
1.916	1	3	3	132
1.916	1	2	3	1432
1.916	1	1	3	1432
1.917	1	4	3	132
1.917	1	3	3	132
1.918	1	4	3	132
1.918	1	3	3	132
1.918	1	2	3	1432
1.918	1	1	3	1432
1.919	1	4	3	132
1.919	1	3	3	132
1.92	1	4	3	132
1.92	1	3	3	132
1.92	1	2	3	1432
1.92	1	1	3	1432
1.921	1	4	3	132
1.921	1	3	3	132
1.922	1	4	3	132
1.922	1	3	3	132
1.922	1	2	3	1432
1.922	1	1	3	1432
1.923	1	4	3	132
1.923	1	3	3	132
1.924	1	4	3	132
1.924	1	3	3	132
1.924	1	2	3	1432
1.924	1	1	3	1432
1.925	1	4	3	132
1.925	1	3	3	132
1.926	1	4	3	132
1.926	1	3	3	132
1.926	1	2	3	1432
1.926	1	1	3	1432
1.927	1	4	3	132
1.927	1	3	3	132
1.928	1	4	3	132
1.928	1	3	3	132
1.928	1	2	3	1432
1.928	1	1	3	1432
1.929	1	4	3	132
1.929	1	3	3	132
1.93	1	4	3	132
1.93	1	3	3	132
1.93	1	2	3	1432
1.93	1	1	3	1432
1.931	1	4	3	132
1.931	1	3	3	132
1.932	1	4	3	132
1.932	1	3	3	132
1.932	1	2	3	1432
1.932	1	1	3	1432
1.933	1	4	3	132
1.933	1	3	3	132
1.934	1	4	3	132
1.934	1	3	3	132
1.934	1	2	3	1432
1.934	1	1	3	1432
1.935	1	4	3	132
1.935	1	3	3	132
1.936	1	4	3	132
1.936	1	3	3	132
1.936	1	2	3	1432
1.936	1	1	3	1432
1.937	1	4	3	132
1.937	1	3	3	132
1.938	1	4	3	132
1.938	1	3	3	132
1.938	1	2	3	1432
1.938	1	1	3	1432
1.939	1	4	3	132
1.939	1	3	3	132
1.94	1	4	3	132
1.94	1	3	3	132
1.94	1	2	3	1432
1.94	1	1	3	1432
1.941	1	4	3	132
1.941	1	3	3	132
1.942	1	4	3	132
1.942	1	3	3	132
1.942	1	2	3	1432
1.942	1	1	3	1432
1.943	1	4	3	132
1.943	1	3	3	132
1.944	1	4	3	132
1.944	1	3	3	132
1.944	1	2	3	1432
1.944	1	1	3	1432
1.945	1	4	3	132
1.945	1	3	3	132
1.946	1	4	3	132
1.946	1	3	3	132
1.946	1	2	3	1432
1.946	1	1	3	1432
1.947	1	4	3	132
1.947	1	3	3	132
1.948	1	4	3	132
1.948	1	3	3	132
1.948	1	2	3	1432
1.948	1	1	3	1432
1.949	1	4	3	132
1.949	1	3	3	132
1.95	1	4	3	132
1.95	1	3	3	132
1.95	1	2	3	1432
1.95	1	1	3	1432
1.951	1	4	3	132
1.951	1	3	3	132
1.952	1	6	3	82
1.952	1	5	3	82
1.952	1	4	3	132
1.952	1	3	3	132
1.952	1	2	3	1432
1.952	1	1	3	1432
1.953	1	4	3	132
1.953	1	3	3	132
1.954	1	4	3	132
1.954	1	3	3	132
1.954	1	2	3	1432
1.954	1	1	3	1432
1.955	1	4	3	132
1.955	1	3	3	132
1.956	1	4	3	132
1.956	1	3	3	132
1.956	1	2	3	1432
1.956	1	1	3	1432
1.957	1	4	3	132
1.957	1	3	3	132
1.958	1	4	3	132
1.958	1	3	3	132
1.958	1	2	3	1432
1.958	1	1	3	1432
1.959	1	4	3	132
1.959	1	3	3	132
1.96	1	4	3	132
1.96	1	3	3	132
1.96	1	2	3	1432
1.96	1	1	3	1432
1.961	1	4	3	132
1.961	1	3	3	132
1.962	1	4	3	132
1.962	1	3	3	132
1.962	1	2	3	1432
1.962	1	1	3	1432
1.963	1	4	3	132
1.963	1	3	3	132
1.964	1	4	3	132
1.964	1	3	3	132
1.964	1	2	3	1432
1.964	1	1	3	1432
1.965	1	4	3	132
1.965	1	3	3	132
1.966	1	4	3	132
1.966	1	3	3	132
1.966	1	2	3	1432
1.966	1	1	3	1432
1.967	1	4	3	132
1.967	1	3	3	132
1.968	1	4	3	132
1.968	1	3	3	132
1.968	1	2	3	1432
1.968	1	1	3	1432
1.969	1	4	3	132
1.969	1	3	3	132
1.97	1	4	3	132
1.97	1	3	3	132
1.97	1	2	3	1432
1.97	1	1	3	1432
1.971	1	4	3	132
1.971	1	3	3	132
1.972	1	4	3	132
1.972	1	3	3	132
1.972	1	2	3	1432
1.972	1	1	3	1432
1.973	1	4	3	132
1.973	1	3	3	132
1.974	1	4	3	132
1.974	1	3	3	132
1.974	1	2	3	1432
1.974	1	1	3	1432
1.975	1	4	3	132
1.975	1	3	3	132
1.976	1	4	3	132
1.976	1	3	3	132
1.976	1	2	3	1432
1.976	1	1	3	1432
1.977	1	4	3	132
1.977	1	3	3	132
1.978	1	4	3	132
1.978	1	3	3	132
1.978	1	2	3	1432
1.978	1	1	3	1432
1.979	1	4	3	132
1.979	1	3	3	132
1.98	1	4	3	132
1.98	1	3	3	132
1.98	1	2	3	1432
1.98	1	1	3	1432
1.981	1	4	3	132
1.981	1	3	3	132
1.982	1	4	3	132
1.982	1	3	3	132
1.982	1	2	3	1432
1.982	1	1	3	1432
1.983	1	4	3	132
1.983	1	3	3	132
1.984	1	4	3	132
1.984	1	3	3	132
1.984	1	2	3	1432
1.984	1	1	3	1432
1.985	1	4	3	132
1.985	1	3	3	132
1.986	1	4	3	132
1.986	1	3	3	132
1.986	1	2	3	1432
1.986	1	1	3	1432
1.987	1	4	3	132
1.987	1	3	3	132
1.988	1	4	3	132
1.988	1	3	3	132
1.988	1	2	3	1432
1.988	1	1	3	1432
1.989	1	4	3	132
1.989	1	3	3	132
1.99	1	4	3	132
1.99	1	3	3	132
1.99	1	2	3	1432
1.99	1	1	3	1432
1.991	1	4	3	132
1.991	1	3	3	132
1.992	1	4	3	132
1.992	1	3	3	132
1.992	1	2	3	1432
1.992	1	1	3	1432
1.993	1	4	3	132
1.993	1	3	3	132
1.994	1	4	3	132
1.994	1	3	3	132
1.994	1	2	3	1432
1.994	1	1	3	1432
1.995	1	4	3	132
1.995	1	3	3	132
1.996	1	4	3	132
1.996	1	3	3	132
1.996	1	2	3	1432
1.996	1	1	3	1432
1.997	1	4	3	132
1.997	1	3	3	132
1.998	1	4	3	132
1.998	1	3	3	132
1.998	1	2	3	1432
1.998	1	1	3	1432
1.999	1	4	3	132
1.999	1	3	3	132
2	1	4	3	132
2	1	3	3	132
2	1	2	3	1432
2	1	1	3	1432
2.001	1	4	3	132
2.001	1	3	3	132
2.002	1	6	3	82
2.002	1	5	3	82
2.002	1	4	3	132
2.002	1	3	3	132
2.002	1	2	3	1432
2.002	1	1	3	1432
2.003	1	4	3	132
2.003	1	3	3	132
2.004	1	4	3	132
2.004	1	3	3	132
2.004	1	2	3	1432
2.004	1	1	3	1432
2.005	1	4	3	132
2.005	1	3	3	132
2.006	1	4	3	132
2.006	1	3	3	132
2.006	1	2	3	1432
2.006	1	1	3	1432
2.007	1	4	3	132
2.007	1	3	3	132
2.008	1	4	3	132
2.008	1	3	3	132
2.008	1	2	3	1432
2.008	1	1	3	1432
2.009	1	4	3	132
2.009	1	3	3	132
2.01	1	4	3	132
2.01	1	3	3	132
2.01	1	2	3	1432
2.01	1	1	3	1432
2.011	1	4	3	132
2.011	1	3	3	132
2.012	1	4	3	132
2.012	1	3	3	132
2.012	1	2	3	1432
2.012	1	1	3	1432
2.013	1	4	3	132
2.013	1	3	3	132
2.014	1	4	3	132
2.014	1	3	3	132
2.014	1	2	3	1432
2.014	1	1	3	1432
2.015	1	4	3	132
2.015	1	3	3	132
2.016	1	4	3	132
2.016	1	3	3	132
2.016	1	2	3	1432
2.016	1	1	3	1432
2.017	1	4	3	132
2.017	1	3	3	132
2.018	1	4	3	132
2.018	1	3	3	132
2.018	1	2	3	1432
2.018	1	1	3	1432
2.019	1	4	3	132
2.019	1	3	3	132
2.02	1	4	3	132
2.02	1	3	3	132
2.02	1	2	3	1432
2.02	1	1	3	1432
2.021	1	4	3	132
2.021	1	3	3	132
2.022	1	4	3	132
2.022	1	3	3	132
2.022	1	2	3	1432
2.022	1	1	3	1432
2.023	1	4	3	132
2.023	1	3	3	132
2.024	1	4	3	132
2.024	1	3	3	132
2.024	1	2	3	1432
2.024	1	1	3	1432
2.025	1	4	3	132
2.025	1	3	3	132
2.026	1	4	3	132
2.026	1	3	3	132
2.026	1	2	3	1432
2.026	1	1	3	1432
2.027	1	4	3	132
2.027	1	3	3	132
2.028	1	4	3	132
2.028	1	3	3	132
2.028	1	2	3	1432
2.028	1	1	3	1432
2.029	1	4	3	132
2.029	1	3	3	132
2.03	1	4	3	132
2.03	1	3	3	132
2.03	1	2	3	1432
2.03	1	1	3	1432
2.031	1	4	3	132
2.031	1	3	3	132
2.032	1	4	3	132
2.032	1	3	3	132
2.032	1	2	3	1432
2.032	1	1	3	1432
2.033	1	4	3	132
2.033	1	3	3	132
2.034	1	4	3	132
2.034	1	3	3	132
2.034	1	2	3	1432
2.034	1	1	3	1432
2.035	1	4	3	132
2.035	1	3	3	132
2.036	1	4	3	132
2.036	1	3	3	132
2.036	1	2	3	1432
2.036	1	1	3	1432
2.037	1	4	3	132
2.037	1	3	3	132
2.038	1	4	3	132
2.038	1	3	3	132
2.038	1	2	3	1432
2.038	1	1	3	1432
2.039	1	4	3	132
2.039	1	3	3	132
2.04	1	4	3	132
2.04	1	3	3	132
2.04	1	2	3	1432
2.04	1	1	3	1432
2.041	1	4	3	132
2.041	1	3	3	132
2.042	1	4	3	132
2.042	1	3	3	132
2.042	1	2	3	1432
2.042	1	1	3	1432
2.043	1	4	3	132
2.043	1	3	3	132
2.044	1	4	3	132
2.044	1	3	3	132
2.044	1	2	3	1432
2.044	1	1	3	1432
2.045	1	4	3	132
2.045	1	3	3	132
2.046	1	4	3	132
2.046	1	3	3	132
2.046	1	2	3	1432
2.046	1	1	3	1432
2.047	1	4	3	132
2.047	1	3	3	132
2.048	1	4	3	132
2.048	1	3	3	132
2.048	1	2	3	1432
2.048	1	1	3	1432
2.049	1	4	3	132
2.049	1	3	3	132
2.05	1	4	3	132
2.05	1	3	3	132
2.05	1	2	3	1432
2.05	1	1	3	1432
2.051	1	4	3	132
2.051	1	3	3	132
2.052	1	6	3	82
2.052	1	5	3	82
2.052	1	4	3	132
2.052	1	3	3	132
2.052	1	2	3	1432
2.052	1	1	3	1432
2.053	1	4	3	132
2.053	1	3	3	132
2.054	1	4	3	132
2.054	1	3	3	132
2.054	1	2	3	1432
2.054	1	1	3	1432
2.055	1	4	3	132
2.055	1	3	3	132
2.056	1	4	3	132
2.056	1	3	3	132
2.056	1	2	3	1432
2.056	1	1	3	1432
2.057	1	4	3	132
2.057	1	3	3	132
2.058	1	4	3	132
2.058	1	3	3	132
2.058	1	2	3	1432
2.058	1	1	3	1432
2.059	1	4	3	132
2.059	1	3	3	132
2.06	1	4	3	132
2.06	1	3	3	132
2.06	1	2	3	1432
2.06	1	1	3	1432
2.061	1	4	3	132
2.061	1	3	3	132
2.062	1	4	3	132
2.062	1	3	3	132
2.062	1	2	3	1432
2.062	1	1	3	1432
2.063	1	4	3	132
2.063	1	3	3	132
2.064	1	4	3	132
2.064	1	3	3	132
2.064	1	2	3	1432
2.064	1	1	3	1432
2.065	1	4	3	132
2.065	1	3	3	132
2.066	1	4	3	132
2.066	1	3	3	132
2.066	1	2	3	1432
2.066	1	1	3	1432
2.067	1	4	3	132
2.067	1	3	3	132
2.068	1	4	3	132
2.068	1	3	3	132
2.068	1	2	3	1432
2.068	1	1	3	1432
2.069	1	4	3	132
2.069	1	3	3	132
2.07	1	4	3	132
2.07	1	3	3	132
2.07	1	2	3	1432
2.07	1	1	3	1432
2.071	1	4	3	132
2.071	1	3	3	132
2.072	1	4	3	132
2.072	1	3	3	132
2.072	1	2	3	1432
2.072	1	1	3	1432
2.073	1	4	3	132
2.073	1	3	3	132
2.074	1	4	3	132
2.074	1	3	3	132
2.074	1	2	3	1432
2.074	1	1	3	1432
2.075	1	4	3	132
2.075	1	3	3	132
2.076	1	4	3	132
2.076	1	3	3	132
2.076	1	2	3	1432
2.076	1	1	3	1432
2.077	1	4	3	132
2.077	1	3	3	132
2.078	1	4	3	132
2.078	1	3	3	132
2.078	1	2	3	1432
2.078	1	1	3	1432
2.079	1	4	3	132
2.079	1	3	3	132
2.08	1	4	3	132
2.08	1	3	3	132
2.08	1	2	3	1432
2.08	1	1	3	1432
2.081	1	4	3	132
2.081	1	3	3	132
2.082	1	4	3	132
2.082	1	3	3	132
2.082	1	2	3	1432
2.082	1	1	3	1432
2.083	1	4	3	132
2.083	1	3	3	132
2.084	1	4	3	132
2.084	1	3	3	132
2.084	1	2	3	1432
2.084	1	1	3	1432
2.085	1	4	3	132
2.085	1	3	3	132
2.086	1	4	3	132
2.086	1	3	3	132
2.086	1	2	3	1432
2.086	1	1	3	1432
2.087	1	4	3	132
2.087	1	3	3	132
