time(s)	cellId	rnti	lcid	packetSize
5.248	1	4	3	132
5.248	1	3	3	132
5.248	1	2	3	1432
5.248	1	1	3	1432
5.249	1	4	3	132
5.249	1	3	3	132
5.25	1	4	3	132
5.25	1	3	3	132
5.25	1	2	3	1432
5.25	1	1	3	1432
5.251	1	4	3	132
5.251	1	3	3	132
5.252	1	6	3	82
5.252	1	5	3	82
5.252	1	4	3	132
5.252	1	3	3	132
5.252	1	2	3	1432
5.252	1	1	3	1432
5.253	1	4	3	132
5.253	1	3	3	132
5.254	1	4	3	132
5.254	1	3	3	132
5.254	1	2	3	1432
5.254	1	1	3	1432
5.255	1	4	3	132
5.255	1	3	3	132
5.256	1	4	3	132
5.256	1	3	3	132
5.256	1	2	3	1432
5.256	1	1	3	1432
5.257	1	4	3	132
5.257	1	3	3	132
5.258	1	4	3	132
5.258	1	3	3	132
5.258	1	2	3	1432
5.258	1	1	3	1432
5.259	1	4	3	132
5.259	1	3	3	132
5.26	1	4	3	132
5.26	1	3	3	132
5.26	1	2	3	1432
5.26	1	1	3	1432
5.261	1	4	3	132
5.261	1	3	3	132
5.262	1	4	3	132
5.262	1	3	3	132
5.262	1	2	3	1432
5.262	1	1	3	1432
5.263	1	4	3	132
5.263	1	3	3	132
5.264	1	4	3	132
5.264	1	3	3	132
5.264	1	2	3	1432
5.264	1	1	3	1432
5.265	1	4	3	132
5.265	1	3	3	132
5.266	1	4	3	132
5.266	1	3	3	132
5.266	1	2	3	1432
5.266	1	1	3	1432
5.267	1	4	3	132
5.267	1	3	3	132
5.268	1	4	3	132
5.268	1	3	3	132
5.268	1	2	3	1432
5.268	1	1	3	1432
5.269	1	4	3	132
5.269	1	3	3	132
5.27	1	4	3	132
5.27	1	3	3	132
5.27	1	2	3	1432
5.27	1	1	3	1432
5.271	1	4	3	132
5.271	1	3	3	132
5.272	1	4	3	132
5.272	1	3	3	132
5.272	1	2	3	1432
5.272	1	1	3	1432
5.273	1	4	3	132
5.273	1	3	3	132
5.274	1	4	3	132
5.274	1	3	3	132
5.274	1	2	3	1432
5.274	1	1	3	1432
5.275	1	4	3	132
5.275	1	3	3	132
5.276	1	4	3	132
5.276	1	3	3	132
5.276	1	2	3	1432
5.276	1	1	3	1432
5.277	1	4	3	132
5.277	1	3	3	132
5.278	1	4	3	132
5.278	1	3	3	132
5.278	1	2	3	1432
5.278	1	1	3	1432
5.279	1	4	3	132
5.279	1	3	3	132
5.28	1	4	3	132
5.28	1	3	3	132
5.28	1	2	3	1432
5.28	1	1	3	1432
5.281	1	4	3	132
5.281	1	3	3	132
5.282	1	4	3	132
5.282	1	3	3	132
5.282	1	2	3	1432
5.282	1	1	3	1432
5.283	1	4	3	132
5.283	1	3	3	132
5.284	1	4	3	132
5.284	1	3	3	132
5.284	1	2	3	1432
5.284	1	1	3	1432
5.285	1	4	3	132
5.285	1	3	3	132
5.286	1	4	3	132
5.286	1	3	3	132
5.286	1	2	3	1432
5.286	1	1	3	1432
5.287	1	4	3	132
5.287	1	3	3	132
5.288	1	4	3	132
5.288	1	3	3	132
5.288	1	2	3	1432
5.288	1	1	3	1432
5.289	1	4	3	132
5.289	1	3	3	132
5.29	1	4	3	132
5.29	1	3	3	132
5.29	1	2	3	1432
5.29	1	1	3	1432
5.291	1	4	3	132
5.291	1	3	3	132
5.292	1	4	3	132
5.292	1	3	3	132
5.292	1	2	3	1432
5.292	1	1	3	1432
5.293	1	4	3	132
5.293	1	3	3	132
5.294	1	4	3	132
5.294	1	3	3	132
5.294	1	2	3	1432
5.294	1	1	3	1432
5.295	1	4	3	132
5.295	1	3	3	132
5.296	1	4	3	132
5.296	1	3	3	132
5.296	1	2	3	1432
5.296	1	1	3	1432
5.297	1	4	3	132
5.297	1	3	3	132
5.298	1	4	3	132
5.298	1	3	3	132
5.298	1	2	3	1432
5.298	1	1	3	1432
5.299	1	4	3	132
5.299	1	3	3	132
5.3	1	4	3	132
5.3	1	3	3	132
5.3	1	2	3	1432
5.3	1	1	3	1432
5.301	1	4	3	132
5.301	1	3	3	132
5.302	1	6	3	82
5.302	1	5	3	82
5.302	1	4	3	132
5.302	1	3	3	132
5.302	1	2	3	1432
5.302	1	1	3	1432
5.303	1	4	3	132
5.303	1	3	3	132
5.304	1	4	3	132
5.304	1	3	3	132
5.304	1	2	3	1432
5.304	1	1	3	1432
5.305	1	4	3	132
5.305	1	3	3	132
5.306	1	4	3	132
5.306	1	3	3	132
5.306	1	2	3	1432
5.306	1	1	3	1432
5.307	1	4	3	132
5.307	1	3	3	132
5.308	1	4	3	132
5.308	1	3	3	132
5.308	1	2	3	1432
5.308	1	1	3	1432
5.309	1	4	3	132
5.309	1	3	3	132
5.31	1	4	3	132
5.31	1	3	3	132
5.31	1	2	3	1432
5.31	1	1	3	1432
5.311	1	4	3	132
5.311	1	3	3	132
5.312	1	4	3	132
5.312	1	3	3	132
5.312	1	2	3	1432
5.312	1	1	3	1432
5.313	1	4	3	132
5.313	1	3	3	132
5.314	1	4	3	132
5.314	1	3	3	132
5.314	1	2	3	1432
5.314	1	1	3	1432
5.315	1	4	3	132
5.315	1	3	3	132
5.316	1	4	3	132
5.316	1	3	3	132
5.316	1	2	3	1432
5.316	1	1	3	1432
5.317	1	4	3	132
5.317	1	3	3	132
5.318	1	4	3	132
5.318	1	3	3	132
5.318	1	2	3	1432
5.318	1	1	3	1432
5.319	1	4	3	132
5.319	1	3	3	132
5.32	1	4	3	132
5.32	1	3	3	132
5.32	1	2	3	1432
5.32	1	1	3	1432
5.321	1	4	3	132
5.321	1	3	3	132
5.322	1	4	3	132
5.322	1	3	3	132
5.322	1	2	3	1432
5.322	1	1	3	1432
5.323	1	4	3	132
5.323	1	3	3	132
5.324	1	4	3	132
5.324	1	3	3	132
5.324	1	2	3	1432
5.324	1	1	3	1432
5.325	1	4	3	132
5.325	1	3	3	132
5.326	1	4	3	132
5.326	1	3	3	132
5.326	1	2	3	1432
5.326	1	1	3	1432
5.327	1	4	3	132
5.327	1	3	3	132
5.328	1	4	3	132
5.328	1	3	3	132
5.328	1	2	3	1432
5.328	1	1	3	1432
5.329	1	4	3	132
5.329	1	3	3	132
5.33	1	4	3	132
5.33	1	3	3	132
5.33	1	2	3	1432
5.33	1	1	3	1432
5.331	1	4	3	132
5.331	1	3	3	132
5.332	1	4	3	132
5.332	1	3	3	132
5.332	1	2	3	1432
5.332	1	1	3	1432
5.333	1	4	3	132
5.333	1	3	3	132
5.334	1	4	3	132
5.334	1	3	3	132
5.334	1	2	3	1432
5.334	1	1	3	1432
5.335	1	4	3	132
5.335	1	3	3	132
5.336	1	4	3	132
5.336	1	3	3	132
5.336	1	2	3	1432
5.336	1	1	3	1432
5.337	1	4	3	132
5.337	1	3	3	132
5.338	1	4	3	132
5.338	1	3	3	132
5.338	1	2	3	1432
5.338	1	1	3	1432
5.339	1	4	3	132
5.339	1	3	3	132
5.34	1	4	3	132
5.34	1	3	3	132
5.34	1	2	3	1432
5.34	1	1	3	1432
5.341	1	4	3	132
5.341	1	3	3	132
5.342	1	4	3	132
5.342	1	3	3	132
5.342	1	2	3	1432
5.342	1	1	3	1432
5.343	1	4	3	132
5.343	1	3	3	132
5.344	1	4	3	132
5.344	1	3	3	132
5.344	1	2	3	1432
5.344	1	1	3	1432
5.345	1	4	3	132
5.345	1	3	3	132
5.346	1	4	3	132
5.346	1	3	3	132
5.346	1	2	3	1432
5.346	1	1	3	1432
5.347	1	4	3	132
5.347	1	3	3	132
5.348	1	4	3	132
5.348	1	3	3	132
5.348	1	2	3	1432
5.348	1	1	3	1432
5.349	1	4	3	132
5.349	1	3	3	132
5.35	1	4	3	132
5.35	1	3	3	132
5.35	1	2	3	1432
5.35	1	1	3	1432
5.351	1	4	3	132
5.351	1	3	3	132
5.352	1	6	3	82
5.352	1	5	3	82
5.352	1	4	3	132
5.352	1	3	3	132
5.352	1	2	3	1432
5.352	1	1	3	1432
5.353	1	4	3	132
5.353	1	3	3	132
5.354	1	4	3	132
5.354	1	3	3	132
5.354	1	2	3	1432
5.354	1	1	3	1432
5.355	1	4	3	132
5.355	1	3	3	132
5.356	1	4	3	132
5.356	1	3	3	132
5.356	1	2	3	1432
5.356	1	1	3	1432
5.357	1	4	3	132
5.357	1	3	3	132
5.358	1	4	3	132
5.358	1	3	3	132
5.358	1	2	3	1432
5.358	1	1	3	1432
5.359	1	4	3	132
5.359	1	3	3	132
5.36	1	4	3	132
5.36	1	3	3	132
5.36	1	2	3	1432
5.36	1	1	3	1432
5.361	1	4	3	132
5.361	1	3	3	132
5.362	1	4	3	132
5.362	1	3	3	132
5.362	1	2	3	1432
5.362	1	1	3	1432
5.363	1	4	3	132
5.363	1	3	3	132
5.364	1	4	3	132
5.364	1	3	3	132
5.364	1	2	3	1432
5.364	1	1	3	1432
5.365	1	4	3	132
5.365	1	3	3	132
5.366	1	4	3	132
5.366	1	3	3	132
5.366	1	2	3	1432
5.366	1	1	3	1432
5.367	1	4	3	132
5.367	1	3	3	132
5.368	1	4	3	132
5.368	1	3	3	132
5.368	1	2	3	1432
5.368	1	1	3	1432
5.369	1	4	3	132
5.369	1	3	3	132
5.37	1	4	3	132
5.37	1	3	3	132
5.37	1	2	3	1432
5.37	1	1	3	1432
5.371	1	4	3	132
5.371	1	3	3	132
5.372	1	4	3	132
5.372	1	3	3	132
5.372	1	2	3	1432
5.372	1	1	3	1432
5.373	1	4	3	132
5.373	1	3	3	132
5.374	1	4	3	132
5.374	1	3	3	132
5.374	1	2	3	1432
5.374	1	1	3	1432
5.375	1	4	3	132
5.375	1	3	3	132
5.376	1	4	3	132
5.376	1	3	3	132
5.376	1	2	3	1432
5.376	1	1	3	1432
5.377	1	4	3	132
5.377	1	3	3	132
5.378	1	4	3	132
5.378	1	3	3	132
5.378	1	2	3	1432
5.378	1	1	3	1432
5.379	1	4	3	132
5.379	1	3	3	132
5.38	1	4	3	132
5.38	1	3	3	132
5.38	1	2	3	1432
5.38	1	1	3	1432
5.381	1	4	3	132
5.381	1	3	3	132
5.382	1	4	3	132
5.382	1	3	3	132
5.382	1	2	3	1432
5.382	1	1	3	1432
5.383	1	4	3	132
5.383	1	3	3	132
5.384	1	4	3	132
5.384	1	3	3	132
5.384	1	2	3	1432
5.384	1	1	3	1432
5.385	1	4	3	132
5.385	1	3	3	132
5.386	1	4	3	132
5.386	1	3	3	132
5.386	1	2	3	1432
5.386	1	1	3	1432
5.387	1	4	3	132
5.387	1	3	3	132
5.388	1	4	3	132
5.388	1	3	3	132
5.388	1	2	3	1432
5.388	1	1	3	1432
5.389	1	4	3	132
5.389	1	3	3	132
5.39	1	4	3	132
5.39	1	3	3	132
5.39	1	2	3	1432
5.39	1	1	3	1432
5.391	1	4	3	132
5.391	1	3	3	132
5.392	1	4	3	132
5.392	1	3	3	132
5.392	1	2	3	1432
5.392	1	1	3	1432
5.393	1	4	3	132
5.393	1	3	3	132
5.394	1	4	3	132
5.394	1	3	3	132
5.394	1	2	3	1432
5.394	1	1	3	1432
5.395	1	4	3	132
5.395	1	3	3	132
5.396	1	4	3	132
5.396	1	3	3	132
5.396	1	2	3	1432
5.396	1	1	3	1432
5.397	1	4	3	132
5.397	1	3	3	132
5.398	1	4	3	132
5.398	1	3	3	132
5.398	1	2	3	1432
5.398	1	1	3	1432
5.399	1	4	3	132
5.399	1	3	3	132
5.4	1	4	3	132
5.4	1	3	3	132
5.4	1	2	3	1432
5.4	1	1	3	1432
5.401	1	4	3	132
5.401	1	3	3	132
5.402	1	6	3	82
5.402	1	5	3	82
5.402	1	4	3	132
5.402	1	3	3	132
5.402	1	2	3	1432
5.402	1	1	3	1432
5.403	1	4	3	132
5.403	1	3	3	132
5.404	1	4	3	132
5.404	1	3	3	132
5.404	1	2	3	1432
5.404	1	1	3	1432
5.405	1	4	3	132
5.405	1	3	3	132
5.406	1	4	3	132
5.406	1	3	3	132
5.406	1	2	3	1432
5.406	1	1	3	1432
5.407	1	4	3	132
5.407	1	3	3	132
5.408	1	4	3	132
5.408	1	3	3	132
5.408	1	2	3	1432
5.408	1	1	3	1432
5.409	1	4	3	132
5.409	1	3	3	132
5.41	1	4	3	132
5.41	1	3	3	132
5.41	1	2	3	1432
5.41	1	1	3	1432
5.411	1	4	3	132
5.411	1	3	3	132
5.412	1	4	3	132
5.412	1	3	3	132
5.412	1	2	3	1432
5.412	1	1	3	1432
5.413	1	4	3	132
5.413	1	3	3	132
5.414	1	4	3	132
5.414	1	3	3	132
5.414	1	2	3	1432
5.414	1	1	3	1432
5.415	1	4	3	132
5.415	1	3	3	132
5.416	1	4	3	132
5.416	1	3	3	132
5.416	1	2	3	1432
5.416	1	1	3	1432
5.417	1	4	3	132
5.417	1	3	3	132
5.418	1	4	3	132
5.418	1	3	3	132
5.418	1	2	3	1432
5.418	1	1	3	1432
5.419	1	4	3	132
5.419	1	3	3	132
5.42	1	4	3	132
5.42	1	3	3	132
5.42	1	2	3	1432
5.42	1	1	3	1432
5.421	1	4	3	132
5.421	1	3	3	132
5.422	1	4	3	132
5.422	1	3	3	132
5.422	1	2	3	1432
5.422	1	1	3	1432
5.423	1	4	3	132
5.423	1	3	3	132
5.424	1	4	3	132
5.424	1	3	3	132
5.424	1	2	3	1432
5.424	1	1	3	1432
5.425	1	4	3	132
5.425	1	3	3	132
5.426	1	4	3	132
5.426	1	3	3	132
5.426	1	2	3	1432
5.426	1	1	3	1432
5.427	1	4	3	132
5.427	1	3	3	132
5.428	1	4	3	132
5.428	1	3	3	132
5.428	1	2	3	1432
5.428	1	1	3	1432
5.429	1	4	3	132
5.429	1	3	3	132
5.43	1	4	3	132
5.43	1	3	3	132
5.43	1	2	3	1432
5.43	1	1	3	1432
5.431	1	4	3	132
5.431	1	3	3	132
5.432	1	4	3	132
5.432	1	3	3	132
5.432	1	2	3	1432
5.432	1	1	3	1432
5.433	1	4	3	132
5.433	1	3	3	132
5.434	1	4	3	132
5.434	1	3	3	132
5.434	1	2	3	1432
5.434	1	1	3	1432
5.435	1	4	3	132
5.435	1	3	3	132
5.436	1	4	3	132
5.436	1	3	3	132
5.436	1	2	3	1432
5.436	1	1	3	1432
5.437	1	4	3	132
5.437	1	3	3	132
5.438	1	4	3	132
5.438	1	3	3	132
5.438	1	2	3	1432
5.438	1	1	3	1432
5.439	1	4	3	132
5.439	1	3	3	132
5.44	1	4	3	132
5.44	1	3	3	132
5.44	1	2	3	1432
5.44	1	1	3	1432
5.441	1	4	3	132
5.441	1	3	3	132
5.442	1	4	3	132
5.442	1	3	3	132
5.442	1	2	3	1432
5.442	1	1	3	1432
5.443	1	4	3	132
5.443	1	3	3	132
5.444	1	4	3	132
5.444	1	3	3	132
5.444	1	2	3	1432
5.444	1	1	3	1432
5.445	1	4	3	132
5.445	1	3	3	132
5.446	1	4	3	132
5.446	1	3	3	132
5.446	1	2	3	1432
5.446	1	1	3	1432
5.447	1	4	3	132
5.447	1	3	3	132
5.448	1	4	3	132
5.448	1	3	3	132
5.448	1	2	3	1432
5.448	1	1	3	1432
5.449	1	4	3	132
5.449	1	3	3	132
5.45	1	4	3	132
5.45	1	3	3	132
5.45	1	2	3	1432
5.45	1	1	3	1432
5.451	1	4	3	132
5.451	1	3	3	132
5.452	1	6	3	82
5.452	1	5	3	82
5.452	1	4	3	132
5.452	1	3	3	132
5.452	1	2	3	1432
5.452	1	1	3	1432
5.453	1	4	3	132
5.453	1	3	3	132
5.454	1	4	3	132
5.454	1	3	3	132
5.454	1	2	3	1432
5.454	1	1	3	1432
5.455	1	4	3	132
5.455	1	3	3	132
5.456	1	4	3	132
5.456	1	3	3	132
5.456	1	2	3	1432
5.456	1	1	3	1432
5.457	1	4	3	132
5.457	1	3	3	132
5.458	1	4	3	132
5.458	1	3	3	132
5.458	1	2	3	1432
5.458	1	1	3	1432
5.459	1	4	3	132
5.459	1	3	3	132
5.46	1	4	3	132
5.46	1	3	3	132
5.46	1	2	3	1432
5.46	1	1	3	1432
5.461	1	4	3	132
5.461	1	3	3	132
5.462	1	4	3	132
5.462	1	3	3	132
5.462	1	2	3	1432
5.462	1	1	3	1432
5.463	1	4	3	132
5.463	1	3	3	132
5.464	1	4	3	132
5.464	1	3	3	132
5.464	1	2	3	1432
5.464	1	1	3	1432
5.465	1	4	3	132
5.465	1	3	3	132
5.466	1	4	3	132
5.466	1	3	3	132
5.466	1	2	3	1432
5.466	1	1	3	1432
5.467	1	4	3	132
5.467	1	3	3	132
5.468	1	4	3	132
5.468	1	3	3	132
5.468	1	2	3	1432
5.468	1	1	3	1432
5.469	1	4	3	132
5.469	1	3	3	132
5.47	1	4	3	132
5.47	1	3	3	132
5.47	1	2	3	1432
5.47	1	1	3	1432
5.471	1	4	3	132
5.471	1	3	3	132
5.472	1	4	3	132
5.472	1	3	3	132
5.472	1	2	3	1432
5.472	1	1	3	1432
5.473	1	4	3	132
5.473	1	3	3	132
5.474	1	4	3	132
5.474	1	3	3	132
5.474	1	2	3	1432
5.474	1	1	3	1432
5.475	1	4	3	132
5.475	1	3	3	132
5.476	1	4	3	132
5.476	1	3	3	132
5.476	1	2	3	1432
5.476	1	1	3	1432
5.477	1	4	3	132
5.477	1	3	3	132
5.478	1	4	3	132
5.478	1	3	3	132
5.478	1	2	3	1432
5.478	1	1	3	1432
5.479	1	4	3	132
5.479	1	3	3	132
5.48	1	4	3	132
5.48	1	3	3	132
5.48	1	2	3	1432
5.48	1	1	3	1432
5.481	1	4	3	132
5.481	1	3	3	132
5.482	1	4	3	132
5.482	1	3	3	132
5.482	1	2	3	1432
5.482	1	1	3	1432
5.483	1	4	3	132
5.483	1	3	3	132
5.484	1	4	3	132
5.484	1	3	3	132
5.484	1	2	3	1432
5.484	1	1	3	1432
5.485	1	4	3	132
5.485	1	3	3	132
5.486	1	4	3	132
5.486	1	3	3	132
5.486	1	2	3	1432
5.486	1	1	3	1432
5.487	1	4	3	132
5.487	1	3	3	132
5.488	1	4	3	132
5.488	1	3	3	132
5.488	1	2	3	1432
5.488	1	1	3	1432
5.489	1	4	3	132
5.489	1	3	3	132
5.49	1	4	3	132
5.49	1	3	3	132
5.49	1	2	3	1432
5.49	1	1	3	1432
5.491	1	4	3	132
5.491	1	3	3	132
5.492	1	4	3	132
5.492	1	3	3	132
5.492	1	2	3	1432
5.492	1	1	3	1432
5.493	1	4	3	132
5.493	1	3	3	132
5.494	1	4	3	132
5.494	1	3	3	132
5.494	1	2	3	1432
5.494	1	1	3	1432
5.495	1	4	3	132
5.495	1	3	3	132
5.496	1	4	3	132
5.496	1	3	3	132
5.496	1	2	3	1432
5.496	1	1	3	1432
5.497	1	4	3	132
5.497	1	3	3	132
5.498	1	4	3	132
5.498	1	3	3	132
5.498	1	2	3	1432
5.498	1	1	3	1432
5.499	1	4	3	132
5.499	1	3	3	132
5.5	1	4	3	132
5.5	1	3	3	132
5.5	1	2	3	1432
5.5	1	1	3	1432
5.501	1	4	3	132
5.501	1	3	3	132
5.502	1	6	3	82
5.502	1	5	3	82
5.502	1	4	3	132
5.502	1	3	3	132
5.502	1	2	3	1432
5.502	1	1	3	1432
5.503	1	4	3	132
5.503	1	3	3	132
5.504	1	4	3	132
5.504	1	3	3	132
5.504	1	2	3	1432
5.504	1	1	3	1432
5.505	1	4	3	132
5.505	1	3	3	132
5.506	1	4	3	132
5.506	1	3	3	132
5.506	1	2	3	1432
5.506	1	1	3	1432
5.507	1	4	3	132
5.507	1	3	3	132
5.508	1	4	3	132
5.508	1	3	3	132
5.508	1	2	3	1432
5.508	1	1	3	1432
5.509	1	4	3	132
5.509	1	3	3	132
5.51	1	4	3	132
5.51	1	3	3	132
5.51	1	2	3	1432
5.51	1	1	3	1432
5.511	1	4	3	132
5.511	1	3	3	132
5.512	1	4	3	132
5.512	1	3	3	132
5.512	1	2	3	1432
5.512	1	1	3	1432
5.513	1	4	3	132
5.513	1	3	3	132
5.514	1	4	3	132
5.514	1	3	3	132
5.514	1	2	3	1432
5.514	1	1	3	1432
5.515	1	4	3	132
5.515	1	3	3	132
5.516	1	4	3	132
5.516	1	3	3	132
5.516	1	2	3	1432
5.516	1	1	3	1432
5.517	1	4	3	132
5.517	1	3	3	132
5.518	1	4	3	132
5.518	1	3	3	132
5.518	1	2	3	1432
5.518	1	1	3	1432
5.519	1	4	3	132
5.519	1	3	3	132
5.52	1	4	3	132
5.52	1	3	3	132
5.52	1	2	3	1432
5.52	1	1	3	1432
5.521	1	4	3	132
5.521	1	3	3	132
5.522	1	4	3	132
5.522	1	3	3	132
5.522	1	2	3	1432
5.522	1	1	3	1432
5.523	1	4	3	132
5.523	1	3	3	132
5.524	1	4	3	132
5.524	1	3	3	132
5.524	1	2	3	1432
5.524	1	1	3	1432
5.525	1	4	3	132
5.525	1	3	3	132
5.526	1	4	3	132
5.526	1	3	3	132
5.526	1	2	3	1432
5.526	1	1	3	1432
5.527	1	4	3	132
5.527	1	3	3	132
5.528	1	4	3	132
5.528	1	3	3	132
5.528	1	2	3	1432
5.528	1	1	3	1432
5.529	1	4	3	132
5.529	1	3	3	132
5.53	1	4	3	132
5.53	1	3	3	132
5.53	1	2	3	1432
5.53	1	1	3	1432
5.531	1	4	3	132
5.531	1	3	3	132
5.532	1	4	3	132
5.532	1	3	3	132
5.532	1	2	3	1432
5.532	1	1	3	1432
5.533	1	4	3	132
5.533	1	3	3	132
5.534	1	4	3	132
5.534	1	3	3	132
5.534	1	2	3	1432
5.534	1	1	3	1432
5.535	1	4	3	132
5.535	1	3	3	132
5.536	1	4	3	132
5.536	1	3	3	132
5.536	1	2	3	1432
5.536	1	1	3	1432
5.537	1	4	3	132
5.537	1	3	3	132
5.538	1	4	3	132
5.538	1	3	3	132
5.538	1	2	3	1432
5.538	1	1	3	1432
5.539	1	4	3	132
5.539	1	3	3	132
5.54	1	4	3	132
5.54	1	3	3	132
5.54	1	2	3	1432
5.54	1	1	3	1432
5.541	1	4	3	132
5.541	1	3	3	132
5.542	1	4	3	132
5.542	1	3	3	132
5.542	1	2	3	1432
5.542	1	1	3	1432
5.543	1	4	3	132
5.543	1	3	3	132
5.544	1	4	3	132
5.544	1	3	3	132
5.544	1	2	3	1432
5.544	1	1	3	1432
5.545	1	4	3	132
5.545	1	3	3	132
5.546	1	4	3	132
5.546	1	3	3	132
5.546	1	2	3	1432
5.546	1	1	3	1432
5.547	1	4	3	132
5.547	1	3	3	132
5.548	1	4	3	132
5.548	1	3	3	132
5.548	1	2	3	1432
5.548	1	1	3	1432
5.549	1	4	3	132
5.549	1	3	3	132
5.55	1	4	3	132
5.55	1	3	3	132
5.55	1	2	3	1432
5.55	1	1	3	1432
5.551	1	4	3	132
5.551	1	3	3	132
5.552	1	6	3	82
5.552	1	5	3	82
5.552	1	4	3	132
5.552	1	3	3	132
5.552	1	2	3	1432
5.552	1	1	3	1432
5.553	1	4	3	132
5.553	1	3	3	132
5.554	1	4	3	132
5.554	1	3	3	132
5.554	1	2	3	1432
5.554	1	1	3	1432
5.555	1	4	3	132
5.555	1	3	3	132
5.556	1	4	3	132
5.556	1	3	3	132
5.556	1	2	3	1432
5.556	1	1	3	1432
5.557	1	4	3	132
5.557	1	3	3	132
5.558	1	4	3	132
5.558	1	3	3	132
5.558	1	2	3	1432
5.558	1	1	3	1432
5.559	1	4	3	132
5.559	1	3	3	132
5.56	1	4	3	132
5.56	1	3	3	132
5.56	1	2	3	1432
5.56	1	1	3	1432
5.561	1	4	3	132
5.561	1	3	3	132
5.562	1	4	3	132
5.562	1	3	3	132
5.562	1	2	3	1432
5.562	1	1	3	1432
5.563	1	4	3	132
5.563	1	3	3	132
5.564	1	4	3	132
5.564	1	3	3	132
5.564	1	2	3	1432
5.564	1	1	3	1432
5.565	1	4	3	132
5.565	1	3	3	132
5.566	1	4	3	132
5.566	1	3	3	132
5.566	1	2	3	1432
5.566	1	1	3	1432
5.567	1	4	3	132
5.567	1	3	3	132
5.568	1	4	3	132
5.568	1	3	3	132
5.568	1	2	3	1432
5.568	1	1	3	1432
5.569	1	4	3	132
5.569	1	3	3	132
5.57	1	4	3	132
5.57	1	3	3	132
5.57	1	2	3	1432
5.57	1	1	3	1432
5.571	1	4	3	132
5.571	1	3	3	132
5.572	1	4	3	132
5.572	1	3	3	132
5.572	1	2	3	1432
5.572	1	1	3	1432
5.573	1	4	3	132
5.573	1	3	3	132
5.574	1	4	3	132
5.574	1	3	3	132
5.574	1	2	3	1432
5.574	1	1	3	1432
5.575	1	4	3	132
5.575	1	3	3	132
5.576	1	4	3	132
5.576	1	3	3	132
5.576	1	2	3	1432
5.576	1	1	3	1432
5.577	1	4	3	132
5.577	1	3	3	132
5.578	1	4	3	132
5.578	1	3	3	132
5.578	1	2	3	1432
5.578	1	1	3	1432
5.579	1	4	3	132
5.579	1	3	3	132
5.58	1	4	3	132
5.58	1	3	3	132
5.58	1	2	3	1432
5.58	1	1	3	1432
5.581	1	4	3	132
5.581	1	3	3	132
5.582	1	4	3	132
5.582	1	3	3	132
5.582	1	2	3	1432
5.582	1	1	3	1432
5.583	1	4	3	132
5.583	1	3	3	132
5.584	1	4	3	132
5.584	1	3	3	132
5.584	1	2	3	1432
5.584	1	1	3	1432
5.585	1	4	3	132
5.585	1	3	3	132
5.586	1	4	3	132
5.586	1	3	3	132
5.586	1	2	3	1432
5.586	1	1	3	1432
5.587	1	4	3	132
5.587	1	3	3	132
5.588	1	4	3	132
5.588	1	3	3	132
5.588	1	2	3	1432
5.588	1	1	3	1432
5.589	1	4	3	132
5.589	1	3	3	132
5.59	1	4	3	132
5.59	1	3	3	132
5.59	1	2	3	1432
5.59	1	1	3	1432
5.591	1	4	3	132
5.591	1	3	3	132
5.592	1	4	3	132
5.592	1	3	3	132
5.592	1	2	3	1432
5.592	1	1	3	1432
5.593	1	4	3	132
5.593	1	3	3	132
5.594	1	4	3	132
5.594	1	3	3	132
5.594	1	2	3	1432
5.594	1	1	3	1432
5.595	1	4	3	132
5.595	1	3	3	132
5.596	1	4	3	132
5.596	1	3	3	132
5.596	1	2	3	1432
5.596	1	1	3	1432
5.597	1	4	3	132
5.597	1	3	3	132
5.598	1	4	3	132
5.598	1	3	3	132
5.598	1	2	3	1432
5.598	1	1	3	1432
5.599	1	4	3	132
5.599	1	3	3	132
5.6	1	4	3	132
5.6	1	3	3	132
5.6	1	2	3	1432
5.6	1	1	3	1432
5.601	1	4	3	132
5.601	1	3	3	132
5.602	1	6	3	82
5.602	1	5	3	82
5.602	1	4	3	132
5.602	1	3	3	132
5.602	1	2	3	1432
5.602	1	1	3	1432
5.603	1	4	3	132
5.603	1	3	3	132
5.604	1	4	3	132
5.604	1	3	3	132
5.604	1	2	3	1432
5.604	1	1	3	1432
5.605	1	4	3	132
5.605	1	3	3	132
5.606	1	4	3	132
5.606	1	3	3	132
5.606	1	2	3	1432
5.606	1	1	3	1432
5.607	1	4	3	132
5.607	1	3	3	132
5.608	1	4	3	132
5.608	1	3	3	132
5.608	1	2	3	1432
5.608	1	1	3	1432
5.609	1	4	3	132
5.609	1	3	3	132
5.61	1	4	3	132
5.61	1	3	3	132
5.61	1	2	3	1432
5.61	1	1	3	1432
5.611	1	4	3	132
5.611	1	3	3	132
5.612	1	4	3	132
5.612	1	3	3	132
5.612	1	2	3	1432
5.612	1	1	3	1432
5.613	1	4	3	132
5.613	1	3	3	132
5.614	1	4	3	132
5.614	1	3	3	132
5.614	1	2	3	1432
5.614	1	1	3	1432
5.615	1	4	3	132
5.615	1	3	3	132
5.616	1	4	3	132
5.616	1	3	3	132
5.616	1	2	3	1432
5.616	1	1	3	1432
5.617	1	4	3	132
5.617	1	3	3	132
5.618	1	4	3	132
5.618	1	3	3	132
5.618	1	2	3	1432
5.618	1	1	3	1432
5.619	1	4	3	132
5.619	1	3	3	132
5.62	1	4	3	132
