% time	cellId	IMSI	RNTI	rsrp	sinr	ComponentCarrierId
1.18421	1	6	3	5.735e-11	120904	0
1.18521	1	1	1	4.98153e-10	1.0502e+06	0
1.18521	1	2	6	3.37662e-10	711854	0
1.18521	1	3	2	2.00733e-10	423183	0
1.18521	1	4	4	1.23947e-10	261302	0
1.18521	1	5	5	8.18309e-11	172515	0
1.18521	1	6	3	5.73437e-11	120891	0
1.18621	1	1	1	4.98118e-10	1.05013e+06	0
1.18621	1	2	6	3.37605e-10	711735	0
1.18621	1	3	2	2.00699e-10	423110	0
1.18621	1	4	4	1.23928e-10	261263	0
1.18621	1	5	5	8.18205e-11	172493	0
1.18621	1	6	3	5.73374e-11	120878	0
1.18721	1	1	1	4.98084e-10	1.05005e+06	0
1.18721	1	2	6	3.37549e-10	711615	0
1.18721	1	3	2	2.00665e-10	423038	0
1.18721	1	4	4	1.23909e-10	261224	0
1.18721	1	5	5	8.181e-11	172471	0
1.18721	1	6	3	5.73311e-11	120865	0
1.18821	1	1	1	4.98049e-10	1.04998e+06	0
1.18821	1	2	6	3.37492e-10	711496	0
1.18821	1	3	2	2.0063e-10	422966	0
1.18821	1	4	4	1.23891e-10	261185	0
1.18821	1	5	5	8.17996e-11	172449	0
1.18821	1	6	3	5.73248e-11	120851	0
1.18921	1	1	1	4.98014e-10	1.04991e+06	0
1.18921	1	2	6	3.37436e-10	711377	0
1.18921	1	3	2	2.00596e-10	422894	0
1.18921	1	4	4	1.23872e-10	261146	0
1.18921	1	5	5	8.17891e-11	172427	0
1.18921	1	6	3	5.73185e-11	120838	0
1.19021	1	1	1	4.97979e-10	1.04983e+06	0
1.19021	1	2	6	3.37379e-10	711258	0
1.19021	1	3	2	2.00562e-10	422821	0
1.19021	1	4	4	1.23854e-10	261107	0
1.19021	1	5	5	8.17787e-11	172405	0
1.19021	1	6	3	5.73122e-11	120825	0
1.19121	1	1	1	4.97944e-10	1.04976e+06	0
1.19121	1	2	6	3.37323e-10	711139	0
1.19121	1	3	2	2.00528e-10	422749	0
1.19121	1	4	4	1.23835e-10	261068	0
1.19121	1	5	5	8.17682e-11	172383	0
1.19121	1	6	3	5.73059e-11	120811	0
1.19221	1	1	1	4.97909e-10	1.04968e+06	0
1.19221	1	2	6	3.37266e-10	711020	0
1.19221	1	3	2	2.00493e-10	422677	0
1.19221	1	4	4	1.23817e-10	261029	0
1.19221	1	5	5	8.17578e-11	172360	0
1.19221	1	6	3	5.72996e-11	120798	0
1.19321	1	1	1	4.97874e-10	1.04961e+06	0
1.19321	1	2	6	3.3721e-10	710901	0
1.19321	1	3	2	2.00459e-10	422605	0
1.19321	1	4	4	1.23798e-10	260990	0
1.19321	1	5	5	8.17473e-11	172338	0
1.19321	1	6	3	5.72933e-11	120785	0
1.19421	1	1	1	4.97839e-10	1.04954e+06	0
1.19421	1	2	6	3.37153e-10	710782	0
1.19421	1	3	2	2.00425e-10	422533	0
1.19421	1	4	4	1.2378e-10	260951	0
1.19421	1	5	5	8.17369e-11	172316	0
1.19421	1	6	3	5.7287e-11	120772	0
1.19521	1	1	1	4.97804e-10	1.04946e+06	0
1.19521	1	2	6	3.37097e-10	710663	0
1.19521	1	3	2	2.00391e-10	422461	0
1.19521	1	4	4	1.23761e-10	260912	0
1.19521	1	5	5	8.17264e-11	172294	0
1.19521	1	6	3	5.72807e-11	120758	0
1.19621	1	1	1	4.97769e-10	1.04939e+06	0
1.19621	1	2	6	3.3704e-10	710544	0
1.19621	1	3	2	2.00356e-10	422388	0
1.19621	1	4	4	1.23743e-10	260873	0
1.19621	1	5	5	8.1716e-11	172272	0
1.19621	1	6	3	5.72744e-11	120745	0
1.19721	1	1	1	4.97734e-10	1.04931e+06	0
1.19721	1	2	6	3.36984e-10	710425	0
1.19721	1	3	2	2.00322e-10	422316	0
1.19721	1	4	4	1.23724e-10	260834	0
1.19721	1	5	5	8.17056e-11	172250	0
1.19721	1	6	3	5.72681e-11	120732	0
1.19821	1	1	1	4.97698e-10	1.04924e+06	0
1.19821	1	2	6	3.36928e-10	710306	0
1.19821	1	3	2	2.00288e-10	422244	0
1.19821	1	4	4	1.23706e-10	260795	0
1.19821	1	5	5	8.16951e-11	172228	0
1.19821	1	6	3	5.72618e-11	120719	0
1.19921	1	1	1	4.97663e-10	1.04917e+06	0
1.19921	1	2	6	3.36871e-10	710187	0
1.19921	1	3	2	2.00254e-10	422172	0
1.19921	1	4	4	1.23687e-10	260756	0
1.19921	1	5	5	8.16847e-11	172206	0
1.19921	1	6	3	5.72555e-11	120705	0
1.20021	1	1	1	4.97628e-10	1.04909e+06	0
1.20021	1	2	6	3.36815e-10	710068	0
1.20021	1	3	2	2.0022e-10	422100	0
1.20021	1	4	4	1.23669e-10	260717	0
1.20021	1	5	5	8.16743e-11	172184	0
1.20021	1	6	3	5.72492e-11	120692	0
1.20121	1	1	1	4.97593e-10	1.04902e+06	0
1.20121	1	2	6	3.36758e-10	709949	0
1.20121	1	3	2	2.00185e-10	422028	0
1.20121	1	4	4	1.2365e-10	260678	0
1.20121	1	5	5	8.16638e-11	172162	0
1.20121	1	6	3	5.7243e-11	120679	0
1.20221	1	1	1	4.97558e-10	1.04894e+06	0
1.20221	1	2	6	3.36702e-10	709830	0
1.20221	1	3	2	2.00151e-10	421956	0
1.20221	1	4	4	1.23632e-10	260639	0
1.20221	1	5	5	8.16534e-11	172140	0
1.20221	1	6	3	5.72367e-11	120665	0
1.20321	1	1	1	4.97522e-10	1.04887e+06	0
1.20321	1	2	6	3.36645e-10	709711	0
1.20321	1	3	2	2.00117e-10	421884	0
1.20321	1	4	4	1.23614e-10	260600	0
1.20321	1	5	5	8.1643e-11	172119	0
1.20321	1	6	3	5.72304e-11	120652	0
1.20421	1	1	1	4.97487e-10	1.04879e+06	0
1.20421	1	2	6	3.36589e-10	709592	0
1.20421	1	3	2	2.00083e-10	421812	0
1.20421	1	4	4	1.23595e-10	260561	0
1.20421	1	5	5	8.16326e-11	172097	0
1.20421	1	6	3	5.72241e-11	120639	0
1.20521	1	1	1	4.97452e-10	1.04872e+06	0
1.20521	1	2	6	3.36533e-10	709473	0
1.20521	1	3	2	2.00049e-10	421740	0
1.20521	1	4	4	1.23577e-10	260522	0
1.20521	1	5	5	8.16221e-11	172075	0
1.20521	1	6	3	5.72178e-11	120626	0
1.20621	1	1	1	4.97416e-10	1.04865e+06	0
1.20621	1	2	6	3.36476e-10	709354	0
1.20621	1	3	2	2.00015e-10	421668	0
1.20621	1	4	4	1.23558e-10	260483	0
1.20621	1	5	5	8.16117e-11	172053	0
1.20621	1	6	3	5.72115e-11	120612	0
1.20721	1	1	1	4.97381e-10	1.04857e+06	0
1.20721	1	2	6	3.3642e-10	709235	0
1.20721	1	3	2	1.9998e-10	421596	0
1.20721	1	4	4	1.2354e-10	260444	0
1.20721	1	5	5	8.16013e-11	172031	0
1.20721	1	6	3	5.72052e-11	120599	0
1.20821	1	1	1	4.97346e-10	1.0485e+06	0
1.20821	1	2	6	3.36363e-10	709116	0
1.20821	1	3	2	1.99946e-10	421524	0
1.20821	1	4	4	1.23521e-10	260406	0
1.20821	1	5	5	8.15909e-11	172009	0
1.20821	1	6	3	5.7199e-11	120586	0
1.20921	1	1	1	4.9731e-10	1.04842e+06	0
1.20921	1	2	6	3.36307e-10	708997	0
1.20921	1	3	2	1.99912e-10	421452	0
1.20921	1	4	4	1.23503e-10	260367	0
1.20921	1	5	5	8.15805e-11	171987	0
1.20921	1	6	3	5.71927e-11	120573	0
1.21021	1	1	1	4.97275e-10	1.04835e+06	0
1.21021	1	2	6	3.36251e-10	708878	0
1.21021	1	3	2	1.99878e-10	421380	0
1.21021	1	4	4	1.23484e-10	260328	0
1.21021	1	5	5	8.157e-11	171965	0
1.21021	1	6	3	5.71864e-11	120560	0
1.21121	1	1	1	4.97239e-10	1.04827e+06	0
1.21121	1	2	6	3.36194e-10	708760	0
1.21121	1	3	2	1.99844e-10	421308	0
1.21121	1	4	4	1.23466e-10	260289	0
1.21121	1	5	5	8.15596e-11	171943	0
1.21121	1	6	3	5.71801e-11	120546	0
1.21221	1	1	1	4.97204e-10	1.0482e+06	0
1.21221	1	2	6	3.36138e-10	708641	0
1.21221	1	3	2	1.9981e-10	421236	0
1.21221	1	4	4	1.23447e-10	260250	0
1.21221	1	5	5	8.15492e-11	171921	0
1.21221	1	6	3	5.71738e-11	120533	0
1.21321	1	1	1	4.97168e-10	1.04812e+06	0
1.21321	1	2	6	3.36081e-10	708522	0
1.21321	1	3	2	1.99776e-10	421164	0
1.21321	1	4	4	1.23429e-10	260211	0
1.21321	1	5	5	8.15388e-11	171899	0
1.21321	1	6	3	5.71676e-11	120520	0
1.21421	1	1	1	4.97133e-10	1.04805e+06	0
1.21421	1	2	6	3.36025e-10	708403	0
1.21421	1	3	2	1.99742e-10	421092	0
1.21421	1	4	4	1.23411e-10	260172	0
1.21421	1	5	5	8.15284e-11	171877	0
1.21421	1	6	3	5.71613e-11	120507	0
1.21521	1	1	1	4.97097e-10	1.04797e+06	0
1.21521	1	2	6	3.35969e-10	708284	0
1.21521	1	3	2	1.99708e-10	421020	0
1.21521	1	4	4	1.23392e-10	260134	0
1.21521	1	5	5	8.1518e-11	171855	0
1.21521	1	6	3	5.7155e-11	120493	0
1.21621	1	1	1	4.97062e-10	1.0479e+06	0
1.21621	1	2	6	3.35912e-10	708165	0
1.21621	1	3	2	1.99673e-10	420949	0
1.21621	1	4	4	1.23374e-10	260095	0
1.21621	1	5	5	8.15076e-11	171833	0
1.21621	1	6	3	5.71487e-11	120480	0
1.21721	1	1	1	4.97026e-10	1.04782e+06	0
1.21721	1	2	6	3.35856e-10	708047	0
1.21721	1	3	2	1.99639e-10	420877	0
1.21721	1	4	4	1.23355e-10	260056	0
1.21721	1	5	5	8.14972e-11	171811	0
1.21721	1	6	3	5.71425e-11	120467	0
1.21821	1	1	1	4.96991e-10	1.04775e+06	0
1.21821	1	2	6	3.358e-10	707928	0
1.21821	1	3	2	1.99605e-10	420805	0
1.21821	1	4	4	1.23337e-10	260017	0
1.21821	1	5	5	8.14868e-11	171789	0
1.21821	1	6	3	5.71362e-11	120454	0
1.21921	1	1	1	4.96955e-10	1.04767e+06	0
1.21921	1	2	6	3.35743e-10	707809	0
1.21921	1	3	2	1.99571e-10	420733	0
1.21921	1	4	4	1.23319e-10	259978	0
1.21921	1	5	5	8.14764e-11	171767	0
1.21921	1	6	3	5.71299e-11	120440	0
1.22021	1	1	1	4.96919e-10	1.0476e+06	0
1.22021	1	2	6	3.35687e-10	707690	0
1.22021	1	3	2	1.99537e-10	420661	0
1.22021	1	4	4	1.233e-10	259939	0
1.22021	1	5	5	8.1466e-11	171745	0
1.22021	1	6	3	5.71237e-11	120427	0
1.22121	1	1	1	4.96883e-10	1.04752e+06	0
1.22121	1	2	6	3.35631e-10	707572	0
1.22121	1	3	2	1.99503e-10	420590	0
1.22121	1	4	4	1.23282e-10	259901	0
1.22121	1	5	5	8.14556e-11	171724	0
1.22121	1	6	3	5.71174e-11	120414	0
1.22221	1	1	1	4.96848e-10	1.04745e+06	0
1.22221	1	2	6	3.35574e-10	707453	0
1.22221	1	3	2	1.99469e-10	420518	0
1.22221	1	4	4	1.23263e-10	259862	0
1.22221	1	5	5	8.14452e-11	171702	0
1.22221	1	6	3	5.71111e-11	120401	0
1.22321	1	1	1	4.96812e-10	1.04737e+06	0
1.22321	1	2	6	3.35518e-10	707334	0
1.22321	1	3	2	1.99435e-10	420446	0
1.22321	1	4	4	1.23245e-10	259823	0
1.22321	1	5	5	8.14349e-11	171680	0
1.22321	1	6	3	5.71049e-11	120388	0
1.22421	1	1	1	4.96776e-10	1.0473e+06	0
1.22421	1	2	6	3.35462e-10	707215	0
1.22421	1	3	2	1.99401e-10	420374	0
1.22421	1	4	4	1.23227e-10	259784	0
1.22421	1	5	5	8.14245e-11	171658	0
1.22421	1	6	3	5.70986e-11	120374	0
1.22521	1	1	1	4.9674e-10	1.04722e+06	0
1.22521	1	2	6	3.35405e-10	707097	0
1.22521	1	3	2	1.99367e-10	420303	0
1.22521	1	4	4	1.23208e-10	259746	0
1.22521	1	5	5	8.14141e-11	171636	0
1.22521	1	6	3	5.70923e-11	120361	0
1.22621	1	1	1	4.96705e-10	1.04715e+06	0
1.22621	1	2	6	3.35349e-10	706978	0
1.22621	1	3	2	1.99333e-10	420231	0
1.22621	1	4	4	1.2319e-10	259707	0
1.22621	1	5	5	8.14037e-11	171614	0
1.22621	1	6	3	5.70861e-11	120348	0
1.22721	1	1	1	4.96669e-10	1.04707e+06	0
1.22721	1	2	6	3.35293e-10	706859	0
1.22721	1	3	2	1.99299e-10	420159	0
1.22721	1	4	4	1.23171e-10	259668	0
1.22721	1	5	5	8.13933e-11	171592	0
1.22721	1	6	3	5.70798e-11	120335	0
1.22821	1	1	1	4.96633e-10	1.04699e+06	0
1.22821	1	2	6	3.35237e-10	706741	0
1.22821	1	3	2	1.99265e-10	420088	0
1.22821	1	4	4	1.23153e-10	259629	0
1.22821	1	5	5	8.13829e-11	171570	0
1.22821	1	6	3	5.70735e-11	120322	0
1.22921	1	1	1	4.96597e-10	1.04692e+06	0
1.22921	1	2	6	3.3518e-10	706622	0
1.22921	1	3	2	1.99231e-10	420016	0
1.22921	1	4	4	1.23135e-10	259591	0
1.22921	1	5	5	8.13726e-11	171548	0
1.22921	1	6	3	5.70673e-11	120308	0
1.23021	1	1	1	4.96561e-10	1.04684e+06	0
1.23021	1	2	6	3.35124e-10	706503	0
1.23021	1	3	2	1.99197e-10	419944	0
1.23021	1	4	4	1.23116e-10	259552	0
1.23021	1	5	5	8.13622e-11	171527	0
1.23021	1	6	3	5.7061e-11	120295	0
1.23121	1	1	1	4.96525e-10	1.04677e+06	0
1.23121	1	2	6	3.35068e-10	706385	0
1.23121	1	3	2	1.99163e-10	419873	0
1.23121	1	4	4	1.23098e-10	259513	0
1.23121	1	5	5	8.13518e-11	171505	0
1.23121	1	6	3	5.70548e-11	120282	0
1.23221	1	1	1	4.96489e-10	1.04669e+06	0
1.23221	1	2	6	3.35011e-10	706266	0
1.23221	1	3	2	1.99129e-10	419801	0
1.23221	1	4	4	1.2308e-10	259474	0
1.23221	1	5	5	8.13415e-11	171483	0
1.23221	1	6	3	5.70485e-11	120269	0
1.23321	1	1	1	4.96453e-10	1.04662e+06	0
1.23321	1	2	6	3.34955e-10	706148	0
1.23321	1	3	2	1.99095e-10	419729	0
1.23321	1	4	4	1.23061e-10	259436	0
1.23321	1	5	5	8.13311e-11	171461	0
1.23321	1	6	3	5.70422e-11	120256	0
1.23421	1	1	1	4.96417e-10	1.04654e+06	0
1.23421	1	2	6	3.34899e-10	706029	0
1.23421	1	3	2	1.99061e-10	419658	0
1.23421	1	4	4	1.23043e-10	259397	0
1.23421	1	5	5	8.13207e-11	171439	0
1.23421	1	6	3	5.7036e-11	120242	0
1.23521	1	1	1	4.96381e-10	1.04646e+06	0
1.23521	1	2	6	3.34843e-10	705910	0
1.23521	1	3	2	1.99027e-10	419586	0
1.23521	1	4	4	1.23024e-10	259358	0
1.23521	1	5	5	8.13103e-11	171417	0
1.23521	1	6	3	5.70297e-11	120229	0
1.23621	1	1	1	4.96345e-10	1.04639e+06	0
1.23621	1	2	6	3.34786e-10	705792	0
1.23621	1	3	2	1.98993e-10	419515	0
1.23621	1	4	4	1.23006e-10	259320	0
1.23621	1	5	5	8.13e-11	171395	0
1.23621	1	6	3	5.70235e-11	120216	0
1.23721	1	1	1	4.96309e-10	1.04631e+06	0
1.23721	1	2	6	3.3473e-10	705673	0
1.23721	1	3	2	1.98959e-10	419443	0
1.23721	1	4	4	1.22988e-10	259281	0
1.23721	1	5	5	8.12896e-11	171374	0
1.23721	1	6	3	5.70172e-11	120203	0
1.23821	1	1	1	4.96273e-10	1.04624e+06	0
1.23821	1	2	6	3.34674e-10	705555	0
1.23821	1	3	2	1.98925e-10	419372	0
1.23821	1	4	4	1.22969e-10	259242	0
1.23821	1	5	5	8.12793e-11	171352	0
1.23821	1	6	3	5.7011e-11	120190	0
1.23921	1	1	1	4.96237e-10	1.04616e+06	0
1.23921	1	2	6	3.34618e-10	705436	0
1.23921	1	3	2	1.98891e-10	419300	0
1.23921	1	4	4	1.22951e-10	259204	0
1.23921	1	5	5	8.12689e-11	171330	0
1.23921	1	6	3	5.70047e-11	120176	0
1.24021	1	1	1	4.96201e-10	1.04608e+06	0
1.24021	1	2	6	3.34562e-10	705318	0
1.24021	1	3	2	1.98858e-10	419229	0
1.24021	1	4	4	1.22933e-10	259165	0
1.24021	1	5	5	8.12585e-11	171308	0
1.24021	1	6	3	5.69985e-11	120163	0
1.24121	1	1	1	4.96165e-10	1.04601e+06	0
1.24121	1	2	6	3.34505e-10	705199	0
1.24121	1	3	2	1.98824e-10	419157	0
1.24121	1	4	4	1.22914e-10	259126	0
1.24121	1	5	5	8.12482e-11	171286	0
1.24121	1	6	3	5.69922e-11	120150	0
1.24221	1	1	1	4.96128e-10	1.04593e+06	0
1.24221	1	2	6	3.34449e-10	705081	0
1.24221	1	3	2	1.9879e-10	419086	0
1.24221	1	4	4	1.22896e-10	259088	0
1.24221	1	5	5	8.12378e-11	171264	0
1.24221	1	6	3	5.6986e-11	120137	0
1.24321	1	1	1	4.96092e-10	1.04585e+06	0
1.24321	1	2	6	3.34393e-10	704962	0
1.24321	1	3	2	1.98756e-10	419014	0
1.24321	1	4	4	1.22878e-10	259049	0
1.24321	1	5	5	8.12275e-11	171243	0
1.24321	1	6	3	5.69797e-11	120124	0
1.24421	1	1	1	4.96056e-10	1.04578e+06	0
1.24421	1	2	6	3.34337e-10	704844	0
1.24421	1	3	2	1.98722e-10	418943	0
1.24421	1	4	4	1.22859e-10	259010	0
1.24421	1	5	5	8.12171e-11	171221	0
1.24421	1	6	3	5.69735e-11	120111	0
1.24521	1	1	1	4.9602e-10	1.0457e+06	0
1.24521	1	2	6	3.34281e-10	704725	0
1.24521	1	3	2	1.98688e-10	418871	0
1.24521	1	4	4	1.22841e-10	258972	0
1.24521	1	5	5	8.12068e-11	171199	0
1.24521	1	6	3	5.69672e-11	120097	0
1.24621	1	1	1	4.95983e-10	1.04562e+06	0
1.24621	1	2	6	3.34224e-10	704607	0
1.24621	1	3	2	1.98654e-10	418800	0
1.24621	1	4	4	1.22823e-10	258933	0
1.24621	1	5	5	8.11965e-11	171177	0
1.24621	1	6	3	5.6961e-11	120084	0
1.24721	1	1	1	4.95947e-10	1.04555e+06	0
1.24721	1	2	6	3.34168e-10	704488	0
1.24721	1	3	2	1.9862e-10	418728	0
1.24721	1	4	4	1.22805e-10	258895	0
1.24721	1	5	5	8.11861e-11	171155	0
1.24721	1	6	3	5.69547e-11	120071	0
1.24821	1	1	1	4.95911e-10	1.04547e+06	0
1.24821	1	2	6	3.34112e-10	704370	0
1.24821	1	3	2	1.98586e-10	418657	0
1.24821	1	4	4	1.22786e-10	258856	0
1.24821	1	5	5	8.11758e-11	171134	0
1.24821	1	6	3	5.69485e-11	120058	0
1.24921	1	1	1	4.95874e-10	1.04539e+06	0
1.24921	1	2	6	3.34056e-10	704252	0
1.24921	1	3	2	1.98553e-10	418586	0
1.24921	1	4	4	1.22768e-10	258818	0
1.24921	1	5	5	8.11654e-11	171112	0
1.24921	1	6	3	5.69423e-11	120045	0
1.25021	1	1	1	4.95838e-10	1.04532e+06	0
1.25021	1	2	6	3.34e-10	704133	0
1.25021	1	3	2	1.98519e-10	418514	0
1.25021	1	4	4	1.2275e-10	258779	0
1.25021	1	5	5	8.11551e-11	171090	0
1.25021	1	6	3	5.6936e-11	120032	0
1.25121	1	1	1	4.95801e-10	1.04524e+06	0
1.25121	1	2	6	3.33944e-10	704015	0
1.25121	1	3	2	1.98485e-10	418443	0
1.25121	1	4	4	1.22731e-10	258740	0
1.25121	1	5	5	8.11448e-11	171068	0
1.25121	1	6	3	5.69298e-11	120019	0
1.25221	1	1	1	4.95765e-10	1.04516e+06	0
1.25221	1	2	6	3.33887e-10	703896	0
1.25221	1	3	2	1.98451e-10	418372	0
1.25221	1	4	4	1.22713e-10	258702	0
1.25221	1	5	5	8.11344e-11	171046	0
1.25221	1	6	3	5.69235e-11	120005	0
1.25321	1	1	1	4.95729e-10	1.04509e+06	0
1.25321	1	2	6	3.33831e-10	703778	0
1.25321	1	3	2	1.98417e-10	418300	0
1.25321	1	4	4	1.22695e-10	258663	0
1.25321	1	5	5	8.11241e-11	171025	0
1.25321	1	6	3	5.69173e-11	119992	0
1.25421	1	1	1	4.95692e-10	1.04501e+06	0
1.25421	1	2	6	3.33775e-10	703660	0
1.25421	1	3	2	1.98383e-10	418229	0
1.25421	1	4	4	1.22676e-10	258625	0
1.25421	1	5	5	8.11138e-11	171003	0
1.25421	1	6	3	5.69111e-11	119979	0
1.25521	1	1	1	4.95656e-10	1.04493e+06	0
1.25521	1	2	6	3.33719e-10	703541	0
1.25521	1	3	2	1.9835e-10	418158	0
1.25521	1	4	4	1.22658e-10	258586	0
1.25521	1	5	5	8.11034e-11	170981	0
1.25521	1	6	3	5.69048e-11	119966	0
1.25621	1	1	1	4.95619e-10	1.04486e+06	0
1.25621	1	2	6	3.33663e-10	703423	0
1.25621	1	3	2	1.98316e-10	418087	0
1.25621	1	4	4	1.2264e-10	258548	0
1.25621	1	5	5	8.10931e-11	170959	0
1.25621	1	6	3	5.68986e-11	119953	0
1.25721	1	1	1	4.95582e-10	1.04478e+06	0
1.25721	1	2	6	3.33607e-10	703305	0
1.25721	1	3	2	1.98282e-10	418015	0
1.25721	1	4	4	1.22622e-10	258509	0
1.25721	1	5	5	8.10828e-11	170937	0
1.25721	1	6	3	5.68924e-11	119940	0
1.25821	1	1	1	4.95546e-10	1.0447e+06	0
1.25821	1	2	6	3.33551e-10	703186	0
1.25821	1	3	2	1.98248e-10	417944	0
1.25821	1	4	4	1.22603e-10	258471	0
1.25821	1	5	5	8.10725e-11	170916	0
1.25821	1	6	3	5.68861e-11	119926	0
1.25921	1	1	1	4.95509e-10	1.04463e+06	0
1.25921	1	2	6	3.33494e-10	703068	0
1.25921	1	3	2	1.98214e-10	417873	0
1.25921	1	4	4	1.22585e-10	258432	0
1.25921	1	5	5	8.10621e-11	170894	0
1.25921	1	6	3	5.68799e-11	119913	0
1.26021	1	1	1	4.95473e-10	1.04455e+06	0
1.26021	1	2	6	3.33438e-10	702950	0
1.26021	1	3	2	1.98181e-10	417802	0
1.26021	1	4	4	1.22567e-10	258394	0
1.26021	1	5	5	8.10518e-11	170872	0
1.26021	1	6	3	5.68737e-11	119900	0
1.26121	1	1	1	4.95436e-10	1.04447e+06	0
1.26121	1	2	6	3.33382e-10	702832	0
1.26121	1	3	2	1.98147e-10	417730	0
1.26121	1	4	4	1.22549e-10	258355	0
1.26121	1	5	5	8.10415e-11	170850	0
1.26121	1	6	3	5.68674e-11	119887	0
1.26221	1	1	1	4.95399e-10	1.04439e+06	0
1.26221	1	2	6	3.33326e-10	702713	0
1.26221	1	3	2	1.98113e-10	417659	0
1.26221	1	4	4	1.2253e-10	258317	0
1.26221	1	5	5	8.10312e-11	170829	0
1.26221	1	6	3	5.68612e-11	119874	0
1.26321	1	1	1	4.95363e-10	1.04432e+06	0
1.26321	1	2	6	3.3327e-10	702595	0
1.26321	1	3	2	1.98079e-10	417588	0
1.26321	1	4	4	1.22512e-10	258278	0
1.26321	1	5	5	8.10209e-11	170807	0
1.26321	1	6	3	5.6855e-11	119861	0
1.26421	1	1	1	4.95326e-10	1.04424e+06	0
1.26421	1	2	6	3.33214e-10	702477	0
1.26421	1	3	2	1.98046e-10	417517	0
1.26421	1	4	4	1.22494e-10	258240	0
1.26421	1	5	5	8.10106e-11	170785	0
1.26421	1	6	3	5.68488e-11	119848	0
1.26521	1	1	1	4.95289e-10	1.04416e+06	0
1.26521	1	2	6	3.33158e-10	702359	0
1.26521	1	3	2	1.98012e-10	417446	0
1.26521	1	4	4	1.22476e-10	258201	0
1.26521	1	5	5	8.10002e-11	170764	0
1.26521	1	6	3	5.68425e-11	119835	0
1.26621	1	1	1	4.95252e-10	1.04408e+06	0
1.26621	1	2	6	3.33102e-10	702240	0
1.26621	1	3	2	1.97978e-10	417375	0
1.26621	1	4	4	1.22457e-10	258163	0
1.26621	1	5	5	8.09899e-11	170742	0
1.26621	1	6	3	5.68363e-11	119821	0
1.26721	1	1	1	4.95216e-10	1.04401e+06	0
1.26721	1	2	6	3.33046e-10	702122	0
1.26721	1	3	2	1.97944e-10	417303	0
1.26721	1	4	4	1.22439e-10	258124	0
1.26721	1	5	5	8.09796e-11	170720	0
1.26721	1	6	3	5.68301e-11	119808	0
1.26821	1	1	1	4.95179e-10	1.04393e+06	0
1.26821	1	2	6	3.3299e-10	702004	0
1.26821	1	3	2	1.97911e-10	417232	0
1.26821	1	4	4	1.22421e-10	258086	0
1.26821	1	5	5	8.09693e-11	170698	0
1.26821	1	6	3	5.68239e-11	119795	0
1.26921	1	1	1	4.95142e-10	1.04385e+06	0
1.26921	1	2	6	3.32934e-10	701886	0
1.26921	1	3	2	1.97877e-10	417161	0
1.26921	1	4	4	1.22403e-10	258048	0
1.26921	1	5	5	8.0959e-11	170677	0
1.26921	1	6	3	5.68176e-11	119782	0
1.27021	1	1	1	4.95105e-10	1.04377e+06	0
1.27021	1	2	6	3.32878e-10	701768	0
1.27021	1	3	2	1.97843e-10	417090	0
1.27021	1	4	4	1.22384e-10	258009	0
1.27021	1	5	5	8.09487e-11	170655	0
1.27021	1	6	3	5.68114e-11	119769	0
1.27121	1	1	1	4.95068e-10	1.0437e+06	0
1.27121	1	2	6	3.32822e-10	701650	0
1.27121	1	3	2	1.9781e-10	417019	0
1.27121	1	4	4	1.22366e-10	257971	0
1.27121	1	5	5	8.09384e-11	170633	0
1.27121	1	6	3	5.68052e-11	119756	0
1.27221	1	1	1	4.95031e-10	1.04362e+06	0
1.27221	1	2	6	3.32766e-10	701531	0
1.27221	1	3	2	1.97776e-10	416948	0
1.27221	1	4	4	1.22348e-10	257932	0
1.27221	1	5	5	8.09281e-11	170611	0
1.27221	1	6	3	5.6799e-11	119743	0
1.27321	1	1	1	4.94994e-10	1.04354e+06	0
1.27321	1	2	6	3.3271e-10	701413	0
1.27321	1	3	2	1.97742e-10	416877	0
1.27321	1	4	4	1.2233e-10	257894	0
1.27321	1	5	5	8.09178e-11	170590	0
1.27321	1	6	3	5.67928e-11	119730	0
1.27421	1	1	1	4.94957e-10	1.04346e+06	0
1.27421	1	2	6	3.32653e-10	701295	0
1.27421	1	3	2	1.97709e-10	416806	0
1.27421	1	4	4	1.22312e-10	257856	0
1.27421	1	5	5	8.09075e-11	170568	0
1.27421	1	6	3	5.67865e-11	119717	0
1.27521	1	1	1	4.9492e-10	1.04338e+06	0
1.27521	1	2	6	3.32597e-10	701177	0
1.27521	1	3	2	1.97675e-10	416735	0
1.27521	1	4	4	1.22293e-10	257817	0
1.27521	1	5	5	8.08972e-11	170546	0
1.27521	1	6	3	5.67803e-11	119703	0
1.27621	1	1	1	4.94883e-10	1.04331e+06	0
1.27621	1	2	6	3.32541e-10	701059	0
1.27621	1	3	2	1.97641e-10	416664	0
1.27621	1	4	4	1.22275e-10	257779	0
1.27621	1	5	5	8.0887e-11	170525	0
1.27621	1	6	3	5.67741e-11	119690	0
1.27721	1	1	1	4.94846e-10	1.04323e+06	0
1.27721	1	2	6	3.32485e-10	700941	0
1.27721	1	3	2	1.97607e-10	416593	0
1.27721	1	4	4	1.22257e-10	257740	0
1.27721	1	5	5	8.08767e-11	170503	0
1.27721	1	6	3	5.67679e-11	119677	0
1.27821	1	1	1	4.94809e-10	1.04315e+06	0
1.27821	1	2	6	3.32429e-10	700823	0
1.27821	1	3	2	1.97574e-10	416522	0
