% time	cellId	IMSI	RNTI	txMode	layer	mcs	size	rv	ndi	correct	ccId
2163	1	3	2	0	0	28	2196	0	1	1	0
2165	1	1	1	0	0	28	2196	0	1	1	0
2166	1	4	4	0	0	28	2196	0	1	1	0
2167	1	3	2	0	0	28	2196	0	1	1	0
2168	1	2	6	0	0	28	2196	0	1	1	0
2169	1	4	4	0	0	28	2196	0	1	1	0
2170	1	3	2	0	0	28	2196	0	1	1	0
2172	1	3	2	0	0	28	2196	0	1	1	0
2173	1	3	2	0	0	28	2196	0	1	1	0
2174	1	3	2	0	0	28	2196	0	1	1	0
2175	1	1	1	0	0	28	2196	0	1	1	0
2176	1	3	2	0	0	28	2196	0	1	1	0
2177	1	3	2	0	0	28	2196	0	1	1	0
2179	1	2	6	0	0	28	2196	0	1	1	0
2180	1	3	2	0	0	28	2196	0	1	1	0
2181	1	4	4	0	0	28	2196	0	1	1	0
2182	1	4	4	0	0	28	2196	0	1	1	0
2183	1	4	4	0	0	28	2196	0	1	1	0
2184	1	3	2	0	0	28	2196	0	1	1	0
2185	1	1	1	0	0	28	2196	0	1	1	0
2186	1	3	2	0	0	28	2196	0	1	1	0
2187	1	3	2	0	0	28	2196	0	1	1	0
2188	1	2	6	0	0	28	2196	0	1	1	0
2189	1	4	4	0	0	28	2196	0	1	1	0
2190	1	3	2	0	0	28	2196	0	1	1	0
2191	1	4	4	0	0	28	2196	0	1	1	0
2192	1	3	2	0	0	28	2196	0	1	1	0
2193	1	3	2	0	0	28	2196	0	1	1	0
2194	1	3	2	0	0	28	2196	0	1	1	0
2195	1	1	1	0	0	28	2196	0	1	1	0
2196	1	3	2	0	0	28	2196	0	1	1	0
2204	1	2	6	0	0	28	2196	0	1	1	0
2205	1	1	1	0	0	28	2196	0	1	1	0
2206	1	3	2	0	0	28	2196	0	1	1	0
2207	1	4	4	0	0	28	2196	0	1	1	0
2208	1	4	4	0	0	28	2196	0	1	1	0
2209	1	3	2	0	0	28	2196	0	1	1	0
2210	1	3	2	0	0	28	2196	0	1	1	0
2211	1	3	2	0	0	28	2196	0	1	1	0
2212	1	2	6	0	0	28	2196	0	1	1	0
2213	1	4	4	0	0	28	2196	0	1	1	0
2214	1	4	4	0	0	28	2196	0	1	1	0
2215	1	1	1	0	0	28	2196	0	1	1	0
2216	1	4	4	0	0	28	2196	0	1	1	0
2217	1	4	4	0	0	28	2196	0	1	1	0
2218	1	3	2	0	0	28	2196	0	1	1	0
2219	1	3	2	0	0	28	2196	0	1	1	0
2220	1	2	6	0	0	28	2196	0	1	1	0
2221	1	3	2	0	0	28	2196	0	1	1	0
2222	1	4	4	0	0	28	2196	0	1	1	0
2223	1	3	2	0	0	28	2196	0	1	1	0
2224	1	3	2	0	0	28	2196	0	1	1	0
2225	1	1	1	0	0	28	2196	0	1	1	0
2226	1	3	2	0	0	28	2196	0	1	1	0
2228	1	2	6	0	0	28	2196	0	1	1	0
2229	1	3	2	0	0	28	2196	0	1	1	0
2230	1	3	2	0	0	28	2196	0	1	1	0
2234	1	3	2	0	0	28	2196	0	1	1	0
2235	1	1	1	0	0	28	2196	0	1	1	0
2236	1	3	2	0	0	28	2196	0	1	1	0
2239	1	2	6	0	0	28	2196	0	1	1	0
2240	1	3	2	0	0	28	2196	0	1	1	0
2241	1	3	2	0	0	28	2196	0	1	1	0
2242	1	3	2	0	0	28	2196	0	1	1	0
2243	1	3	2	0	0	28	2196	0	1	1	0
2244	1	3	2	0	0	28	2196	0	1	1	0
2245	1	1	1	0	0	28	2196	0	1	1	0
2246	1	3	2	0	0	28	2196	0	1	1	0
2255	1	2	6	0	0	28	2196	0	1	1	0
2256	1	1	1	0	0	28	2196	0	1	1	0
2257	1	3	2	0	0	28	2196	0	1	1	0
2258	1	3	2	0	0	28	2196	0	1	1	0
2259	1	3	2	0	0	28	2196	0	1	1	0
2260	1	2	6	0	0	28	2196	0	1	1	0
2261	1	3	2	0	0	28	2196	0	1	1	0
2262	1	3	2	0	0	28	2196	0	1	1	0
2263	1	3	2	0	0	28	2196	0	1	1	0
2264	1	3	2	0	0	28	2196	0	1	1	0
2265	1	1	1	0	0	28	2196	0	1	1	0
2266	1	3	2	0	0	28	2196	0	1	1	0
2267	1	2	6	0	0	28	2196	0	1	1	0
2268	1	3	2	0	0	28	2196	0	1	1	0
2275	1	1	1	0	0	28	2196	0	1	1	0
2277	1	3	2	0	0	28	2196	0	1	1	0
2278	1	3	2	0	0	28	2196	0	1	1	0
2279	1	2	6	0	0	28	2196	0	1	1	0
2280	1	3	2	0	0	28	2196	0	1	1	0
2281	1	3	2	0	0	28	2196	0	1	1	0
2282	1	3	2	0	0	28	2196	0	1	1	0
2285	1	1	1	0	0	28	2196	0	1	1	0
2286	1	3	2	0	0	28	2196	0	1	1	0
2287	1	2	6	0	0	28	2196	0	1	1	0
2288	1	3	2	0	0	28	2196	0	1	1	0
2291	1	3	2	0	0	28	2196	0	1	1	0
2292	1	3	2	0	0	28	2196	0	1	1	0
2293	1	3	2	0	0	28	2196	0	1	1	0
2294	1	3	2	0	0	28	2196	0	1	1	0
2295	1	1	1	0	0	28	2196	0	1	1	0
2296	1	3	2	0	0	28	2196	0	1	1	0
2297	1	2	6	0	0	28	2196	0	1	1	0
2298	1	3	2	0	0	28	2196	0	1	1	0
2303	1	3	2	0	0	28	2196	0	1	1	0
2304	1	3	2	0	0	28	2196	0	1	1	0
2305	1	1	1	0	0	28	2196	0	1	1	0
2307	1	3	2	0	0	28	2196	0	1	1	0
2308	1	2	6	0	0	28	2196	0	1	1	0
2309	1	3	2	0	0	28	2196	0	1	1	0
2310	1	3	2	0	0	28	2196	0	1	1	0
2311	1	3	2	0	0	28	2196	0	1	1	0
2313	1	3	2	0	0	28	2196	0	1	1	0
2314	1	3	2	0	0	28	2196	0	1	1	0
2315	1	1	1	0	0	28	2196	0	1	1	0
2317	1	3	2	0	0	28	2196	0	1	1	0
2320	1	2	6	0	0	28	2196	0	1	1	0
2321	1	3	2	0	0	28	2196	0	1	1	0
2323	1	3	2	0	0	28	2196	0	1	1	0
2324	1	3	2	0	0	28	2196	0	1	1	0
2325	1	1	1	0	0	28	2196	0	1	1	0
2326	1	3	2	0	0	28	2196	0	1	1	0
2327	1	2	6	0	0	28	2196	0	1	1	0
2328	1	3	2	0	0	28	2196	0	1	1	0
2329	1	3	2	0	0	28	2196	0	1	1	0
2335	1	1	1	0	0	28	2196	0	1	1	0
2338	1	3	2	0	0	28	2196	0	1	1	0
2339	1	3	2	0	0	28	2196	0	1	1	0
2341	1	2	6	0	0	28	2196	0	1	1	0
2342	1	3	2	0	0	28	2196	0	1	1	0
2343	1	3	2	0	0	28	2196	0	1	1	0
2344	1	3	2	0	0	28	2196	0	1	1	0
2345	1	1	1	0	0	28	2196	0	1	1	0
2346	1	3	2	0	0	28	2196	0	1	1	0
2347	1	2	6	0	0	28	2196	0	1	1	0
2348	1	3	2	0	0	28	2196	0	1	1	0
2354	1	3	2	0	0	28	2196	0	1	1	0
2355	1	1	1	0	0	28	2196	0	1	1	0
2357	1	3	2	0	0	28	2196	0	1	1	0
2358	1	3	2	0	0	28	2196	0	1	1	0
2359	1	2	6	0	0	28	2196	0	1	1	0
2360	1	3	2	0	0	28	2196	0	1	1	0
2361	1	3	2	0	0	28	2196	0	1	1	0
2362	1	3	2	0	0	28	2196	0	1	1	0
2363	1	3	2	0	0	28	2196	0	1	1	0
2364	1	3	2	0	0	28	2196	0	1	1	0
2365	1	1	1	0	0	28	2196	0	1	1	0
2366	1	3	2	0	0	28	2196	0	1	1	0
2375	1	2	6	0	0	28	2196	0	1	1	0
2376	1	1	1	0	0	28	2196	0	1	1	0
2377	1	3	2	0	0	28	2196	0	1	1	0
2378	1	3	2	0	0	28	2196	0	1	1	0
2379	1	2	6	0	0	28	2196	0	1	1	0
2380	1	3	2	0	0	28	2196	0	1	1	0
2381	1	3	2	0	0	28	2196	0	1	1	0
2382	1	3	2	0	0	28	2196	0	1	1	0
2385	1	1	1	0	0	28	2196	0	1	1	0
2386	1	3	2	0	0	28	2196	0	1	1	0
2387	1	2	6	0	0	28	2196	0	1	1	0
2388	1	3	2	0	0	28	2196	0	1	1	0
2391	1	3	2	0	0	28	2196	0	1	1	0
2392	1	3	2	0	0	28	2196	0	1	1	0
2393	1	3	2	0	0	28	2196	0	1	1	0
2394	1	3	2	0	0	28	2196	0	1	1	0
2395	1	1	1	0	0	28	2196	0	1	1	0
2396	1	3	2	0	0	28	2196	0	1	1	0
2397	1	2	6	0	0	28	2196	0	1	1	0
2398	1	3	2	0	0	28	2196	0	1	1	0
2403	1	3	2	0	0	28	2196	0	1	1	0
2404	1	3	2	0	0	28	2196	0	1	1	0
2405	1	1	1	0	0	28	2196	0	1	1	0
2407	1	3	2	0	0	28	2196	0	1	1	0
2408	1	2	6	0	0	28	2196	0	1	1	0
2409	1	3	2	0	0	28	2196	0	1	1	0
2410	1	3	2	0	0	28	2196	0	1	1	0
2411	1	3	2	0	0	28	2196	0	1	1	0
2413	1	3	2	0	0	28	2196	0	1	1	0
2414	1	3	2	0	0	28	2196	0	1	1	0
2415	1	1	1	0	0	28	2196	0	1	1	0
2416	1	3	2	0	0	28	2196	0	1	1	0
2420	1	2	6	0	0	28	2196	0	1	1	0
2421	1	3	2	0	0	28	2196	0	1	1	0
2424	1	3	2	0	0	28	2196	0	1	1	0
2425	1	1	1	0	0	28	2196	0	1	1	0
2426	1	3	2	0	0	28	2196	0	1	1	0
2427	1	2	6	0	0	28	2196	0	1	1	0
2428	1	3	2	0	0	28	2196	0	1	1	0
2429	1	3	2	0	0	28	2196	0	1	1	0
2430	1	3	2	0	0	28	2196	0	1	1	0
2431	1	3	2	0	0	28	2196	0	1	1	0
2432	1	3	2	0	0	28	2196	0	1	1	0
2434	1	3	2	0	0	28	2196	0	1	1	0
2435	1	1	1	0	0	28	2196	0	1	1	0
2436	1	3	2	0	0	28	2196	0	1	1	0
2442	1	4	4	0	0	28	2196	0	1	1	0
2449	1	4	4	0	0	28	2196	0	1	1	0
2455	1	4	4	0	0	28	2196	0	1	1	0
2459	1	1	1	0	0	28	2196	0	1	1	0
2462	1	4	4	0	0	28	2196	0	1	1	0
2468	1	4	4	0	0	28	2196	0	1	1	0
2471	1	1	1	0	0	28	2196	0	1	1	0
2475	1	4	4	0	0	28	2196	0	1	1	0
2479	1	1	1	0	0	28	2196	0	1	1	0
2481	1	4	4	0	0	28	2196	0	1	1	0
2488	1	4	4	0	0	28	2196	0	1	1	0
2492	1	1	1	0	0	28	2196	0	1	1	0
2494	1	4	4	0	0	28	2196	0	1	1	0
2500	1	1	1	0	0	28	2196	0	1	1	0
2501	1	4	4	0	0	28	2196	0	1	1	0
2508	1	4	4	0	0	28	2196	0	1	1	0
2511	1	1	1	0	0	28	2196	0	1	1	0
2513	1	1	1	0	0	28	2196	0	1	1	0
2514	1	4	4	0	0	28	2196	0	1	1	0
2521	1	4	4	0	0	28	2196	0	1	1	0
2523	1	1	1	0	0	28	2196	0	1	1	0
2527	1	4	4	0	0	28	2196	0	1	1	0
2534	1	1	1	0	0	28	2196	0	1	1	0
2535	1	4	4	0	0	28	2196	0	1	1	0
2540	1	4	4	0	0	28	2196	0	1	1	0
2544	1	1	1	0	0	28	2196	0	1	1	0
2547	1	4	4	0	0	28	2196	0	1	1	0
2553	1	4	4	0	0	28	2196	0	1	1	0
2555	1	1	1	0	0	28	2196	0	1	1	0
2558	1	3	2	0	0	28	2196	0	1	1	0
2559	1	3	2	0	0	28	2196	0	1	1	0
2560	1	4	4	0	0	28	2196	0	1	1	0
2561	1	3	2	0	0	28	2196	0	1	1	0
2565	1	1	1	0	0	28	2196	0	1	1	0
2567	1	4	4	0	0	28	2196	0	1	1	0
2578	1	1	1	0	0	28	2196	0	1	1	0
2584	1	4	4	0	0	28	2196	0	1	1	0
2590	1	1	1	0	0	28	2196	0	1	1	0
2599	1	1	1	0	0	28	2196	0	1	1	0
2608	1	1	1	0	0	28	2196	0	1	1	0
2658	1	2	6	0	0	28	2196	0	1	1	0
2659	1	2	6	0	0	28	2196	0	1	1	0
2660	1	2	6	0	0	28	2196	0	1	1	0
2661	1	2	6	0	0	28	2196	0	1	1	0
2662	1	3	2	0	0	28	2196	0	1	1	0
2663	1	3	2	0	0	28	2196	0	1	1	0
2664	1	3	2	0	0	28	2196	0	1	1	0
2665	1	3	2	0	0	28	2196	0	1	1	0
2666	1	3	2	0	0	28	2196	0	1	1	0
2684	1	4	4	0	0	28	2196	0	1	1	0
2729	1	1	1	0	0	28	2196	0	1	1	0
2758	1	3	2	0	0	28	2196	0	1	1	0
2759	1	3	2	0	0	28	2196	0	1	1	0
2760	1	3	2	0	0	28	2196	0	1	1	0
2761	1	3	2	0	0	28	2196	0	1	1	0
2762	1	3	2	0	0	28	2196	0	1	1	0
2784	1	4	4	0	0	28	2196	0	1	1	0
2785	1	4	4	0	0	28	2196	0	1	1	0
2786	1	4	4	0	0	28	2196	0	1	1	0
2787	1	4	4	0	0	28	2196	0	1	1	0
2788	1	4	4	0	0	28	2196	0	1	1	0
2829	1	1	1	0	0	28	2196	0	1	1	0
2830	1	1	1	0	0	28	2196	0	1	1	0
2831	1	1	1	0	0	28	2196	0	1	1	0
2832	1	1	1	0	0	28	2196	0	1	1	0
2833	1	1	1	0	0	28	2196	0	1	1	0
2858	1	2	6	0	0	28	2196	0	1	1	0
2859	1	3	2	0	0	28	2196	0	1	1	0
2860	1	3	2	0	0	28	2196	0	1	1	0
2861	1	3	2	0	0	28	2196	0	1	1	0
2862	1	3	2	0	0	28	2196	0	1	1	0
2863	1	3	2	0	0	28	2196	0	1	1	0
2884	1	4	4	0	0	28	2196	0	1	1	0
2885	1	4	4	0	0	28	2196	0	1	1	0
2886	1	4	4	0	0	28	2196	0	1	1	0
2887	1	4	4	0	0	28	2196	0	1	1	0
2888	1	4	4	0	0	28	2196	0	1	1	0
2929	1	1	1	0	0	28	2196	0	1	1	0
2930	1	1	1	0	0	28	2196	0	1	1	0
2931	1	1	1	0	0	28	2196	0	1	1	0
2932	1	1	1	0	0	28	2196	0	1	1	0
2933	1	1	1	0	0	28	2196	0	1	1	0
2934	1	1	1	0	0	28	2196	0	1	1	0
2940	1	1	1	0	0	28	2196	0	1	1	0
2950	1	1	1	0	0	28	2196	0	1	1	0
2958	1	2	6	0	0	28	2196	0	1	1	0
2959	1	2	6	0	0	28	2196	0	1	1	0
2960	1	2	6	0	0	28	2196	0	1	1	0
2961	1	3	2	0	0	28	2196	0	1	1	0
2962	1	2	6	0	0	28	2196	0	1	1	0
2963	1	3	2	0	0	28	2196	0	1	1	0
2964	1	3	2	0	0	28	2196	0	1	1	0
2965	1	3	2	0	0	28	2196	0	1	1	0
2966	1	3	2	0	0	28	2196	0	1	1	0
2967	1	1	1	0	0	28	2196	0	1	1	0
2970	1	1	1	0	0	28	2196	0	1	1	0
2979	1	1	1	0	0	28	2196	0	1	1	0
2984	1	4	4	0	0	28	2196	0	1	1	0
2985	1	4	4	0	0	28	2196	0	1	1	0
2986	1	4	4	0	0	28	2196	0	1	1	0
2987	1	4	4	0	0	28	2196	0	1	1	0
2988	1	4	4	0	0	28	2196	0	1	1	0
3021	1	5	5	0	0	28	2196	0	1	1	0
3058	1	2	6	0	0	28	2196	0	1	1	0
3059	1	3	2	0	0	28	2196	0	1	1	0
3060	1	3	2	0	0	28	2196	0	1	1	0
3061	1	3	2	0	0	28	2196	0	1	1	0
3062	1	3	2	0	0	28	2196	0	1	1	0
3063	1	3	2	0	0	28	2196	0	1	1	0
3084	1	4	4	0	0	28	2196	0	1	1	0
3085	1	4	4	0	0	28	2196	0	1	1	0
3089	1	1	1	0	0	28	2196	0	1	0	0
3089	2	6	1	0	0	28	2196	0	1	0	0
3090	1	1	1	0	0	28	2196	0	1	1	0
3091	1	1	1	0	0	28	2196	0	1	1	0
3092	1	1	1	0	0	28	2196	0	1	1	0
3093	1	1	1	0	0	28	2196	0	1	1	0
3096	1	1	1	0	0	28	2196	1	0	0	0
3096	2	6	1	0	0	28	2196	1	0	0	0
3103	1	1	1	0	0	28	2196	2	0	1	0
3103	2	6	1	0	0	28	2196	2	0	1	0
3158	1	2	6	0	0	28	2196	0	1	1	0
3159	1	2	6	0	0	28	2196	0	1	1	0
3160	1	3	2	0	0	28	2196	0	1	1	0
3161	1	3	2	0	0	28	2196	0	1	1	0
3162	1	3	2	0	0	28	2196	0	1	1	0
3163	1	3	2	0	0	28	2196	0	1	1	0
3164	1	3	2	0	0	28	2196	0	1	1	0
3184	1	4	4	0	0	28	2196	0	1	1	0
3185	1	4	4	0	0	28	2196	0	1	1	0
3186	1	4	4	0	0	28	2196	0	1	1	0
3187	1	4	4	0	0	28	2196	0	1	1	0
3188	1	4	4	0	0	28	2196	0	1	1	0
3208	1	1	1	0	0	28	2196	0	1	1	0
3209	1	1	1	0	0	28	2196	0	1	1	0
3210	1	1	1	0	0	28	2196	0	1	1	0
3258	1	2	6	0	0	28	2196	0	1	1	0
3259	1	2	6	0	0	28	2196	0	1	1	0
3260	1	3	2	0	0	28	2196	0	1	1	0
3261	1	3	2	0	0	28	2196	0	1	1	0
3262	1	3	2	0	0	28	2196	0	1	1	0
3263	1	3	2	0	0	28	2196	0	1	1	0
3264	1	3	2	0	0	28	2196	0	1	1	0
3285	1	4	4	0	0	28	2196	0	1	1	0
3286	1	4	4	0	0	28	2196	0	1	1	0
3287	1	4	4	0	0	28	2196	0	1	1	0
3288	1	4	4	0	0	28	2196	0	1	1	0
3308	1	1	1	0	0	28	2196	0	1	1	0
3309	1	1	1	0	0	28	2196	0	1	1	0
3310	1	1	1	0	0	28	2196	0	1	1	0
3311	1	1	1	0	0	28	2196	0	1	1	0
3312	1	1	1	0	0	28	2196	0	1	1	0
3321	1	1	1	0	0	28	2196	0	1	1	0
3329	1	1	1	0	0	28	2196	0	1	1	0
3332	1	1	1	0	0	28	2196	0	1	1	0
3350	1	1	1	0	0	28	2196	0	1	1	0
3352	1	1	1	0	0	28	2196	0	1	1	0
3358	1	2	6	0	0	28	2196	0	1	1	0
3359	1	2	6	0	0	28	2196	0	1	1	0
3360	1	3	2	0	0	28	2196	0	1	1	0
3361	1	3	2	0	0	28	2196	0	1	1	0
3362	1	3	2	0	0	28	2196	0	1	1	0
3363	1	3	2	0	0	28	2196	0	1	1	0
3364	1	3	2	0	0	28	2196	0	1	1	0
3368	1	1	1	0	0	28	2196	0	1	1	0
3378	1	1	1	0	0	28	2196	0	1	1	0
3384	1	4	4	0	0	28	2196	0	1	1	0
3385	1	4	4	0	0	28	2196	0	1	1	0
3386	1	4	4	0	0	28	2196	0	1	1	0
3387	1	4	4	0	0	28	2196	0	1	1	0
3388	1	4	4	0	0	28	2196	0	1	1	0
3458	1	2	6	0	0	28	2196	0	1	1	0
3459	1	2	6	0	0	28	2196	0	1	1	0
3460	1	3	2	0	0	28	2196	0	1	1	0
3461	1	2	6	0	0	28	2196	0	1	1	0
3462	1	3	2	0	0	28	2196	0	1	1	0
3463	1	2	6	0	0	28	2196	0	1	1	0
3464	1	3	2	0	0	28	2196	0	1	1	0
3465	1	3	2	0	0	28	2196	0	1	1	0
3466	1	3	2	0	0	28	2196	0	1	1	0
3484	1	4	4	0	0	28	2196	0	1	1	0
3485	1	4	4	0	0	28	2196	0	1	1	0
3486	1	4	4	0	0	28	2196	0	1	1	0
3487	1	4	4	0	0	28	2196	0	1	1	0
3488	1	4	4	0	0	28	2196	0	1	1	0
3493	1	1	1	0	0	28	2196	0	1	1	0
3494	1	1	1	0	0	28	2196	0	1	1	0
3495	1	1	1	0	0	28	2196	0	1	1	0
3496	1	1	1	0	0	28	2196	0	1	1	0
3497	1	1	1	0	0	28	2196	0	1	1	0
3558	1	2	6	0	0	28	2196	0	1	1	0
3559	1	2	6	0	0	28	2196	0	1	1	0
3560	1	3	2	0	0	28	2196	0	1	1	0
3561	1	3	2	0	0	28	2196	0	1	1	0
3562	1	3	2	0	0	28	2196	0	1	1	0
3563	1	3	2	0	0	28	2196	0	1	1	0
3564	1	3	2	0	0	28	2196	0	1	1	0
3584	1	4	4	0	0	28	2196	0	1	1	0
3585	1	4	4	0	0	28	2196	0	1	1	0
3586	1	4	4	0	0	28	2196	0	1	1	0
3587	1	4	4	0	0	28	2196	0	1	1	0
3588	1	4	4	0	0	28	2196	0	1	1	0
3593	1	1	1	0	0	28	2196	0	1	1	0
3594	1	1	1	0	0	28	2196	0	1	1	0
3595	1	1	1	0	0	28	2196	0	1	1	0
3596	1	1	1	0	0	28	2196	0	1	1	0
3597	1	1	1	0	0	28	2196	0	1	1	0
3603	1	1	1	0	0	28	2196	0	1	1	0
3613	1	1	1	0	0	28	2196	0	1	1	0
3622	1	1	1	0	0	28	2196	0	1	1	0
3635	1	1	1	0	0	28	2196	0	1	1	0
3641	1	1	1	0	0	28	2196	0	1	1	0
3658	1	2	6	0	0	28	2196	0	1	1	0
3659	1	2	6	0	0	28	2196	0	1	1	0
3660	1	3	2	0	0	28	2196	0	1	1	0
3661	1	3	2	0	0	28	2196	0	1	1	0
3662	1	3	2	0	0	28	2196	0	1	1	0
3663	1	3	2	0	0	28	2196	0	1	1	0
3664	1	3	2	0	0	28	2196	0	1	1	0
3684	1	4	4	0	0	28	2196	0	1	1	0
3685	1	4	4	0	0	28	2196	0	1	1	0
3686	1	4	4	0	0	28	2196	0	1	1	0
3687	1	4	4	0	0	28	2196	0	1	1	0
3688	1	4	4	0	0	28	2196	0	1	1	0
3752	1	1	1	0	0	28	2196	0	1	1	0
3753	1	1	1	0	0	28	2196	0	1	1	0
3754	1	1	1	0	0	28	2196	0	1	1	0
3758	1	2	6	0	0	28	2196	0	1	1	0
3759	1	2	6	0	0	28	2196	0	1	1	0
3760	1	3	2	0	0	28	2196	0	1	1	0
3761	1	3	2	0	0	28	2196	0	1	1	0
3762	1	3	2	0	0	28	2196	0	1	1	0
3763	1	3	2	0	0	28	2196	0	1	1	0
3764	1	3	2	0	0	28	2196	0	1	1	0
3784	1	4	4	0	0	28	2196	0	1	1	0
3785	1	4	4	0	0	28	2196	0	1	1	0
3786	1	4	4	0	0	28	2196	0	1	1	0
3788	1	4	4	0	0	28	2196	0	1	1	0
3852	1	1	1	0	0	28	2196	0	1	1	0
3853	1	1	1	0	0	28	2196	0	1	1	0
3854	1	1	1	0	0	28	2196	0	1	1	0
3855	1	1	1	0	0	28	2196	0	1	1	0
3856	1	1	1	0	0	28	2196	0	1	1	0
3857	1	1	1	0	0	28	2196	0	1	1	0
3858	1	2	6	0	0	28	2196	0	1	1	0
3859	1	2	6	0	0	28	2196	0	1	1	0
3860	1	3	2	0	0	28	2196	0	1	1	0
3861	1	2	6	0	0	28	2196	0	1	1	0
3862	1	3	2	0	0	28	2196	0	1	1	0
3863	1	3	2	0	0	28	2196	0	1	1	0
3864	1	3	2	0	0	28	2196	0	1	1	0
3865	1	3	2	0	0	28	2196	0	1	1	0
3866	1	1	1	0	0	28	2196	0	1	1	0
3873	1	1	1	0	0	28	2196	0	1	1	0
3882	1	1	1	0	0	28	2196	0	1	1	0
3884	1	4	4	0	0	28	2196	0	1	1	0
3885	1	4	4	0	0	28	2196	0	1	1	0
3886	1	4	4	0	0	28	2196	0	1	1	0
3887	1	4	4	0	0	28	2196	0	1	1	0
3888	1	4	4	0	0	28	2196	0	1	1	0
3892	1	1	1	0	0	28	2196	0	1	1	0
3913	1	1	1	0	0	28	2196	0	1	1	0
3919	1	1	1	0	0	28	2196	0	1	1	0
3921	1	1	1	0	0	28	2196	0	1	1	0
3934	1	1	1	0	0	28	2196	0	1	1	0
3942	1	1	1	0	0	28	2196	0	1	1	0
3952	1	1	1	0	0	28	2196	0	1	1	0
3958	1	2	6	0	0	28	2196	0	1	1	0
3959	1	2	6	0	0	28	2196	0	1	1	0
3960	1	3	2	0	0	28	2196	0	1	1	0
3961	1	3	2	0	0	28	2196	0	1	1	0
3962	1	3	2	0	0	28	2196	0	1	1	0
3963	1	3	2	0	0	28	2196	0	1	1	0
3964	1	3	2	0	0	28	2196	0	1	1	0
3965	1	1	1	0	0	28	2196	0	1	1	0
3975	1	1	1	0	0	28	2196	0	1	1	0
3981	1	1	1	0	0	28	2196	0	1	1	0
3984	1	4	4	0	0	28	2196	0	1	1	0
3985	1	4	4	0	0	28	2196	0	1	1	0
3986	1	4	4	0	0	28	2196	0	1	1	0
3987	1	4	4	0	0	28	2196	0	1	1	0
3988	1	4	4	0	0	28	2196	0	1	1	0
3992	1	1	1	0	0	28	2196	0	1	1	0
4001	1	1	1	0	0	28	2196	0	1	1	0
4014	1	1	1	0	0	28	2196	0	1	0	0
4014	2	6	1	0	0	28	2196	0	1	0	0
4021	1	1	1	0	0	28	2196	1	0	0	0
4021	2	6	1	0	0	28	2196	1	0	1	0
4022	1	5	5	0	0	28	2196	0	1	1	0
4023	1	1	1	0	0	14	775	0	1	1	0
4024	1	1	1	0	0	28	2196	0	1	1	0
4028	1	1	1	0	0	28	2196	2	0	1	0
4031	1	1	1	0	0	28	2196	0	1	1	0
4042	1	1	1	0	0	28	2196	0	1	1	0
4051	1	1	1	0	0	28	2196	0	1	1	0
4061	1	1	1	0	0	28	2196	0	1	1	0
4071	1	1	1	0	0	28	2196	0	1	1	0
4081	1	1	1	0	0	28	2196	0	1	1	0
4084	1	4	4	0	0	28	2196	0	1	1	0
4085	1	4	4	0	0	28	2196	0	1	1	0
4086	1	4	4	0	0	28	2196	0	1	1	0
4087	1	4	4	0	0	28	2196	0	1	1	0
4088	1	4	4	0	0	28	2196	0	1	1	0
4091	1	1	1	0	0	28	2196	0	1	1	0
4101	1	1	1	0	0	28	2196	0	1	1	0
4111	1	1	1	0	0	28	2196	0	1	1	0
4131	1	1	1	0	0	28	2196	0	1	1	0
4132	1	1	1	0	0	28	2196	0	1	1	0
4141	1	1	1	0	0	28	2196	0	1	1	0
4151	1	1	1	0	0	28	2196	0	1	1	0
4161	1	1	1	0	0	28	2196	0	1	1	0
4171	1	1	1	0	0	28	2196	0	1	1	0
4181	1	1	1	0	0	28	2196	0	1	1	0
4184	1	4	4	0	0	28	2196	0	1	1	0
4185	1	4	4	0	0	28	2196	0	1	1	0
4186	1	4	4	0	0	28	2196	0	1	1	0
4187	1	4	4	0	0	28	2196	0	1	1	0
4188	1	4	4	0	0	28	2196	0	1	1	0
4189	1	4	4	0	0	28	2196	0	1	1	0
4190	1	4	4	0	0	28	2196	0	1	1	0
4191	1	1	1	0	0	28	2196	0	1	1	0
4199	1	4	4	0	0	28	2196	0	1	1	0
4201	1	1	1	0	0	28	2196	0	1	1	0
4208	1	4	4	0	0	28	2196	0	1	1	0
4209	1	4	4	0	0	28	2196	0	1	1	0
4211	1	1	1	0	0	28	2196	0	1	1	0
4218	1	4	4	0	0	28	2196	0	1	1	0
4219	1	4	4	0	0	28	2196	0	1	1	0
4221	1	4	4	0	0	28	2196	0	1	1	0
4222	1	4	4	0	0	28	2196	0	1	1	0
4238	1	4	4	0	0	28	2196	0	1	1	0
4239	1	4	4	0	0	28	2196	0	1	1	0
4248	1	4	4	0	0	28	2196	0	1	1	0
4249	1	4	4	0	0	28	2196	0	1	1	0
4258	1	4	4	0	0	28	2196	0	1	1	0
4259	1	4	4	0	0	28	2196	0	1	1	0
4268	1	4	4	0	0	28	2196	0	1	1	0
4278	1	4	4	0	0	28	2196	0	1	1	0
4279	1	4	4	0	0	28	2196	0	1	1	0
4288	1	4	4	0	0	28	2196	0	1	1	0
4292	1	3	2	0	0	28	2196	0	1	1	0
4298	1	4	4	0	0	28	2196	0	1	1	0
4306	1	3	2	0	0	28	2196	0	1	1	0
4308	1	4	4	0	0	28	2196	0	1	1	0
4309	1	4	4	0	0	28	2196	0	1	1	0
