% time	cellId	IMSI	RNTI	txMode	layer	mcs	size	rv	ndi	correct	ccId
1585	1	1	1	0	0	28	2196	0	1	1	0
1586	1	3	2	0	0	28	2196	0	1	1	0
1587	1	3	2	0	0	28	2196	0	1	1	0
1588	1	3	2	0	0	28	2196	0	1	1	0
1589	1	2	6	0	0	28	2196	0	1	1	0
1590	1	4	4	0	0	28	2196	0	1	1	0
1591	1	4	4	0	0	28	2196	0	1	1	0
1592	1	3	2	0	0	28	2196	0	1	1	0
1593	1	4	4	0	0	28	2196	0	1	1	0
1594	1	3	2	0	0	28	2196	0	1	1	0
1595	1	1	1	0	0	28	2196	0	1	1	0
1596	1	4	4	0	0	28	2196	0	1	1	0
1597	1	4	4	0	0	28	2196	0	1	1	0
1598	1	2	6	0	0	28	2196	0	1	1	0
1599	1	3	2	0	0	28	2196	0	1	1	0
1600	1	3	2	0	0	28	2196	0	1	1	0
1604	1	4	4	0	0	28	2196	0	1	1	0
1605	1	1	1	0	0	28	2196	0	1	1	0
1606	1	3	2	0	0	28	2196	0	1	1	0
1607	1	4	4	0	0	28	2196	0	1	1	0
1608	1	3	2	0	0	28	2196	0	1	1	0
1609	1	3	2	0	0	28	2196	0	1	1	0
1610	1	2	6	0	0	28	2196	0	1	1	0
1612	1	3	2	0	0	28	2196	0	1	1	0
1613	1	3	2	0	0	28	2196	0	1	1	0
1614	1	4	4	0	0	28	2196	0	1	1	0
1615	1	1	1	0	0	28	2196	0	1	1	0
1616	1	4	4	0	0	28	2196	0	1	1	0
1617	1	4	4	0	0	28	2196	0	1	1	0
1618	1	2	6	0	0	28	2196	0	1	1	0
1619	1	3	2	0	0	28	2196	0	1	1	0
1620	1	3	2	0	0	28	2196	0	1	1	0
1621	1	3	2	0	0	28	2196	0	1	1	0
1622	1	4	4	0	0	28	2196	0	1	1	0
1623	1	3	2	0	0	28	2196	0	1	1	0
1624	1	3	2	0	0	28	2196	0	1	1	0
1625	1	1	1	0	0	28	2196	0	1	1	0
1626	1	4	4	0	0	28	2196	0	1	1	0
1627	1	3	2	0	0	28	2196	0	1	1	0
1628	1	4	4	0	0	28	2196	0	1	1	0
1629	1	4	4	0	0	28	2196	0	1	1	0
1630	1	4	4	0	0	28	2196	0	1	1	0
1631	1	4	4	0	0	28	2196	0	1	1	0
1632	1	4	4	0	0	28	2196	0	1	1	0
1633	1	4	4	0	0	28	2196	0	1	1	0
1634	1	2	6	0	0	28	2196	0	1	1	0
1635	1	1	1	0	0	28	2196	0	1	1	0
1636	1	3	2	0	0	28	2196	0	1	1	0
1637	1	4	4	0	0	28	2196	0	1	1	0
1638	1	3	2	0	0	28	2196	0	1	1	0
1639	1	4	4	0	0	28	2196	0	1	1	0
1640	1	3	2	0	0	28	2196	0	1	1	0
1641	1	2	6	0	0	28	2196	0	1	1	0
1642	1	4	4	0	0	28	2196	0	1	1	0
1643	1	3	2	0	0	28	2196	0	1	1	0
1644	1	4	4	0	0	28	2196	0	1	1	0
1645	1	1	1	0	0	28	2196	0	1	1	0
1646	1	3	2	0	0	28	2196	0	1	1	0
1647	1	4	4	0	0	28	2196	0	1	1	0
1648	1	3	2	0	0	28	2196	0	1	1	0
1649	1	2	6	0	0	28	2196	0	1	1	0
1650	1	4	4	0	0	28	2196	0	1	1	0
1651	1	3	2	0	0	28	2196	0	1	1	0
1652	1	4	4	0	0	28	2196	0	1	1	0
1653	1	3	2	0	0	28	2196	0	1	1	0
1654	1	4	4	0	0	28	2196	0	1	1	0
1655	1	1	1	0	0	28	2196	0	1	1	0
1656	1	3	2	0	0	28	2196	0	1	1	0
1657	1	4	4	0	0	28	2196	0	1	1	0
1658	1	2	6	0	0	28	2196	0	1	1	0
1659	1	3	2	0	0	28	2196	0	1	1	0
1661	1	4	4	0	0	28	2196	0	1	1	0
1662	1	4	4	0	0	28	2196	0	1	1	0
1663	1	4	4	0	0	28	2196	0	1	1	0
1664	1	3	2	0	0	28	2196	0	1	1	0
1665	1	1	1	0	0	28	2196	0	1	1	0
1666	1	3	2	0	0	28	2196	0	1	1	0
1667	1	3	2	0	0	28	2196	0	1	1	0
1668	1	4	4	0	0	28	2196	0	1	1	0
1669	1	3	2	0	0	28	2196	0	1	1	0
1670	1	2	6	0	0	28	2196	0	1	1	0
1671	1	3	2	0	0	28	2196	0	1	1	0
1672	1	4	4	0	0	28	2196	0	1	1	0
1673	1	3	2	0	0	28	2196	0	1	1	0
1674	1	4	4	0	0	28	2196	0	1	1	0
1675	1	1	1	0	0	28	2196	0	1	1	0
1676	1	4	4	0	0	28	2196	0	1	1	0
1677	1	3	2	0	0	28	2196	0	1	1	0
1678	1	2	6	0	0	28	2196	0	1	1	0
1679	1	4	4	0	0	28	2196	0	1	1	0
1680	1	3	2	0	0	28	2196	0	1	1	0
1684	1	4	4	0	0	28	2196	0	1	1	0
1685	1	1	1	0	0	28	2196	0	1	1	0
1686	1	3	2	0	0	28	2196	0	1	1	0
1687	1	4	4	0	0	28	2196	0	1	1	0
1688	1	3	2	0	0	28	2196	0	1	1	0
1689	1	4	4	0	0	28	2196	0	1	1	0
1690	1	2	6	0	0	28	2196	0	1	1	0
1691	1	3	2	0	0	28	2196	0	1	1	0
1692	1	3	2	0	0	28	2196	0	1	1	0
1693	1	4	4	0	0	28	2196	0	1	1	0
1694	1	4	4	0	0	28	2196	0	1	1	0
1695	1	1	1	0	0	28	2196	0	1	1	0
1696	1	3	2	0	0	28	2196	0	1	1	0
1697	1	4	4	0	0	28	2196	0	1	1	0
1698	1	2	6	0	0	28	2196	0	1	1	0
1699	1	3	2	0	0	28	2196	0	1	1	0
1700	1	3	2	0	0	28	2196	0	1	1	0
1701	1	4	4	0	0	28	2196	0	1	1	0
1702	1	4	4	0	0	28	2196	0	1	1	0
1703	1	4	4	0	0	28	2196	0	1	1	0
1704	1	3	2	0	0	28	2196	0	1	1	0
1705	1	1	1	0	0	28	2196	0	1	1	0
1706	1	3	2	0	0	28	2196	0	1	1	0
1707	1	4	4	0	0	28	2196	0	1	1	0
1708	1	4	4	0	0	28	2196	0	1	1	0
1709	1	3	2	0	0	28	2196	0	1	1	0
1710	1	3	2	0	0	28	2196	0	1	1	0
1711	1	2	6	0	0	28	2196	0	1	1	0
1712	1	4	4	0	0	28	2196	0	1	1	0
1713	1	3	2	0	0	28	2196	0	1	1	0
1714	1	4	4	0	0	28	2196	0	1	1	0
1715	1	1	1	0	0	28	2196	0	1	1	0
1716	1	3	2	0	0	28	2196	0	1	1	0
1717	1	4	4	0	0	28	2196	0	1	1	0
1718	1	3	2	0	0	28	2196	0	1	1	0
1719	1	2	6	0	0	28	2196	0	1	1	0
1720	1	4	4	0	0	28	2196	0	1	1	0
1721	1	3	2	0	0	28	2196	0	1	1	0
1722	1	4	4	0	0	28	2196	0	1	1	0
1723	1	3	2	0	0	28	2196	0	1	1	0
1724	1	4	4	0	0	28	2196	0	1	1	0
1725	1	1	1	0	0	28	2196	0	1	1	0
1726	1	3	2	0	0	28	2196	0	1	1	0
1727	1	4	4	0	0	28	2196	0	1	1	0
1728	1	2	6	0	0	28	2196	0	1	1	0
1729	1	3	2	0	0	28	2196	0	1	1	0
1730	1	4	4	0	0	28	2196	0	1	1	0
1731	1	4	4	0	0	28	2196	0	1	1	0
1732	1	4	4	0	0	28	2196	0	1	1	0
1733	1	3	2	0	0	28	2196	0	1	1	0
1734	1	3	2	0	0	28	2196	0	1	1	0
1735	1	1	1	0	0	28	2196	0	1	1	0
1736	1	3	2	0	0	28	2196	0	1	1	0
1737	1	4	4	0	0	28	2196	0	1	1	0
1738	1	2	6	0	0	28	2196	0	1	1	0
1739	1	3	2	0	0	28	2196	0	1	1	0
1740	1	4	4	0	0	28	2196	0	1	1	0
1741	1	3	2	0	0	28	2196	0	1	1	0
1742	1	3	2	0	0	28	2196	0	1	1	0
1744	1	4	4	0	0	28	2196	0	1	1	0
1745	1	1	1	0	0	28	2196	0	1	1	0
1746	1	3	2	0	0	28	2196	0	1	1	0
1747	1	4	4	0	0	28	2196	0	1	1	0
1749	1	4	4	0	0	28	2196	0	1	1	0
1750	1	4	4	0	0	28	2196	0	1	1	0
1751	1	3	2	0	0	28	2196	0	1	1	0
1752	1	2	6	0	0	28	2196	0	1	1	0
1753	1	4	4	0	0	28	2196	0	1	1	0
1754	1	3	2	0	0	28	2196	0	1	1	0
1755	1	1	1	0	0	28	2196	0	1	1	0
1756	1	3	2	0	0	28	2196	0	1	1	0
1757	1	4	4	0	0	28	2196	0	1	1	0
1758	1	3	2	0	0	28	2196	0	1	1	0
1760	1	3	2	0	0	28	2196	0	1	1	0
1761	1	2	6	0	0	28	2196	0	1	1	0
1762	1	4	4	0	0	28	2196	0	1	1	0
1763	1	3	2	0	0	28	2196	0	1	1	0
1764	1	4	4	0	0	28	2196	0	1	1	0
1765	1	1	1	0	0	28	2196	0	1	1	0
1766	1	4	4	0	0	28	2196	0	1	1	0
1767	1	3	2	0	0	28	2196	0	1	1	0
1768	1	2	6	0	0	28	2196	0	1	1	0
1769	1	4	4	0	0	28	2196	0	1	1	0
1770	1	3	2	0	0	28	2196	0	1	1	0
1771	1	4	4	0	0	28	2196	0	1	1	0
1772	1	3	2	0	0	28	2196	0	1	1	0
1773	1	4	4	0	0	28	2196	0	1	1	0
1774	1	3	2	0	0	28	2196	0	1	1	0
1775	1	1	1	0	0	28	2196	0	1	1	0
1776	1	4	4	0	0	28	2196	0	1	1	0
1777	1	3	2	0	0	28	2196	0	1	1	0
1778	1	4	4	0	0	28	2196	0	1	1	0
1779	1	4	4	0	0	28	2196	0	1	1	0
1780	1	4	4	0	0	28	2196	0	1	1	0
1782	1	2	6	0	0	28	2196	0	1	1	0
1783	1	3	2	0	0	28	2196	0	1	1	0
1784	1	3	2	0	0	28	2196	0	1	1	0
1785	1	1	1	0	0	28	2196	0	1	1	0
1786	1	3	2	0	0	28	2196	0	1	1	0
1787	1	2	6	0	0	28	2196	0	1	1	0
1788	1	3	2	0	0	28	2196	0	1	1	0
1789	1	3	2	0	0	28	2196	0	1	1	0
1790	1	4	4	0	0	28	2196	0	1	1	0
1791	1	3	2	0	0	28	2196	0	1	1	0
1793	1	4	4	0	0	28	2196	0	1	1	0
1794	1	3	2	0	0	28	2196	0	1	1	0
1795	1	1	1	0	0	28	2196	0	1	1	0
1796	1	4	4	0	0	28	2196	0	1	1	0
1797	1	4	4	0	0	28	2196	0	1	1	0
1799	1	3	2	0	0	28	2196	0	1	1	0
1800	1	3	2	0	0	28	2196	0	1	1	0
1801	1	4	4	0	0	28	2196	0	1	1	0
1802	1	2	6	0	0	28	2196	0	1	1	0
1803	1	3	2	0	0	28	2196	0	1	1	0
1804	1	3	2	0	0	28	2196	0	1	1	0
1805	1	1	1	0	0	28	2196	0	1	1	0
1806	1	4	4	0	0	28	2196	0	1	1	0
1807	1	3	2	0	0	28	2196	0	1	1	0
1808	1	3	2	0	0	28	2196	0	1	1	0
1809	1	2	6	0	0	28	2196	0	1	1	0
1810	1	4	4	0	0	28	2196	0	1	1	0
1811	1	4	4	0	0	28	2196	0	1	1	0
1812	1	3	2	0	0	28	2196	0	1	1	0
1813	1	4	4	0	0	28	2196	0	1	1	0
1814	1	4	4	0	0	28	2196	0	1	1	0
1815	1	1	1	0	0	28	2196	0	1	1	0
1816	1	4	4	0	0	28	2196	0	1	1	0
1817	1	3	2	0	0	28	2196	0	1	1	0
1818	1	2	6	0	0	28	2196	0	1	1	0
1819	1	4	4	0	0	28	2196	0	1	1	0
1820	1	3	2	0	0	28	2196	0	1	1	0
1821	1	3	2	0	0	28	2196	0	1	1	0
1822	1	4	4	0	0	28	2196	0	1	1	0
1823	1	4	4	0	0	28	2196	0	1	1	0
1824	1	4	4	0	0	28	2196	0	1	1	0
1825	1	1	1	0	0	28	2196	0	1	1	0
1826	1	3	2	0	0	28	2196	0	1	1	0
1827	1	4	4	0	0	28	2196	0	1	1	0
1829	1	3	2	0	0	28	2196	0	1	1	0
1830	1	3	2	0	0	28	2196	0	1	1	0
1831	1	3	2	0	0	28	2196	0	1	1	0
1832	1	4	4	0	0	28	2196	0	1	1	0
1834	1	2	6	0	0	28	2196	0	1	1	0
1835	1	1	1	0	0	28	2196	0	1	1	0
1836	1	4	4	0	0	28	2196	0	1	1	0
1837	1	3	2	0	0	28	2196	0	1	1	0
1838	1	3	2	0	0	28	2196	0	1	1	0
1839	1	3	2	0	0	28	2196	0	1	1	0
1840	1	3	2	0	0	28	2196	0	1	1	0
1841	1	2	6	0	0	28	2196	0	1	1	0
1842	1	4	4	0	0	28	2196	0	1	1	0
1843	1	3	2	0	0	28	2196	0	1	1	0
1844	1	3	2	0	0	28	2196	0	1	1	0
1845	1	1	1	0	0	28	2196	0	1	1	0
1846	1	3	2	0	0	28	2196	0	1	1	0
1847	1	3	2	0	0	28	2196	0	1	1	0
1849	1	2	6	0	0	28	2196	0	1	1	0
1850	1	4	4	0	0	28	2196	0	1	1	0
1851	1	3	2	0	0	28	2196	0	1	1	0
1852	1	4	4	0	0	28	2196	0	1	1	0
1853	1	3	2	0	0	28	2196	0	1	1	0
1854	1	4	4	0	0	28	2196	0	1	1	0
1855	1	1	1	0	0	28	2196	0	1	1	0
1856	1	4	4	0	0	28	2196	0	1	1	0
1857	1	4	4	0	0	28	2196	0	1	1	0
1858	1	2	6	0	0	28	2196	0	1	1	0
1859	1	3	2	0	0	28	2196	0	1	1	0
1860	1	3	2	0	0	28	2196	0	1	1	0
1861	1	4	4	0	0	28	2196	0	1	1	0
1862	1	4	4	0	0	28	2196	0	1	1	0
1863	1	4	4	0	0	28	2196	0	1	1	0
1864	1	3	2	0	0	28	2196	0	1	1	0
1865	1	1	1	0	0	28	2196	0	1	1	0
1866	1	4	4	0	0	28	2196	0	1	1	0
1867	1	4	4	0	0	28	2196	0	1	1	0
1868	1	4	4	0	0	28	2196	0	1	1	0
1869	1	3	2	0	0	28	2196	0	1	1	0
1870	1	2	6	0	0	28	2196	0	1	1	0
1871	1	4	4	0	0	28	2196	0	1	1	0
1872	1	3	2	0	0	28	2196	0	1	1	0
1873	1	4	4	0	0	28	2196	0	1	1	0
1874	1	3	2	0	0	28	2196	0	1	1	0
1875	1	1	1	0	0	28	2196	0	1	1	0
1876	1	4	4	0	0	28	2196	0	1	1	0
1877	1	3	2	0	0	28	2196	0	1	1	0
1878	1	2	6	0	0	28	2196	0	1	1	0
1879	1	3	2	0	0	28	2196	0	1	1	0
1880	1	3	2	0	0	28	2196	0	1	1	0
1881	1	3	2	0	0	28	2196	0	1	1	0
1882	1	4	4	0	0	28	2196	0	1	1	0
1884	1	3	2	0	0	28	2196	0	1	1	0
1885	1	1	1	0	0	28	2196	0	1	1	0
1886	1	4	4	0	0	28	2196	0	1	1	0
1887	1	4	4	0	0	28	2196	0	1	1	0
1888	1	4	4	0	0	28	2196	0	1	1	0
1889	1	3	2	0	0	28	2196	0	1	1	0
1890	1	3	2	0	0	28	2196	0	1	1	0
1891	1	2	6	0	0	28	2196	0	1	1	0
1892	1	4	4	0	0	28	2196	0	1	1	0
1893	1	3	2	0	0	28	2196	0	1	1	0
1894	1	4	4	0	0	28	2196	0	1	1	0
1895	1	1	1	0	0	28	2196	0	1	1	0
1896	1	4	4	0	0	28	2196	0	1	1	0
1897	1	3	2	0	0	28	2196	0	1	1	0
1898	1	2	6	0	0	28	2196	0	1	1	0
1899	1	4	4	0	0	28	2196	0	1	1	0
1900	1	4	4	0	0	28	2196	0	1	1	0
1901	1	3	2	0	0	28	2196	0	1	1	0
1902	1	4	4	0	0	28	2196	0	1	1	0
1903	1	3	2	0	0	28	2196	0	1	1	0
1904	1	3	2	0	0	28	2196	0	1	1	0
1905	1	1	1	0	0	28	2196	0	1	1	0
1906	1	4	4	0	0	28	2196	0	1	1	0
1907	1	3	2	0	0	28	2196	0	1	1	0
1908	1	4	4	0	0	28	2196	0	1	1	0
1909	1	4	4	0	0	28	2196	0	1	1	0
1911	1	4	4	0	0	28	2196	0	1	1	0
1913	1	4	4	0	0	28	2196	0	1	1	0
1914	1	2	6	0	0	28	2196	0	1	1	0
1915	1	1	1	0	0	28	2196	0	1	1	0
1916	1	3	2	0	0	28	2196	0	1	1	0
1917	1	3	2	0	0	28	2196	0	1	1	0
1918	1	3	2	0	0	28	2196	0	1	1	0
1919	1	4	4	0	0	28	2196	0	1	1	0
1920	1	3	2	0	0	28	2196	0	1	1	0
1921	1	2	6	0	0	28	2196	0	1	1	0
1922	1	4	4	0	0	28	2196	0	1	1	0
1923	1	3	2	0	0	28	2196	0	1	1	0
1924	1	3	2	0	0	28	2196	0	1	1	0
1925	1	1	1	0	0	28	2196	0	1	1	0
1926	1	4	4	0	0	28	2196	0	1	1	0
1927	1	3	2	0	0	28	2196	0	1	1	0
1928	1	4	4	0	0	28	2196	0	1	1	0
1929	1	4	4	0	0	28	2196	0	1	1	0
1930	1	2	6	0	0	28	2196	0	1	1	0
1931	1	3	2	0	0	28	2196	0	1	1	0
1932	1	4	4	0	0	28	2196	0	1	1	0
1934	1	3	2	0	0	28	2196	0	1	1	0
1935	1	1	1	0	0	28	2196	0	1	1	0
1936	1	4	4	0	0	28	2196	0	1	1	0
1937	1	3	2	0	0	28	2196	0	1	1	0
1938	1	4	4	0	0	28	2196	0	1	1	0
1939	1	3	2	0	0	28	2196	0	1	1	0
1940	1	3	2	0	0	28	2196	0	1	1	0
1941	1	4	4	0	0	28	2196	0	1	1	0
1942	1	2	6	0	0	28	2196	0	1	1	0
1943	1	4	4	0	0	28	2196	0	1	1	0
1944	1	3	2	0	0	28	2196	0	1	1	0
1945	1	1	1	0	0	28	2196	0	1	1	0
1946	1	3	2	0	0	28	2196	0	1	1	0
1947	1	4	4	0	0	28	2196	0	1	1	0
1948	1	4	4	0	0	28	2196	0	1	1	0
1949	1	3	2	0	0	28	2196	0	1	1	0
1950	1	2	6	0	0	28	2196	0	1	1	0
1951	1	3	2	0	0	28	2196	0	1	1	0
1952	1	3	2	0	0	28	2196	0	1	1	0
1953	1	3	2	0	0	28	2196	0	1	1	0
1954	1	3	2	0	0	28	2196	0	1	1	0
1955	1	1	1	0	0	28	2196	0	1	1	0
1956	1	4	4	0	0	28	2196	0	1	1	0
1957	1	3	2	0	0	28	2196	0	1	1	0
1958	1	2	6	0	0	28	2196	0	1	1	0
1959	1	3	2	0	0	28	2196	0	1	1	0
1960	1	4	4	0	0	28	2196	0	1	1	0
1961	1	3	2	0	0	28	2196	0	1	1	0
1964	1	3	2	0	0	28	2196	0	1	1	0
1965	1	1	1	0	0	28	2196	0	1	1	0
1966	1	4	4	0	0	28	2196	0	1	1	0
1967	1	4	4	0	0	28	2196	0	1	1	0
1968	1	3	2	0	0	28	2196	0	1	1	0
1969	1	3	2	0	0	28	2196	0	1	1	0
1970	1	2	6	0	0	28	2196	0	1	1	0
1971	1	4	4	0	0	28	2196	0	1	1	0
1972	1	4	4	0	0	28	2196	0	1	1	0
1973	1	3	2	0	0	28	2196	0	1	1	0
1974	1	3	2	0	0	28	2196	0	1	1	0
1975	1	1	1	0	0	28	2196	0	1	1	0
1976	1	4	4	0	0	28	2196	0	1	1	0
1977	1	3	2	0	0	28	2196	0	1	1	0
1978	1	4	4	0	0	28	2196	0	1	1	0
1979	1	4	4	0	0	28	2196	0	1	1	0
1980	1	2	6	0	0	28	2196	0	1	1	0
1981	1	3	2	0	0	28	2196	0	1	1	0
1984	1	4	4	0	0	28	2196	0	1	1	0
1985	1	1	1	0	0	28	2196	0	1	1	0
1986	1	3	2	0	0	28	2196	0	1	1	0
1987	1	3	2	0	0	28	2196	0	1	1	0
1988	1	3	2	0	0	28	2196	0	1	1	0
1989	1	3	2	0	0	28	2196	0	1	1	0
1990	1	2	6	0	0	28	2196	0	1	1	0
1991	1	4	4	0	0	28	2196	0	1	1	0
1992	1	3	2	0	0	28	2196	0	1	1	0
1993	1	3	2	0	0	28	2196	0	1	1	0
1995	1	1	1	0	0	28	2196	0	1	1	0
1996	1	3	2	0	0	28	2196	0	1	1	0
1997	1	4	4	0	0	28	2196	0	1	1	0
1998	1	2	6	0	0	28	2196	0	1	1	0
1999	1	3	2	0	0	28	2196	0	1	1	0
2000	1	3	2	0	0	28	2196	0	1	1	0
2001	1	3	2	0	0	28	2196	0	1	1	0
2002	1	4	4	0	0	28	2196	0	1	1	0
2003	1	4	4	0	0	28	2196	0	1	1	0
2004	1	3	2	0	0	28	2196	0	1	1	0
2005	1	1	1	0	0	28	2196	0	1	1	0
2006	1	3	2	0	0	28	2196	0	1	1	0
2014	1	5	5	0	0	28	2196	0	1	1	0
2016	1	2	6	0	0	28	2196	0	1	1	0
2017	1	1	1	0	0	28	2196	0	1	1	0
2018	1	4	4	0	0	28	2196	0	1	1	0
2019	1	4	4	0	0	28	2196	0	1	1	0
2020	1	3	2	0	0	28	2196	0	1	1	0
2021	1	3	2	0	0	28	2196	0	1	1	0
2022	1	3	2	0	0	28	2196	0	1	1	0
2023	1	4	4	0	0	28	2196	0	1	1	0
2025	1	2	6	0	0	28	2196	0	1	1	0
2026	1	1	1	0	0	28	2196	0	1	1	0
2027	1	4	4	0	0	28	2196	0	1	1	0
2028	1	3	2	0	0	28	2196	0	1	1	0
2029	1	3	2	0	0	28	2196	0	1	1	0
2030	1	3	2	0	0	28	2196	0	1	1	0
2031	1	2	6	0	0	28	2196	0	1	1	0
2032	1	4	4	0	0	28	2196	0	1	1	0
2033	1	3	2	0	0	28	2196	0	1	1	0
2034	1	3	2	0	0	28	2196	0	1	1	0
2035	1	1	1	0	0	28	2196	0	1	1	0
2036	1	3	2	0	0	28	2196	0	1	1	0
2037	1	4	4	0	0	28	2196	0	1	1	0
2038	1	4	4	0	0	28	2196	0	1	1	0
2039	1	2	6	0	0	28	2196	0	1	1	0
2040	1	3	2	0	0	28	2196	0	1	1	0
2041	1	3	2	0	0	28	2196	0	1	1	0
2042	1	3	2	0	0	28	2196	0	1	1	0
2043	1	4	4	0	0	28	2196	0	1	1	0
2044	1	3	2	0	0	28	2196	0	1	1	0
2045	1	1	1	0	0	28	2196	0	1	1	0
2046	1	3	2	0	0	28	2196	0	1	1	0
2048	1	2	6	0	0	28	2196	0	1	1	0
2049	1	4	4	0	0	28	2196	0	1	1	0
2050	1	3	2	0	0	28	2196	0	1	1	0
2053	1	4	4	0	0	28	2196	0	1	1	0
2054	1	3	2	0	0	28	2196	0	1	1	0
2055	1	1	1	0	0	28	2196	0	1	1	0
2056	1	3	2	0	0	28	2196	0	1	1	0
2057	1	3	2	0	0	28	2196	0	1	1	0
2058	1	3	2	0	0	28	2196	0	1	1	0
2059	1	3	2	0	0	28	2196	0	1	1	0
2060	1	2	6	0	0	28	2196	0	1	1	0
2061	1	4	4	0	0	28	2196	0	1	1	0
2062	1	4	4	0	0	28	2196	0	1	1	0
2063	1	4	4	0	0	28	2196	0	1	1	0
2064	1	4	4	0	0	28	2196	0	1	1	0
2065	1	1	1	0	0	28	2196	0	1	1	0
2066	1	4	4	0	0	28	2196	0	1	1	0
2067	1	4	4	0	0	28	2196	0	1	1	0
2068	1	2	6	0	0	28	2196	0	1	1	0
2069	1	4	4	0	0	28	2196	0	1	1	0
2070	1	4	4	0	0	28	2196	0	1	1	0
2071	1	3	2	0	0	28	2196	0	1	1	0
2072	1	3	2	0	0	28	2196	0	1	1	0
2073	1	3	2	0	0	28	2196	0	1	1	0
2074	1	4	4	0	0	28	2196	0	1	1	0
2075	1	1	1	0	0	28	2196	0	1	1	0
2076	1	3	2	0	0	28	2196	0	1	1	0
2077	1	4	4	0	0	28	2196	0	1	1	0
2078	1	4	4	0	0	28	2196	0	1	1	0
2079	1	4	4	0	0	28	2196	0	1	1	0
2080	1	4	4	0	0	28	2196	0	1	1	0
2081	1	2	6	0	0	28	2196	0	1	1	0
2082	1	3	2	0	0	28	2196	0	1	1	0
2083	1	3	2	0	0	28	2196	0	1	1	0
2084	1	4	4	0	0	28	2196	0	1	1	0
2085	1	1	1	0	0	28	2196	0	1	1	0
2086	1	3	2	0	0	28	2196	0	1	1	0
2088	1	3	2	0	0	28	2196	0	1	1	0
2089	1	4	4	0	0	28	2196	0	1	1	0
2090	1	3	2	0	0	28	2196	0	1	1	0
2091	1	3	2	0	0	28	2196	0	1	1	0
2093	1	2	6	0	0	28	2196	0	1	1	0
2094	1	4	4	0	0	28	2196	0	1	1	0
2095	1	1	1	0	0	28	2196	0	1	1	0
2096	1	4	4	0	0	28	2196	0	1	1	0
2097	1	3	2	0	0	28	2196	0	1	1	0
2098	1	4	4	0	0	28	2196	0	1	1	0
2099	1	3	2	0	0	28	2196	0	1	1	0
2100	1	3	2	0	0	28	2196	0	1	1	0
2101	1	2	6	0	0	28	2196	0	1	1	0
2102	1	3	2	0	0	28	2196	0	1	1	0
2103	1	3	2	0	0	28	2196	0	1	1	0
2104	1	3	2	0	0	28	2196	0	1	1	0
2105	1	1	1	0	0	28	2196	0	1	1	0
2106	1	4	4	0	0	28	2196	0	1	1	0
2107	1	4	4	0	0	28	2196	0	1	1	0
2108	1	3	2	0	0	28	2196	0	1	1	0
2109	1	2	6	0	0	28	2196	0	1	1	0
2110	1	4	4	0	0	28	2196	0	1	1	0
2111	1	3	2	0	0	28	2196	0	1	1	0
2112	1	4	4	0	0	28	2196	0	1	1	0
2113	1	4	4	0	0	28	2196	0	1	1	0
2114	1	3	2	0	0	28	2196	0	1	1	0
2115	1	1	1	0	0	28	2196	0	1	1	0
2116	1	3	2	0	0	28	2196	0	1	1	0
2117	1	4	4	0	0	28	2196	0	1	1	0
2118	1	2	6	0	0	28	2196	0	1	1	0
2119	1	3	2	0	0	28	2196	0	1	1	0
2120	1	3	2	0	0	28	2196	0	1	1	0
2121	1	3	2	0	0	28	2196	0	1	1	0
2122	1	4	4	0	0	28	2196	0	1	1	0
2123	1	4	4	0	0	28	2196	0	1	1	0
2124	1	4	4	0	0	28	2196	0	1	1	0
2125	1	1	1	0	0	28	2196	0	1	1	0
2126	1	3	2	0	0	28	2196	0	1	1	0
2127	1	4	4	0	0	28	2196	0	1	1	0
2129	1	4	4	0	0	28	2196	0	1	1	0
2130	1	4	4	0	0	28	2196	0	1	1	0
2131	1	3	2	0	0	28	2196	0	1	1	0
2132	1	2	6	0	0	28	2196	0	1	1	0
2133	1	4	4	0	0	28	2196	0	1	1	0
2134	1	4	4	0	0	28	2196	0	1	1	0
2135	1	1	1	0	0	28	2196	0	1	1	0
2136	1	3	2	0	0	28	2196	0	1	1	0
2137	1	4	4	0	0	28	2196	0	1	1	0
2138	1	3	2	0	0	28	2196	0	1	1	0
2139	1	4	4	0	0	28	2196	0	1	1	0
2140	1	3	2	0	0	28	2196	0	1	1	0
2141	1	2	6	0	0	28	2196	0	1	1	0
2142	1	4	4	0	0	28	2196	0	1	1	0
2143	1	3	2	0	0	28	2196	0	1	1	0
2144	1	3	2	0	0	28	2196	0	1	1	0
2145	1	1	1	0	0	28	2196	0	1	1	0
2146	1	3	2	0	0	28	2196	0	1	1	0
2147	1	3	2	0	0	28	2196	0	1	1	0
2149	1	2	6	0	0	28	2196	0	1	1	0
2150	1	3	2	0	0	28	2196	0	1	1	0
2151	1	4	4	0	0	28	2196	0	1	1	0
2152	1	4	4	0	0	28	2196	0	1	1	0
2153	1	3	2	0	0	28	2196	0	1	1	0
2154	1	3	2	0	0	28	2196	0	1	1	0
2155	1	1	1	0	0	28	2196	0	1	1	0
2156	1	3	2	0	0	28	2196	0	1	1	0
2157	1	4	4	0	0	28	2196	0	1	1	0
2158	1	3	2	0	0	28	2196	0	1	1	0
2159	1	3	2	0	0	28	2196	0	1	1	0
2160	1	2	6	0	0	28	2196	0	1	1	0
2161	1	4	4	0	0	28	2196	0	1	1	0
2162	1	3	2	0	0	28	2196	0	1	1	0
