time(s)	cellId	rnti	lcid	packetSize	delay(s)
1.00903	1	1	3	1430	0.0040261
1.00903	1	2	3	1430	0.00402492
1.00903	1	3	3	130	0.00402479
1.00903	1	4	3	130	0.00402465
1.01003	1	3	3	130	0.00402828
1.01003	1	4	3	130	0.00402815
1.01103	1	1	3	1430	0.0040261
1.01103	1	2	3	1430	0.00402492
1.01103	1	3	3	130	0.00402479
1.01103	1	4	3	130	0.00402465
1.01203	1	3	3	130	0.00402828
1.01203	1	4	3	130	0.00402815
1.01303	1	1	3	1430	0.0040261
1.01303	1	2	3	1430	0.00402492
1.01303	1	3	3	130	0.00402479
1.01303	1	4	3	130	0.00402465
1.01403	1	3	3	130	0.00402828
1.01403	1	4	3	130	0.00402815
1.01503	1	1	3	1430	0.0040261
1.01503	1	2	3	1430	0.00402492
1.01503	1	3	3	130	0.00402479
1.01503	1	4	3	130	0.00402465
1.01603	1	3	3	130	0.00402828
1.01603	1	4	3	130	0.00402815
1.01703	1	1	3	1430	0.0040261
1.01703	1	2	3	1430	0.00402492
1.01703	1	3	3	130	0.00402479
1.01703	1	4	3	130	0.00402465
1.01796	1	3	3	130	0.00395685
1.01796	1	4	3	130	0.00395672
1.01903	1	1	3	1430	0.0040261
1.01903	1	2	3	1430	0.00402492
1.01903	1	3	3	130	0.00402479
1.01903	1	4	3	130	0.00402465
1.02003	1	3	3	130	0.00402828
1.02003	1	4	3	130	0.00402815
1.02103	1	1	3	1430	0.0040261
1.02103	1	2	3	1430	0.00402492
1.02103	1	3	3	130	0.00402479
1.02103	1	4	3	130	0.00402465
1.02203	1	3	3	130	0.00402828
1.02203	1	4	3	130	0.00402815
1.02303	1	1	3	1430	0.0040261
1.02303	1	2	3	1430	0.00402492
1.02303	1	3	3	130	0.00402479
1.02303	1	4	3	130	0.00402465
1.02403	1	3	3	130	0.00402828
1.02403	1	4	3	130	0.00402815
1.02503	1	1	3	1430	0.0040261
1.02503	1	2	3	1430	0.00402492
1.02503	1	3	3	130	0.00402479
1.02503	1	4	3	130	0.00402465
1.02603	1	3	3	130	0.00402828
1.02603	1	4	3	130	0.00402815
1.02703	1	1	3	1430	0.0040261
1.02703	1	2	3	1430	0.00402492
1.02703	1	3	3	130	0.00402479
1.02703	1	4	3	130	0.00402465
1.02803	1	3	3	130	0.00402828
1.02803	1	4	3	130	0.00402815
1.02896	1	1	3	1430	0.00395467
1.02896	1	2	3	1430	0.00395349
1.02896	1	3	3	130	0.00395336
1.02896	1	4	3	130	0.00395322
1.02996	1	3	3	130	0.00395685
1.02996	1	4	3	130	0.00395672
1.03103	1	1	3	1430	0.0040261
1.03103	1	2	3	1430	0.00402492
1.03103	1	3	3	130	0.00402479
1.03103	1	4	3	130	0.00402465
1.03203	1	3	3	130	0.00402828
1.03203	1	4	3	130	0.00402815
1.03303	1	1	3	1430	0.0040261
1.03303	1	2	3	1430	0.00402492
1.03303	1	3	3	130	0.00402479
1.03303	1	4	3	130	0.00402465
1.03403	1	3	3	130	0.00402828
1.03403	1	4	3	130	0.00402815
1.03503	1	1	3	1430	0.0040261
1.03503	1	2	3	1430	0.00402492
1.03503	1	3	3	130	0.00402479
1.03503	1	4	3	130	0.00402465
1.03603	1	3	3	130	0.00402828
1.03603	1	4	3	130	0.00402815
1.03703	1	1	3	1430	0.0040261
1.03703	1	2	3	1430	0.00402492
1.03703	1	3	3	130	0.00402479
1.03703	1	4	3	130	0.00402465
1.03803	1	3	3	130	0.00402828
1.03803	1	4	3	130	0.00402815
1.03903	1	1	3	1430	0.0040261
1.03903	1	2	3	1430	0.00402492
1.03903	1	3	3	130	0.00402479
1.03903	1	4	3	130	0.00402465
1.04003	1	3	3	130	0.00402828
1.04003	1	4	3	130	0.00402815
1.04103	1	1	3	1430	0.0040261
1.04103	1	2	3	1430	0.00402492
1.04103	1	3	3	130	0.00402479
1.04103	1	4	3	130	0.00402465
1.04203	1	3	3	130	0.00402828
1.04203	1	4	3	130	0.00402815
1.04303	1	1	3	1430	0.0040261
1.04303	1	2	3	1430	0.00402492
1.04303	1	3	3	130	0.00402479
1.04303	1	4	3	130	0.00402465
1.04403	1	3	3	130	0.00402828
1.04403	1	4	3	130	0.00402815
1.04503	1	1	3	1430	0.0040261
1.04503	1	2	3	1430	0.00402492
1.04503	1	3	3	130	0.00402479
1.04503	1	4	3	130	0.00402465
1.04603	1	3	3	130	0.00402828
1.04603	1	4	3	130	0.00402815
1.04703	1	1	3	1430	0.0040261
1.04703	1	2	3	1430	0.00402492
1.04703	1	3	3	130	0.00402479
1.04703	1	4	3	130	0.00402465
1.04803	1	3	3	130	0.00402828
1.04803	1	4	3	130	0.00402815
1.04903	1	1	3	1430	0.0040261
1.04903	1	2	3	1430	0.00402492
1.04903	1	3	3	130	0.00402479
1.04903	1	4	3	130	0.00402465
1.05003	1	3	3	130	0.00402828
1.05003	1	4	3	130	0.00402815
1.05103	1	1	3	1430	0.0040261
1.05103	1	2	3	1430	0.00402492
1.05103	1	3	3	130	0.00402479
1.05103	1	4	3	130	0.00402465
1.05203	1	3	3	130	0.00402828
1.05203	1	4	3	130	0.00402815
1.05303	1	1	3	1430	0.0040261
1.05303	1	2	3	1430	0.00402492
1.05303	1	3	3	130	0.00402479
1.05303	1	4	3	130	0.00402465
1.05403	1	3	3	130	0.00402828
1.05403	1	4	3	130	0.00402815
1.05503	1	1	3	1430	0.00402601
1.05503	1	2	3	1430	0.00402484
1.05503	1	3	3	130	0.0040247
1.05503	1	4	3	130	0.00402456
1.05503	1	5	3	80	0.00402836
1.05503	1	6	3	80	0.00402827
1.05603	1	3	3	130	0.00402828
1.05603	1	4	3	130	0.00402815
1.05703	1	1	3	1430	0.0040261
1.05703	1	2	3	1430	0.00402492
1.05703	1	3	3	130	0.00402479
1.05703	1	4	3	130	0.00402465
1.05803	1	3	3	130	0.00402828
1.05803	1	4	3	130	0.00402815
1.05896	1	1	3	1430	0.00395467
1.05896	1	2	3	1430	0.00395349
1.05896	1	3	3	130	0.00395336
1.05896	1	4	3	130	0.00395322
1.06003	1	3	3	130	0.00402828
1.06003	1	4	3	130	0.00402815
1.06103	1	1	3	1430	0.0040261
1.06103	1	2	3	1430	0.00402492
1.06103	1	3	3	130	0.00402479
1.06103	1	4	3	130	0.00402465
1.06203	1	3	3	130	0.00402828
1.06203	1	4	3	130	0.00402815
1.06303	1	1	3	1430	0.0040261
1.06303	1	2	3	1430	0.00402492
1.06303	1	3	3	130	0.00402479
1.06303	1	4	3	130	0.00402465
1.06403	1	3	3	130	0.00402828
1.06403	1	4	3	130	0.00402815
1.06503	1	1	3	1430	0.0040261
1.06503	1	2	3	1430	0.00402492
1.06503	1	3	3	130	0.00402479
1.06503	1	4	3	130	0.00402465
1.06603	1	3	3	130	0.00402828
1.06603	1	4	3	130	0.00402815
1.06703	1	1	3	1430	0.0040261
1.06703	1	2	3	1430	0.00402492
1.06703	1	3	3	130	0.00402479
1.06703	1	4	3	130	0.00402465
1.06796	1	3	3	130	0.00395685
1.06796	1	4	3	130	0.00395672
1.06896	1	1	3	1430	0.00395467
1.06896	1	2	3	1430	0.00395349
1.06896	1	3	3	130	0.00395336
1.06896	1	4	3	130	0.00395322
1.07003	1	3	3	130	0.00402828
1.07003	1	4	3	130	0.00402815
1.07103	1	1	3	1430	0.0040261
1.07103	1	2	3	1430	0.00402492
1.07103	1	3	3	130	0.00402479
1.07103	1	4	3	130	0.00402465
1.07203	1	3	3	130	0.00402828
1.07203	1	4	3	130	0.00402815
1.07303	1	1	3	1430	0.0040261
1.07303	1	2	3	1430	0.00402492
1.07303	1	3	3	130	0.00402479
1.07303	1	4	3	130	0.00402465
1.07403	1	3	3	130	0.00402828
1.07403	1	4	3	130	0.00402815
1.07503	1	1	3	1430	0.0040261
1.07503	1	2	3	1430	0.00402492
1.07503	1	3	3	130	0.00402479
1.07503	1	4	3	130	0.00402465
1.07603	1	3	3	130	0.00402828
1.07603	1	4	3	130	0.00402815
1.07703	1	1	3	1430	0.0040261
1.07703	1	2	3	1430	0.00402492
1.07703	1	3	3	130	0.00402479
1.07703	1	4	3	130	0.00402465
1.07803	1	3	3	130	0.00402828
1.07803	1	4	3	130	0.00402815
1.07903	1	1	3	1430	0.0040261
1.07903	1	2	3	1430	0.00402492
1.07903	1	3	3	130	0.00402479
1.07903	1	4	3	130	0.00402465
1.08003	1	3	3	130	0.00402828
1.08003	1	4	3	130	0.00402815
1.08103	1	1	3	1430	0.0040261
1.08103	1	2	3	1430	0.00402492
1.08103	1	3	3	130	0.00402479
1.08103	1	4	3	130	0.00402465
1.08203	1	3	3	130	0.00402828
1.08203	1	4	3	130	0.00402815
1.08303	1	1	3	1430	0.0040261
1.08303	1	2	3	1430	0.00402492
1.08303	1	3	3	130	0.00402479
1.08303	1	4	3	130	0.00402465
1.08403	1	3	3	130	0.00402828
1.08403	1	4	3	130	0.00402815
1.08503	1	1	3	1430	0.0040261
1.08503	1	2	3	1430	0.00402492
1.08503	1	3	3	130	0.00402479
1.08503	1	4	3	130	0.00402465
1.08603	1	3	3	130	0.00402828
1.08603	1	4	3	130	0.00402815
1.08703	1	1	3	1430	0.0040261
1.08703	1	2	3	1430	0.00402492
1.08703	1	3	3	130	0.00402479
1.08703	1	4	3	130	0.00402465
1.08803	1	3	3	130	0.00402828
1.08803	1	4	3	130	0.00402815
1.08903	1	1	3	1430	0.0040261
1.08903	1	2	3	1430	0.00402492
1.08903	1	3	3	130	0.00402479
1.08903	1	4	3	130	0.00402465
1.09003	1	3	3	130	0.00402828
1.09003	1	4	3	130	0.00402815
1.09103	1	1	3	1430	0.0040261
1.09103	1	2	3	1430	0.00402492
1.09103	1	3	3	130	0.00402479
1.09103	1	4	3	130	0.00402465
1.09203	1	3	3	130	0.00402828
1.09203	1	4	3	130	0.00402815
1.09303	1	1	3	1430	0.0040261
1.09303	1	2	3	1430	0.00402492
1.09303	1	3	3	130	0.00402479
1.09303	1	4	3	130	0.00402465
1.09403	1	3	3	130	0.00402828
1.09403	1	4	3	130	0.00402815
1.09503	1	1	3	1430	0.0040261
1.09503	1	2	3	1430	0.00402492
1.09503	1	3	3	130	0.00402479
1.09503	1	4	3	130	0.00402465
1.09603	1	3	3	130	0.00402828
1.09603	1	4	3	130	0.00402815
1.09703	1	1	3	1430	0.0040261
1.09703	1	2	3	1430	0.00402492
1.09703	1	3	3	130	0.00402479
1.09703	1	4	3	130	0.00402465
1.09796	1	3	3	130	0.00395685
1.09796	1	4	3	130	0.00395672
1.09903	1	1	3	1430	0.0040261
1.09903	1	2	3	1430	0.00402492
1.09903	1	3	3	130	0.00402479
1.09903	1	4	3	130	0.00402465
1.10003	1	3	3	130	0.00402828
1.10003	1	4	3	130	0.00402815
1.10103	1	1	3	1430	0.0040261
1.10103	1	2	3	1430	0.00402492
1.10103	1	3	3	130	0.00402479
1.10103	1	4	3	130	0.00402465
1.10203	1	3	3	130	0.00402828
1.10203	1	4	3	130	0.00402815
1.10303	1	1	3	1430	0.0040261
1.10303	1	2	3	1430	0.00402492
1.10303	1	3	3	130	0.00402479
1.10303	1	4	3	130	0.00402465
1.10403	1	3	3	130	0.00402828
1.10403	1	4	3	130	0.00402815
1.10503	1	1	3	1430	0.00402601
1.10503	1	2	3	1430	0.00402484
1.10503	1	3	3	130	0.0040247
1.10503	1	4	3	130	0.00402456
1.10503	1	5	3	80	0.00402836
1.10503	1	6	3	80	0.00402827
1.10603	1	3	3	130	0.00402828
1.10603	1	4	3	130	0.00402815
1.10703	1	1	3	1430	0.0040261
1.10703	1	2	3	1430	0.00402492
1.10703	1	3	3	130	0.00402479
1.10703	1	4	3	130	0.00402465
1.10803	1	3	3	130	0.00402828
1.10803	1	4	3	130	0.00402815
1.10896	1	1	3	1430	0.00395467
1.10896	1	2	3	1430	0.00395349
1.10896	1	3	3	130	0.00395336
1.10896	1	4	3	130	0.00395322
1.10996	1	3	3	130	0.00395685
1.10996	1	4	3	130	0.00395672
1.11103	1	1	3	1430	0.0040261
1.11103	1	2	3	1430	0.00402492
1.11103	1	3	3	130	0.00402479
1.11103	1	4	3	130	0.00402465
1.11203	1	3	3	130	0.00402828
1.11203	1	4	3	130	0.00402815
1.11303	1	1	3	1430	0.0040261
1.11303	1	2	3	1430	0.00402492
1.11303	1	3	3	130	0.00402479
1.11303	1	4	3	130	0.00402465
1.11403	1	3	3	130	0.00402828
1.11403	1	4	3	130	0.00402815
1.11503	1	1	3	1430	0.0040261
1.11503	1	2	3	1430	0.00402492
1.11503	1	3	3	130	0.00402479
1.11503	1	4	3	130	0.00402465
1.11603	1	3	3	130	0.00402828
1.11603	1	4	3	130	0.00402815
1.11703	1	1	3	1430	0.0040261
1.11703	1	2	3	1430	0.00402492
1.11703	1	3	3	130	0.00402479
1.11703	1	4	3	130	0.00402465
1.11803	1	3	3	130	0.00402828
1.11803	1	4	3	130	0.00402815
1.11903	1	1	3	1430	0.0040261
1.11903	1	2	3	1430	0.00402492
1.11903	1	3	3	130	0.00402479
1.11903	1	4	3	130	0.00402465
1.12003	1	3	3	130	0.00402828
1.12003	1	4	3	130	0.00402815
1.12103	1	1	3	1430	0.0040261
1.12103	1	2	3	1430	0.00402492
1.12103	1	3	3	130	0.00402479
1.12103	1	4	3	130	0.00402465
1.12203	1	3	3	130	0.00402828
1.12203	1	4	3	130	0.00402815
1.12303	1	1	3	1430	0.0040261
1.12303	1	2	3	1430	0.00402492
1.12303	1	3	3	130	0.00402479
1.12303	1	4	3	130	0.00402465
1.12403	1	3	3	130	0.00402828
1.12403	1	4	3	130	0.00402815
1.12503	1	1	3	1430	0.0040261
1.12503	1	2	3	1430	0.00402492
1.12503	1	3	3	130	0.00402479
1.12503	1	4	3	130	0.00402465
1.12603	1	3	3	130	0.00402828
1.12603	1	4	3	130	0.00402815
1.12703	1	1	3	1430	0.0040261
1.12703	1	2	3	1430	0.00402492
1.12703	1	3	3	130	0.00402479
1.12703	1	4	3	130	0.00402465
1.12803	1	3	3	130	0.00402828
1.12803	1	4	3	130	0.00402815
1.12903	1	1	3	1430	0.0040261
1.12903	1	2	3	1430	0.00402492
1.12903	1	3	3	130	0.00402479
1.12903	1	4	3	130	0.00402465
1.13003	1	3	3	130	0.00402828
1.13003	1	4	3	130	0.00402815
1.13103	1	1	3	1430	0.0040261
1.13103	1	2	3	1430	0.00402492
1.13103	1	3	3	130	0.00402479
1.13103	1	4	3	130	0.00402465
1.13203	1	3	3	130	0.00402828
1.13203	1	4	3	130	0.00402815
1.13303	1	1	3	1430	0.0040261
1.13303	1	2	3	1430	0.00402492
1.13303	1	3	3	130	0.00402479
1.13303	1	4	3	130	0.00402465
1.13403	1	3	3	130	0.00402828
1.13403	1	4	3	130	0.00402815
1.13503	1	1	3	1430	0.0040261
1.13503	1	2	3	1430	0.00402492
1.13503	1	3	3	130	0.00402479
1.13503	1	4	3	130	0.00402465
1.13603	1	3	3	130	0.00402828
1.13603	1	4	3	130	0.00402815
1.13703	1	1	3	1430	0.0040261
1.13703	1	2	3	1430	0.00402492
1.13703	1	3	3	130	0.00402479
1.13703	1	4	3	130	0.00402465
1.13803	1	3	3	130	0.00402828
1.13803	1	4	3	130	0.00402815
1.13896	1	1	3	1430	0.00395467
1.13896	1	2	3	1430	0.00395349
1.13896	1	3	3	130	0.00395336
1.13896	1	4	3	130	0.00395322
1.14003	1	3	3	130	0.00402828
1.14003	1	4	3	130	0.00402815
1.14103	1	1	3	1430	0.0040261
1.14103	1	2	3	1430	0.00402492
1.14103	1	3	3	130	0.00402479
1.14103	1	4	3	130	0.00402465
1.14203	1	3	3	130	0.00402828
1.14203	1	4	3	130	0.00402815
1.14303	1	1	3	1430	0.0040261
1.14303	1	2	3	1430	0.00402492
1.14303	1	3	3	130	0.00402479
1.14303	1	4	3	130	0.00402465
1.14403	1	3	3	130	0.00402828
1.14403	1	4	3	130	0.00402815
1.14503	1	1	3	1430	0.0040261
1.14503	1	2	3	1430	0.00402492
1.14503	1	3	3	130	0.00402479
1.14503	1	4	3	130	0.00402465
1.14603	1	3	3	130	0.00402828
1.14603	1	4	3	130	0.00402815
1.14703	1	1	3	1430	0.0040261
1.14703	1	2	3	1430	0.00402492
1.14703	1	3	3	130	0.00402479
1.14703	1	4	3	130	0.00402465
1.14796	1	3	3	130	0.00395685
1.14796	1	4	3	130	0.00395672
1.14896	1	1	3	1430	0.00395467
1.14896	1	2	3	1430	0.00395349
1.14896	1	3	3	130	0.00395336
1.14896	1	4	3	130	0.00395322
1.15003	1	3	3	130	0.00402828
1.15003	1	4	3	130	0.00402815
1.15103	1	1	3	1430	0.0040261
1.15103	1	2	3	1430	0.00402492
1.15103	1	3	3	130	0.00402479
1.15103	1	4	3	130	0.00402465
1.15203	1	3	3	130	0.00402828
1.15203	1	4	3	130	0.00402815
1.15303	1	1	3	1430	0.0040261
1.15303	1	2	3	1430	0.00402492
1.15303	1	3	3	130	0.00402479
1.15303	1	4	3	130	0.00402465
1.15403	1	3	3	130	0.00402828
1.15403	1	4	3	130	0.00402815
1.15503	1	1	3	1430	0.00402601
1.15503	1	2	3	1430	0.00402484
1.15503	1	3	3	130	0.0040247
1.15503	1	4	3	130	0.00402456
1.15503	1	5	3	80	0.00402836
1.15503	1	6	3	80	0.00402827
1.15603	1	3	3	130	0.00402828
1.15603	1	4	3	130	0.00402815
1.15703	1	1	3	1430	0.0040261
1.15703	1	2	3	1430	0.00402492
1.15703	1	3	3	130	0.00402479
1.15703	1	4	3	130	0.00402465
1.15803	1	3	3	130	0.00402828
1.15803	1	4	3	130	0.00402815
1.15903	1	1	3	1430	0.0040261
1.15903	1	2	3	1430	0.00402492
1.15903	1	3	3	130	0.00402479
1.15903	1	4	3	130	0.00402465
1.16003	1	3	3	130	0.00402828
1.16003	1	4	3	130	0.00402815
1.16103	1	1	3	1430	0.0040261
1.16103	1	2	3	1430	0.00402492
1.16103	1	3	3	130	0.00402479
1.16103	1	4	3	130	0.00402465
1.16203	1	3	3	130	0.00402828
1.16203	1	4	3	130	0.00402815
1.16303	1	1	3	1430	0.0040261
1.16303	1	2	3	1430	0.00402492
1.16303	1	3	3	130	0.00402479
1.16303	1	4	3	130	0.00402465
1.16403	1	3	3	130	0.00402828
1.16403	1	4	3	130	0.00402815
1.16503	1	1	3	1430	0.0040261
1.16503	1	2	3	1430	0.00402492
1.16503	1	3	3	130	0.00402479
1.16503	1	4	3	130	0.00402465
1.16603	1	3	3	130	0.00402828
1.16603	1	4	3	130	0.00402815
1.16703	1	1	3	1430	0.0040261
1.16703	1	2	3	1430	0.00402492
1.16703	1	3	3	130	0.00402479
1.16703	1	4	3	130	0.00402465
1.16803	1	3	3	130	0.00402828
1.16803	1	4	3	130	0.00402815
1.16903	1	1	3	1430	0.0040261
1.16903	1	2	3	1430	0.00402492
1.16903	1	3	3	130	0.00402479
1.16903	1	4	3	130	0.00402465
1.17003	1	3	3	130	0.00402828
1.17003	1	4	3	130	0.00402815
1.17103	1	1	3	1430	0.0040261
1.17103	1	2	3	1430	0.00402492
1.17103	1	3	3	130	0.00402479
1.17103	1	4	3	130	0.00402465
1.17203	1	3	3	130	0.00402828
1.17203	1	4	3	130	0.00402815
1.17303	1	1	3	1430	0.0040261
1.17303	1	2	3	1430	0.00402492
1.17303	1	3	3	130	0.00402479
1.17303	1	4	3	130	0.00402465
1.17403	1	3	3	130	0.00402828
1.17403	1	4	3	130	0.00402815
1.17503	1	1	3	1430	0.0040261
1.17503	1	2	3	1430	0.00402492
1.17503	1	3	3	130	0.00402479
1.17503	1	4	3	130	0.00402465
1.17603	1	3	3	130	0.00402828
1.17603	1	4	3	130	0.00402815
1.17703	1	1	3	1430	0.0040261
1.17703	1	2	3	1430	0.00402492
1.17703	1	3	3	130	0.00402479
1.17703	1	4	3	130	0.00402465
1.17796	1	3	3	130	0.00395685
1.17796	1	4	3	130	0.00395672
1.17903	1	1	3	1430	0.0040261
1.17903	1	2	3	1430	0.00402492
1.17903	1	3	3	130	0.00402479
1.17903	1	4	3	130	0.00402465
1.18003	1	3	3	130	0.00402828
1.18003	1	4	3	130	0.00402815
1.18103	1	1	3	1430	0.0040261
1.18103	1	2	3	1430	0.00402492
1.18103	1	3	3	130	0.00402479
1.18103	1	4	3	130	0.00402465
1.18203	1	3	3	130	0.00402828
1.18203	1	4	3	130	0.00402815
1.18303	1	1	3	1430	0.0040261
1.18303	1	2	3	1430	0.00402492
1.18303	1	3	3	130	0.00402479
1.18303	1	4	3	130	0.00402465
1.18403	1	3	3	130	0.00402828
1.18403	1	4	3	130	0.00402815
1.18503	1	1	3	1430	0.0040261
1.18503	1	2	3	1430	0.00402492
1.18503	1	3	3	130	0.00402479
1.18503	1	4	3	130	0.00402465
1.18603	1	3	3	130	0.00402828
1.18603	1	4	3	130	0.00402815
1.18703	1	1	3	1430	0.0040261
1.18703	1	2	3	1430	0.00402492
1.18703	1	3	3	130	0.00402479
1.18703	1	4	3	130	0.00402465
1.18803	1	3	3	130	0.00402828
1.18803	1	4	3	130	0.00402815
1.18896	1	1	3	1430	0.00395467
1.18896	1	2	3	1430	0.00395349
1.18896	1	3	3	130	0.00395336
1.18896	1	4	3	130	0.00395322
1.18996	1	3	3	130	0.00395685
1.18996	1	4	3	130	0.00395672
1.19103	1	1	3	1430	0.0040261
1.19103	1	2	3	1430	0.00402492
1.19103	1	3	3	130	0.00402479
1.19103	1	4	3	130	0.00402465
1.19203	1	3	3	130	0.00402828
1.19203	1	4	3	130	0.00402815
1.19303	1	1	3	1430	0.0040261
1.19303	1	2	3	1430	0.00402492
1.19303	1	3	3	130	0.00402479
1.19303	1	4	3	130	0.00402465
1.19403	1	3	3	130	0.00402828
1.19403	1	4	3	130	0.00402815
1.19503	1	1	3	1430	0.0040261
1.19503	1	2	3	1430	0.00402492
1.19503	1	3	3	130	0.00402479
1.19503	1	4	3	130	0.00402465
1.19603	1	3	3	130	0.00402828
1.19603	1	4	3	130	0.00402815
1.19703	1	1	3	1430	0.0040261
1.19703	1	2	3	1430	0.00402492
1.19703	1	3	3	130	0.00402479
1.19703	1	4	3	130	0.00402465
1.19803	1	3	3	130	0.00402828
1.19803	1	4	3	130	0.00402815
1.19903	1	1	3	1430	0.0040261
1.19903	1	2	3	1430	0.00402492
1.19903	1	3	3	130	0.00402479
1.19903	1	4	3	130	0.00402465
1.20003	1	3	3	130	0.00402828
1.20003	1	4	3	130	0.00402815
1.20103	1	1	3	1430	0.0040261
1.20103	1	2	3	1430	0.00402492
1.20103	1	3	3	130	0.00402479
1.20103	1	4	3	130	0.00402465
1.20203	1	3	3	130	0.00402828
1.20203	1	4	3	130	0.00402815
1.20303	1	1	3	1430	0.0040261
1.20303	1	2	3	1430	0.00402492
1.20303	1	3	3	130	0.00402479
1.20303	1	4	3	130	0.00402465
1.20403	1	3	3	130	0.00402828
1.20403	1	4	3	130	0.00402815
1.20503	1	1	3	1430	0.00402601
1.20503	1	2	3	1430	0.00402484
1.20503	1	3	3	130	0.0040247
1.20503	1	4	3	130	0.00402456
1.20503	1	5	3	80	0.00402836
1.20503	1	6	3	80	0.00402827
1.20603	1	3	3	130	0.00402828
1.20603	1	4	3	130	0.00402815
1.20703	1	1	3	1430	0.0040261
1.20703	1	2	3	1430	0.00402492
1.20703	1	3	3	130	0.00402479
1.20703	1	4	3	130	0.00402465
1.20803	1	3	3	130	0.00402828
1.20803	1	4	3	130	0.00402815
1.20903	1	1	3	1430	0.0040261
1.20903	1	2	3	1430	0.00402492
1.20903	1	3	3	130	0.00402479
1.20903	1	4	3	130	0.00402465
1.21003	1	3	3	130	0.00402828
1.21003	1	4	3	130	0.00402815
1.21103	1	1	3	1430	0.0040261
1.21103	1	2	3	1430	0.00402492
1.21103	1	3	3	130	0.00402479
1.21103	1	4	3	130	0.00402465
1.21203	1	3	3	130	0.00402828
1.21203	1	4	3	130	0.00402815
1.21303	1	1	3	1430	0.0040261
1.21303	1	2	3	1430	0.00402492
1.21303	1	3	3	130	0.00402479
1.21303	1	4	3	130	0.00402465
1.21403	1	3	3	130	0.00402828
1.21403	1	4	3	130	0.00402815
1.21503	1	1	3	1430	0.0040261
1.21503	1	2	3	1430	0.00402492
1.21503	1	3	3	130	0.00402479
1.21503	1	4	3	130	0.00402465
1.21603	1	3	3	130	0.00402828
1.21603	1	4	3	130	0.00402815
1.21703	1	1	3	1430	0.0040261
1.21703	1	2	3	1430	0.00402492
1.21703	1	3	3	130	0.00402479
1.21703	1	4	3	130	0.00402465
1.21803	1	3	3	130	0.00402828
1.21803	1	4	3	130	0.00402815
1.21896	1	1	3	1430	0.00395467
1.21896	1	2	3	1430	0.00395349
1.21896	1	3	3	130	0.00395336
1.21896	1	4	3	130	0.00395322
1.22003	1	3	3	130	0.00402828
1.22003	1	4	3	130	0.00402815
1.22103	1	1	3	1430	0.0040261
1.22103	1	2	3	1430	0.00402492
1.22103	1	3	3	130	0.00402479
1.22103	1	4	3	130	0.00402465
1.22203	1	3	3	130	0.00402828
1.22203	1	4	3	130	0.00402815
1.22303	1	1	3	1430	0.0040261
1.22303	1	2	3	1430	0.00402492
1.22303	1	3	3	130	0.00402479
1.22303	1	4	3	130	0.00402465
1.22403	1	3	3	130	0.00402828
1.22403	1	4	3	130	0.00402815
1.22503	1	1	3	1430	0.0040261
1.22503	1	2	3	1430	0.00402492
1.22503	1	3	3	130	0.00402479
1.22503	1	4	3	130	0.00402465
1.22603	1	3	3	130	0.00402828
1.22603	1	4	3	130	0.00402815
1.22703	1	1	3	1430	0.0040261
1.22703	1	2	3	1430	0.00402492
1.22703	1	3	3	130	0.00402479
1.22703	1	4	3	130	0.00402465
1.22796	1	3	3	130	0.00395685
1.22796	1	4	3	130	0.00395672
1.22896	1	1	3	1430	0.00395467
1.22896	1	2	3	1430	0.00395349
1.22896	1	3	3	130	0.00395336
1.22896	1	4	3	130	0.00395322
1.23003	1	3	3	130	0.00402828
1.23003	1	4	3	130	0.00402815
1.23103	1	1	3	1430	0.0040261
1.23103	1	2	3	1430	0.00402492
1.23103	1	3	3	130	0.00402479
1.23103	1	4	3	130	0.00402465
1.23203	1	3	3	130	0.00402828
1.23203	1	4	3	130	0.00402815
1.23303	1	1	3	1430	0.0040261
1.23303	1	2	3	1430	0.00402492
1.23303	1	3	3	130	0.00402479
1.23303	1	4	3	130	0.00402465
1.23403	1	3	3	130	0.00402828
1.23403	1	4	3	130	0.00402815
1.23503	1	1	3	1430	0.0040261
1.23503	1	2	3	1430	0.00402492
1.23503	1	3	3	130	0.00402479
1.23503	1	4	3	130	0.00402465
1.23603	1	3	3	130	0.00402828
1.23603	1	4	3	130	0.00402815
1.23703	1	1	3	1430	0.0040261
1.23703	1	2	3	1430	0.00402492
1.23703	1	3	3	130	0.00402479
1.23703	1	4	3	130	0.00402465
1.23803	1	3	3	130	0.00402828
1.23803	1	4	3	130	0.00402815
1.23903	1	1	3	1430	0.0040261
1.23903	1	2	3	1430	0.00402492
1.23903	1	3	3	130	0.00402479
1.23903	1	4	3	130	0.00402465
1.24003	1	3	3	130	0.00402828
1.24003	1	4	3	130	0.00402815
1.24103	1	1	3	1430	0.0040261
1.24103	1	2	3	1430	0.00402492
1.24103	1	3	3	130	0.00402479
1.24103	1	4	3	130	0.00402465
1.24203	1	3	3	130	0.00402828
1.24203	1	4	3	130	0.00402815
1.24303	1	1	3	1430	0.0040261
1.24303	1	2	3	1430	0.00402492
1.24303	1	3	3	130	0.00402479
1.24303	1	4	3	130	0.00402465
1.24403	1	3	3	130	0.00402828
1.24403	1	4	3	130	0.00402815
1.24503	1	1	3	1430	0.0040261
1.24503	1	2	3	1430	0.00402492
1.24503	1	3	3	130	0.00402479
1.24503	1	4	3	130	0.00402465
1.24603	1	3	3	130	0.00402828
1.24603	1	4	3	130	0.00402815
