% time	cellId	IMSI	RNTI	layer	mcs	size	rv	ndi	ccId
5251	1	4	4	0	28	2292	0	1	0
5251	2	6	1	0	6	153	0	1	0
5251	2	5	2	0	0	41	0	1	0
5252	1	4	4	0	28	2292	0	1	0
5252	2	6	1	0	6	153	0	1	0
5252	2	5	2	0	0	41	0	1	0
5253	2	6	1	0	6	153	0	1	0
5253	2	5	2	0	0	41	0	1	0
5254	2	6	1	0	6	153	0	1	0
5254	2	5	2	0	0	41	0	1	0
5255	2	6	1	0	6	153	0	1	0
5255	2	5	2	0	0	41	0	1	0
5256	2	6	1	0	6	153	0	1	0
5256	2	5	2	0	0	41	0	1	0
5257	2	6	1	0	6	153	0	1	0
5257	2	5	2	0	0	41	0	1	0
5258	1	4	4	0	28	2292	0	0	0
5258	2	6	1	0	6	153	0	0	0
5258	2	5	2	0	0	41	0	1	0
5259	2	6	1	0	6	153	0	0	0
5259	2	5	2	0	0	41	0	1	0
5260	2	6	1	0	6	153	0	1	0
5260	2	5	2	0	0	41	0	1	0
5261	2	6	1	0	6	153	0	1	0
5261	2	5	2	0	0	41	0	1	0
5262	2	6	1	0	6	153	0	1	0
5262	2	5	2	0	0	41	0	1	0
5263	2	6	1	0	6	153	0	1	0
5263	2	5	2	0	0	41	0	1	0
5264	2	6	1	0	6	153	0	1	0
5264	2	5	2	0	0	41	0	1	0
5265	2	6	1	0	6	153	0	0	0
5265	2	5	2	0	0	41	0	1	0
5266	2	6	1	0	6	153	0	1	0
5266	2	5	2	0	0	41	0	1	0
5267	2	6	1	0	6	153	0	1	0
5267	2	5	2	0	0	41	0	1	0
5268	2	6	1	0	6	153	0	1	0
5268	2	5	2	0	0	41	0	1	0
5269	2	6	1	0	6	153	0	1	0
5269	2	5	2	0	0	41	0	1	0
5270	2	6	1	0	6	153	0	1	0
5270	2	5	2	0	0	41	0	1	0
5271	1	4	4	0	28	2292	0	1	0
5271	2	6	1	0	6	153	0	1	0
5271	2	5	2	0	0	41	0	1	0
5272	1	4	4	0	28	2292	0	1	0
5272	2	6	1	0	6	153	0	1	0
5272	2	5	2	0	0	41	0	1	0
5273	2	6	1	0	6	153	0	1	0
5273	2	5	2	0	0	41	0	1	0
5274	2	6	1	0	6	153	0	1	0
5274	2	5	2	0	0	41	0	1	0
5275	2	6	1	0	6	153	0	1	0
5275	2	5	2	0	0	41	0	1	0
5276	2	6	1	0	6	153	0	1	0
5276	2	5	2	0	0	41	0	1	0
5277	2	6	1	0	6	153	0	1	0
5277	2	5	2	0	0	41	0	1	0
5278	1	4	4	0	28	2292	0	0	0
5278	2	6	1	0	6	153	0	0	0
5278	2	5	2	0	0	41	0	1	0
5279	1	4	4	0	28	2292	0	0	0
5279	2	6	1	0	6	153	0	0	0
5279	2	5	2	0	0	41	0	1	0
5280	2	6	1	0	6	153	0	1	0
5280	2	5	2	0	0	41	0	1	0
5281	1	4	4	0	28	2292	0	1	0
5281	2	6	1	0	6	153	0	1	0
5281	2	5	2	0	0	41	0	1	0
5282	2	6	1	0	6	153	0	1	0
5282	2	5	2	0	0	41	0	1	0
5283	2	6	1	0	6	153	0	1	0
5283	2	5	2	0	0	41	0	1	0
5284	2	6	1	0	6	153	0	1	0
5284	2	5	2	0	0	41	0	1	0
5285	2	6	1	0	6	153	0	0	0
5285	2	5	2	0	0	41	0	1	0
5286	2	6	1	0	6	153	0	0	0
5286	2	5	2	0	0	41	0	1	0
5287	2	6	1	0	6	153	0	1	0
5287	2	5	2	0	0	41	0	1	0
5288	1	4	4	0	28	2292	0	0	0
5288	2	6	1	0	6	153	0	0	0
5288	2	5	2	0	0	41	0	1	0
5289	2	6	1	0	6	153	0	1	0
5289	2	5	2	0	0	41	0	1	0
5290	2	6	1	0	6	153	0	1	0
5290	2	5	2	0	0	41	0	1	0
5291	2	6	1	0	6	153	0	1	0
5291	2	5	2	0	0	41	0	1	0
5292	2	6	1	0	6	153	0	1	0
5292	2	5	2	0	0	41	0	1	0
5293	2	6	1	0	6	153	0	1	0
5293	2	5	2	0	0	41	0	1	0
5294	2	6	1	0	6	153	0	1	0
5294	2	5	2	0	0	41	0	1	0
5295	2	6	1	0	6	153	0	0	0
5295	2	5	2	0	0	41	0	1	0
5296	2	6	1	0	6	153	0	1	0
5296	2	5	2	0	0	41	0	1	0
5297	2	6	1	0	6	153	0	1	0
5297	2	5	2	0	0	41	0	1	0
5298	2	6	1	0	6	153	0	1	0
5298	2	5	2	0	0	41	0	1	0
5299	2	6	1	0	6	153	0	1	0
5299	2	5	2	0	0	41	0	1	0
5300	2	6	1	0	6	153	0	1	0
5300	2	5	2	0	0	41	0	1	0
5301	1	4	4	0	28	2292	0	1	0
5301	2	6	1	0	6	153	0	1	0
5301	2	5	2	0	0	41	0	1	0
5302	1	4	4	0	28	2292	0	1	0
5302	2	6	1	0	6	153	0	1	0
5302	2	5	2	0	0	41	0	1	0
5303	2	6	1	0	6	153	0	1	0
5303	2	5	2	0	0	41	0	1	0
5304	2	6	1	0	6	153	0	1	0
5304	2	5	2	0	0	41	0	1	0
5305	2	6	1	0	6	153	0	1	0
5305	2	5	2	0	0	41	0	1	0
5306	2	6	1	0	6	153	0	1	0
5306	2	5	2	0	0	41	0	1	0
5307	2	6	1	0	6	153	0	1	0
5307	2	5	2	0	0	41	0	1	0
5308	1	4	4	0	28	2292	0	0	0
5308	2	6	1	0	6	153	0	0	0
5308	2	5	2	0	0	41	0	1	0
5309	1	4	4	0	28	2292	0	0	0
5309	2	6	1	0	6	153	0	0	0
5309	2	5	2	0	0	41	0	1	0
5310	2	6	1	0	6	153	0	1	0
5310	2	5	2	0	0	41	0	1	0
5311	1	4	4	0	28	2292	0	1	0
5311	2	6	1	0	6	153	0	1	0
5311	2	5	2	0	0	41	0	1	0
5312	2	6	1	0	6	153	0	1	0
5312	2	5	2	0	0	41	0	1	0
5313	2	6	1	0	6	153	0	1	0
5313	2	5	2	0	0	41	0	1	0
5314	2	6	1	0	6	153	0	1	0
5314	2	5	2	0	0	41	0	1	0
5315	2	6	1	0	6	153	0	0	0
5315	2	5	2	0	0	41	0	1	0
5316	2	6	1	0	6	153	0	0	0
5316	2	5	2	0	0	41	0	1	0
5317	2	6	1	0	6	153	0	1	0
5317	2	5	2	0	0	41	0	1	0
5318	1	4	4	0	28	2292	0	0	0
5318	2	6	1	0	6	153	0	0	0
5318	2	5	2	0	0	41	0	1	0
5319	2	6	1	0	6	153	0	1	0
5319	2	5	2	0	0	41	0	1	0
5320	2	6	1	0	6	153	0	1	0
5320	2	5	2	0	0	41	0	1	0
5321	1	4	4	0	28	2292	0	1	0
5321	2	6	1	0	6	153	0	1	0
5321	2	5	2	0	0	41	0	1	0
5322	2	6	1	0	6	153	0	1	0
5322	2	5	2	0	0	41	0	1	0
5323	2	6	1	0	6	153	0	1	0
5323	2	5	2	0	0	41	0	1	0
5324	2	6	1	0	6	153	0	1	0
5324	2	5	2	0	0	41	0	1	0
5325	2	6	1	0	6	153	0	0	0
5325	2	5	2	0	0	41	0	1	0
5326	2	6	1	0	6	153	0	1	0
5326	2	5	2	0	0	41	0	1	0
5327	2	6	1	0	6	153	0	1	0
5327	2	5	2	0	0	41	0	1	0
5328	1	4	4	0	28	2292	0	0	0
5328	2	6	1	0	6	153	0	0	0
5328	2	5	2	0	0	41	0	1	0
5329	2	6	1	0	6	153	0	1	0
5329	2	5	2	0	0	41	0	1	0
5330	2	6	1	0	6	153	0	1	0
5330	2	5	2	0	0	41	0	1	0
5331	1	4	4	0	28	2292	0	1	0
5331	2	6	1	0	6	153	0	1	0
5331	2	5	2	0	0	41	0	1	0
5332	2	6	1	0	6	153	0	1	0
5332	2	5	2	0	0	41	0	1	0
5333	2	6	1	0	6	153	0	1	0
5333	2	5	2	0	0	41	0	1	0
5334	2	6	1	0	6	153	0	1	0
5334	2	5	2	0	0	41	0	1	0
5335	2	6	1	0	6	153	0	0	0
5335	2	5	2	0	0	41	0	1	0
5336	2	6	1	0	6	153	0	1	0
5336	2	5	2	0	0	41	0	1	0
5337	2	6	1	0	6	153	0	1	0
5337	2	5	2	0	0	41	0	1	0
5338	1	4	4	0	28	2292	0	0	0
5338	2	6	1	0	6	153	0	0	0
5338	2	5	2	0	0	41	0	1	0
5339	2	6	1	0	6	153	0	1	0
5339	2	5	2	0	0	41	0	1	0
5340	2	6	1	0	6	153	0	1	0
5340	2	5	2	0	0	41	0	1	0
5341	2	6	1	0	6	153	0	1	0
5341	2	5	2	0	0	41	0	1	0
5342	2	6	1	0	6	153	0	1	0
5342	2	5	2	0	0	41	0	1	0
5343	2	6	1	0	6	153	0	1	0
5343	2	5	2	0	0	41	0	1	0
5344	2	6	1	0	6	153	0	1	0
5344	2	5	2	0	0	41	0	1	0
5345	2	6	1	0	6	153	0	0	0
5345	2	5	2	0	0	41	0	1	0
5346	2	6	1	0	6	153	0	1	0
5346	2	5	2	0	0	41	0	1	0
5347	2	6	1	0	6	153	0	1	0
5347	2	5	2	0	0	41	0	1	0
5348	2	6	1	0	6	153	0	1	0
5348	2	5	2	0	0	41	0	1	0
5349	2	6	1	0	6	153	0	1	0
5349	2	5	2	0	0	41	0	1	0
5350	2	6	1	0	6	153	0	1	0
5350	2	5	2	0	0	41	0	1	0
5351	1	4	4	0	28	2292	0	1	0
5351	2	6	1	0	6	153	0	1	0
5351	2	5	2	0	0	41	0	1	0
5352	1	4	4	0	28	2292	0	1	0
5352	2	6	1	0	6	153	0	1	0
5352	2	5	2	0	0	41	0	1	0
5353	2	6	1	0	6	153	0	1	0
5353	2	5	2	0	0	41	0	1	0
5354	2	6	1	0	6	153	0	1	0
5354	2	5	2	0	0	41	0	1	0
5355	2	6	1	0	6	153	0	1	0
5355	2	5	2	0	0	41	0	1	0
5356	2	6	1	0	6	153	0	1	0
5356	2	5	2	0	0	41	0	1	0
5357	2	6	1	0	6	153	0	1	0
5357	2	5	2	0	0	41	0	1	0
5358	1	4	4	0	28	2292	0	0	0
5358	2	6	1	0	6	153	0	0	0
5358	2	5	2	0	0	41	0	1	0
5359	1	4	4	0	28	2292	0	0	0
5359	2	6	1	0	6	153	0	0	0
5359	2	5	2	0	0	41	0	1	0
5360	2	6	1	0	6	153	0	1	0
5360	2	5	2	0	0	41	0	1	0
5361	1	4	4	0	28	2292	0	1	0
5361	2	6	1	0	6	153	0	1	0
5361	2	5	2	0	0	41	0	1	0
5362	2	6	1	0	6	153	0	1	0
5362	2	5	2	0	0	41	0	1	0
5363	2	6	1	0	6	153	0	1	0
5363	2	5	2	0	0	41	0	1	0
5364	2	6	1	0	6	153	0	1	0
5364	2	5	2	0	0	41	0	1	0
5365	2	6	1	0	6	153	0	0	0
5365	2	5	2	0	0	41	0	1	0
5366	2	6	1	0	6	153	0	0	0
5366	2	5	2	0	0	41	0	1	0
5367	2	6	1	0	6	153	0	1	0
5367	2	5	2	0	0	41	0	1	0
5368	1	4	4	0	28	2292	0	0	0
5368	2	6	1	0	6	153	0	0	0
5368	2	5	2	0	0	41	0	1	0
5369	2	6	1	0	6	153	0	1	0
5369	2	5	2	0	0	41	0	1	0
5370	2	6	1	0	6	153	0	1	0
5370	2	5	2	0	0	41	0	1	0
5371	2	6	1	0	6	153	0	1	0
5371	2	5	2	0	0	41	0	1	0
5372	2	6	1	0	6	153	0	1	0
5372	2	5	2	0	0	41	0	1	0
5373	2	6	1	0	6	153	0	1	0
5373	2	5	2	0	0	41	0	1	0
5374	2	6	1	0	6	153	0	1	0
5374	2	5	2	0	0	41	0	1	0
5375	2	6	1	0	6	153	0	0	0
5375	2	5	2	0	0	41	0	1	0
5376	2	6	1	0	6	153	0	1	0
5376	2	5	2	0	0	41	0	1	0
5377	2	6	1	0	6	153	0	1	0
5377	2	5	2	0	0	41	0	1	0
5378	2	6	1	0	6	153	0	1	0
5378	2	5	2	0	0	41	0	1	0
5379	2	6	1	0	6	153	0	1	0
5379	2	5	2	0	0	41	0	1	0
5380	2	6	1	0	6	153	0	1	0
5380	2	5	2	0	0	41	0	1	0
5381	1	4	4	0	28	2292	0	1	0
5381	2	6	1	0	6	153	0	1	0
5381	2	5	2	0	0	41	0	1	0
5382	1	4	4	0	28	2292	0	1	0
5382	2	6	1	0	6	153	0	1	0
5382	2	5	2	0	0	41	0	1	0
5383	2	6	1	0	6	153	0	1	0
5383	2	5	2	0	0	41	0	1	0
5384	2	6	1	0	6	153	0	1	0
5384	2	5	2	0	0	41	0	1	0
5385	2	6	1	0	6	153	0	1	0
5385	2	5	2	0	0	41	0	1	0
5386	2	6	1	0	6	153	0	1	0
5386	2	5	2	0	0	41	0	1	0
5387	2	6	1	0	6	153	0	1	0
5387	2	5	2	0	0	41	0	1	0
5388	1	4	4	0	28	2292	0	0	0
5388	2	6	1	0	6	153	0	0	0
5388	2	5	2	0	0	41	0	1	0
5389	1	4	4	0	28	2292	0	0	0
5389	2	6	1	0	6	153	0	0	0
5389	2	5	2	0	0	41	0	1	0
5390	2	6	1	0	6	153	0	1	0
5390	2	5	2	0	0	41	0	1	0
5391	2	6	1	0	6	153	0	1	0
5391	2	5	2	0	0	41	0	1	0
5392	2	6	1	0	6	153	0	1	0
5392	2	5	2	0	0	41	0	1	0
5393	2	6	1	0	6	153	0	1	0
5393	2	5	2	0	0	41	0	1	0
5394	2	6	1	0	6	153	0	1	0
5394	2	5	2	0	0	41	0	1	0
5395	2	6	1	0	6	153	0	0	0
5395	2	5	2	0	0	41	0	1	0
5396	2	6	1	0	6	153	0	0	0
5396	2	5	2	0	0	41	0	1	0
5397	2	6	1	0	6	153	0	1	0
5397	2	5	2	0	0	41	0	1	0
5398	2	6	1	0	6	153	0	1	0
5398	2	5	2	0	0	41	0	1	0
5399	2	6	1	0	6	153	0	1	0
5399	2	5	2	0	0	41	0	1	0
5400	2	6	1	0	6	153	0	1	0
5400	2	5	2	0	0	41	0	1	0
5401	1	4	4	0	28	2292	0	1	0
5401	2	6	1	0	6	153	0	1	0
5401	2	5	2	0	0	41	0	1	0
5402	1	4	4	0	28	2292	0	1	0
5402	2	6	1	0	6	153	0	1	0
5402	2	5	2	0	0	41	0	1	0
5403	2	6	1	0	6	153	0	1	0
5403	2	5	2	0	0	41	0	1	0
5404	2	6	1	0	6	153	0	1	0
5404	2	5	2	0	0	41	0	1	0
5405	2	6	1	0	6	153	0	1	0
5405	2	5	2	0	0	41	0	1	0
5406	2	6	1	0	6	153	0	1	0
5406	2	5	2	0	0	41	0	1	0
5407	2	6	1	0	6	153	0	1	0
5407	2	5	2	0	0	41	0	1	0
5408	1	4	4	0	28	2292	0	0	0
5408	2	6	1	0	6	153	0	0	0
5408	2	5	2	0	0	41	0	1	0
5409	1	4	4	0	28	2292	0	0	0
5409	2	6	1	0	6	153	0	0	0
5409	2	5	2	0	0	41	0	1	0
5410	2	6	1	0	6	153	0	1	0
5410	2	5	2	0	0	41	0	1	0
5411	1	4	4	0	28	2292	0	1	0
5411	2	6	1	0	6	153	0	1	0
5411	2	5	2	0	0	41	0	1	0
5412	2	6	1	0	6	153	0	1	0
5412	2	5	2	0	0	41	0	1	0
5413	2	6	1	0	6	153	0	1	0
5413	2	5	2	0	0	41	0	1	0
5414	2	6	1	0	6	153	0	1	0
5414	2	5	2	0	0	41	0	1	0
5415	2	6	1	0	6	153	0	0	0
5415	2	5	2	0	0	41	0	1	0
5416	2	6	1	0	6	153	0	0	0
5416	2	5	2	0	0	41	0	1	0
5417	2	6	1	0	6	153	0	1	0
5417	2	5	2	0	0	41	0	1	0
5418	1	4	4	0	28	2292	0	0	0
5418	2	6	1	0	6	153	0	0	0
5418	2	5	2	0	0	41	0	1	0
5419	2	6	1	0	6	153	0	1	0
5419	2	5	2	0	0	41	0	1	0
5420	2	6	1	0	6	153	0	1	0
5420	2	5	2	0	0	41	0	1	0
5421	1	4	4	0	28	2292	0	1	0
5421	2	6	1	0	6	153	0	1	0
5421	2	5	2	0	0	41	0	1	0
5422	2	6	1	0	6	153	0	1	0
5422	2	5	2	0	0	41	0	1	0
5423	2	6	1	0	6	153	0	1	0
5423	2	5	2	0	0	41	0	1	0
5424	2	6	1	0	6	153	0	1	0
5424	2	5	2	0	0	41	0	1	0
5425	2	6	1	0	6	153	0	0	0
5425	2	5	2	0	0	41	0	1	0
5426	2	6	1	0	6	153	0	1	0
5426	2	5	2	0	0	41	0	1	0
5427	2	6	1	0	6	153	0	1	0
5427	2	5	2	0	0	41	0	1	0
5428	1	4	4	0	28	2292	0	0	0
5428	2	6	1	0	6	153	0	0	0
5428	2	5	2	0	0	41	0	1	0
5429	2	6	1	0	6	153	0	1	0
5429	2	5	2	0	0	41	0	1	0
5430	2	6	1	0	6	153	0	1	0
5430	2	5	2	0	0	41	0	1	0
5431	1	4	4	0	28	2292	0	1	0
5431	2	6	1	0	6	153	0	1	0
5431	2	5	2	0	0	41	0	1	0
5432	2	6	1	0	6	153	0	1	0
5432	2	5	2	0	0	41	0	1	0
5433	2	6	1	0	6	153	0	1	0
5433	2	5	2	0	0	41	0	1	0
5434	2	6	1	0	6	153	0	1	0
5434	2	5	2	0	0	41	0	1	0
5435	2	6	1	0	6	153	0	0	0
5435	2	5	2	0	0	41	0	1	0
5436	2	6	1	0	6	153	0	1	0
5436	2	5	2	0	0	41	0	1	0
5437	2	6	1	0	6	153	0	1	0
5437	2	5	2	0	0	41	0	1	0
5438	1	4	4	0	28	2292	0	0	0
5438	2	6	1	0	6	153	0	0	0
5438	2	5	2	0	0	41	0	1	0
5439	2	6	1	0	6	153	0	1	0
5439	2	5	2	0	0	41	0	1	0
5440	2	6	1	0	6	153	0	1	0
5440	2	5	2	0	0	41	0	1	0
5441	1	4	4	0	28	2292	0	1	0
5441	2	6	1	0	6	153	0	1	0
5441	2	5	2	0	0	41	0	1	0
5442	2	6	1	0	6	153	0	1	0
5442	2	5	2	0	0	41	0	1	0
5443	2	6	1	0	6	153	0	1	0
5443	2	5	2	0	0	41	0	1	0
5444	2	6	1	0	6	153	0	1	0
5444	2	5	2	0	0	41	0	1	0
5445	2	6	1	0	6	153	0	0	0
5445	2	5	2	0	0	41	0	1	0
5446	2	6	1	0	6	153	0	1	0
5446	2	5	2	0	0	41	0	1	0
5447	2	6	1	0	6	153	0	1	0
5447	2	5	2	0	0	41	0	1	0
5448	1	4	4	0	28	2292	0	0	0
5448	2	6	1	0	6	153	0	0	0
5448	2	5	2	0	0	41	0	1	0
5449	2	6	1	0	6	153	0	1	0
5449	2	5	2	0	0	41	0	1	0
5450	2	6	1	0	6	153	0	1	0
5450	2	5	2	0	0	41	0	1	0
5451	1	4	4	0	28	2292	0	1	0
5451	2	6	1	0	6	153	0	1	0
5451	2	5	2	0	0	41	0	1	0
5452	2	6	1	0	6	153	0	1	0
5452	2	5	2	0	0	41	0	1	0
5453	2	6	1	0	6	153	0	1	0
5453	2	5	2	0	0	41	0	1	0
5454	2	6	1	0	6	153	0	1	0
5454	2	5	2	0	0	41	0	1	0
5455	2	6	1	0	6	153	0	0	0
5455	2	5	2	0	0	41	0	1	0
5456	2	6	1	0	6	153	0	1	0
5456	2	5	2	0	0	41	0	1	0
5457	2	6	1	0	6	153	0	1	0
5457	2	5	2	0	0	41	0	1	0
5458	1	4	4	0	28	2292	0	0	0
5458	2	6	1	0	6	153	0	0	0
5458	2	5	2	0	0	41	0	1	0
5459	2	6	1	0	6	153	0	1	0
5459	2	5	2	0	0	41	0	1	0
5460	2	6	1	0	6	153	0	1	0
5460	2	5	2	0	0	41	0	1	0
5461	1	4	4	0	28	2292	0	1	0
5461	2	6	1	0	6	153	0	1	0
5461	2	5	2	0	0	41	0	1	0
5462	2	6	1	0	6	153	0	1	0
5462	2	5	2	0	0	41	0	1	0
5463	2	6	1	0	6	153	0	1	0
5463	2	5	2	0	0	41	0	1	0
5464	2	6	1	0	6	153	0	1	0
5464	2	5	2	0	0	41	0	1	0
5465	2	6	1	0	6	153	0	0	0
5465	2	5	2	0	0	41	0	1	0
5466	2	6	1	0	6	153	0	1	0
5466	2	5	2	0	0	41	0	1	0
5467	2	6	1	0	6	153	0	1	0
5467	2	5	2	0	0	41	0	1	0
5468	1	4	4	0	28	2292	0	0	0
5468	2	6	1	0	6	153	0	0	0
5468	2	5	2	0	0	41	0	1	0
5469	2	6	1	0	6	153	0	1	0
5469	2	5	2	0	0	41	0	1	0
5470	2	6	1	0	6	153	0	1	0
5470	2	5	2	0	0	41	0	1	0
5471	2	6	1	0	6	153	0	1	0
5471	2	5	2	0	0	41	0	1	0
5472	2	6	1	0	6	153	0	1	0
5472	2	5	2	0	0	41	0	1	0
5473	2	6	1	0	6	153	0	1	0
5473	2	5	2	0	0	41	0	1	0
5474	2	6	1	0	6	153	0	1	0
5474	2	5	2	0	0	41	0	1	0
5475	2	6	1	0	6	153	0	0	0
5475	2	5	2	0	0	41	0	1	0
5476	2	6	1	0	6	153	0	1	0
5476	2	5	2	0	0	41	0	1	0
5477	2	6	1	0	6	153	0	1	0
5477	2	5	2	0	0	41	0	1	0
5478	2	6	1	0	6	153	0	1	0
5478	2	5	2	0	0	41	0	1	0
5479	2	6	1	0	6	153	0	1	0
5479	2	5	2	0	0	41	0	1	0
5480	2	6	1	0	6	153	0	1	0
5480	2	5	2	0	0	41	0	1	0
5481	1	4	4	0	28	2292	0	1	0
5481	2	6	1	0	6	153	0	1	0
5481	2	5	2	0	0	41	0	1	0
5482	1	4	4	0	28	2292	0	1	0
5482	2	6	1	0	6	153	0	1	0
5482	2	5	2	0	0	41	0	1	0
5483	2	6	1	0	6	153	0	1	0
5483	2	5	2	0	0	41	0	1	0
5484	2	6	1	0	6	153	0	1	0
5484	2	5	2	0	0	41	0	1	0
5485	2	6	1	0	6	153	0	1	0
5485	2	5	2	0	0	41	0	1	0
5486	2	6	1	0	6	153	0	1	0
5486	2	5	2	0	0	41	0	1	0
5487	2	6	1	0	6	153	0	1	0
5487	2	5	2	0	0	41	0	1	0
5488	1	4	4	0	28	2292	0	0	0
5488	2	6	1	0	6	153	0	0	0
5488	2	5	2	0	0	41	0	1	0
5489	2	6	1	0	6	153	0	0	0
5489	2	5	2	0	0	41	0	1	0
5490	2	6	1	0	6	153	0	1	0
5490	2	5	2	0	0	41	0	1	0
5491	2	6	1	0	6	153	0	1	0
5491	2	5	2	0	0	41	0	1	0
5492	2	6	1	0	6	153	0	1	0
5492	2	5	2	0	0	41	0	1	0
5493	2	6	1	0	6	153	0	1	0
5493	2	5	2	0	0	41	0	1	0
5494	2	6	1	0	6	153	0	1	0
5494	2	5	2	0	0	41	0	1	0
5495	2	6	1	0	6	153	0	0	0
5495	2	5	2	0	0	41	0	1	0
5496	2	6	1	0	6	153	0	1	0
5496	2	5	2	0	0	41	0	1	0
5497	2	6	1	0	6	153	0	1	0
5497	2	5	2	0	0	41	0	1	0
5498	2	6	1	0	6	153	0	1	0
5498	2	5	2	0	0	41	0	1	0
5499	2	6	1	0	6	153	0	1	0
5499	2	5	2	0	0	41	0	1	0
5500	2	6	1	0	6	153	0	1	0
5500	2	5	2	0	0	41	0	1	0
5501	1	4	4	0	28	2292	0	1	0
5501	2	6	1	0	6	153	0	1	0
5501	2	5	2	0	0	41	0	1	0
5502	1	4	4	0	28	2292	0	1	0
5502	2	6	1	0	6	153	0	1	0
5502	2	5	2	0	0	41	0	1	0
5503	2	6	1	0	6	153	0	1	0
5503	2	5	2	0	0	41	0	1	0
5504	2	6	1	0	6	153	0	1	0
5504	2	5	2	0	0	41	0	1	0
5505	2	6	1	0	6	153	0	1	0
5505	2	5	2	0	0	41	0	1	0
5506	2	6	1	0	6	153	0	1	0
5506	2	5	2	0	0	41	0	1	0
5507	2	6	1	0	6	153	0	1	0
5507	2	5	2	0	0	41	0	1	0
5508	1	4	4	0	28	2292	0	0	0
5508	2	6	1	0	6	153	0	0	0
5508	2	5	2	0	0	41	0	1	0
5509	1	4	4	0	28	2292	0	0	0
5509	2	6	1	0	6	153	0	0	0
5509	2	5	2	0	0	41	0	1	0
5510	2	6	1	0	6	153	0	1	0
5510	2	5	2	0	0	41	0	1	0
5511	1	4	4	0	28	2292	0	1	0
5511	2	6	1	0	6	153	0	1	0
5511	2	5	2	0	0	41	0	1	0
5512	2	6	1	0	6	153	0	1	0
5512	2	5	2	0	0	41	0	1	0
5513	2	6	1	0	6	153	0	1	0
5513	2	5	2	0	0	41	0	1	0
5514	2	6	1	0	6	153	0	1	0
5514	2	5	2	0	0	41	0	1	0
5515	2	6	1	0	6	153	0	0	0
5515	2	5	2	0	0	41	0	1	0
5516	2	6	1	0	6	153	0	0	0
5516	2	5	2	0	0	41	0	1	0
5517	2	6	1	0	6	153	0	1	0
5517	2	5	2	0	0	41	0	1	0
5518	1	4	4	0	28	2292	0	0	0
5518	2	6	1	0	6	153	0	0	0
5518	2	5	2	0	0	41	0	1	0
5519	2	6	1	0	6	153	0	1	0
5519	2	5	2	0	0	41	0	1	0
5520	2	6	1	0	6	153	0	1	0
5520	2	5	2	0	0	41	0	1	0
5521	1	4	4	0	28	2292	0	1	0
5521	2	6	1	0	6	153	0	1	0
5521	2	5	2	0	0	41	0	1	0
5522	2	6	1	0	6	153	0	1	0
5522	2	5	2	0	0	41	0	1	0
5523	2	6	1	0	6	153	0	1	0
5523	2	5	2	0	0	41	0	1	0
5524	2	6	1	0	6	153	0	1	0
5524	2	5	2	0	0	41	0	1	0
5525	2	6	1	0	6	153	0	0	0
5525	2	5	2	0	0	41	0	1	0
5526	2	6	1	0	6	153	0	1	0
5526	2	5	2	0	0	41	0	1	0
5527	2	6	1	0	6	153	0	1	0
5527	2	5	2	0	0	41	0	1	0
5528	1	4	4	0	28	2292	0	0	0
5528	2	6	1	0	6	153	0	0	0
5528	2	5	2	0	0	41	0	1	0
5529	2	6	1	0	6	153	0	1	0
5529	2	5	2	0	0	41	0	1	0
5530	2	6	1	0	6	153	0	1	0
5530	2	5	2	0	0	41	0	1	0
5531	1	4	4	0	28	2292	0	1	0
5531	2	6	1	0	6	153	0	1	0
5531	2	5	2	0	0	41	0	1	0
5532	2	6	1	0	6	153	0	1	0
5532	2	5	2	0	0	41	0	1	0
5533	2	6	1	0	6	153	0	1	0
5533	2	5	2	0	0	41	0	1	0
5534	2	6	1	0	6	153	0	1	0
5534	2	5	2	0	0	41	0	1	0
5535	2	6	1	0	6	153	0	0	0
5535	2	5	2	0	0	41	0	1	0
5536	2	6	1	0	6	153	0	1	0
5536	2	5	2	0	0	41	0	1	0
5537	2	6	1	0	6	153	0	1	0
5537	2	5	2	0	0	41	0	1	0
5538	1	4	4	0	28	2292	0	0	0
5538	2	6	1	0	6	153	0	0	0
5538	2	5	2	0	0	41	0	1	0
5539	2	6	1	0	6	153	0	1	0
5539	2	5	2	0	0	41	0	1	0
5540	2	6	1	0	6	153	0	1	0
5540	2	5	2	0	0	41	0	1	0
5541	1	4	4	0	28	2292	0	1	0
5541	2	6	1	0	6	153	0	1	0
5541	2	5	2	0	0	41	0	1	0
5542	2	6	1	0	6	153	0	1	0
5542	2	5	2	0	0	41	0	1	0
5543	2	6	1	0	6	153	0	1	0
5543	2	5	2	0	0	41	0	1	0
5544	2	6	1	0	6	153	0	1	0
5544	2	5	2	0	0	41	0	1	0
5545	2	6	1	0	6	153	0	0	0
5545	2	5	2	0	0	41	0	1	0
5546	2	6	1	0	6	153	0	1	0
5546	2	5	2	0	0	41	0	1	0
5547	2	6	1	0	6	153	0	1	0
5547	2	5	2	0	0	41	0	1	0
5548	1	4	4	0	28	2292	0	0	0
5548	2	6	1	0	6	153	0	0	0
5548	2	5	2	0	0	41	0	1	0
5549	2	6	1	0	6	153	0	1	0
5549	2	5	2	0	0	41	0	1	0
5550	2	6	1	0	6	153	0	1	0
5550	2	5	2	0	0	41	0	1	0
5551	1	4	4	0	28	2292	0	1	0
5551	2	6	1	0	6	153	0	1	0
