% time	cellId	IMSI	RNTI	layer	mcs	size	rv	ndi	ccId
2792	1	4	4	0	28	1095	0	1	0
2792	1	5	5	0	28	1095	0	1	0
2792	2	6	1	0	10	549	0	1	0
2793	1	5	5	0	28	2292	0	1	0
2793	2	6	1	0	10	549	0	1	0
2794	1	5	5	0	28	2292	0	0	0
2794	2	6	1	0	10	549	0	0	0
2795	1	5	5	0	28	2292	0	1	0
2795	2	6	1	0	10	549	0	0	0
2796	1	4	4	0	28	1095	0	0	0
2796	1	5	5	0	28	1095	0	0	0
2796	2	6	1	0	10	549	0	0	0
2797	1	4	4	0	28	1095	0	0	0
2797	1	5	5	0	28	1095	0	0	0
2797	2	6	1	0	10	549	0	0	0
2798	1	4	4	0	28	1095	0	0	0
2798	1	5	5	0	28	1095	0	0	0
2798	2	6	1	0	10	549	0	1	0
2799	1	4	4	0	28	1095	0	0	0
2799	1	5	5	0	28	1095	0	0	0
2799	2	6	1	0	10	549	0	0	0
2800	2	6	1	0	10	549	0	0	0
2801	1	5	5	0	28	2292	0	0	0
2801	2	6	1	0	10	549	0	0	0
2802	2	6	1	0	10	549	0	0	0
2803	1	4	4	0	28	1095	0	1	0
2803	1	5	5	0	28	1095	0	1	0
2803	2	6	1	0	10	549	0	0	0
2804	1	4	4	0	28	1095	0	1	0
2804	2	6	1	0	10	549	0	0	0
2805	1	4	4	0	28	1095	0	0	0
2805	1	5	5	0	28	1095	0	0	0
2805	2	6	1	0	10	549	0	0	0
2806	1	4	4	0	28	1095	0	0	0
2806	1	5	5	0	28	1095	0	0	0
2806	2	6	1	0	10	549	0	0	0
2807	1	5	5	0	28	2292	0	1	0
2807	2	6	1	0	10	549	0	1	0
2808	1	5	5	0	28	2292	0	1	0
2808	2	6	1	0	10	549	0	0	0
2809	1	5	5	0	28	2292	0	1	0
2809	2	6	1	0	10	549	0	1	0
2810	1	4	4	0	28	1095	0	0	0
2810	1	5	5	0	28	1095	0	0	0
2810	2	6	1	0	10	549	0	1	0
2811	1	4	4	0	28	1095	0	0	0
2811	2	6	1	0	10	549	0	1	0
2812	1	4	4	0	28	1095	0	1	0
2812	1	5	5	0	28	1095	0	1	0
2812	2	6	1	0	10	549	0	0	0
2813	1	4	4	0	28	1095	0	1	0
2813	1	5	5	0	28	1095	0	1	0
2813	2	6	1	0	10	549	0	0	0
2814	1	5	5	0	28	2292	0	0	0
2814	2	6	1	0	10	549	0	0	0
2815	1	5	5	0	28	2292	0	0	0
2815	2	6	1	0	10	549	0	1	0
2816	1	5	5	0	28	2292	0	0	0
2816	2	6	1	0	10	549	0	0	0
2817	1	4	4	0	28	1095	0	0	0
2817	2	6	1	0	10	549	0	0	0
2818	1	4	4	0	28	1095	0	0	0
2818	1	5	5	0	28	1095	0	1	0
2818	2	6	1	0	10	549	0	1	0
2819	1	4	4	0	28	1095	0	0	0
2819	1	5	5	0	28	1095	0	0	0
2819	2	6	1	0	10	549	0	0	0
2820	1	5	5	0	28	1095	0	0	0
2820	2	6	1	0	10	549	0	1	0
2821	1	5	5	0	28	2292	0	0	0
2821	2	6	1	0	10	549	0	0	0
2822	1	5	5	0	28	2292	0	0	0
2822	2	6	1	0	10	549	0	0	0
2823	1	5	5	0	28	2292	0	0	0
2823	2	6	1	0	10	549	0	0	0
2824	1	4	4	0	28	1095	0	1	0
2824	1	5	5	0	28	1095	0	1	0
2824	2	6	1	0	10	549	0	1	0
2825	1	4	4	0	28	1095	0	1	0
2825	1	5	5	0	28	1095	0	0	0
2825	2	6	1	0	10	549	0	0	0
2826	1	4	4	0	28	1095	0	0	0
2826	1	5	5	0	28	1095	0	0	0
2826	2	6	1	0	10	549	0	1	0
2827	1	5	5	0	28	1095	0	0	0
2827	2	6	1	0	10	549	0	1	0
2828	1	5	5	0	28	2292	0	1	0
2828	2	6	1	0	10	549	0	0	0
2829	1	5	5	0	28	2292	0	1	0
2829	2	6	1	0	10	549	0	0	0
2830	1	5	5	0	28	2292	0	1	0
2830	2	6	1	0	10	549	0	0	0
2831	1	4	4	0	28	1095	0	0	0
2831	2	6	1	0	10	549	0	0	0
2832	1	4	4	0	28	1095	0	0	0
2832	1	5	5	0	28	1095	0	0	0
2832	2	6	1	0	10	549	0	0	0
2833	1	4	4	0	28	1095	0	1	0
2833	1	5	5	0	28	1095	0	1	0
2833	2	6	1	0	10	549	0	0	0
2834	1	4	4	0	28	1095	0	1	0
2834	1	5	5	0	28	1095	0	1	0
2834	2	6	1	0	10	549	0	1	0
2835	1	5	5	0	28	2292	0	0	0
2835	2	6	1	0	10	549	0	1	0
2836	1	5	5	0	28	2292	0	0	0
2836	2	6	1	0	10	549	0	0	0
2837	1	5	5	0	28	2292	0	0	0
2837	2	6	1	0	10	549	0	1	0
2838	1	4	4	0	28	1095	0	0	0
2838	1	5	5	0	28	1095	0	1	0
2838	2	6	1	0	10	549	0	1	0
2839	1	4	4	0	28	1095	0	0	0
2839	1	5	5	0	28	1095	0	1	0
2839	2	6	1	0	10	549	0	0	0
2840	1	4	4	0	28	1095	0	0	0
2840	1	5	5	0	28	1095	0	0	0
2840	2	6	1	0	10	549	0	0	0
2841	1	4	4	0	28	1095	0	0	0
2841	1	5	5	0	28	1095	0	0	0
2841	2	6	1	0	10	549	0	0	0
2842	1	5	5	0	28	2292	0	0	0
2842	2	6	1	0	10	549	0	0	0
2843	1	5	5	0	28	2292	0	0	0
2843	2	6	1	0	10	549	0	1	0
2844	1	5	5	0	28	2292	0	0	0
2844	2	6	1	0	10	549	0	0	0
2845	1	4	4	0	28	1095	0	1	0
2845	1	5	5	0	28	1095	0	0	0
2845	2	6	1	0	10	549	0	0	0
2846	1	4	4	0	28	1095	0	1	0
2846	1	5	5	0	28	1095	0	0	0
2846	2	6	1	0	10	549	0	1	0
2847	1	4	4	0	28	1095	0	0	0
2847	2	6	1	0	10	549	0	0	0
2848	1	4	4	0	28	1095	0	0	0
2848	1	5	5	0	28	1095	0	0	0
2848	2	6	1	0	10	549	0	0	0
2849	1	5	5	0	28	2292	0	1	0
2849	2	6	1	0	10	549	0	0	0
2850	1	5	5	0	28	2292	0	1	0
2850	2	6	1	0	10	549	0	0	0
2851	1	4	4	0	28	1095	0	1	0
2851	1	5	5	0	28	1095	0	1	0
2851	2	6	1	0	10	549	0	0	0
2852	1	4	4	0	28	1095	0	0	0
2852	1	5	5	0	28	1095	0	0	0
2852	2	6	1	0	10	549	0	0	0
2853	1	4	4	0	28	1095	0	0	0
2853	2	6	1	0	10	549	0	0	0
2854	1	4	4	0	28	1095	0	1	0
2854	1	5	5	0	28	1095	0	1	0
2854	2	6	1	0	10	549	0	1	0
2855	1	5	5	0	28	2292	0	1	0
2855	2	6	1	0	10	549	0	0	0
2856	1	5	5	0	28	2292	0	0	0
2856	2	6	1	0	10	549	0	0	0
2857	1	5	5	0	28	2292	0	0	0
2857	2	6	1	0	10	549	0	0	0
2858	2	6	1	0	10	549	0	1	0
2859	1	4	4	0	28	1095	0	0	0
2859	1	5	5	0	28	1095	0	1	0
2859	2	6	1	0	10	549	0	0	0
2860	1	4	4	0	28	1095	0	0	0
2860	1	5	5	0	28	1095	0	1	0
2860	2	6	1	0	10	549	0	1	0
2861	1	4	4	0	28	1095	0	0	0
2861	1	5	5	0	28	1095	0	0	0
2861	2	6	1	0	10	549	0	0	0
2862	1	5	5	0	28	2292	0	0	0
2862	2	6	1	0	10	549	0	1	0
2863	1	5	5	0	28	2292	0	0	0
2863	2	6	1	0	10	549	0	1	0
2864	2	6	1	0	10	549	0	0	0
2865	1	4	4	0	28	1095	0	1	0
2865	1	5	5	0	28	1095	0	1	0
2865	2	6	1	0	10	549	0	1	0
2866	1	4	4	0	28	1095	0	1	0
2866	2	6	1	0	10	549	0	1	0
2867	1	5	5	0	28	1095	0	0	0
2867	2	6	1	0	10	549	0	0	0
2868	1	4	4	0	28	1095	0	0	0
2868	1	5	5	0	28	1095	0	0	0
2868	2	6	1	0	10	549	0	0	0
2869	1	5	5	0	28	2292	0	0	0
2869	2	6	1	0	10	549	0	0	0
2870	2	6	1	0	10	549	0	0	0
2871	1	4	4	0	28	1095	0	1	0
2871	1	5	5	0	28	1095	0	1	0
2871	2	6	1	0	10	549	0	1	0
2872	1	4	4	0	28	1095	0	0	0
2872	1	5	5	0	28	1095	0	0	0
2872	2	6	1	0	10	549	0	0	0
2873	1	4	4	0	28	1095	0	0	0
2873	1	5	5	0	28	1095	0	1	0
2873	2	6	1	0	10	549	0	1	0
2874	1	4	4	0	28	1095	0	1	0
2874	1	5	5	0	28	1095	0	0	0
2874	2	6	1	0	10	549	0	1	0
2875	1	5	5	0	28	2292	0	1	0
2875	2	6	1	0	10	549	0	0	0
2876	2	6	1	0	10	549	0	0	0
2877	1	5	5	0	28	2292	0	1	0
2877	2	6	1	0	10	549	0	1	0
2878	2	6	1	0	10	549	0	1	0
2879	1	4	4	0	28	1095	0	0	0
2879	1	5	5	0	28	1095	0	0	0
2879	2	6	1	0	10	549	0	0	0
2880	1	4	4	0	28	1095	0	0	0
2880	1	5	5	0	28	1095	0	0	0
2880	2	6	1	0	10	549	0	0	0
2881	1	4	4	0	28	1095	0	0	0
2881	1	5	5	0	28	1095	0	1	0
2881	2	6	1	0	10	549	0	0	0
2882	2	6	1	0	10	549	0	1	0
2883	1	4	4	0	28	1095	0	1	0
2883	1	5	5	0	28	1095	0	1	0
2883	2	6	1	0	10	549	0	1	0
2884	1	5	5	0	28	2292	0	0	0
2884	2	6	1	0	10	549	0	0	0
2885	1	4	4	0	28	1095	0	1	0
2885	1	5	5	0	28	1095	0	1	0
2885	2	6	1	0	10	549	0	1	0
2886	2	6	1	0	10	549	0	0	0
2887	1	5	5	0	28	1095	0	0	0
2887	2	6	1	0	10	549	0	0	0
2888	1	4	4	0	28	1095	0	0	0
2888	1	5	5	0	28	1095	0	0	0
2888	2	6	1	0	10	549	0	0	0
2889	2	6	1	0	10	549	0	1	0
2890	1	4	4	0	28	1095	0	0	0
2890	1	5	5	0	28	1095	0	0	0
2890	2	6	1	0	10	549	0	0	0
2891	2	6	1	0	10	549	0	0	0
2892	1	4	4	0	28	1095	0	0	0
2892	2	6	1	0	10	549	0	0	0
2893	1	4	4	0	28	1095	0	1	0
2893	2	6	1	0	10	549	0	1	0
2894	1	4	4	0	28	1095	0	1	0
2894	1	5	5	0	28	1095	0	1	0
2894	2	6	1	0	10	549	0	1	0
2895	1	5	5	0	28	1095	0	0	0
2895	2	6	1	0	10	549	0	0	0
2896	2	6	1	0	10	549	0	1	0
2897	1	4	4	0	28	1095	0	0	0
2897	2	6	1	0	10	549	0	0	0
2898	2	6	1	0	10	549	0	1	0
2899	1	4	4	0	28	1095	0	0	0
2899	1	5	5	0	28	1095	0	1	0
2899	2	6	1	0	10	549	0	1	0
2900	1	4	4	0	28	1095	0	0	0
2900	1	5	5	0	28	1095	0	1	0
2900	2	6	1	0	10	549	0	1	0
2901	1	4	4	0	28	1095	0	0	0
2901	2	6	1	0	10	549	0	0	0
2902	1	4	4	0	28	1095	0	1	0
2902	1	5	5	0	28	1095	0	1	0
2902	2	6	1	0	10	549	0	1	0
2903	1	4	4	0	28	1095	0	1	0
2903	1	5	5	0	28	1095	0	1	0
2903	2	6	1	0	10	549	0	1	0
2904	1	5	5	0	28	2292	0	1	0
2904	2	6	1	0	10	549	0	1	0
2905	2	6	1	0	10	549	0	1	0
2906	1	5	5	0	28	1095	0	0	0
2906	2	6	1	0	10	549	0	0	0
2907	1	4	4	0	28	1095	0	0	0
2907	2	6	1	0	10	549	0	0	0
2908	1	4	4	0	28	1095	0	0	0
2908	1	5	5	0	28	1095	0	1	0
2908	2	6	1	0	10	549	0	1	0
2909	1	4	4	0	28	1095	0	0	0
2909	1	5	5	0	28	1095	0	0	0
2909	2	6	1	0	10	549	0	0	0
2910	1	5	5	0	28	1095	0	0	0
2910	2	6	1	0	10	549	0	1	0
2911	1	5	5	0	28	2292	0	0	0
2911	2	6	1	0	10	549	0	0	0
2912	1	4	4	0	28	1095	0	1	0
2912	1	5	5	0	28	1095	0	1	0
2912	2	6	1	0	10	549	0	1	0
2913	1	4	4	0	28	1095	0	1	0
2913	1	5	5	0	28	1095	0	0	0
2913	2	6	1	0	10	549	0	1	0
2914	1	5	5	0	28	2292	0	1	0
2914	2	6	1	0	10	549	0	1	0
2915	2	6	1	0	10	549	0	0	0
2916	1	4	4	0	28	1095	0	0	0
2916	1	5	5	0	28	1095	0	0	0
2916	2	6	1	0	10	549	0	0	0
2917	1	5	5	0	28	1095	0	0	0
2917	2	6	1	0	10	549	0	1	0
2918	1	5	5	0	28	2292	0	0	0
2918	2	6	1	0	10	549	0	0	0
2919	1	4	4	0	28	1095	0	0	0
2919	1	5	5	0	28	1095	0	0	0
2919	2	6	1	0	10	549	0	0	0
2920	1	4	4	0	28	1095	0	0	0
2920	2	6	1	0	10	549	0	0	0
2921	1	5	5	0	28	2292	0	0	0
2921	2	6	1	0	10	549	0	0	0
2922	1	4	4	0	28	1095	0	1	0
2922	1	5	5	0	28	1095	0	1	0
2922	2	6	1	0	10	549	0	1	0
2923	1	4	4	0	28	1095	0	1	0
2923	2	6	1	0	10	549	0	0	0
2924	1	5	5	0	28	2292	0	1	0
2924	2	6	1	0	10	549	0	1	0
2925	2	6	1	0	10	549	0	0	0
2926	1	4	4	0	28	1095	0	0	0
2926	2	6	1	0	10	549	0	0	0
2927	1	4	4	0	28	1095	0	0	0
2927	1	5	5	0	28	1095	0	1	0
2927	2	6	1	0	10	549	0	1	0
2928	1	5	5	0	28	2292	0	0	0
2928	2	6	1	0	10	549	0	0	0
2929	1	4	4	0	28	1095	0	0	0
2929	1	5	5	0	28	1095	0	0	0
2929	2	6	1	0	10	549	0	0	0
2930	1	4	4	0	28	1095	0	0	0
2930	1	5	5	0	28	1095	0	1	0
2930	2	6	1	0	10	549	0	1	0
2931	1	5	5	0	28	2292	0	0	0
2931	2	6	1	0	10	549	0	0	0
2932	1	4	4	0	28	1095	0	1	0
2932	1	5	5	0	28	1095	0	1	0
2932	2	6	1	0	10	549	0	1	0
2933	1	4	4	0	28	1095	0	1	0
2933	2	6	1	0	10	549	0	1	0
2934	1	5	5	0	28	1095	0	0	0
2934	2	6	1	0	10	549	0	0	0
2935	1	5	5	0	28	2292	0	1	0
2935	2	6	1	0	10	549	0	0	0
2936	1	4	4	0	28	1095	0	0	0
2936	1	5	5	0	28	1095	0	0	0
2936	2	6	1	0	10	549	0	0	0
2937	1	4	4	0	28	1095	0	0	0
2937	1	5	5	0	28	1095	0	0	0
2937	2	6	1	0	10	549	0	0	0
2938	1	5	5	0	28	2292	0	0	0
2938	2	6	1	0	10	549	0	0	0
2939	1	4	4	0	28	1095	0	0	0
2939	1	5	5	0	28	1095	0	0	0
2939	2	6	1	0	10	549	0	0	0
2940	1	4	4	0	28	1095	0	0	0
2940	1	5	5	0	28	1095	0	1	0
2940	2	6	1	0	10	549	0	1	0
2941	1	4	4	0	28	1095	0	1	0
2941	1	5	5	0	28	1095	0	0	0
2941	2	6	1	0	10	549	0	1	0
2942	1	5	5	0	28	2292	0	0	0
2942	2	6	1	0	10	549	0	1	0
2943	1	4	4	0	28	1095	0	1	0
2943	1	5	5	0	28	1095	0	1	0
2943	2	6	1	0	10	549	0	0	0
2944	1	5	5	0	28	1095	0	0	0
2944	2	6	1	0	10	549	0	0	0
2945	1	5	5	0	28	2292	0	1	0
2945	2	6	1	0	10	549	0	0	0
2946	1	4	4	0	28	1095	0	0	0
2946	2	6	1	0	10	549	0	0	0
2947	1	4	4	0	28	1095	0	0	0
2947	1	5	5	0	28	1095	0	0	0
2947	2	6	1	0	10	549	0	0	0
2948	1	4	4	0	28	1095	0	0	0
2948	1	5	5	0	28	1095	0	1	0
2948	2	6	1	0	10	549	0	0	0
2949	1	5	5	0	28	2292	0	0	0
2949	2	6	1	0	10	549	0	0	0
2950	1	4	4	0	28	1095	0	0	0
2950	2	6	1	0	10	549	0	1	0
2951	1	4	4	0	28	1095	0	1	0
2951	1	5	5	0	28	1095	0	1	0
2951	2	6	1	0	10	549	0	1	0
2952	1	5	5	0	28	2292	0	0	0
2952	2	6	1	0	10	549	0	1	0
2953	1	4	4	0	28	1095	0	1	0
2953	1	5	5	0	28	1095	0	1	0
2953	2	6	1	0	10	549	0	1	0
2954	1	5	5	0	28	1095	0	0	0
2954	2	6	1	0	10	549	0	0	0
2955	1	4	4	0	28	1095	0	0	0
2955	1	5	5	0	28	1095	0	0	0
2955	2	6	1	0	10	549	0	0	0
2956	1	5	5	0	28	2292	0	1	0
2956	2	6	1	0	10	549	0	0	0
2957	1	4	4	0	28	1095	0	0	0
2957	1	5	5	0	28	1095	0	1	0
2957	2	6	1	0	10	549	0	1	0
2958	1	4	4	0	28	1095	0	0	0
2958	1	5	5	0	28	1095	0	0	0
2958	2	6	1	0	10	549	0	0	0
2959	1	5	5	0	28	2292	0	0	0
2959	2	6	1	0	10	549	0	0	0
2960	1	4	4	0	28	1095	0	0	0
2960	1	5	5	0	28	1095	0	0	0
2960	2	6	1	0	10	549	0	0	0
2961	1	4	4	0	28	1095	0	1	0
2961	1	5	5	0	28	1095	0	1	0
2961	2	6	1	0	10	549	0	1	0
2962	1	4	4	0	28	1095	0	1	0
2962	1	5	5	0	28	1095	0	0	0
2962	2	6	1	0	10	549	0	0	0
2963	1	5	5	0	28	2292	0	0	0
2963	2	6	1	0	10	549	0	0	0
2964	1	5	5	0	28	1095	0	0	0
2964	2	6	1	0	10	549	0	0	0
2965	1	4	4	0	28	1095	0	0	0
2965	1	5	5	0	28	1095	0	0	0
2965	2	6	1	0	10	549	0	0	0
2966	1	5	5	0	28	2292	0	1	0
2966	2	6	1	0	10	549	0	0	0
2967	1	4	4	0	28	1095	0	0	0
2967	2	6	1	0	10	549	0	0	0
2968	1	4	4	0	28	1095	0	0	0
2968	1	5	5	0	28	1095	0	0	0
2968	2	6	1	0	10	549	0	0	0
2969	1	4	4	0	28	1095	0	0	0
2969	1	5	5	0	28	1095	0	1	0
2969	2	6	1	0	10	549	0	1	0
2970	1	5	5	0	28	2292	0	0	0
2970	2	6	1	0	10	549	0	1	0
2971	1	4	4	0	28	1095	0	1	0
2971	1	5	5	0	28	1095	0	0	0
2971	2	6	1	0	10	549	0	1	0
2972	1	4	4	0	28	1095	0	1	0
2972	1	5	5	0	28	1095	0	1	0
2972	2	6	1	0	10	549	0	0	0
2973	1	5	5	0	28	2292	0	0	0
2973	2	6	1	0	10	549	0	0	0
2974	1	5	5	0	28	2292	0	1	0
2974	2	6	1	0	10	549	0	1	0
2975	1	4	4	0	28	1095	0	0	0
2975	1	5	5	0	28	1095	0	0	0
2975	2	6	1	0	10	549	0	0	0
2976	1	4	4	0	28	1095	0	0	0
2976	2	6	1	0	10	549	0	0	0
2977	2	6	1	0	10	549	0	0	0
2978	1	5	5	0	28	1095	0	1	0
2978	2	6	1	0	10	549	0	0	0
2979	1	4	4	0	28	1095	0	0	0
2979	1	5	5	0	28	1095	0	0	0
2979	2	6	1	0	10	549	0	1	0
2980	1	5	5	0	28	2292	0	0	0
2980	2	6	1	0	10	549	0	1	0
2981	1	5	5	0	28	2292	0	0	0
2981	2	6	1	0	10	549	0	0	0
2982	1	4	4	0	28	1095	0	1	0
2982	1	5	5	0	28	1095	0	1	0
2982	2	6	1	0	10	549	0	0	0
2983	1	4	4	0	28	1095	0	1	0
2983	1	5	5	0	28	1095	0	1	0
2983	2	6	1	0	10	549	0	1	0
2984	1	5	5	0	28	2292	0	1	0
2984	2	6	1	0	10	549	0	1	0
2985	1	5	5	0	28	1095	0	0	0
2985	2	6	1	0	10	549	0	1	0
2986	1	4	4	0	28	1095	0	0	0
2986	1	5	5	0	28	1095	0	0	0
2986	2	6	1	0	10	549	0	0	0
2987	2	6	1	0	10	549	0	0	0
2988	1	5	5	0	28	2292	0	0	0
2988	2	6	1	0	10	549	0	0	0
2989	1	4	4	0	28	1095	0	0	0
2989	1	5	5	0	28	1095	0	0	0
2989	2	6	1	0	10	549	0	1	0
2990	1	4	4	0	28	1095	0	0	0
2990	1	5	5	0	28	1095	0	0	0
2990	2	6	1	0	10	549	0	0	0
2991	2	6	1	0	10	549	0	0	0
2992	1	4	4	0	28	1095	0	1	0
2992	1	5	5	0	28	1095	0	0	0
2992	2	6	1	0	10	549	0	1	0
2993	1	4	4	0	28	1095	0	1	0
2993	1	5	5	0	28	1095	0	1	0
2993	2	6	1	0	10	549	0	0	0
2994	1	5	5	0	28	2292	0	1	0
2994	2	6	1	0	10	549	0	1	0
2995	1	5	5	0	28	2292	0	1	0
2995	2	6	1	0	10	549	0	0	0
2996	1	4	4	0	28	1095	0	0	0
2996	2	6	1	0	10	549	0	0	0
2997	1	4	4	0	28	1095	0	0	0
2997	2	6	1	0	10	549	0	0	0
2998	1	5	5	0	28	2292	0	1	0
2998	2	6	1	0	10	549	0	1	0
2999	1	4	4	0	28	1095	0	0	0
2999	1	5	5	0	28	1095	0	1	0
2999	2	6	1	0	10	549	0	0	0
3000	1	4	4	0	28	1095	0	0	0
3000	1	5	5	0	28	1095	0	0	0
3000	2	6	1	0	10	549	0	0	0
3001	2	6	1	0	10	549	0	0	0
3002	1	5	5	0	28	2292	0	0	0
3002	2	6	1	0	10	549	0	1	0
3003	1	4	4	0	28	1095	0	1	0
3003	1	5	5	0	28	1095	0	1	0
3003	2	6	1	0	10	549	0	1	0
3004	1	4	4	0	28	1095	0	1	0
3004	2	6	1	0	10	549	0	1	0
3005	2	6	1	0	10	549	0	0	0
3006	1	4	4	0	28	1095	0	0	0
3006	1	5	5	0	28	1095	0	0	0
3006	2	6	1	0	10	549	0	0	0
3007	1	4	4	0	28	1095	0	0	0
3007	2	6	1	0	10	549	0	1	0
3008	1	5	5	0	28	2292	0	1	0
3008	2	6	1	0	10	549	0	1	0
3009	2	6	1	0	10	549	0	0	0
3010	1	4	4	0	28	1095	0	0	0
3010	1	5	5	0	28	1095	0	0	0
3010	2	6	1	0	10	549	0	0	0
3011	1	3	2	0	28	749	0	1	0
3011	1	4	4	0	28	1095	0	0	0
3011	1	5	5	0	28	469	0	1	0
3011	2	6	1	0	10	549	0	1	0
3012	1	4	4	0	28	1095	0	1	0
3012	1	5	5	0	28	1095	0	1	0
3012	2	6	1	0	10	549	0	1	0
3013	1	4	4	0	28	1095	0	1	0
3013	1	5	5	0	28	1095	0	1	0
3013	2	6	1	0	10	549	0	0	0
3014	1	5	5	0	28	2292	0	1	0
3014	2	6	1	0	10	549	0	1	0
3015	1	5	5	0	28	2292	0	0	0
3015	2	6	1	0	10	549	0	0	0
3016	2	6	1	0	10	549	0	1	0
3017	1	5	5	0	28	1095	0	0	0
3017	2	6	1	0	10	549	0	0	0
3018	1	3	2	0	28	749	0	0	0
3018	1	4	4	0	28	1095	0	0	0
3018	1	5	5	0	28	469	0	0	0
3018	2	6	1	0	10	549	0	0	0
3019	1	4	4	0	28	1095	0	0	0
3019	1	5	5	0	28	1095	0	0	0
3019	2	6	1	0	10	549	0	0	0
3020	1	5	5	0	28	1095	0	0	0
3020	2	6	1	0	10	549	0	1	0
3021	1	5	5	0	28	2292	0	0	0
3021	2	6	1	0	10	549	0	0	0
3022	1	5	5	0	28	2292	0	0	0
3022	2	6	1	0	10	549	0	0	0
3023	1	4	4	0	28	1095	0	1	0
3023	1	5	5	0	28	1095	0	1	0
3023	2	6	1	0	10	549	0	1	0
3024	1	4	4	0	28	1095	0	1	0
3024	1	5	5	0	28	1095	0	1	0
3024	2	6	1	0	10	549	0	1	0
3025	1	5	5	0	28	469	0	0	0
3025	2	6	1	0	10	549	0	0	0
3026	1	4	4	0	28	1095	0	0	0
3026	1	5	5	0	28	1095	0	0	0
3026	2	6	1	0	10	549	0	0	0
3027	1	5	5	0	28	1095	0	0	0
3027	2	6	1	0	10	549	0	1	0
3028	1	5	5	0	28	2292	0	0	0
3028	2	6	1	0	10	549	0	0	0
3029	1	5	5	0	28	2292	0	1	0
3029	2	6	1	0	10	549	0	0	0
3030	1	4	4	0	28	1095	0	0	0
3030	2	6	1	0	10	549	0	0	0
3031	1	4	4	0	28	1095	0	0	0
3031	2	6	1	0	10	549	0	0	0
3032	1	4	4	0	28	1095	0	1	0
3032	1	5	5	0	28	1095	0	1	0
3032	2	6	1	0	10	549	0	1	0
3033	1	4	4	0	28	1095	0	1	0
3033	1	5	5	0	28	1095	0	1	0
3033	2	6	1	0	10	549	0	0	0
3034	1	5	5	0	28	2292	0	1	0
3034	2	6	1	0	10	549	0	1	0
3035	1	5	5	0	28	2292	0	1	0
3035	2	6	1	0	10	549	0	0	0
3036	1	5	5	0	28	2292	0	0	0
3036	2	6	1	0	10	549	0	1	0
3037	1	5	5	0	28	2292	0	1	0
3037	2	6	1	0	10	549	0	1	0
3038	2	6	1	0	10	549	0	1	0
3039	1	4	4	0	28	1095	0	0	0
3039	1	5	5	0	28	1095	0	0	0
3039	2	6	1	0	10	549	0	0	0
3040	1	5	5	0	28	1095	0	0	0
3040	2	6	1	0	10	549	0	1	0
3041	1	5	5	0	28	2292	0	0	0
3041	2	6	1	0	10	549	0	0	0
3042	1	5	5	0	28	2292	0	0	0
3042	2	6	1	0	10	549	0	1	0
3043	1	5	5	0	28	2292	0	0	0
3043	2	6	1	0	10	549	0	0	0
3044	1	5	5	0	28	2292	0	0	0
3044	2	6	1	0	10	549	0	0	0
3045	1	4	4	0	28	1095	0	1	0
3045	1	5	5	0	28	1095	0	1	0
3045	2	6	1	0	10	549	0	1	0
3046	1	4	4	0	28	1095	0	0	0
3046	1	5	5	0	28	1095	0	0	0
3046	2	6	1	0	10	549	0	0	0
3047	1	4	4	0	28	1095	0	1	0
3047	1	5	5	0	28	1095	0	0	0
3047	2	6	1	0	10	549	0	1	0
3048	1	5	5	0	28	2292	0	0	0
3048	2	6	1	0	10	549	0	0	0
3049	1	5	5	0	28	2292	0	0	0
3049	2	6	1	0	10	549	0	0	0
3050	1	5	5	0	28	2292	0	1	0
3050	2	6	1	0	10	549	0	0	0
3051	2	6	1	0	10	549	0	0	0
3052	1	4	4	0	28	1095	0	0	0
3052	2	6	1	0	10	549	0	0	0
3053	1	4	4	0	28	1095	0	1	0
3053	1	5	5	0	28	1095	0	1	0
3053	2	6	1	0	10	549	0	0	0
3054	1	4	4	0	28	1095	0	0	0
3054	2	6	1	0	10	549	0	0	0
3055	1	4	4	0	28	1095	0	1	0
3055	1	5	5	0	28	1095	0	1	0
3055	2	6	1	0	10	549	0	0	0
3056	1	4	4	0	28	1095	0	1	0
3056	1	5	5	0	28	1095	0	1	0
3056	2	6	1	0	10	549	0	0	0
3057	2	6	1	0	10	549	0	0	0
3058	2	6	1	0	10	549	0	1	0
3059	1	4	4	0	28	1095	0	0	0
3059	1	5	5	0	28	1095	0	1	0
3059	2	6	1	0	10	549	0	1	0
3060	1	4	4	0	28	1095	0	0	0
3060	1	5	5	0	28	1095	0	0	0
3060	2	6	1	0	10	549	0	1	0
3061	1	4	4	0	28	1095	0	0	0
3061	1	5	5	0	28	1095	0	1	0
3061	2	6	1	0	10	549	0	1	0
3062	1	4	4	0	28	1095	0	0	0
3062	2	6	1	0	10	549	0	1	0
3063	1	4	4	0	28	1095	0	0	0
3063	2	6	1	0	10	549	0	0	0
3064	1	4	4	0	28	1095	0	1	0
3064	2	6	1	0	10	549	0	1	0
3065	1	4	4	0	28	1095	0	1	0
3065	1	5	5	0	28	1095	0	1	0
3065	2	6	1	0	10	549	0	1	0
3066	2	6	1	0	10	549	0	0	0
3067	1	4	4	0	28	1095	0	0	0
3067	1	5	5	0	28	1095	0	0	0
3067	2	6	1	0	10	549	0	0	0
3068	1	5	5	0	28	1095	0	0	0
3068	2	6	1	0	10	549	0	0	0
3069	1	4	4	0	28	1095	0	0	0
