Time	direction	frame	subF	slot	1stSym	nSymbol	cellId	bwpId	rnti	tbSize	mcs	rank	rv	SINR(dB)	CQI	corrupt	TBler
1.03093	DL	103	0	0	1	12	1	0	2	1454	28	1	0	26.7598	15	0	0
1.03093	DL	103	0	0	1	12	1	0	3	179	28	1	0	31.5013	15	0	5.701e-14
1.03093	DL	103	0	0	1	12	1	0	4	179	28	1	0	25.4029	15	0	5.701e-14
1.03193	DL	103	1	0	1	12	1	0	3	179	28	1	0	41.8154	15	0	5.701e-14
1.03193	DL	103	1	0	1	12	1	0	4	179	28	1	0	35.717	15	0	5.701e-14
1.03293	DL	103	2	0	1	12	1	0	1	1477	22	1	0	16.2309	12	0	0
1.03293	DL	103	2	0	1	12	1	0	2	1454	28	1	0	26.7598	15	0	0
1.03293	DL	103	2	0	1	12	1	0	3	179	28	1	0	31.5013	15	0	5.701e-14
1.03293	DL	103	2	0	1	12	1	0	4	179	28	1	0	25.4029	15	0	5.701e-14
1.03393	DL	103	3	0	1	12	1	0	3	179	28	1	0	41.8154	15	0	5.701e-14
1.03393	DL	103	3	0	1	12	1	0	4	179	28	1	0	35.717	15	0	5.701e-14
1.03493	DL	103	4	0	1	12	1	0	1	1477	22	1	0	16.2309	12	0	0
1.03493	DL	103	4	0	1	12	1	0	2	1454	28	1	0	26.7598	15	0	0
1.03493	DL	103	4	0	1	12	1	0	3	179	28	1	0	31.5013	15	0	5.701e-14
1.03493	DL	103	4	0	1	12	1	0	4	179	28	1	0	25.4029	15	0	5.701e-14
1.03593	DL	103	5	0	1	12	1	0	3	179	28	1	0	41.8154	15	0	5.701e-14
1.03593	DL	103	5	0	1	12	1	0	4	179	28	1	0	35.717	15	0	5.701e-14
1.03693	DL	103	6	0	1	12	1	0	1	1477	22	1	0	16.2309	12	0	0
1.03693	DL	103	6	0	1	12	1	0	2	1454	28	1	0	26.7598	15	0	0
1.03693	DL	103	6	0	1	12	1	0	3	179	28	1	0	31.5013	15	0	5.701e-14
1.03693	DL	103	6	0	1	12	1	0	4	179	28	1	0	25.4029	15	0	5.701e-14
1.03793	DL	103	7	0	1	12	1	0	3	179	28	1	0	41.8154	15	0	5.701e-14
1.03793	DL	103	7	0	1	12	1	0	4	179	28	1	0	35.717	15	0	5.701e-14
1.03893	DL	103	8	0	1	12	1	0	1	1477	22	1	0	16.2309	12	0	0
1.03893	DL	103	8	0	1	12	1	0	2	1454	28	1	0	26.7598	15	0	0
1.03893	DL	103	8	0	1	12	1	0	3	179	28	1	0	31.5013	15	0	5.701e-14
1.03893	DL	103	8	0	1	12	1	0	4	179	28	1	0	25.4029	15	0	5.701e-14
1.03993	DL	103	9	0	1	12	1	0	3	179	28	1	0	41.8154	15	0	5.701e-14
1.03993	DL	103	9	0	1	12	1	0	4	179	28	1	0	35.717	15	0	5.701e-14
1.04093	DL	104	0	0	1	12	1	0	1	1477	22	1	0	16.2309	12	0	0
1.04093	DL	104	0	0	1	12	1	0	2	1454	28	1	0	26.7598	15	0	0
1.04093	DL	104	0	0	1	12	1	0	3	179	28	1	0	31.5013	15	0	5.701e-14
1.04093	DL	104	0	0	1	12	1	0	4	179	28	1	0	25.4029	15	0	5.701e-14
1.04193	DL	104	1	0	1	12	1	0	3	179	28	1	0	41.8154	15	0	5.701e-14
1.04193	DL	104	1	0	1	12	1	0	4	179	28	1	0	35.717	15	0	5.701e-14
1.04293	DL	104	2	0	1	12	1	0	1	1477	22	1	0	16.2309	12	0	0
1.04293	DL	104	2	0	1	12	1	0	2	1454	28	1	0	26.7598	15	0	0
1.04293	DL	104	2	0	1	12	1	0	3	179	28	1	0	31.5013	15	0	5.701e-14
1.04293	DL	104	2	0	1	12	1	0	4	179	28	1	0	25.4029	15	0	5.701e-14
1.04393	DL	104	3	0	1	12	1	0	3	179	28	1	0	41.8154	15	0	5.701e-14
1.04393	DL	104	3	0	1	12	1	0	4	179	28	1	0	35.717	15	0	5.701e-14
1.04493	DL	104	4	0	1	12	1	0	1	1477	22	1	0	16.2309	12	0	0
1.04493	DL	104	4	0	1	12	1	0	2	1454	28	1	0	26.7598	15	0	0
1.04493	DL	104	4	0	1	12	1	0	3	179	28	1	0	31.5013	15	0	5.701e-14
1.04493	DL	104	4	0	1	12	1	0	4	179	28	1	0	25.4029	15	0	5.701e-14
1.04593	DL	104	5	0	1	12	1	0	3	179	28	1	0	41.8154	15	0	5.701e-14
1.04593	DL	104	5	0	1	12	1	0	4	179	28	1	0	35.717	15	0	5.701e-14
1.04693	DL	104	6	0	1	12	1	0	1	1477	22	1	0	16.2309	12	0	0
1.04693	DL	104	6	0	1	12	1	0	2	1454	28	1	0	26.7598	15	0	0
1.04693	DL	104	6	0	1	12	1	0	3	179	28	1	0	31.5013	15	0	5.701e-14
1.04693	DL	104	6	0	1	12	1	0	4	179	28	1	0	25.4029	15	0	5.701e-14
1.04793	DL	104	7	0	1	12	1	0	3	179	28	1	0	41.8154	15	0	5.701e-14
1.04793	DL	104	7	0	1	12	1	0	4	179	28	1	0	35.717	15	0	5.701e-14
1.04893	DL	104	8	0	1	12	1	0	1	1477	22	1	0	16.2309	12	0	0
1.04893	DL	104	8	0	1	12	1	0	2	1454	28	1	0	26.7598	15	0	0
1.04893	DL	104	8	0	1	12	1	0	3	179	28	1	0	31.5013	15	0	5.701e-14
1.04893	DL	104	8	0	1	12	1	0	4	179	28	1	0	25.4029	15	0	5.701e-14
1.04993	DL	104	9	0	1	12	1	0	3	179	28	1	0	41.8154	15	0	5.701e-14
1.04993	DL	104	9	0	1	12	1	0	4	179	28	1	0	35.717	15	0	5.701e-14
1.05093	DL	105	0	0	1	12	1	0	1	1477	22	1	0	16.2309	12	0	0
1.05093	DL	105	0	0	1	12	1	0	2	1454	28	1	0	26.7598	15	0	0
1.05093	DL	105	0	0	1	12	1	0	3	179	28	1	0	31.5013	15	0	5.701e-14
1.05093	DL	105	0	0	1	12	1	0	4	179	28	1	0	25.4029	15	0	5.701e-14
1.05193	DL	105	1	0	1	12	1	0	3	179	28	1	0	41.8154	15	0	5.701e-14
1.05193	DL	105	1	0	1	12	1	0	4	179	28	1	0	35.717	15	0	5.701e-14
1.05293	DL	105	2	0	1	12	1	0	1	1477	22	1	0	16.2309	12	0	0
1.05293	DL	105	2	0	1	12	1	0	2	1454	28	1	0	26.7598	15	0	0
1.05293	DL	105	2	0	1	12	1	0	3	179	28	1	0	31.5013	15	0	5.701e-14
1.05293	DL	105	2	0	1	12	1	0	4	179	28	1	0	25.4029	15	0	5.701e-14
1.05393	DL	105	3	0	1	12	1	0	3	179	28	1	0	41.8154	15	0	5.701e-14
1.05393	DL	105	3	0	1	12	1	0	4	179	28	1	0	35.717	15	0	5.701e-14
1.05493	DL	105	4	0	1	12	1	0	1	1477	22	1	0	16.0313	12	0	0
1.05493	DL	105	4	0	1	12	1	0	2	1454	28	1	0	26.4266	15	0	0
1.05493	DL	105	4	0	1	12	1	0	3	179	28	1	0	31.3046	15	0	5.701e-14
1.05493	DL	105	4	0	1	12	1	0	4	179	28	1	0	25.056	15	0	5.701e-14
1.05493	DL	105	4	0	1	12	1	0	5	88	28	1	0	25.4292	15	0	5.701e-14
1.05493	DL	105	4	0	1	12	1	0	6	88	28	1	0	32.222	15	0	5.701e-14
1.05593	DL	105	5	0	1	12	1	0	3	179	28	1	0	41.8154	15	0	5.701e-14
1.05593	DL	105	5	0	1	12	1	0	4	179	28	1	0	35.717	15	0	5.701e-14
1.05693	DL	105	6	0	1	12	1	0	1	1477	22	1	0	16.2309	12	0	0
1.05693	DL	105	6	0	1	12	1	0	2	1454	28	1	0	26.7598	15	0	0
1.05693	DL	105	6	0	1	12	1	0	3	179	28	1	0	31.5013	15	0	5.701e-14
1.05693	DL	105	6	0	1	12	1	0	4	179	28	1	0	25.4029	15	0	5.701e-14
1.05793	DL	105	7	0	1	12	1	0	3	179	28	1	0	41.8154	15	0	5.701e-14
1.05793	DL	105	7	0	1	12	1	0	4	179	28	1	0	35.717	15	0	5.701e-14
1.05886	DL	105	8	0	1	11	1	0	1	1471	22	1	0	15.8212	12	0	0
1.05886	DL	105	8	0	1	11	1	0	2	1499	28	1	0	26.3133	15	0	0
1.05886	DL	105	8	0	1	11	1	0	3	163	28	1	0	31.115	15	0	5.701e-14
1.05886	DL	105	8	0	1	11	1	0	4	163	28	1	0	25.0166	15	0	5.701e-14
1.05993	DL	105	9	0	1	12	1	0	3	179	28	1	0	41.8154	15	0	5.701e-14
1.05993	DL	105	9	0	1	12	1	0	4	179	28	1	0	35.717	15	0	5.701e-14
1.06093	DL	106	0	0	1	12	1	0	1	1477	22	1	0	16.2309	12	0	0
1.06093	DL	106	0	0	1	12	1	0	2	1454	28	1	0	26.7598	15	0	0
1.06093	DL	106	0	0	1	12	1	0	3	179	28	1	0	31.5013	15	0	5.701e-14
1.06093	DL	106	0	0	1	12	1	0	4	179	28	1	0	25.4029	15	0	5.701e-14
1.06193	DL	106	1	0	1	12	1	0	3	179	28	1	0	41.8154	15	0	5.701e-14
1.06193	DL	106	1	0	1	12	1	0	4	179	28	1	0	35.717	15	0	5.701e-14
1.06293	DL	106	2	0	1	12	1	0	1	1477	22	1	0	16.2309	12	0	0
1.06293	DL	106	2	0	1	12	1	0	2	1454	28	1	0	26.7598	15	0	0
1.06293	DL	106	2	0	1	12	1	0	3	179	28	1	0	31.5013	15	0	5.701e-14
1.06293	DL	106	2	0	1	12	1	0	4	179	28	1	0	25.4029	15	0	5.701e-14
1.06393	DL	106	3	0	1	12	1	0	3	179	28	1	0	41.8154	15	0	5.701e-14
1.06393	DL	106	3	0	1	12	1	0	4	179	28	1	0	35.717	15	0	5.701e-14
1.06493	DL	106	4	0	1	12	1	0	1	1477	22	1	0	16.2309	12	0	0
1.06493	DL	106	4	0	1	12	1	0	2	1454	28	1	0	26.7598	15	0	0
1.06493	DL	106	4	0	1	12	1	0	3	179	28	1	0	31.5013	15	0	5.701e-14
1.06493	DL	106	4	0	1	12	1	0	4	179	28	1	0	25.4029	15	0	5.701e-14
1.06593	DL	106	5	0	1	12	1	0	3	179	28	1	0	41.8154	15	0	5.701e-14
1.06593	DL	106	5	0	1	12	1	0	4	179	28	1	0	35.717	15	0	5.701e-14
1.06693	DL	106	6	0	1	12	1	0	1	1477	22	1	0	16.2309	12	0	0
1.06693	DL	106	6	0	1	12	1	0	2	1454	28	1	0	26.7598	15	0	0
1.06693	DL	106	6	0	1	12	1	0	3	179	28	1	0	31.5013	15	0	5.701e-14
1.06693	DL	106	6	0	1	12	1	0	4	179	28	1	0	25.4029	15	0	5.701e-14
1.06786	DL	106	7	0	1	11	1	0	3	163	28	1	0	41.8154	15	0	5.701e-14
1.06786	DL	106	7	0	1	11	1	0	4	163	28	1	0	35.717	15	0	5.701e-14
1.06886	DL	106	8	0	1	11	1	0	1	1471	22	1	0	15.8212	12	0	0
1.06886	DL	106	8	0	1	11	1	0	2	1499	28	1	0	26.3133	15	0	0
1.06886	DL	106	8	0	1	11	1	0	3	163	28	1	0	31.115	15	0	5.701e-14
1.06886	DL	106	8	0	1	11	1	0	4	163	28	1	0	25.0166	15	0	5.701e-14
1.06993	DL	106	9	0	1	12	1	0	3	179	28	1	0	41.8154	15	0	5.701e-14
1.06993	DL	106	9	0	1	12	1	0	4	179	28	1	0	35.717	15	0	5.701e-14
1.07093	DL	107	0	0	1	12	1	0	1	1477	22	1	0	16.2309	12	0	0
1.07093	DL	107	0	0	1	12	1	0	2	1454	28	1	0	26.7598	15	0	0
1.07093	DL	107	0	0	1	12	1	0	3	179	28	1	0	31.5013	15	0	5.701e-14
1.07093	DL	107	0	0	1	12	1	0	4	179	28	1	0	25.4029	15	0	5.701e-14
1.07193	DL	107	1	0	1	12	1	0	3	179	28	1	0	41.8154	15	0	5.701e-14
1.07193	DL	107	1	0	1	12	1	0	4	179	28	1	0	35.717	15	0	5.701e-14
1.07293	DL	107	2	0	1	12	1	0	1	1477	22	1	0	16.2309	12	0	0
1.07293	DL	107	2	0	1	12	1	0	2	1454	28	1	0	26.7598	15	0	0
1.07293	DL	107	2	0	1	12	1	0	3	179	28	1	0	31.5013	15	0	5.701e-14
1.07293	DL	107	2	0	1	12	1	0	4	179	28	1	0	25.4029	15	0	5.701e-14
1.07393	DL	107	3	0	1	12	1	0	3	179	28	1	0	41.8154	15	0	5.701e-14
1.07393	DL	107	3	0	1	12	1	0	4	179	28	1	0	35.717	15	0	5.701e-14
1.07493	DL	107	4	0	1	12	1	0	1	1477	22	1	0	16.2309	12	0	0
1.07493	DL	107	4	0	1	12	1	0	2	1454	28	1	0	26.7598	15	0	0
1.07493	DL	107	4	0	1	12	1	0	3	179	28	1	0	31.5013	15	0	5.701e-14
1.07493	DL	107	4	0	1	12	1	0	4	179	28	1	0	25.4029	15	0	5.701e-14
1.07593	DL	107	5	0	1	12	1	0	3	179	28	1	0	41.8154	15	0	5.701e-14
1.07593	DL	107	5	0	1	12	1	0	4	179	28	1	0	35.717	15	0	5.701e-14
1.07693	DL	107	6	0	1	12	1	0	1	1477	22	1	0	16.2309	12	0	0
1.07693	DL	107	6	0	1	12	1	0	2	1454	28	1	0	26.7598	15	0	0
1.07693	DL	107	6	0	1	12	1	0	3	179	28	1	0	31.5013	15	0	5.701e-14
1.07693	DL	107	6	0	1	12	1	0	4	179	28	1	0	25.4029	15	0	5.701e-14
1.07793	DL	107	7	0	1	12	1	0	3	179	28	1	0	41.8154	15	0	5.701e-14
1.07793	DL	107	7	0	1	12	1	0	4	179	28	1	0	35.717	15	0	5.701e-14
1.07893	DL	107	8	0	1	12	1	0	1	1477	22	1	0	16.2309	12	0	0
1.07893	DL	107	8	0	1	12	1	0	2	1454	28	1	0	26.7598	15	0	0
1.07893	DL	107	8	0	1	12	1	0	3	179	28	1	0	31.5013	15	0	5.701e-14
1.07893	DL	107	8	0	1	12	1	0	4	179	28	1	0	25.4029	15	0	5.701e-14
1.07993	DL	107	9	0	1	12	1	0	3	179	28	1	0	41.8154	15	0	5.701e-14
1.07993	DL	107	9	0	1	12	1	0	4	179	28	1	0	35.717	15	0	5.701e-14
1.08093	DL	108	0	0	1	12	1	0	1	1477	22	1	0	16.2309	12	0	0
1.08093	DL	108	0	0	1	12	1	0	2	1454	28	1	0	26.7598	15	0	0
1.08093	DL	108	0	0	1	12	1	0	3	179	28	1	0	31.5013	15	0	5.701e-14
1.08093	DL	108	0	0	1	12	1	0	4	179	28	1	0	25.4029	15	0	5.701e-14
1.08193	DL	108	1	0	1	12	1	0	3	179	28	1	0	41.8154	15	0	5.701e-14
1.08193	DL	108	1	0	1	12	1	0	4	179	28	1	0	35.717	15	0	5.701e-14
1.08293	DL	108	2	0	1	12	1	0	1	1477	22	1	0	16.2309	12	0	0
1.08293	DL	108	2	0	1	12	1	0	2	1454	28	1	0	26.7598	15	0	0
1.08293	DL	108	2	0	1	12	1	0	3	179	28	1	0	31.5013	15	0	5.701e-14
1.08293	DL	108	2	0	1	12	1	0	4	179	28	1	0	25.4029	15	0	5.701e-14
1.08393	DL	108	3	0	1	12	1	0	3	179	28	1	0	41.8154	15	0	5.701e-14
1.08393	DL	108	3	0	1	12	1	0	4	179	28	1	0	35.717	15	0	5.701e-14
1.08493	DL	108	4	0	1	12	1	0	1	1477	22	1	0	16.2309	12	0	0
1.08493	DL	108	4	0	1	12	1	0	2	1454	28	1	0	26.7598	15	0	0
1.08493	DL	108	4	0	1	12	1	0	3	179	28	1	0	31.5013	15	0	5.701e-14
1.08493	DL	108	4	0	1	12	1	0	4	179	28	1	0	25.4029	15	0	5.701e-14
1.08593	DL	108	5	0	1	12	1	0	3	179	28	1	0	41.8154	15	0	5.701e-14
1.08593	DL	108	5	0	1	12	1	0	4	179	28	1	0	35.717	15	0	5.701e-14
1.08693	DL	108	6	0	1	12	1	0	1	1477	22	1	0	16.2309	12	0	0
1.08693	DL	108	6	0	1	12	1	0	2	1454	28	1	0	26.7598	15	0	0
1.08693	DL	108	6	0	1	12	1	0	3	179	28	1	0	31.5013	15	0	5.701e-14
1.08693	DL	108	6	0	1	12	1	0	4	179	28	1	0	25.4029	15	0	5.701e-14
1.08793	DL	108	7	0	1	12	1	0	3	179	28	1	0	41.8154	15	0	5.701e-14
1.08793	DL	108	7	0	1	12	1	0	4	179	28	1	0	35.717	15	0	5.701e-14
1.08893	DL	108	8	0	1	12	1	0	1	1477	22	1	0	16.2309	12	0	0
1.08893	DL	108	8	0	1	12	1	0	2	1454	28	1	0	26.7598	15	0	0
1.08893	DL	108	8	0	1	12	1	0	3	179	28	1	0	31.5013	15	0	5.701e-14
1.08893	DL	108	8	0	1	12	1	0	4	179	28	1	0	25.4029	15	0	5.701e-14
1.08993	DL	108	9	0	1	12	1	0	3	179	28	1	0	41.8154	15	0	5.701e-14
1.08993	DL	108	9	0	1	12	1	0	4	179	28	1	0	35.717	15	0	5.701e-14
1.09093	DL	109	0	0	1	12	1	0	1	1477	22	1	0	16.2309	12	0	0
1.09093	DL	109	0	0	1	12	1	0	2	1454	28	1	0	26.7598	15	0	0
1.09093	DL	109	0	0	1	12	1	0	3	179	28	1	0	31.5013	15	0	5.701e-14
1.09093	DL	109	0	0	1	12	1	0	4	179	28	1	0	25.4029	15	0	5.701e-14
1.09193	DL	109	1	0	1	12	1	0	3	179	28	1	0	41.8154	15	0	5.701e-14
1.09193	DL	109	1	0	1	12	1	0	4	179	28	1	0	35.717	15	0	5.701e-14
1.09293	DL	109	2	0	1	12	1	0	1	1477	22	1	0	16.2309	12	0	0
1.09293	DL	109	2	0	1	12	1	0	2	1454	28	1	0	26.7598	15	0	0
1.09293	DL	109	2	0	1	12	1	0	3	179	28	1	0	31.5013	15	0	5.701e-14
1.09293	DL	109	2	0	1	12	1	0	4	179	28	1	0	25.4029	15	0	5.701e-14
1.09393	DL	109	3	0	1	12	1	0	3	179	28	1	0	41.8154	15	0	5.701e-14
1.09393	DL	109	3	0	1	12	1	0	4	179	28	1	0	35.717	15	0	5.701e-14
1.09493	DL	109	4	0	1	12	1	0	1	1477	22	1	0	16.2309	12	0	0
1.09493	DL	109	4	0	1	12	1	0	2	1454	28	1	0	26.7598	15	0	0
1.09493	DL	109	4	0	1	12	1	0	3	179	28	1	0	31.5013	15	0	5.701e-14
1.09493	DL	109	4	0	1	12	1	0	4	179	28	1	0	25.4029	15	0	5.701e-14
1.09593	DL	109	5	0	1	12	1	0	3	179	28	1	0	41.8154	15	0	5.701e-14
1.09593	DL	109	5	0	1	12	1	0	4	179	28	1	0	35.717	15	0	5.701e-14
1.09693	DL	109	6	0	1	12	1	0	1	1477	22	1	0	16.2309	12	0	0
1.09693	DL	109	6	0	1	12	1	0	2	1454	28	1	0	26.7598	15	0	0
1.09693	DL	109	6	0	1	12	1	0	3	179	28	1	0	31.5013	15	0	5.701e-14
1.09693	DL	109	6	0	1	12	1	0	4	179	28	1	0	25.4029	15	0	5.701e-14
1.09786	DL	109	7	0	1	11	1	0	3	163	28	1	0	41.8154	15	0	5.701e-14
1.09786	DL	109	7	0	1	11	1	0	4	163	28	1	0	35.717	15	0	5.701e-14
1.09893	DL	109	8	0	1	12	1	0	1	1477	22	1	0	16.2309	12	0	0
1.09893	DL	109	8	0	1	12	1	0	2	1454	28	1	0	26.7598	15	0	0
1.09893	DL	109	8	0	1	12	1	0	3	179	28	1	0	31.5013	15	0	5.701e-14
1.09893	DL	109	8	0	1	12	1	0	4	179	28	1	0	25.4029	15	0	5.701e-14
1.09993	DL	109	9	0	1	12	1	0	3	179	28	1	0	41.8154	15	0	5.701e-14
1.09993	DL	109	9	0	1	12	1	0	4	179	28	1	0	35.717	15	0	5.701e-14
1.10093	DL	110	0	0	1	12	1	0	1	1477	22	1	0	16.2309	12	0	0
1.10093	DL	110	0	0	1	12	1	0	2	1454	28	1	0	26.7598	15	0	0
1.10093	DL	110	0	0	1	12	1	0	3	179	28	1	0	31.5013	15	0	5.701e-14
1.10093	DL	110	0	0	1	12	1	0	4	179	28	1	0	25.4029	15	0	5.701e-14
1.10193	DL	110	1	0	1	12	1	0	3	179	28	1	0	41.8154	15	0	5.701e-14
1.10193	DL	110	1	0	1	12	1	0	4	179	28	1	0	35.717	15	0	5.701e-14
1.10293	DL	110	2	0	1	12	1	0	1	1477	22	1	0	16.2309	12	0	0
1.10293	DL	110	2	0	1	12	1	0	2	1454	28	1	0	26.7598	15	0	0
1.10293	DL	110	2	0	1	12	1	0	3	179	28	1	0	31.5013	15	0	5.701e-14
1.10293	DL	110	2	0	1	12	1	0	4	179	28	1	0	25.4029	15	0	5.701e-14
1.10393	DL	110	3	0	1	12	1	0	3	179	28	1	0	41.8154	15	0	5.701e-14
1.10393	DL	110	3	0	1	12	1	0	4	179	28	1	0	35.717	15	0	5.701e-14
1.10493	DL	110	4	0	1	12	1	0	1	1477	22	1	0	16.0313	12	0	0
1.10493	DL	110	4	0	1	12	1	0	2	1454	28	1	0	26.4266	15	0	0
1.10493	DL	110	4	0	1	12	1	0	3	179	28	1	0	31.3046	15	0	5.701e-14
1.10493	DL	110	4	0	1	12	1	0	4	179	28	1	0	25.056	15	0	5.701e-14
1.10493	DL	110	4	0	1	12	1	0	5	88	28	1	0	25.4292	15	0	5.701e-14
1.10493	DL	110	4	0	1	12	1	0	6	88	28	1	0	32.222	15	0	5.701e-14
1.10593	DL	110	5	0	1	12	1	0	3	179	28	1	0	41.8154	15	0	5.701e-14
1.10593	DL	110	5	0	1	12	1	0	4	179	28	1	0	35.717	15	0	5.701e-14
1.10693	DL	110	6	0	1	12	1	0	1	1477	22	1	0	16.2309	12	0	0
1.10693	DL	110	6	0	1	12	1	0	2	1454	28	1	0	26.7598	15	0	0
1.10693	DL	110	6	0	1	12	1	0	3	179	28	1	0	31.5013	15	0	5.701e-14
1.10693	DL	110	6	0	1	12	1	0	4	179	28	1	0	25.4029	15	0	5.701e-14
1.10793	DL	110	7	0	1	12	1	0	3	179	28	1	0	41.8154	15	0	5.701e-14
1.10793	DL	110	7	0	1	12	1	0	4	179	28	1	0	35.717	15	0	5.701e-14
1.10886	DL	110	8	0	1	11	1	0	1	1471	22	1	0	15.8212	12	0	0
1.10886	DL	110	8	0	1	11	1	0	2	1499	28	1	0	26.3133	15	0	0
1.10886	DL	110	8	0	1	11	1	0	3	163	28	1	0	31.115	15	0	5.701e-14
1.10886	DL	110	8	0	1	11	1	0	4	163	28	1	0	25.0166	15	0	5.701e-14
1.10986	DL	110	9	0	1	11	1	0	3	163	28	1	0	41.8154	15	0	5.701e-14
1.10986	DL	110	9	0	1	11	1	0	4	163	28	1	0	35.717	15	0	5.701e-14
1.11093	DL	111	0	0	1	12	1	0	1	1477	22	1	0	16.2309	12	0	0
1.11093	DL	111	0	0	1	12	1	0	2	1454	28	1	0	26.7598	15	0	0
1.11093	DL	111	0	0	1	12	1	0	3	179	28	1	0	31.5013	15	0	5.701e-14
1.11093	DL	111	0	0	1	12	1	0	4	179	28	1	0	25.4029	15	0	5.701e-14
1.11193	DL	111	1	0	1	12	1	0	3	179	28	1	0	41.8154	15	0	5.701e-14
1.11193	DL	111	1	0	1	12	1	0	4	179	28	1	0	35.717	15	0	5.701e-14
1.11293	DL	111	2	0	1	12	1	0	1	1477	22	1	0	16.2309	12	0	0
1.11293	DL	111	2	0	1	12	1	0	2	1454	28	1	0	26.7598	15	0	0
1.11293	DL	111	2	0	1	12	1	0	3	179	28	1	0	31.5013	15	0	5.701e-14
1.11293	DL	111	2	0	1	12	1	0	4	179	28	1	0	25.4029	15	0	5.701e-14
1.11393	DL	111	3	0	1	12	1	0	3	179	28	1	0	41.8154	15	0	5.701e-14
1.11393	DL	111	3	0	1	12	1	0	4	179	28	1	0	35.717	15	0	5.701e-14
1.11493	DL	111	4	0	1	12	1	0	1	1477	22	1	0	16.2309	12	0	0
1.11493	DL	111	4	0	1	12	1	0	2	1454	28	1	0	26.7598	15	0	0
1.11493	DL	111	4	0	1	12	1	0	3	179	28	1	0	31.5013	15	0	5.701e-14
1.11493	DL	111	4	0	1	12	1	0	4	179	28	1	0	25.4029	15	0	5.701e-14
1.11593	DL	111	5	0	1	12	1	0	3	179	28	1	0	41.8154	15	0	5.701e-14
1.11593	DL	111	5	0	1	12	1	0	4	179	28	1	0	35.717	15	0	5.701e-14
1.11693	DL	111	6	0	1	12	1	0	1	1477	22	1	0	16.2309	12	0	0
1.11693	DL	111	6	0	1	12	1	0	2	1454	28	1	0	26.7598	15	0	0
1.11693	DL	111	6	0	1	12	1	0	3	179	28	1	0	31.5013	15	0	5.701e-14
1.11693	DL	111	6	0	1	12	1	0	4	179	28	1	0	25.4029	15	0	5.701e-14
1.11793	DL	111	7	0	1	12	1	0	3	179	28	1	0	41.8154	15	0	5.701e-14
1.11793	DL	111	7	0	1	12	1	0	4	179	28	1	0	35.717	15	0	5.701e-14
1.11893	DL	111	8	0	1	12	1	0	1	1477	22	1	0	16.2309	12	0	0
1.11893	DL	111	8	0	1	12	1	0	2	1454	28	1	0	26.7598	15	0	0
1.11893	DL	111	8	0	1	12	1	0	3	179	28	1	0	31.5013	15	0	5.701e-14
1.11893	DL	111	8	0	1	12	1	0	4	179	28	1	0	25.4029	15	0	5.701e-14
1.11993	DL	111	9	0	1	12	1	0	3	179	28	1	0	41.8154	15	0	5.701e-14
1.11993	DL	111	9	0	1	12	1	0	4	179	28	1	0	35.717	15	0	5.701e-14
1.12093	DL	112	0	0	1	12	1	0	1	1477	22	1	0	16.2309	12	0	0
1.12093	DL	112	0	0	1	12	1	0	2	1454	28	1	0	26.7598	15	0	0
1.12093	DL	112	0	0	1	12	1	0	3	179	28	1	0	31.5013	15	0	5.701e-14
1.12093	DL	112	0	0	1	12	1	0	4	179	28	1	0	25.4029	15	0	5.701e-14
1.12193	DL	112	1	0	1	12	1	0	3	179	28	1	0	41.8154	15	0	5.701e-14
1.12193	DL	112	1	0	1	12	1	0	4	179	28	1	0	35.717	15	0	5.701e-14
1.12293	DL	112	2	0	1	12	1	0	1	1477	22	1	0	16.2309	12	0	0
1.12293	DL	112	2	0	1	12	1	0	2	1454	28	1	0	26.7598	15	0	0
1.12293	DL	112	2	0	1	12	1	0	3	179	28	1	0	31.5013	15	0	5.701e-14
1.12293	DL	112	2	0	1	12	1	0	4	179	28	1	0	25.4029	15	0	5.701e-14
1.12393	DL	112	3	0	1	12	1	0	3	179	28	1	0	41.8154	15	0	5.701e-14
1.12393	DL	112	3	0	1	12	1	0	4	179	28	1	0	35.717	15	0	5.701e-14
1.12493	DL	112	4	0	1	12	1	0	1	1477	22	1	0	16.2309	12	0	0
1.12493	DL	112	4	0	1	12	1	0	2	1454	28	1	0	26.7598	15	0	0
1.12493	DL	112	4	0	1	12	1	0	3	179	28	1	0	31.5013	15	0	5.701e-14
1.12493	DL	112	4	0	1	12	1	0	4	179	28	1	0	25.4029	15	0	5.701e-14
1.12593	DL	112	5	0	1	12	1	0	3	179	28	1	0	41.8154	15	0	5.701e-14
1.12593	DL	112	5	0	1	12	1	0	4	179	28	1	0	35.717	15	0	5.701e-14
1.12693	DL	112	6	0	1	12	1	0	1	1477	22	1	0	16.2309	12	0	0
1.12693	DL	112	6	0	1	12	1	0	2	1454	28	1	0	26.7598	15	0	0
1.12693	DL	112	6	0	1	12	1	0	3	179	28	1	0	31.5013	15	0	5.701e-14
1.12693	DL	112	6	0	1	12	1	0	4	179	28	1	0	25.4029	15	0	5.701e-14
1.12793	DL	112	7	0	1	12	1	0	3	179	28	1	0	41.8154	15	0	5.701e-14
1.12793	DL	112	7	0	1	12	1	0	4	179	28	1	0	35.717	15	0	5.701e-14
1.12893	DL	112	8	0	1	12	1	0	1	1477	22	1	0	16.2309	12	0	0
1.12893	DL	112	8	0	1	12	1	0	2	1454	28	1	0	26.7598	15	0	0
